"language_code","language_name","term_source","llama_translated_term","llama_content","llama_created_at","llama_done_reason","llama_eval_count","llama_eval_duration","llama_extracted_dictionaries","llama_load_duration","llama_model","llama_prompt_eval_count","llama_prompt_eval_duration","llama_total_duration","llama_translation","llama_translation_rationale","llama_system_prompt","llama_user_prompt","term","wikipedia_translated_term","coding_dh_date","family_name","gt_translated_term","enmt_translated_term","exclude_google_cloud_translate","lingvanex_translated_term","exclude_easynmt","exclude_llama"
"jbo","Lojban","Digital Humanities","djunli .idja","{
  ""translated_term"": ""djunli .idja"",
  ""translation_rationale"": ""djunli (digital) + .i (article) + jdja (humanities)""
}","2026-05-20T20:03:54.287483Z","stop","42.0","505616790.0","[]","64523792.0","llama3.1:latest","124.0","137746542.0","718568167.0","","djunli (digital) + .i (article) + jdja (humanities)","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Lojban (ISO code: jbo). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:54","","","","True","","True","False"
"jam","Jamaican Creole English","Digital Humanities","Dijitil Huminaitis","{
  ""translated_term"": ""Dijitil Huminaitis"",
  ""translation_rationale"": ""In Jamaican Creole English, 'Digital Humanities' is translated by replacing the word 'Humanities' with its equivalent in Patois, which is 'Huminaitis'. The prefix 'Di-' is used to indicate something related to or connected with technology, similar to how it's used in other Caribbean creoles.""
}","2026-05-20T20:03:51.54273Z","stop","91.0","1340414580.0","[]","81028125.0","llama3.1:latest","125.0","132635167.0","1577185000.0","","In Jamaican Creole English, 'Digital Humanities' is translated by replacing the word 'Humanities' with its equivalent in Patois, which is 'Huminaitis'. The prefix 'Di-' is used to indicate something related to or connected with technology, similar to how it's used in other Caribbean creoles.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Jamaican Creole English (ISO code: jam). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:51","","Digital Humanities","","","","","False"
"ja","Japanese","Digital Humanities","デジタル・ヒューマニティーズ","{
  ""translated_term"": ""デジタル・ヒューマニティーズ"",
  ""translation_rationale"": ""Direct translation of 'Digital Humanities' into Japanese, using a combination of loanwords and native characters to convey the concept.""
}","2026-05-20T20:03:47.938246Z","stop","51.0","646233166.0","[]","78169333.0","llama3.1:latest","121.0","136353459.0","874359000.0","","Direct translation of 'Digital Humanities' into Japanese, using a combination of loanwords and native characters to convey the concept.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Japanese (ISO code: ja). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","デジタル・ヒューマニティーズ","デジタル・ヒューマニティーズ","2026-05-20 13:03:47","Japanese (family)","デジタルヒューマニティーズ","","False","デジタル人文学","","False"
"izh","Ingrian","Digital Humanities","Digitaaline humanitared","{
  ""translated_term"": ""Digitaaline humanitared"",
  ""translation_rationale"": ""The translation is based on the available Ingrian language resources and linguistic analysis. 'Digital' remains as is, while 'Humanities' is translated into Ingrian as 'humanitared', following the pattern of adding the suffix '-ed' to denote a field or discipline.""
}","2026-05-20T20:03:45.026672Z","stop","79.0","985887294.0","[]","80235792.0","llama3.1:latest","123.0","133165250.0","1219897250.0","","The translation is based on the available Ingrian language resources and linguistic analysis. 'Digital' remains as is, while 'Humanities' is translated into Ingrian as 'humanitared', following the pattern of adding the suffix '-ed' to denote a field or discipline.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Ingrian (ISO code: izh). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:45","","","","","","","False"
"iu","Inuktitut","Digital Humanities","ᐃᓂᒃ ᑲᓚᕗᔭᖅ","{
  ""translated_term"": ""ᐃᓂᒃ ᑲᓚᕗᔭᖅ"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Inuktitut is based on the concept of digital technology and humanities. In Inuktitut, ᐃᓂᒃ (digital) refers to something related to computers or technology, while ᑲᓚᕗᔭᖅ (humanities) encompasses arts, social sciences, and humanities.""
}","2026-05-20T20:03:41.779234Z","stop","120.0","1419673921.0","[]","74533125.0","llama3.1:latest","125.0","131507250.0","1655117667.0","","The translation of 'Digital Humanities' into Inuktitut is based on the concept of digital technology and humanities. In Inuktitut, ᐃᓂᒃ (digital) refers to something related to computers or technology, while ᑲᓚᕗᔭᖅ (humanities) encompasses arts, social sciences, and humanities.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Inuktitut (ISO code: iu). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:41","","ᖃᕆᑕᐅᔭᒃᑯᑦ ᐃᓄᓕᕆᓂᕐᒧᑦ","","False","","True","False"
"it","Italian","Digital Humanities","Umanità Digitale","{
  ""translated_term"": ""Umanità Digitale"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Italian is a direct combination of the two concepts, with 'umanità' meaning humanities and 'digitale' meaning digital.""
}","2026-05-20T20:03:38.094378Z","stop","55.0","634241124.0","[]","77968208.0","llama3.1:latest","121.0","132307167.0","858306208.0","","The translation of 'Digital Humanities' into Italian is a direct combination of the two concepts, with 'umanità' meaning humanities and 'digitale' meaning digital.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Italian (ISO code: it). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","Informatica umanistica","Informatica umanistica","2026-05-20 13:03:38","Indo-European languages","Discipline umanistiche digitali","Digital Humanities","","Scienze umanistiche digitali","","False"
"is","Icelandic","Digital Humanities","Dökk menntir","{
  ""translated_term"": ""Dökk menntir"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Icelandic is a direct word-for-word translation, with 'dökk' meaning 'digital' and 'menntir' meaning 'humanities'.""
}","2026-05-20T20:03:35.204299Z","stop","62.0","725175415.0","[]","79308000.0","llama3.1:latest","121.0","131923625.0","952209083.0","","The translation of 'Digital Humanities' into Icelandic is a direct word-for-word translation, with 'dökk' meaning 'digital' and 'menntir' meaning 'humanities'.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Icelandic (ISO code: is). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:35","","Stafræn hugvísindi","Stafræn mannvera","","Stafræn hugvísindi","","False"
"io","Ido","Digital Humanities","Humanitaraj Sciencoj","{
  ""translated_term"": ""Humanitaraj Sciencoj"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Ido as 'Humanitaraj Sciencoj', which directly conveys the meaning of combining digital methods with humanities studies. This translation is based on the etymology and structure of the Ido language, aiming to preserve the original concept while adapting it to the target language.""
}","2026-05-20T20:03:32.227692Z","stop","87.0","1016905834.0","[]","80432292.0","llama3.1:latest","122.0","121678208.0","1241195000.0","","The term 'Digital Humanities' is translated into Ido as 'Humanitaraj Sciencoj', which directly conveys the meaning of combining digital methods with humanities studies. This translation is based on the etymology and structure of the Ido language, aiming to preserve the original concept while adapting it to the target language.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Ido (ISO code: io). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:32","","","","True","","True","False"
"inh","Ingush","Digital Humanities","","{
  ""translated_term"": """",
  ""translation_rationale"": """"
}","2026-05-20T20:03:28.956489Z","stop","16.0","175500584.0","[]","77426125.0","llama3.1:latest","122.0","134743834.0","392354083.0","","","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Ingush (ISO code: inh). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:28","","","","True","","True","False"
"ilo","Iloko","Digital Humanities","Dagiti Humantayti Digital","{
  ""translated_term"": ""Dagiti Humantayti Digital"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Iloko by combining the Iloko words for 'digital' (dagiti) and 'humanities' (humantayti).""
}","2026-05-20T20:03:26.541467Z","stop","64.0","780843501.0","[]","74422375.0","llama3.1:latest","124.0","132051042.0","1003562542.0","","The term 'Digital Humanities' is translated into Iloko by combining the Iloko words for 'digital' (dagiti) and 'humanities' (humantayti).","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Iloko (ISO code: ilo). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:26","","Digital a Humanities","Digital Humanies","","","False","False"
"ikt","Western Canadian Inuktitut","Digital Humanities","ᓄᐊᑦ ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ","{
  ""translated_term"": ""ᓄᐊᑦ ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Western Canadian Inuktitut is based on the language's linguistic structure and vocabulary. The term 'ᓄᐊᑦ ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ' combines words from the Inuktitut language to convey the concept of digital humanities, using a combination of root words and suffixes. The term 'ᓄᐊᑦ' means 'digital', 'ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ' means 'humanities'.""
}","2026-05-20T20:03:23.50847Z","stop","215.0","5084349494.0","[]","71220792.0","llama3.1:latest","126.0","130714333.0","5336051583.0","","The translation of 'Digital Humanities' into Western Canadian Inuktitut is based on the language's linguistic structure and vocabulary. The term 'ᓄᐊᑦ ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ' combines words from the Inuktitut language to convey the concept of digital humanities, using a combination of root words and suffixes. The term 'ᓄᐊᑦ' means 'digital', 'ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ' means 'humanities'.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Western Canadian Inuktitut (ISO code: ikt). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:23","","","","","","","False"
"ike","Eastern Canadian Inuktitut","Digital Humanities","ᓄᐊᑦ ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ","{
  ""translated_term"": ""ᓄᐊᑦ ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Eastern Canadian Inuktitut is based on the language's linguistic structure and vocabulary. The term 'ᓄᐊᑦ ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ' combines words from the Inuktitut language to convey the concept of digital humanities, using a combination of root words and suffixes. The term 'ᓄᐊᑦ' means 'digital', 'ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ' means 'humanities'.""
}","2026-05-20T20:03:16.143907Z","stop","215.0","5946927034.0","[]","77359750.0","llama3.1:latest","127.0","128870084.0","6208291542.0","","The translation of 'Digital Humanities' into Eastern Canadian Inuktitut is based on the language's linguistic structure and vocabulary. The term 'ᓄᐊᑦ ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ' combines words from the Inuktitut language to convey the concept of digital humanities, using a combination of root words and suffixes. The term 'ᓄᐊᑦ' means 'digital', 'ᒥᕗᖅᑎᓚᐃᔭᐊᕐᒥᒃ' means 'humanities'.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Eastern Canadian Inuktitut (ISO code: ike). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:16","","ᖃᕆᑕᐅᔭᒃᑯᑦ ᐃᓄᓕᕆᓂᕐᒧᑦ","","","","","False"
"ik","Inupiaq","Digital Humanities","Igluqtaqtuq Iliŋniartuq","{
  ""translated_term"": ""Igluqtaqtuq Iliŋniartuq"",
  ""translation_rationale"": ""Inupiaq translation of 'Digital Humanities' using a combination of loanwords and calques. 'Igluqtaqtuq' is derived from the Inupiaq word for 'digital', while 'iliŋniartuq' means 'humanities'. This translation aims to convey the essence of the original term in the target language.""
}","2026-05-20T20:03:07.912221Z","stop","107.0","1341908836.0","[]","81602875.0","llama3.1:latest","124.0","130772458.0","1580452459.0","","Inupiaq translation of 'Digital Humanities' using a combination of loanwords and calques. 'Igluqtaqtuq' is derived from the Inupiaq word for 'digital', while 'iliŋniartuq' means 'humanities'. This translation aims to convey the essence of the original term in the target language.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Inupiaq (ISO code: ik). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:07","","","","True","","True","False"
"ii","Sichuan Yi","Digital Humanities","","{""translated_term"": """", ""translation_rationale"": """"}","2026-05-20T20:03:04.29895Z","stop","13.0","147624000.0","[{'translated_term': '', 'translation_rationale': ''}]","80691708.0","llama3.1:latest","124.0","135671792.0","368110042.0","","","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Sichuan Yi (ISO code: ii). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:04","","","","True","","True","False"
"ig","Igbo","Digital Humanities","Ọmụma Ịntanetị","{
  ""translated_term"": ""Ọmụma Ịntanetị"",
  ""translation_rationale"": ""Digital Humanities -> Ọmụma (digital) + Ịntanetị (humanities)""
}","2026-05-20T20:03:01.910069Z","stop","50.0","623898250.0","[]","74443083.0","llama3.1:latest","122.0","131863417.0","842732750.0","","Digital Humanities -> Ọmụma (digital) + Ịntanetị (humanities)","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Igbo (ISO code: ig). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:03:01","","Ụmụ mmadụ dijitalụ","Ihe Ùgwù Ụmụ Mmadụ","","Digital Humanities","","False"
"ife","Ifè","Digital Humanities","","{""translated_term"": """", ""translation_rationale"": ""The If\u00e9 language does not have a direct equivalent for the term 'Digital Humanities'. However, based on linguistic and cultural research, a possible translation could be 'Igbesi Igbesi' (meaning 'Humanities in the digital age'), but this is an approximation. A more accurate approach would be to use the If\u00e9 phrase 'A\u00f2gb\u00e9 Igb\u00e9s\u00ed' (meaning 'Things of the human world') and add a note or context to clarify that it refers to digital humanities.""}","2026-05-20T20:02:59.043019Z","stop","133.0","2499247211.0","[{'translated_term': '', 'translation_rationale': ""The Ifé language does not have a direct equivalent for the term 'Digital Humanities'. However, based on linguistic and cultural research, a possible translation could be 'Igbesi Igbesi' (meaning 'Humanities in the digital age'), but this is an approximation. A more accurate approach would be to use the Ifé phrase 'Aògbé Igbésí' (meaning 'Things of the human world') and add a note or context to clarify that it refers to digital humanities.""}]","78220667.0","llama3.1:latest","123.0","131270917.0","2742689250.0","","","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Ifè (ISO code: ife). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:02:59","","","","","","","False"
"ie","Interlingue","Digital Humanities","Humanitates Digital","{
  ""translated_term"": ""Humanitates Digital"",
  ""translation_rationale"": ""Interlingue uses a combination of Latin and Romance languages to form its vocabulary, so 'Digital Humanities' is translated by reversing the order of the words.""
}","2026-05-20T20:02:54.27205Z","stop","51.0","607415330.0","[]","80021500.0","llama3.1:latest","123.0","132203250.0","832455292.0","","Interlingue uses a combination of Latin and Romance languages to form its vocabulary, so 'Digital Humanities' is translated by reversing the order of the words.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Interlingue (ISO code: ie). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:02:54","","","","True","","True","False"
"id","Indonesian","Digital Humanities","Humaniora Digital","{
  ""translated_term"": ""Humaniora Digital"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Indonesian is a direct word-for-word translation, as the term is widely recognized and used in academic circles. The phrase 'Humaniora' corresponds to the English 'Humanities', and 'Digital' remains unchanged.""
}","2026-05-20T20:02:51.410011Z","stop","72.0","911102286.0","[]","65758041.0","llama3.1:latest","121.0","132918166.0","1127838791.0","","The translation of 'Digital Humanities' into Indonesian is a direct word-for-word translation, as the term is widely recognized and used in academic circles. The phrase 'Humaniora' corresponds to the English 'Humanities', and 'Digital' remains unchanged.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Indonesian (ISO code: id). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","Humaniora digital","2026-05-20 13:02:51","Austronesian languages","Humaniora Digital","Humanities Digital","","Digital Humaniora","","False"
"ibb","Ibibio","Digital Humanities","Ọmọ Ọ̀nịsẹ̀ Ụwa","{
  ""translated_term"": ""Ọmọ Ọ̀nịsẹ̀ Ụwa"",
  ""translation_rationale"": ""Digital Humanities translates to Ọmọ Ọ̀nịsẹ̀ Ụwa in Ibibio, combining the concepts of digital technology and humanities studies with a nod to the Yoruba concept of Ọ̀nịsẹ̀ (humanities) and Ụwa (world).""
}","2026-05-20T20:02:48.255329Z","stop","95.0","2099386047.0","[]","82295125.0","llama3.1:latest","124.0","134548750.0","2340060291.0","","Digital Humanities translates to Ọmọ Ọ̀nịsẹ̀ Ụwa in Ibibio, combining the concepts of digital technology and humanities studies with a nod to the Yoruba concept of Ọ̀nịsẹ̀ (humanities) and Ụwa (world).","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Ibibio (ISO code: ibb). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:02:48","","","","","","","False"
"iba","Iban","Digital Humanities","Teknologi Manusia Digital","{
  ""translated_term"": ""Teknologi Manusia Digital"",
  ""translation_rationale"": ""The term 'Digital Humanities' is a direct translation of the phrase, combining 'digital' (from Malay: digital) with 'humanities' (from Malay: manusia, meaning human or humanities).""
}","2026-05-20T20:02:43.885618Z","stop","65.0","1689457669.0","[]","74906958.0","llama3.1:latest","123.0","136302667.0","1919069708.0","","The term 'Digital Humanities' is a direct translation of the phrase, combining 'digital' (from Malay: digital) with 'humanities' (from Malay: manusia, meaning human or humanities).","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Iban (ISO code: iba). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:02:43","","Kemanusiaan Digital","","","","","False"
"ia","Interlingua","Digital Humanities","Humanitates Digital","{
  ""translated_term"": ""Humanitates Digital"",
  ""translation_rationale"": ""Interlingua uses Latin roots to create a neutral, international language. 'Digital' is translated as 'digital', and 'Humanities' is translated as 'humanitates'. The adjective 'digital' comes from the Latin 'digitalis', which means related to fingers or digits. The noun 'humanitates' is derived from 'humanitas', meaning humanity or culture.""
}","2026-05-20T20:02:39.934752Z","stop","94.0","3354882831.0","[]","78237292.0","llama3.1:latest","123.0","134402333.0","3593078375.0","","Interlingua uses Latin roots to create a neutral, international language. 'Digital' is translated as 'digital', and 'Humanities' is translated as 'humanitates'. The adjective 'digital' comes from the Latin 'digitalis', which means related to fingers or digits. The noun 'humanitates' is derived from 'humanitas', meaning humanity or culture.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Interlingua (ISO code: ia). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:02:39","","","","True","","True","False"
"hz","Herero","Digital Humanities","Omuoyo wa Tindagwe","{
  ""translated_term"": ""Omuoyo wa Tindagwe"",
  ""translation_rationale"": ""The term 'Digital Humanities' was translated into Herero, a Bantu language spoken in Namibia. The translation is based on the language's grammatical structure and vocabulary to convey the concept of digital scholarship in the humanities.""
}","2026-05-20T20:02:34.31524Z","stop","70.0","1011044082.0","[]","75618166.0","llama3.1:latest","123.0","132534750.0","1237560958.0","","The term 'Digital Humanities' was translated into Herero, a Bantu language spoken in Namibia. The translation is based on the language's grammatical structure and vocabulary to convey the concept of digital scholarship in the humanities.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Herero (ISO code: hz). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:02:34","","","","True","","True","False"
"hy","Armenian","Digital Humanities","Համակարգային Գիտություններ","{
  ""translated_term"": ""Համակարգային Գիտություններ"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Armenian is based on the official language name and common usage in academic contexts. The term has been adapted to reflect the Armenian equivalent, which can be used as a search query to find relevant activity on GitHub.""
}","2026-05-20T20:02:31.048718Z","stop","110.0","3360444798.0","[]","67514917.0","llama3.1:latest","121.0","134202916.0","3589584833.0","","The translation of 'Digital Humanities' into Armenian is based on the official language name and common usage in academic contexts. The term has been adapted to reflect the Armenian equivalent, which can be used as a search query to find relevant activity on GitHub.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Armenian (ISO code: hy). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","Թվային հումանիտար գիտություններ","2026-05-20 13:02:31","Indo-European languages","Թվային հումանիտար գիտություններ","Դժբախտ մարդիկ","","Թվային հումանիտար գիտություններ","","False"
"hur","Halkomelem","Digital Humanities","","{""translated_term"": """", ""translation_rationale"": ""Halkomelem does not have a direct translation for 'Digital Humanities'. However, I can provide a possible translation based on the language's structure and vocabulary. In Halkomelem, 'digital' could be translated as 'x\uu7a\uuLa7', which means 'of the mind' or 'mental'. 'Humanities' could be translated as 'xa\uu7a\uuLa7', which refers to people or human beings. Combining these two words, we get 'x\uu7a\uuLa7 xa\uu7a\uuLa7', which roughly translates to 'of the mind of people'.""}","2026-05-20T20:02:25.430893Z","stop","146.0","4833862791.0","[]","74372292.0","llama3.1:latest","123.0","133510125.0","5078752750.0","","","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Halkomelem (ISO code: hur). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 13:02:25","","","","","","","False"
