"language_code","language_name","term_source","openai_translated_term","openai_completion_tokens","openai_created","openai_finish_reason","openai_model","openai_prompt_tokens","openai_total_tokens","openai_translation_rationale","openai_translation","term","wikipedia_translated_term","coding_dh_date","exclude_google_cloud_translate","gt_translated_term","exclude_easynmt","enmt_translated_term","exclude_lingvanex","lingvanex_translated_term","exclude_ollama","ollama_system_prompt","ollama_user_prompt","ollama_content","ollama_model","ollama_created_at","ollama_total_duration","ollama_load_duration","ollama_prompt_eval_count","ollama_prompt_eval_duration","ollama_eval_count","ollama_eval_duration","ollama_done_reason","ollama_translated_term","ollama_translation_rationale","ollama_extracted_dictionaries","ollama_translation","exclude_openai","openai_system_prompt","openai_user_prompt","coding_dh_date_x","coding_dh_date_y","family_name"
"kl","Kalaallisut","Digital Humanities","Diginileriit Oqaluttuarisaanikkut","86.0","1776559529.0","stop","gpt-4o-2024-08-06","70.0","156.0","The term 'Digital Humanities' in Kalaallisut can be translated by combining the term for 'digital' as 'diginileriit' (referring to digital technology or aspects) and 'oqaluttuarisaanikkut' for 'humanities,' which relate to historical or cultural studies.","","","","2026-04-18 19:45:31","False","Digitalimik inuussutissarsiorneq","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Kalaallisut (ISO code: kl). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Taluutarfik siulittartarfik"", ""translation_rationale"": ""Combining 'talutut', meaning digital or electronic, with 'siulitta' and 'arfik', forming a suffix to indicate a field of study""}","llama3.1","2026-04-19T00:27:32.03738Z","1055925625.0","80191125.0","75.0","311377500.0","56.0","648630414.0","stop","Taluutarfik siulittartarfik","Combining 'talutut', meaning digital or electronic, with 'siulitta' and 'arfik', forming a suffix to indicate a field of study","[{'translated_term': 'Taluutarfik siulittartarfik', 'translation_rationale': ""Combining 'talutut', meaning digital or electronic, with 'siulitta' and 'arfik', forming a suffix to indicate a field of study""}]","Taluutarfik siulittartarfik","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Kalaallisut (ISO code: kl). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","North American Indian languages"
"kk","Kazakh","Digital Humanities","Цифрлық гуманитарлық ғылымдар","92.0","1776559527.0","stop","gpt-4o-2024-08-06","69.0","161.0","The term 'Digital Humanities' is translated into Kazakh by using 'Цифрлық' which means 'Digital', and 'гуманитарлық ғылымдар' which represents 'Humanities,' implying the academic study of human culture and society. This translation captures the essence of integrating digital technology in the humanities disciplines.","","","","2026-04-18 19:45:28","False","Сандық гуманитарлық ғылымдар","True","","False","Сандық гуманитарлық ғылымдар","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Kazakh (ISO code: kk). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Digital Sanaa Bilim"",
  ""translation_rationale"": ""Combining digital and humanities in Kazakh, using Latin alphabet for clarity""
}","llama3.1","2026-04-19T00:27:28.957288Z","810861750.0","81550000.0","73.0","295381625.0","37.0","423177583.0","stop","Digital Sanaa Bilim","Combining digital and humanities in Kazakh, using Latin alphabet for clarity","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Kazakh (ISO code: kk). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Altaic languages"
"khw","Khowar","Digital Humanities","ڈیجیٹل ہیومنیٹیز","73.0","1776559522.0","stop","gpt-4o-2024-08-06","71.0","144.0","Khowar, being an Indo-Aryan language, often incorporates terms from English for modern concepts such as 'Digital Humanities', where an exact traditional equivalent term may not exist. Thus, transliteration is commonly used to express such terms.","","","","2026-04-18 19:45:23","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Khowar (ISO code: khw). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""ډيجيٹل انسایکلوپیډیا سرچېرې"", ""translation_rationale"": ""Borrowed from English, 'Digital Humanities' is a term that has been adapted into Khowar with an attempt to preserve the original meaning. The word 'ډيجيٹل' means 'digital', and 'انسایکلوپیډیا سرچېرې' can be roughly translated as 'encyclopedia studies', although it's not a direct equivalent.""}","llama3.1","2026-04-19T00:27:20.206736Z","2356680750.0","84215500.0","75.0","302875375.0","117.0","1935603131.0","stop","ډيجيٹل انسایکلوپیډیا سرچېرې","Borrowed from English, 'Digital Humanities' is a term that has been adapted into Khowar with an attempt to preserve the original meaning. The word 'ډيجيٹل' means 'digital', and 'انسایکلوپیډیا سرچېرې' can be roughly translated as 'encyclopedia studies', although it's not a direct equivalent.","[{'translated_term': 'ډيجيٹل انسایکلوپیډیا سرچېرې', 'translation_rationale': ""Borrowed from English, 'Digital Humanities' is a term that has been adapted into Khowar with an attempt to preserve the original meaning. The word 'ډيجيٹل' means 'digital', and 'انسایکلوپیډیا سرچېرې' can be roughly translated as 'encyclopedia studies', although it's not a direct equivalent.""}]","ډيجيٹل انسایکلوپیډیا سرچېرې","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Khowar (ISO code: khw). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Indo-European languages"
"kg","Kongo","Digital Humanities","Bantu Yatu ya Kuseka Lutese","85.0","1776559520.0","stop","gpt-4o-2024-08-06","69.0","154.0","The term 'Digital Humanities' can be translated considering the context and cultural aspects. 'Bantu Yatu' means 'Our People', which is a common way to refer to 'Humanities', and 'Kuseka Lutese' refers to the idea of the digital or technological aspect.","","","","2026-04-18 19:45:21","False","Bantu ya Dijital","False","Mambu ya Mfunu Yina Bantu Ketudilaka Ntima","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Kongo (ISO code: kg). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Ngeka ya Digita"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated by combining 'ngeka', meaning 'humanities' or 'arts', with 'ya digita', meaning 'digital'.""
}","llama3.1","2026-04-19T00:27:15.824835Z","1101495500.0","85427750.0","73.0","302834916.0","57.0","696991999.0","stop","Ngeka ya Digita","The term 'Digital Humanities' is translated by combining 'ngeka', meaning 'humanities' or 'arts', with 'ya digita', meaning 'digital'.","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Kongo (ISO code: kg). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Niger-Kordofanian languages"
"ka","Georgian","Digital Humanities","ციფრული ჰუმანიტარული მეცნიერებები","85.0","1776559518.0","stop","gpt-4o-2024-08-06","68.0","153.0","The term 'Digital Humanities' can be translated into Georgian as 'ციფრული ჰუმანიტარული მეცნიერებები', where 'ციფრული' means 'digital', and 'ჰუმანიტარული მეცნიერებები' translates to 'humanities'. This direct translation maintains the meaning of the original English term.","","","","2026-04-18 19:45:19","False","ციფრული ჰუმანიტარული მეცნიერებები","True","","False","ციფრული ჰუმანიტარული","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Georgian (ISO code: ka). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""საერთობის დიჯიტალური მეცნიერება"",
  ""translation_rationale"": ""Literally 'Digital Interdisciplinary Studies'""
}","llama3.1","2026-04-19T00:27:12.70382Z","1501208125.0","66339416.0","72.0","299962333.0","85.0","1112929793.0","stop","საერთობის დიჯიტალური მეცნიერება","Literally 'Digital Interdisciplinary Studies'","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Georgian (ISO code: ka). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Caucasian languages"
"jv","Javanese","Digital Humanities","Humaniora Digital","61.0","1776559516.0","stop","gpt-4o-2024-08-06","71.0","132.0","In Javanese, 'Humaniora' is used to refer to the humanities, and 'Digital' is a word borrowed from English, thus forming the term 'Humaniora Digital'.","","","","2026-04-18 19:45:17","False","Humaniora Digital","True","","False","Kamanungsan Digital","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Javanese (ISO code: jv). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Sastra Digital"",
  ""translation_rationale"": ""Combination of 'sastra' (literature/art) and 'digital'""
}","llama3.1","2026-04-19T00:27:09.183523Z","792099417.0","68399792.0","75.0","293642750.0","36.0","419268708.0","stop","Sastra Digital","Combination of 'sastra' (literature/art) and 'digital'","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Javanese (ISO code: jv). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Austronesian languages"
"jbo","Lojban","Digital Humanities","jikca nijmu zei tadni","67.0","1776559513.0","stop","gpt-4o-2024-08-06","71.0","138.0","In Lojban, 'jikca' means 'network', 'nijmu' means 'technology', and 'tadni' means 'study', combining these concepts to reflect the interdisciplinary nature of Digital Humanities.","","","","2026-04-18 19:45:15","True","","True","","True","","True","","","","","","","","","","","","","","","","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Lojban (ISO code: jbo). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Artificial languages"
"ja","Japanese","Digital Humanities","デジタル人文学","49.0","1776559511.0","stop","gpt-4o-2024-08-06","68.0","117.0","The term 'デジタル人文学' is widely used in Japanese academic literature to describe the interdisciplinary field that combines digital technology and the humanities.","","デジタル・ヒューマニティーズ","デジタル・ヒューマニティーズ","2026-04-18 19:45:12","False","デジタルヒューマニティーズ","True","","False","デジタル人文学","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Japanese (ISO code: ja). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""\u30d7\u30ed\u30b0\u30fc\u30f3\u30bf\u30a4\u30eb"", ""translation_rationale"": ""A combination of \u30d7\u30ed (digital) and \u30fc\u30f3\u30bf\u30a4\u30eb (humanities)""}","llama3.1","2026-04-19T00:27:06.367357Z","1379769917.0","81125334.0","72.0","300095625.0","79.0","976774251.0","stop","プログーンタイル","A combination of プロ (digital) and ーンタイル (humanities)","[{'translated_term': 'プログーンタイル', 'translation_rationale': 'A combination of プロ (digital) and ーンタイル (humanities)'}]","プログーンタイル","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Japanese (ISO code: ja). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Japanese (family)"
"iu","Inuktitut","Digital Humanities","ᑎᐊᕆᑕᔩᔪᑕ ᐃᓄᖅᑲᓇᐅᑎᑦ","141.0","1776559508.0","stop","gpt-4o-2024-08-06","70.0","211.0","The term is translated by combining the concept of 'digital' (ᑎᐊᕆᑕᔩᔪᑕ) with 'knowledge/study of humanity' (ᐃᓄᖅᑲᓇᐅᑎᑦ) to convey the interdisciplinary nature of Digital Humanities.","","","","2026-04-18 19:45:10","False","ᖃᕆᑕᐅᔭᒃᑯᑦ ᐃᓄᓕᕆᓂᕐᒧᑦ","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Inuktitut (ISO code: iu). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""ᐃᒡᓗᒥᑎᐊᔅ"",
  ""translation_rationale"": ""Literally 'new knowledge in the digital realm', combining Inuktitut words for 'digital' (ᐃᒡᓗ) and 'knowledge' or 'science' (ᒥᑎᐊᔅ)""
}","llama3.1","2026-04-19T00:27:02.964758Z","1514256292.0","73623417.0","76.0","329144000.0","91.0","1086487583.0","stop","ᐃᒡᓗᒥᑎᐊᔅ","Literally 'new knowledge in the digital realm', combining Inuktitut words for 'digital' (ᐃᒡᓗ) and 'knowledge' or 'science' (ᒥᑎᐊᔅ)","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Inuktitut (ISO code: iu). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Eskimo-Aleut languages"
"it","Italian","Digital Humanities","umanistica digitale","47.0","1776559506.0","stop","gpt-4o-2024-08-06","68.0","115.0","This translation directly aligns with the commonly used Italian terminology for 'Digital Humanities' within academic and professional settings, preserving the meaning and context.","","Informatica umanistica","Informatica umanistica","2026-04-18 19:45:07","False","Discipline umanistiche digitali","False","Digital Humanities","False","Scienze umanistiche digitali","True","","","","","","","","","","","","","","","","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Italian (ISO code: it). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Indo-European languages"
"is","Icelandic","Digital Humanities","stafrænar hugvísindi","69.0","1776559504.0","stop","gpt-4o-2024-08-06","69.0","138.0","The term 'stafrænar hugvísindi' is the accurate translation of 'Digital Humanities' in Icelandic, where 'stafrænar' means 'digital' and 'hugvísindi' means 'humanities.'","","","","2026-04-18 19:45:04","False","Stafræn hugvísindi","False","Stafræn mannvera","False","Stafræn hugvísindi","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Icelandic (ISO code: is). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Dökk tengilið"",
  ""translation_rationale"": ""Combination of 'dökkt' (digital) and 'tengilið' (humanities)""
}","llama3.1","2026-04-19T00:26:59.426054Z","931995792.0","83444292.0","72.0","301468250.0","46.0","533727582.0","stop","Dökk tengilið","Combination of 'dökkt' (digital) and 'tengilið' (humanities)","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Icelandic (ISO code: is). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Indo-European languages"
"io","Ido","Digital Humanities","Digital-humanistiko","57.0","1776559502.0","stop","gpt-4o-2024-08-06","69.0","126.0","The term 'Digital Humanities' is translated to 'Digital-humanistiko' in Ido, combining 'digital' with 'humanism' to reflect the interdisciplinary field involving digital technology and humanities studies.","","","","2026-04-18 19:45:02","True","","True","","True","","True","","","","","","","","","","","","","","","","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Ido (ISO code: io). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Artificial languages"
"ik","Inupiaq","Digital Humanities","Digital Humanities","58.0","1776559500.0","stop","gpt-4o-2024-08-06","70.0","128.0","As of the latest available resources, 'Digital Humanities' does not have a direct equivalent term in Inupiaq, and it is often presented in its English form even within contexts involving the language.","","","","2026-04-18 19:45:00","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Inupiaq (ISO code: ik). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Silataqtuqa Kutiktaaluk"", ""translation_rationale"": ""Combining 'silataqtuq' (digital) and 'kutiktaaluk' (humanities), using Inupiaq roots for digital as in other languages, e.g., 'silataqtuq' is used in Yupik as well.""}","llama3.1","2026-04-19T00:26:50.040902Z","1354835125.0","81719417.0","75.0","301870917.0","80.0","949177333.0","stop","Silataqtuqa Kutiktaaluk","Combining 'silataqtuq' (digital) and 'kutiktaaluk' (humanities), using Inupiaq roots for digital as in other languages, e.g., 'silataqtuq' is used in Yupik as well.","[{'translated_term': 'Silataqtuqa Kutiktaaluk', 'translation_rationale': ""Combining 'silataqtuq' (digital) and 'kutiktaaluk' (humanities), using Inupiaq roots for digital as in other languages, e.g., 'silataqtuq' is used in Yupik as well.""}]","Silataqtuqa Kutiktaaluk","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Inupiaq (ISO code: ik). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","North American Indian languages"
"ig","Igbo","Digital Humanities","Mmadụ na Ndị Omekome","45.0","1776559496.0","stop","gpt-4o-2024-08-06","69.0","114.0","Translation capturing both the concept of digital technology ('Omekome') and humanities ('Mmadụ').","","","","2026-04-18 19:44:56","False","Ụmụ mmadụ dijitalụ","False","Ihe Ùgwù Ụmụ Mmadụ","False","Digital Humanities","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Igbo (ISO code: ig). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Ọmụma Ịntaneti"",
  ""translation_rationale"": ""Combining 'digital' (ọmụma) from English with the word for Humanities, which is a direct loanword in Igbo""
}","llama3.1","2026-04-19T00:26:42.857238Z","1079490208.0","115388625.0","73.0","302673000.0","56.0","645511456.0","stop","Ọmụma Ịntaneti","Combining 'digital' (ọmụma) from English with the word for Humanities, which is a direct loanword in Igbo","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Igbo (ISO code: ig). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Niger-Kordofanian languages"
"ie","Interlingue","Digital Humanities","Digital Humanitates","74.0","1776559493.0","stop","gpt-4o-2024-08-06","70.0","144.0","Interlingue often directly borrows terms from languages like Latin and Romance languages, maintaining a similar structure. 'Digital' is kept as is due to its wide international usage, and 'Humanitates' aligns with the Latin root used for academic disciplines related to human culture.","","","","2026-04-18 19:44:55","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Interlingue (ISO code: ie). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Umiani Digitali"",
  ""translation_rationale"": ""Combining 'umiani' (digital) with 'humania' (humanities)""
}","llama3.1","2026-04-19T00:26:39.755946Z","840838292.0","82068000.0","74.0","297738750.0","39.0","449533621.0","stop","Umiani Digitali","Combining 'umiani' (digital) with 'humania' (humanities)","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Interlingue (ISO code: ie). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Artificial languages"
"id","Indonesian","Digital Humanities","Humaniora Digital","69.0","1776559491.0","stop","gpt-4o-2024-08-06","68.0","137.0","The term 'Digital Humanities' in Indonesian is translated as 'Humaniora Digital', where 'Humaniora' means 'Humanities' and 'Digital' is already directly applicable in Indonesian. This translation is consistent with how technological and academic terminology is adapted in the language.","","","Humaniora digital","2026-04-18 19:44:52","False","Humaniora Digital","False","Humanities Digital","False","Digital Humaniora","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Indonesian (ISO code: id). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Humaniora Digital"",
  ""translation_rationale"": ""A direct word-for-word translation, combining the Indonesian words for 'digital' and 'humanities'.""
}","llama3.1","2026-04-19T00:26:36.889162Z","878779042.0","85924750.0","72.0","298709834.0","42.0","482001248.0","stop","Humaniora Digital","A direct word-for-word translation, combining the Indonesian words for 'digital' and 'humanities'.","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Indonesian (ISO code: id). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Austronesian languages"
"ia","Interlingua","Digital Humanities","Humanitates Digital","70.0","1776559489.0","stop","gpt-4o-2024-08-06","70.0","140.0","The term 'Digital Humanities' is translated to 'Humanitates Digital' in Interlingua, following the standard structure where 'Humanitates' stands for 'Humanities' and 'Digital' remains the same due to its widespread usage in technological contexts.","","","","2026-04-18 19:44:50","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Interlingua (ISO code: ia). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Humanitates Digital"", ""translation_rationale"": ""Literal translation of 'Digital Humanities' into Interlingua""}","llama3.1","2026-04-19T00:26:33.987339Z","706657000.0","80708791.0","74.0","300750416.0","28.0","316740872.0","stop","Humanitates Digital","Literal translation of 'Digital Humanities' into Interlingua","[{'translated_term': 'Humanitates Digital', 'translation_rationale': ""Literal translation of 'Digital Humanities' into Interlingua""}]","Humanitates Digital","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Interlingua (ISO code: ia). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Artificial languages"
"hy","Armenian","Digital Humanities","Թվային հումանիտար գիտություններ","66.0","1776559487.0","stop","gpt-4o-2024-08-06","68.0","134.0","The translation 'Թվային' means 'Digital' and 'հումանիտար գիտություններ' means 'Humanities' in Armenian, accurately reflecting the field of study in the language.","","","Թվային հումանիտար գիտություններ","2026-04-18 19:44:48","False","Թվային հումանիտար գիտություններ","False","Դժբախտ մարդիկ","False","Թվային հումանիտար գիտություններ","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Armenian (ISO code: hy). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Կիբեր արվեստագիտություն"",
  ""translation_rationale"": ""Combination of Armenian words for 'digital' (կիբեր) and 'humanities' (արվեստագիտություն)""
}","llama3.1","2026-04-19T00:26:28.260492Z","1805194208.0","84235833.0","72.0","314421667.0","118.0","1375733672.0","stop","Կիբեր արվեստագիտություն","Combination of Armenian words for 'digital' (կիբեր) and 'humanities' (արվեստագիտություն)","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Armenian (ISO code: hy). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Indo-European languages"
"hu","Hungarian","Digital Humanities","digitális bölcsészet","64.0","1776559485.0","stop","gpt-4o-2024-08-06","68.0","132.0","The term 'digitális bölcsészet' is widely used in Hungarian scholarly contexts to refer to 'Digital Humanities', where 'digitális' means 'digital' and 'bölcsészet' refers to 'humanities'.","","","Digitális bölcsészet","2026-04-18 19:44:46","False","Digitális humán tudományok","False","Digitális bölcsészettudományok","False","Digitális Bölcsészet","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hungarian (ISO code: hu). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Digitális Tudományok"",
  ""translation_rationale"": ""Combining 'digitális' (digital) and 'tudományok' (sciences/studies)""
}","llama3.1","2026-04-19T00:26:24.434272Z","943645875.0","84840375.0","72.0","295139750.0","48.0","550040460.0","stop","Digitális Tudományok","Combining 'digitális' (digital) and 'tudományok' (sciences/studies)","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hungarian (ISO code: hu). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Uralic languages"
"hr","Croatian","Digital Humanities","Digitalne humanističke znanosti","62.0","1776559481.0","stop","gpt-4o-2024-08-06","68.0","130.0","The term 'Digital Humanities' is translated into Croatian as 'Digitalne humanističke znanosti' to align with the academic context in which digital methodologies are applied to humanities subjects.","","","","2026-04-18 19:44:42","False","Digitalne humanističke znanosti","True","","False","Digitalne humanističke znanosti","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Croatian (ISO code: hr). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Digitalna humanistika"",
  ""translation_rationale"": ""Combining digital and humanities aspects""
}","llama3.1","2026-04-19T00:26:18.429529Z","725045292.0","84835042.0","72.0","292995333.0","30.0","338315166.0","stop","Digitalna humanistika","Combining digital and humanities aspects","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Croatian (ISO code: hr). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Indo-European languages"
"ho","Hiri Motu","Digital Humanities","Digita Humanitis","43.0","1776559479.0","stop","gpt-4o-2024-08-06","71.0","114.0","Hiri Motu often adopts terms directly from English, especially for modern concepts that do not have traditional equivalents.","","","","2026-04-18 19:44:40","True","","False","NOVEMBER 3 - 5","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hiri Motu (ISO code: ho). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Buk bilong Pasin Bilong Digidal"",
  ""translation_rationale"": ""Breakdown of the term 'Digital Humanities' into Hiri Motu components: Buk (book or literature), bilong (of or relating to), Pasin (way, method or practice), Bilong (relating to), Digidal (digital)""
}","llama3.1","2026-04-19T00:26:15.67896Z","1348917292.0","78900333.0","75.0","296881125.0","80.0","950432505.0","stop","Buk bilong Pasin Bilong Digidal","Breakdown of the term 'Digital Humanities' into Hiri Motu components: Buk (book or literature), bilong (of or relating to), Pasin (way, method or practice), Bilong (relating to), Digidal (digital)","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hiri Motu (ISO code: ho). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Creoles and pidgins"
