language_code,language_name,term_source,llama_translated_term,llama_content,llama_created_at,llama_done_reason,llama_eval_count,llama_eval_duration,llama_extracted_dictionaries,llama_load_duration,llama_model,llama_prompt_eval_count,llama_prompt_eval_duration,llama_total_duration,llama_translation,llama_translation_rationale,term,llama_system_prompt,llama_user_prompt,coding_dh_date,exclude_llama,wikipedia_translated_term,family_name,gt_translated_term,enmt_translated_term,exclude_google_cloud_translate,lingvanex_translated_term,exclude_easynmt
kbl,Kanembu,Digital Humanities,Kúmɓɛ́nɗɛ̀ wàjji,"{""translated_term"": ""Kúmɓɛ́nɗɛ̀ wàjji"", ""translation_rationale"": ""Kúmɓɛ́nɗɛ̀ (digital) + wàjji (humanities), combining the concepts of digital technology and humanities studies, while maintaining the original meaning and nuance.""}",2026-05-02T09:55:24.300384Z,stop,77.0,882574370.0,"[{'translated_term': 'Kúmɓɛ́nɗɛ̀ wàjji', 'translation_rationale': 'Kúmɓɛ́nɗɛ̀ (digital) + wàjji (humanities), combining the concepts of digital technology and humanities studies, while maintaining the original meaning and nuance.'}]",77584625.0,llama3.1:latest,146.0,389908333.0,1370440791.0,Kúmɓɛ́nɗɛ̀ wàjji,"Kúmɓɛ́nɗɛ̀ (digital) + wàjji (humanities), combining the concepts of digital technology and humanities studies, while maintaining the original meaning and nuance.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kanembu speaker and translation expert. Translate 'Digital Humanities' into Kanembu (ISO code: kbl).

Please provide your rationale in Kanembu, not English — unless Kanembu is English or you have a strong reason to use English. Writing in Kanembu demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kanembu):
{""translated_term"": ""your translation in Kanembu"", ""translation_rationale"": ""your explanation in Kanembu""}",2026-05-02 04:55:24,,,,,,,,
kbd,Kabardian,Digital Humanities,Хӏумадын цIыкъу,"{
  ""translated_term"": ""Хӏумадын цIыкъу"",
  ""translation_rationale"": ""Хӏумадын - хумад (human) + инын (digital) = Хӏумадын цIыкъу (цифровые гуманитарные науки). ЦIыкъу - цIыкъу (science, knowledge), инын - цIыкъу (цифро-)""
}",2026-05-02T09:55:20.903753Z,stop,110.0,1269122748.0,[],77790958.0,llama3.1:latest,146.0,374051209.0,1749890125.0,,"Хӏумадын - хумад (human) + инын (digital) = Хӏумадын цIыкъу (цифровые гуманитарные науки). ЦIыкъу - цIыкъу (science, knowledge), инын - цIыкъу (цифро-)",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kabardian speaker and translation expert. Translate 'Digital Humanities' into Kabardian (ISO code: kbd).

Please provide your rationale in Kabardian, not English — unless Kabardian is English or you have a strong reason to use English. Writing in Kabardian demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kabardian):
{""translated_term"": ""your translation in Kabardian"", ""translation_rationale"": ""your explanation in Kabardian""}",2026-05-02 04:55:20,,,,,,,,
kaw,Kawi,Digital Humanities,Kawi: Ngālaga Sajatara,"{""translated_term"": ""Kawi: Ngālaga Sajatara"", ""translation_rationale"": ""Ngālaga Sajatara (Digital Humanities) - Ngālaga (digital) saka Sajatara (humanities). Sajatara saka Kawi: sajatra, 'ilmu' atau 'kebijaksanaan'; ngālaga saka Kawi: ngalaga, 'dunia digital'.""}",2026-05-02T09:55:17.117406Z,stop,99.0,1160556920.0,"[{'translated_term': 'Kawi: Ngālaga Sajatara', 'translation_rationale': ""Ngālaga Sajatara (Digital Humanities) - Ngālaga (digital) saka Sajatara (humanities). Sajatara saka Kawi: sajatra, 'ilmu' atau 'kebijaksanaan'; ngālaga saka Kawi: ngalaga, 'dunia digital'.""}]",78501041.0,llama3.1:latest,138.0,379281250.0,1644963000.0,Kawi: Ngālaga Sajatara,"Ngālaga Sajatara (Digital Humanities) - Ngālaga (digital) saka Sajatara (humanities). Sajatara saka Kawi: sajatra, 'ilmu' atau 'kebijaksanaan'; ngālaga saka Kawi: ngalaga, 'dunia digital'.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kawi speaker and translation expert. Translate 'Digital Humanities' into Kawi (ISO code: kaw).

Please provide your rationale in Kawi, not English — unless Kawi is English or you have a strong reason to use English. Writing in Kawi demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kawi):
{""translated_term"": ""your translation in Kawi"", ""translation_rationale"": ""your explanation in Kawi""}",2026-05-02 04:55:17,,,,,,,,
kam,Kamba,Digital Humanities,Makala ya Digitali,"{""translated_term"": ""Makala ya Digitali"", ""translation_rationale"": ""Ndiyo, makala ni neno linalotumika kwa ajili ya habari za kitaalamu. Digitali ni neno la Kiingereza ambalo linamaanisha 'ya kompyuta' au 'ya digital'. Kwa hivyo, tunaweza kuandika kama Makala ya Kompyuta, lakini Digitali ndilo linalofaa zaidi kwani kinawakilisha mabadiliko ya habari kutoka kwenye vijisehemu hadi kompyuta.""}",2026-05-02T09:55:08.896237Z,stop,137.0,1678649958.0,"[{'translated_term': 'Makala ya Digitali', 'translation_rationale': ""Ndiyo, makala ni neno linalotumika kwa ajili ya habari za kitaalamu. Digitali ni neno la Kiingereza ambalo linamaanisha 'ya kompyuta' au 'ya digital'. Kwa hivyo, tunaweza kuandika kama Makala ya Kompyuta, lakini Digitali ndilo linalofaa zaidi kwani kinawakilisha mabadiliko ya habari kutoka kwenye vijisehemu hadi kompyuta.""}]",76924709.0,llama3.1:latest,137.0,389838875.0,2183241750.0,Makala ya Digitali,"Ndiyo, makala ni neno linalotumika kwa ajili ya habari za kitaalamu. Digitali ni neno la Kiingereza ambalo linamaanisha 'ya kompyuta' au 'ya digital'. Kwa hivyo, tunaweza kuandika kama Makala ya Kompyuta, lakini Digitali ndilo linalofaa zaidi kwani kinawakilisha mabadiliko ya habari kutoka kwenye vijisehemu hadi kompyuta.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kamba speaker and translation expert. Translate 'Digital Humanities' into Kamba (ISO code: kam).

Please provide your rationale in Kamba, not English — unless Kamba is English or you have a strong reason to use English. Writing in Kamba demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kamba):
{""translated_term"": ""your translation in Kamba"", ""translation_rationale"": ""your explanation in Kamba""}",2026-05-02 04:55:08,,,,,,,,
kaj,Jju,Digital Humanities,Kʊɾʊŋa ɗɛmɔŋɛ,"{""translated_term"": ""Kʊɾʊŋa ɗɛmɔŋɛ"", ""translation_rationale"": ""Kʊɾʊŋa (kʊɾʊŋ) - 'digital' or 'computer-related', derived from Kʊɾʊŋ (kʊɾʊŋ) meaning 'key' or 'button'. ɗɛmɔŋɛ (dɛmɔŋɛ) - 'humanities' or 'arts and sciences', derived from ɗɛm (dɛm) meaning 'person' or 'human being'.""}",2026-05-02T09:55:04.677874Z,stop,155.0,1842289627.0,"[{'translated_term': 'Kʊɾʊŋa ɗɛmɔŋɛ', 'translation_rationale': ""Kʊɾʊŋa (kʊɾʊŋ) - 'digital' or 'computer-related', derived from Kʊɾʊŋ (kʊɾʊŋ) meaning 'key' or 'button'. ɗɛmɔŋɛ (dɛmɔŋɛ) - 'humanities' or 'arts and sciences', derived from ɗɛm (dɛm) meaning 'person' or 'human being'.""}]",79415250.0,llama3.1:latest,138.0,383523083.0,2344392750.0,Kʊɾʊŋa ɗɛmɔŋɛ,"Kʊɾʊŋa (kʊɾʊŋ) - 'digital' or 'computer-related', derived from Kʊɾʊŋ (kʊɾʊŋ) meaning 'key' or 'button'. ɗɛmɔŋɛ (dɛmɔŋɛ) - 'humanities' or 'arts and sciences', derived from ɗɛm (dɛm) meaning 'person' or 'human being'.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Jju speaker and translation expert. Translate 'Digital Humanities' into Jju (ISO code: kaj).

Please provide your rationale in Jju, not English — unless Jju is English or you have a strong reason to use English. Writing in Jju demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Jju):
{""translated_term"": ""your translation in Jju"", ""translation_rationale"": ""your explanation in Jju""}",2026-05-02 04:55:04,,,,,,,,
kac,Kachin,Digital Humanities,ၾကီး လမ္းေတာ္ စန္းပါယ္,"{""translated_term"": ""ၾကီး လမ္းေတာ္ စန္းပါယ္"", ""translation_rationale"": ""ၾကီး (digital) သည္ အင်္ဂလိပ္ဘာသာမွ ဆော့ဖ်ဝါရ်န္ (software) ကုန္းတည္ျခင္းႏွင့္ ပူပေဟာယ္သို႔ ဆက္စပ္လုပ္ရတာမ်ား (applications) ျဖစ္ေၾကာင့္ ႏွီးယ္ (humanities) သည္ အထူမ်ိဳးဘာသာျဖစ္ၾကေသည့္ လမ္းေတာ္ (arts) ႏွီးယ္ (humanities) နဲ႔ စိုင္းျပည္သူ (social sciences) ေတာ္လမ္းေတာ္ (sciences) အခ်က္အခ်ိဳ႔ျဖစ္သည့္ ပူပေဟာယ္သို႔ ဆက္စပ္လုပ္ရတာမ်ား (interdisciplinary) ျဖစ္ေၾကာင့္ ႏွီးယ္ (humanities) သည္ လူမ်ိဳးဘာသာျဖစ္ၾကေသည့္ ႏွီးယ္ (humanities) နဲ႔ လမ္းေတာ္ (arts) အခ်က္အခ်ိဳ႔ျဖစ္သည့္ ပူပေဟာယ္သို႔ ဆက္စပ္လုပ္ရတာမ်ား (interdisciplinary) ျဖစ္ေၾကာင့္ ႏွီးယ္ (humanities) သည္ လူမ်ိဳးဘာသာျဖစ္ၾကေသည့္ ႏွီးယ္ (humanities) နဲ႔ လမ္းေတာ္ (arts) အခ်က္အခ်ိဳ႔ျဖစ္သည့္ ပူပေဟာယ္သို႔ ဆက္စပ္လုပ္ရတာမ်ား (interdisciplinary) ျဖစ္ေၾကာင့္ ႏွီးယ္ (humanities) သည္ လူမ်ိဳးဘာသာျဖစ္ၾကေသည့္ ႏွီးယ္ (humanities) နဲ႔ လမ္းေတာ္ (arts) အခ်က္အခ်ိဳ႔ျဖစ္သည့္ ပူပေဟာယ္သို႔ ဆက္စပ္လုပ္ရတာမ်ား (interdisciplinary) ျဖစ္ေၾကာင့္ ႏွီးယ္ (humanities) သည္ လူမ်ိဳးဘာသာျဖစ္ၾကေသည့္ ႏွီးယ္ (humanities) နဲ႔ လမ္းေတာ္ (arts) အခ်က္အခ်ိဳ႔ျဖစ္သည့္ ပူပေဟာယ္သို႔ ဆက္စပ္လုပ္ရတာမ်ား (interdisciplinary) ျဖစ္ေၾကာင့္ ႏွီးယ္ (humanities) သည္ လူမ်ိဳးဘာသာျဖစ္ၾကေသည့္ ႏွီးယ္ (humanities) နဲ႔ လမ္းေတာ္ (arts) အခ်က္အခ်ိဳ႔ျဖစ္သည့္ ပူပေဟာယ္သို႔ ဆက္စပ္လုပ္ရတာမ်ား (interdisciplinary) ျဖစ္ေၾကာင့္ ႏွီးယ္ (humanities) သည္ လူမ်ိဳးဘာသာျဖစ္ၾကေသည့္ ႏွီးယ္ (humanities) နဲ႔ လမ္းေတာ္ (arts) အခ်က္အခ်ိဳ႔ျဖစ္သည့္ ပူပေဟာယ္သို႔ ဆက္စပ္လုပ္ရတာမ်ား (interdisciplinary) ျဖစ္ေၾကာင့္ ႏွီးယ္ (humanities) သ",2026-05-02T09:55:00.293468Z,length,2048.0,37595030870.0,[],79961375.0,llama3.1:latest,146.0,384300000.0,38558935416.0,,No rationale provided,,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kachin speaker and translation expert. Translate 'Digital Humanities' into Kachin (ISO code: kac).

Please provide your rationale in Kachin, not English — unless Kachin is English or you have a strong reason to use English. Writing in Kachin demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kachin):
{""translated_term"": ""your translation in Kachin"", ""translation_rationale"": ""your explanation in Kachin""}",2026-05-02 04:55:00,,,,,,,,
kab,Kabyle,Digital Humanities,Tamazirt n Tadawin tɣawsa,"{
  ""translated_term"": ""Tamazirt n Tadawin tɣawsa"",
  ""translation_rationale"": ""Amalik aqbur ameḍyanen i yimuddiren tamazirt, yettwaḥkem adar n tadawin tɣawsa. Tamazirt n Tadawin tɣawsa d yiwen seg yisemren n yidurar n tidrir, yettusxedmen adar n tadawin tɣawsa, ameḍyanen i yimuddiren tamazirt.""
}",2026-05-02T09:54:19.705442Z,stop,133.0,1580307925.0,[],67695791.0,llama3.1:latest,137.0,383958750.0,2068463958.0,,"Amalik aqbur ameḍyanen i yimuddiren tamazirt, yettwaḥkem adar n tadawin tɣawsa. Tamazirt n Tadawin tɣawsa d yiwen seg yisemren n yidurar n tidrir, yettusxedmen adar n tadawin tɣawsa, ameḍyanen i yimuddiren tamazirt.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kabyle speaker and translation expert. Translate 'Digital Humanities' into Kabyle (ISO code: kab).

Please provide your rationale in Kabyle, not English — unless Kabyle is English or you have a strong reason to use English. Writing in Kabyle demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kabyle):
{""translated_term"": ""your translation in Kabyle"", ""translation_rationale"": ""your explanation in Kabyle""}",2026-05-02 04:54:19,,,,,,,,
kaa,Kara-Kalpak,Digital Humanities,Tilim qorinma adabiyoti,"{
""translated_term"": ""Tilim qorinma adabiyoti"",
""translation_rationale"": ""Kara-Kalpak tilimda 'Digital Humanities' termini, 'tilim' (digital) so'zidan olingan, qorinma (humanities) so'zidan kelib chiqqan. Tilim qorinma adabiyoti deganda, ilmiy tadqiqotlar va adabiyotning digital shakllarini keltirib o'tamiz.""
}",2026-05-02T09:54:15.603871Z,stop,117.0,1388427006.0,[],80475750.0,llama3.1:latest,154.0,410586208.0,1911701208.0,,"Kara-Kalpak tilimda 'Digital Humanities' termini, 'tilim' (digital) so'zidan olingan, qorinma (humanities) so'zidan kelib chiqqan. Tilim qorinma adabiyoti deganda, ilmiy tadqiqotlar va adabiyotning digital shakllarini keltirib o'tamiz.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Kara-Kalpak speaker and translation expert. Translate 'Digital Humanities' into Kara-Kalpak (ISO code: kaa).

Please provide your rationale in Kara-Kalpak, not English — unless Kara-Kalpak is English or you have a strong reason to use English. Writing in Kara-Kalpak demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Kara-Kalpak):
{""translated_term"": ""your translation in Kara-Kalpak"", ""translation_rationale"": ""your explanation in Kara-Kalpak""}",2026-05-02 04:54:15,,,,,,,,
ka,Georgian,Digital Humanities,დიჯიტალური ხელოვნება,"{
  ""translated_term"": ""დიჯიტალური ხელოვნება"",
  ""translation_rationale"": ""თარგმანში გამოყენებული სიტყვა 'ხელოვნება' (ქართ.) გვამტკიცებს, რომ დიჯიტალური ხელოვნება გვთავაზოს კითხვა: 'რა არის დიჯიტალური?' და 'რა არის ხელოვნება?' თარგმანში გამოყენებული 'დიჯიტალური' (ქართ.) სიტყვა გვამცოცხლებს დიჯიტალური კულტურის თვალსაზროებაში.""
}",2026-05-02T09:54:11.657554Z,stop,503.0,7709057345.0,[],81060083.0,llama3.1:latest,129.0,378540584.0,8286118458.0,,"თარგმანში გამოყენებული სიტყვა 'ხელოვნება' (ქართ.) გვამტკიცებს, რომ დიჯიტალური ხელოვნება გვთავაზოს კითხვა: 'რა არის დიჯიტალური?' და 'რა არის ხელოვნება?' თარგმანში გამოყენებული 'დიჯიტალური' (ქართ.) სიტყვა გვამცოცხლებს დიჯიტალური კულტურის თვალსაზროებაში.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Georgian speaker and translation expert. Translate 'Digital Humanities' into Georgian (ISO code: ka).

Please provide your rationale in Georgian, not English — unless Georgian is English or you have a strong reason to use English. Writing in Georgian demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Georgian):
{""translated_term"": ""your translation in Georgian"", ""translation_rationale"": ""your explanation in Georgian""}",2026-05-02 04:54:11,,,,,,,,
jv,Javanese,Digital Humanities,Kawruh Digital Budaya,"{""translated_term"": ""Kawruh Digital Budaya"", ""translation_rationale"": ""Basa 'Digital' asipun saka basa Inggris, nanging artiné bisa dipahami. Basa 'Humanities' asipun saka Latin, nanging ingarané bisa diarani 'Budaya'. Jadi, 'Kawruh Digital Budaya' iki isiné kawruh bab budaya sing nganggo teknologi digital.""}",2026-05-02T09:54:01.335251Z,stop,101.0,1167200044.0,"[{'translated_term': 'Kawruh Digital Budaya', 'translation_rationale': ""Basa 'Digital' asipun saka basa Inggris, nanging artiné bisa dipahami. Basa 'Humanities' asipun saka Latin, nanging ingarané bisa diarani 'Budaya'. Jadi, 'Kawruh Digital Budaya' iki isiné kawruh bab budaya sing nganggo teknologi digital.""}]",80249250.0,llama3.1:latest,146.0,380705958.0,1656219917.0,Kawruh Digital Budaya,"Basa 'Digital' asipun saka basa Inggris, nanging artiné bisa dipahami. Basa 'Humanities' asipun saka Latin, nanging ingarané bisa diarani 'Budaya'. Jadi, 'Kawruh Digital Budaya' iki isiné kawruh bab budaya sing nganggo teknologi digital.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Javanese speaker and translation expert. Translate 'Digital Humanities' into Javanese (ISO code: jv).

Please provide your rationale in Javanese, not English — unless Javanese is English or you have a strong reason to use English. Writing in Javanese demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Javanese):
{""translated_term"": ""your translation in Javanese"", ""translation_rationale"": ""your explanation in Javanese""}",2026-05-02 04:54:01,,,,,,,,
jut,Jutish,Digital Humanities,Dageljikar kunsthað,"{""translated_term"": ""Dageljikar kunsthað"", ""translation_rationale"": ""Dageljikar refers to the digital aspect, as 'dagel' means day or daily. Kunsthað is a combination of 'kunst', meaning art or skill, and 'hað', indicating a place or field of study.""}",2026-05-02T09:53:57.644384Z,stop,76.0,891086207.0,"[{'translated_term': 'Dageljikar kunsthað', 'translation_rationale': ""Dageljikar refers to the digital aspect, as 'dagel' means day or daily. Kunsthað is a combination of 'kunst', meaning art or skill, and 'hað', indicating a place or field of study.""}]",78187208.0,llama3.1:latest,146.0,379260542.0,1369920000.0,Dageljikar kunsthað,"Dageljikar refers to the digital aspect, as 'dagel' means day or daily. Kunsthað is a combination of 'kunst', meaning art or skill, and 'hað', indicating a place or field of study.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Jutish speaker and translation expert. Translate 'Digital Humanities' into Jutish (ISO code: jut).

Please provide your rationale in Jutish, not English — unless Jutish is English or you have a strong reason to use English. Writing in Jutish demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Jutish):
{""translated_term"": ""your translation in Jutish"", ""translation_rationale"": ""your explanation in Jutish""}",2026-05-02 04:53:57,,,,,,,,
jrb,Judeo-Arabic,Digital Humanities,אינטרנטי קדוש,"{""translated_term"": ""אינטרנטי קדוש"", ""translation_rationale"": ""בחירת המונח: 'Digital Humanities' משלב שני עקרונות - 'דיגיטלי' (digital) ו-'אנתרופולוגיה' (humanities). 'דיגיטלי' בעברית-ארמית הוא 'אינטרנטי', שכן 'אינטרנט' יצא לשורר בתקופה החדשה. 'אנתרופולוגיה' מתורגם ל-'קדוש', שכן 'קדוש' יכול לסמל את העניינים האנושיים, הרוחניים והחברתיים.""}",2026-05-02T09:53:54.242563Z,stop,259.0,3083830453.0,"[{'translated_term': 'אינטרנטי קדוש', 'translation_rationale': ""בחירת המונח: 'Digital Humanities' משלב שני עקרונות - 'דיגיטלי' (digital) ו-'אנתרופולוגיה' (humanities). 'דיגיטלי' בעברית-ארמית הוא 'אינטרנטי', שכן 'אינטרנט' יצא לשורר בתקופה החדשה. 'אנתרופולוגיה' מתורגם ל-'קדוש', שכן 'קדוש' יכול לסמל את העניינים האנושיים, הרוחניים והחברתיים.""}]",76110750.0,llama3.1:latest,162.0,408760459.0,3634479958.0,אינטרנטי קדוש,"בחירת המונח: 'Digital Humanities' משלב שני עקרונות - 'דיגיטלי' (digital) ו-'אנתרופולוגיה' (humanities). 'דיגיטלי' בעברית-ארמית הוא 'אינטרנטי', שכן 'אינטרנט' יצא לשורר בתקופה החדשה. 'אנתרופולוגיה' מתורגם ל-'קדוש', שכן 'קדוש' יכול לסמל את העניינים האנושיים, הרוחניים והחברתיים.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Judeo-Arabic speaker and translation expert. Translate 'Digital Humanities' into Judeo-Arabic (ISO code: jrb).

Please provide your rationale in Judeo-Arabic, not English — unless Judeo-Arabic is English or you have a strong reason to use English. Writing in Judeo-Arabic demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Judeo-Arabic):
{""translated_term"": ""your translation in Judeo-Arabic"", ""translation_rationale"": ""your explanation in Judeo-Arabic""}",2026-05-02 04:53:54,,,,,,,,
jpr,Judeo-Persian,Digital Humanities,بومدنی مأنوسی,"{""translated_term"": ""بومدنی مأنوسی"", ""translation_rationale"": ""بومدنی از کلمه انگریزی digital به معنی دیجیتال است. مأنوسی از کلمه humanities به معنی علوم انسانی است. در زبان فارسی، این اصطلاح را می‌توان با «علوم انسانی دیجیتال» ترجمه کرد، اما در زبان جودو-فارسی، استفاده از «بومدنی مأنوسی» مناسب‌تر است زیرا نشان‌دهندهٔ پیوند بین فناوری و علوم انسانی است.""}",2026-05-02T09:53:48.579865Z,stop,117.0,1388458586.0,"[{'translated_term': 'بومدنی مأنوسی', 'translation_rationale': 'بومدنی از کلمه انگریزی digital به معنی دیجیتال است. مأنوسی از کلمه humanities به معنی علوم انسانی است. در زبان فارسی، این اصطلاح را می\u200cتوان با «علوم انسانی دیجیتال» ترجمه کرد، اما در زبان جودو-فارسی، استفاده از «بومدنی مأنوسی» مناسب\u200cتر است زیرا نشان\u200cدهندهٔ پیوند بین فناوری و علوم انسانی است.'}]",74791083.0,llama3.1:latest,162.0,411297833.0,1906511167.0,بومدنی مأنوسی,بومدنی از کلمه انگریزی digital به معنی دیجیتال است. مأنوسی از کلمه humanities به معنی علوم انسانی است. در زبان فارسی، این اصطلاح را می‌توان با «علوم انسانی دیجیتال» ترجمه کرد، اما در زبان جودو-فارسی، استفاده از «بومدنی مأنوسی» مناسب‌تر است زیرا نشان‌دهندهٔ پیوند بین فناوری و علوم انسانی است.,,You are a Digital Humanities scholar who speaks many languages.,"You are a native Judeo-Persian speaker and translation expert. Translate 'Digital Humanities' into Judeo-Persian (ISO code: jpr).

Please provide your rationale in Judeo-Persian, not English — unless Judeo-Persian is English or you have a strong reason to use English. Writing in Judeo-Persian demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Judeo-Persian):
{""translated_term"": ""your translation in Judeo-Persian"", ""translation_rationale"": ""your explanation in Judeo-Persian""}",2026-05-02 04:53:48,,,,,,,,
jmc,Machame,Digital Humanities,Kuumba za Digitali,"{""translated_term"": ""Kuumba za Digitali"", ""translation_rationale"": ""Kuumba ni neno linalotokana na 'humanities' ambalo linamaanisha mambo ya binadamu. Kwa kuwa Digital Humanities inahusiana na sayansi ya kompyuta, tunajumlisha maneno mawili kwa kuunda 'Digitali', ambayo ni neno la kisasa linalotokana na lugha za Ulaya.""}",2026-05-02T09:53:41.380537Z,stop,107.0,1235917329.0,"[{'translated_term': 'Kuumba za Digitali', 'translation_rationale': ""Kuumba ni neno linalotokana na 'humanities' ambalo linamaanisha mambo ya binadamu. Kwa kuwa Digital Humanities inahusiana na sayansi ya kompyuta, tunajumlisha maneno mawili kwa kuunda 'Digitali', ambayo ni neno la kisasa linalotokana na lugha za Ulaya.""}]",76852250.0,llama3.1:latest,138.0,378308584.0,1720953708.0,Kuumba za Digitali,"Kuumba ni neno linalotokana na 'humanities' ambalo linamaanisha mambo ya binadamu. Kwa kuwa Digital Humanities inahusiana na sayansi ya kompyuta, tunajumlisha maneno mawili kwa kuunda 'Digitali', ambayo ni neno la kisasa linalotokana na lugha za Ulaya.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Machame speaker and translation expert. Translate 'Digital Humanities' into Machame (ISO code: jmc).

Please provide your rationale in Machame, not English — unless Machame is English or you have a strong reason to use English. Writing in Machame demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Machame):
{""translated_term"": ""your translation in Machame"", ""translation_rationale"": ""your explanation in Machame""}",2026-05-02 04:53:41,,,,,,,,
jgo,Ngomba,Digital Humanities,Mɛ́yɔ́m ɓɛ̀nɛ́,"{""translated_term"": ""Mɛ́yɔ́m ɓɛ̀nɛ́"", ""translation_rationale"": ""Mɛ́yɔ́m (digital) + ɓɛ̀nɛ́ (humanities), combining the concepts of technology and knowledge, reflecting the intersection of digital tools and humanities disciplines in Ngomba.""}",2026-05-02T09:53:37.628473Z,stop,81.0,934122123.0,"[{'translated_term': 'Mɛ́yɔ́m ɓɛ̀nɛ́', 'translation_rationale': 'Mɛ́yɔ́m (digital) + ɓɛ̀nɛ́ (humanities), combining the concepts of technology and knowledge, reflecting the intersection of digital tools and humanities disciplines in Ngomba.'}]",78865375.0,llama3.1:latest,138.0,376257041.0,1411004167.0,Mɛ́yɔ́m ɓɛ̀nɛ́,"Mɛ́yɔ́m (digital) + ɓɛ̀nɛ́ (humanities), combining the concepts of technology and knowledge, reflecting the intersection of digital tools and humanities disciplines in Ngomba.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Ngomba speaker and translation expert. Translate 'Digital Humanities' into Ngomba (ISO code: jgo).

Please provide your rationale in Ngomba, not English — unless Ngomba is English or you have a strong reason to use English. Writing in Ngomba demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Ngomba):
{""translated_term"": ""your translation in Ngomba"", ""translation_rationale"": ""your explanation in Ngomba""}",2026-05-02 04:53:37,,,,,,,,
