language_code,language_name,term_source,claude_translated_term,claude_output_tokens,claude_created,claude_stop_reason,claude_model,claude_input_tokens,claude_total_tokens,claude_translation_rationale,claude_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_system_prompt,ollama_user_prompt,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,openai_system_prompt,openai_user_prompt,exclude_claude,claude_system_prompt,claude_user_prompt,coding_dh_date_x,coding_dh_date_y,family_name
abr,Abron,Digital Humanities,Nɔmba ne adesua,71.0,2026-04-19T15:05:17.585169,end_turn,claude-sonnet-4-5-20250929,75.0,146.0,"Compound term combining 'nɔmba' (numbers/digital/technology) and 'adesua' (knowledge/learning/humanities), following Abron language structure for modern academic concepts",,,,2026-04-19 15:05:17,False,,False,,False,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Abron (ISO code: abr). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Fahuma na Klassa tɛ"", ""translation_rationale"": ""Combining 'Digital' (Fahuma) with 'Humanities' (Klassa tɛ), the Abron language equivalent for Digital Humanities is a combination of words for 'modern/new technology' and 'classics/arts', respectively.""}",llama3.1,2026-04-19T19:05:16.47678Z,1321074625.0,65660000.0,74.0,342529541.0,75.0,893192123.0,stop,Fahuma na Klassa tɛ,"Combining 'Digital' (Fahuma) with 'Humanities' (Klassa tɛ), the Abron language equivalent for Digital Humanities is a combination of words for 'modern/new technology' and 'classics/arts', respectively.","[{'translated_term': 'Fahuma na Klassa tɛ', 'translation_rationale': ""Combining 'Digital' (Fahuma) with 'Humanities' (Klassa tɛ), the Abron language equivalent for Digital Humanities is a combination of words for 'modern/new technology' and 'classics/arts', respectively.""}]",Fahuma na Klassa tɛ,False,Digitâlɛ ɛsiaŋyɛnyɛ,68.0,1776627632.0,stop,gpt-4o-2024-08-06,69.0,137.0,"In Abron, 'digitâlɛ' corresponds to the technological or digital aspect, while 'ɛsiaŋyɛnyɛ' encompasses the study of human culture and society, which relates to humanities.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Abron (ISO code: abr). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Abron (ISO code: abr). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Niger-Kordofanian languages
abq,Abaza,Digital Humanities,Цифра гуманитар ҭылаӡқәа,87.0,2026-04-19T15:05:12.672935,end_turn,claude-sonnet-4-5-20250929,75.0,162.0,"Abaza translation combining 'цифра' (digital) with 'гуманитар ҭылаӡқәа' (humanitarian sciences/humanities), following Abaza grammatical structure for compound academic terms",,,,2026-04-19 15:05:12,False,,False,,False,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Abaza (ISO code: abq). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""\u0641\u0629\u06a4\u06d0\u06c7\u06d5 \u062e\u0639\u0648\u0646\u064a\u062f\u062b\u060c"", ""translation_rationale"": ""Combining Abaza words '\u0641\u0629\u06a4' (digital), '\u062e\u0639\u0648\u0646\u064a\u062f\u062b' (humanities)""}",llama3.1,2026-04-19T19:05:13.136326Z,1766824834.0,69085167.0,74.0,375679833.0,108.0,1294910621.0,stop,فةڤېۇە خعونيدث،,"Combining Abaza words 'فةڤ' (digital), 'خعونيدث' (humanities)","[{'translated_term': 'فةڤېۇە خعونيدث،', 'translation_rationale': ""Combining Abaza words 'فةڤ' (digital), 'خعونيدث' (humanities)""}]",فةڤېۇە خعونيدث،,False,цифралтә гуманитартә нрацьхыл,92.0,1776627629.0,stop,gpt-4o-2024-08-06,70.0,162.0,"In Abaza, 'digital' can be translated as 'цифралтә' which relates to numerical or digital systems, and 'humanities' translates to 'гуманитартә нрацьхыл', which encompasses the study of human culture and society, directly borrowing from Russian influences due to linguistic and cultural proximity.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Abaza (ISO code: abq). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Abaza (ISO code: abq). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Caucasian languages
zu,Zulu,Digital Humanities,Izifundo Zoluntu Zedijithali,87.0,2026-04-18T20:09:47.228546,end_turn,claude-sonnet-4-5-20250929,74.0,161.0,"Direct translation where 'Izifundo' means studies/humanities, 'Zoluntu' means of humanity/human, and 'Zedijithali' means digital, following Zulu grammar structure of noun classes and possessive concords",,,Ezezibhangqiwe zoLuntu,2026-04-18 20:09:47,False,I-Digital Humanities,True,,False,Digital Humanities,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Zulu (ISO code: zu). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""iNdlela yokuHlanganisa kwabantu"",
  ""translation_rationale"": ""literally 'humanities of the digital', combining isiZulu words for 'humanities' and 'digital'""
}",llama3.1,2026-04-19T00:41:24.273949Z,973396833.0,70223166.0,73.0,276930000.0,53.0,611046959.0,stop,iNdlela yokuHlanganisa kwabantu,"literally 'humanities of the digital', combining isiZulu words for 'humanities' and 'digital'",[],,False,Idijithali Yezesayensi Zobuntu,97.0,1776559816.0,stop,gpt-4o-2024-08-06,69.0,166.0,"The translation uses 'Idijithali' for 'Digital' and 'Yezesayensi Zobuntu' for 'Humanities', with 'Idijithali' being a direct adaptation of the term 'Digital' and 'Yezesayensi Zobuntu' meaning 'Sciences of Humanity' in Zulu.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Zulu (ISO code: zu). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Zulu (ISO code: zu). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Niger-Kordofanian languages
zh-yue,Cantonese,Digital Humanities,數碼人文,87.0,2026-04-18T20:09:42.619192,end_turn,claude-sonnet-4-5-20250929,78.0,165.0,This is the standard Cantonese translation where 數碼 (sou3 maa5) means 'digital' and 人文 (jan4 man4) means 'humanities'. This term is widely used in Hong Kong and Cantonese-speaking academic contexts.,,,,2026-04-18 20:09:42,False,數碼人文,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Cantonese (ISO code: zh-yue). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""數碼人文學"",
  ""translation_rationale"": ""literally 'digital humanities' in Cantonese, combining the concepts of digital technology and humanist studies""
}",llama3.1,2026-04-19T00:41:21.285449Z,858355958.0,77581250.0,75.0,275548583.0,43.0,492818998.0,stop,數碼人文學,"literally 'digital humanities' in Cantonese, combining the concepts of digital technology and humanist studies",[],,False,數碼人文,76.0,1776559813.0,stop,gpt-4o-2024-08-06,71.0,147.0,"In Cantonese, 'Digital Humanities' is translated to '數碼人文', where '數碼' stands for 'digital' and '人文' means 'humanities'. This translation is widely accepted in academic and professional contexts related to the field of digital humanities.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Cantonese (ISO code: zh-yue). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Cantonese (ISO code: zh-yue). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Sino-Tibetan languages
zh-tw,Traditional Chinese,Digital Humanities,數位人文,52.0,2026-04-18T20:09:38.889404,end_turn,claude-sonnet-4-5-20250929,75.0,127.0,"This is the standard translation used in Taiwan and Hong Kong for Digital Humanities, where '數位' means digital and '人文' means humanities",,,,2026-04-18 20:09:38,False,數位人文,True,,False,數位人文,True,,,,,,,,,,,,,,,,,False,數位人文,72.0,1776559811.0,stop,gpt-4o-2024-08-06,71.0,143.0,"The term 'Digital Humanities' translates to '數位人文' in Traditional Chinese (zh-tw), where '數位' means 'digital' and '人文' refers to 'humanities'. This translation is widely used in academic and professional contexts in Taiwan.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Traditional Chinese (ISO code: zh-tw). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Traditional Chinese (ISO code: zh-tw). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Sino-Tibetan languages
zh-min-nan,Minnan,Digital Humanities,數位人文,82.0,2026-04-18T20:09:35.652042,end_turn,claude-sonnet-4-5-20250929,78.0,160.0,"Direct translation using standard Minnan literary terms: 數位 (sò͘-ūi) for 'digital' and 人文 (jîn-bûn) for 'humanities', following common academic terminology used in Taiwan Minnan context.",,,,2026-04-18 20:09:35,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Minnan (ISO code: zh-min-nan). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Hâng-ki-ho̍k"",
  ""translation_rationale"": ""Linguistic equivalent of Digital Humanities, combining Minnan language's phonetic and grammatical characteristics to convey the concept.""
}",llama3.1,2026-04-19T00:41:18.403782Z,932540541.0,69654708.0,76.0,273116834.0,50.0,575545625.0,stop,Hâng-ki-ho̍k,"Linguistic equivalent of Digital Humanities, combining Minnan language's phonetic and grammatical characteristics to convey the concept.",[],,False,數位人文,61.0,1776559809.0,stop,gpt-4o-2024-08-06,72.0,133.0,"The term '數位人文' is commonly used in Mandarin, and it's also understood by Minnan speakers. Minnan often borrows terms from Mandarin for technical subjects like 'Digital Humanities'.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Minnan (ISO code: zh-min-nan). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Minnan (ISO code: zh-min-nan). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Sino-Tibetan languages
zh-classical,Classical Chinese,Digital Humanities,數位人文,73.0,2026-04-18T20:09:31.765575,end_turn,claude-sonnet-4-5-20250929,75.0,148.0,"This term combines '數位' (digital, computational) and '人文' (humanities, human culture and learning), which accurately conveys the interdisciplinary field combining digital technologies with humanities scholarship in Classical Chinese terminology commonly used in modern academic contexts.",,,,2026-04-18 20:09:31,True,,True,,True,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Classical Chinese (ISO code: zh-classical). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Sino-Tibetan languages
zh,Chinese,Digital Humanities,数字人文,51.0,2026-04-18T20:09:27.891349,end_turn,claude-sonnet-4-5-20250929,72.0,123.0,"This is the standard and widely accepted translation in Chinese academic contexts, combining '数字' (digital) and '人文' (humanities).",,,數位人文,2026-04-18 20:09:27,False,数字人文,False,数字人文,False,数字人文,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Chinese (ISO code: zh). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""\u5e26\u7d85\u4e00\u6a98\u5143"",
  ""translation_rationale"": ""Digital Humanities, using """"\u5e26\u7d85"""" to represent \""digital\"" and """"\u4e01\u6a98\u5143"""" to represent \""humanities\"".""
}",llama3.1,2026-04-19T00:41:15.453652Z,1276051708.0,75281125.0,72.0,269498834.0,78.0,910599209.0,stop,带綅一檘元,"Digital Humanities, using 带綅 to represent ""digital"" and 丁檘元 to represent ""humanities"".",[],,False,数字人文,67.0,1776559807.0,stop,gpt-4o-2024-08-06,68.0,135.0,"The translation '数字人文' directly captures 'Digital' as '数字' (shùzì) and 'Humanities' as '人文' (rénwén), these terms are commonly used in academic and technological contexts in China.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Chinese (ISO code: zh). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Chinese (ISO code: zh). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Sino-Tibetan languages
yo,Yoruba,Digital Humanities,Ìmọ̀ Ẹ̀rọ Ayélujára ti Ẹ̀dá Ènìyàn,147.0,2026-04-18T20:09:16.220678,end_turn,claude-sonnet-4-5-20250929,74.0,221.0,"This translates as 'Digital Knowledge/Science of Human Creation/Culture' - combining 'Ìmọ̀ Ẹ̀rọ Ayélujára' (digital/computer knowledge) with 'Ẹ̀dá Ènìyàn' (humanities/human studies), reflecting the interdisciplinary nature of Digital Humanities.",,,,2026-04-18 20:09:16,False,Àwọn Ènìyàn Oní-nọ́ńbà,True,,False,Digital Humanities,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Yoruba (ISO code: yo). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Ọmọ̀gbọ́n Igìga"",
  ""translation_rationale"": ""Combining Ọmọ̀gbọ́n (digital) and Igìga (humanities)""
}",llama3.1,2026-04-19T00:41:06.042311Z,987785583.0,72925791.0,74.0,283144250.0,51.0,615837712.0,stop,Ọmọ̀gbọ́n Igìga,Combining Ọmọ̀gbọ́n (digital) and Igìga (humanities),[],,False,Ẹ̀dá Èdá Àyoníjinlẹ̀,55.0,1776559801.0,stop,gpt-4o-2024-08-06,68.0,123.0,"Translation reflects the academic and digital nature of the field, merging words for 'humanities' and 'digital' in Yoruba.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Yoruba (ISO code: yo). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Yoruba (ISO code: yo). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Niger-Kordofanian languages
yi,Yiddish,Digital Humanities,דיגיטאַלע הומאַניטעטן,107.0,2026-04-18T20:09:10.347809,end_turn,claude-sonnet-4-5-20250929,75.0,182.0,"Direct translation using standard Yiddish orthography: 'דיגיטאַלע' (digitale) for 'Digital' and 'הומאַניטעטן' (humantietn) for 'Humanities', following YIVO transliteration standards commonly used in academic contexts.",,,,2026-04-18 20:09:10,False,דיגיטאַלע הומאַניטיעס,True,,False,דיגיטאַל הומאַניטיעס,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Yiddish (ISO code: yi). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Dzigitale Menshl"",
  ""translation_rationale"": ""literally 'digital human' in Yiddish, combining the Modern Hebrew loanword Dzigitale (דיגיטאל) with Menshl (מענשל), a Yiddishized form of Mensch, meaning 'human'""
}",llama3.1,2026-04-19T00:41:03.031936Z,1291440500.0,76003958.0,74.0,277131500.0,77.0,916623829.0,stop,Dzigitale Menshl,"literally 'digital human' in Yiddish, combining the Modern Hebrew loanword Dzigitale (דיגיטאל) with Menshl (מענשל), a Yiddishized form of Mensch, meaning 'human'",[],,False,דיגיטאַלע אַלגעמיינקונסט,81.0,1776559798.0,stop,gpt-4o-2024-08-06,69.0,150.0,"The term 'Digital Humanities' is translated to reflect both 'digital' (דיגיטאַלע) and the concept of 'humanities' (אַלגעמיינקונסט), which can be understood as general or common arts, fitting the field's interdisciplinary scope.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Yiddish (ISO code: yi). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Yiddish (ISO code: yi). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Indo-European languages
xh,Xhosa,Digital Humanities,Ubuntu Bedijithali,83.0,2026-04-18T20:09:00.518897,end_turn,claude-sonnet-4-5-20250929,76.0,159.0,"In Xhosa, 'ubuntu' refers to humanities/human studies/human nature, and 'bedijithali' is the localized form of 'digital'. This combines to represent Digital Humanities as the study of human culture and society through digital methods.",,,,2026-04-18 20:09:00,False,Uluntu lweDijithali,False,Ubuntu bamanani,False,Ubuntu beDijithali,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Xhosa (ISO code: xh). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Intanethi Yezinhlobo"",
  ""translation_rationale"": ""Combining 'intaneti' (internet) and 'yethu' (humanities)""
}",llama3.1,2026-04-19T00:40:59.722746Z,892501625.0,85077291.0,75.0,270364750.0,46.0,523731204.0,stop,Intanethi Yezinhlobo,Combining 'intaneti' (internet) and 'yethu' (humanities),[],,True,,,,,,,,,,,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Xhosa (ISO code: xh). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Niger-Kordofanian languages
xal,Kalmyk,Digital Humanities,Дигитальн гуманитарн эрдм,113.0,2026-04-18T20:08:56.540131,end_turn,claude-sonnet-4-5-20250929,76.0,189.0,"Direct translation using Kalmyk words: 'дигитальн' (digital, borrowed term), 'гуманитарн' (humanitarian/humanities, borrowed term), and 'эрдм' (science/knowledge, native Kalmyk word). This follows Kalmyk's pattern of adapting international academic terminology while incorporating native vocabulary.",,,,2026-04-18 20:08:56,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Kalmyk (ISO code: xal). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Digitalnaĭa gumanitariia"", ""translation_rationale"": ""Calque from English, using a combination of loanwords and morphological adaptation.""}",llama3.1,2026-04-19T00:40:56.808292Z,850824541.0,75441000.0,75.0,288803084.0,41.0,474621748.0,stop,Digitalnaĭa gumanitariia,"Calque from English, using a combination of loanwords and morphological adaptation.","[{'translated_term': 'Digitalnaĭa gumanitariia', 'translation_rationale': 'Calque from English, using a combination of loanwords and morphological adaptation.'}]",Digitalnaĭa gumanitariia,False,Цахим хүмүүнлэг,82.0,1776559794.0,stop,gpt-4o-2024-08-06,70.0,152.0,"The term 'Digital Humanities' is translated into Kalmyk by combining 'Цахим', meaning 'digital', and 'хүмүүнлэг', meaning 'humanities'. This captures the essence of the interdisciplinary field that merges digital technology with the study of human culture and society.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Kalmyk (ISO code: xal). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Kalmyk (ISO code: xal). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Altaic languages
wo,Wolof,Digital Humanities,Sañ-sañu Nimre,66.0,2026-04-18T20:08:51.621293,end_turn,claude-sonnet-4-5-20250929,74.0,140.0,Combining 'sañ-sañ' (knowledge/science) with 'nimre' (digital/electronic) to represent Digital Humanities in Wolof,,,,2026-04-18 20:08:51,False,Humanité numérique,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Wolof (ISO code: wo). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Taarukaat yiil yor"",
  ""translation_rationale"": ""Combination of Wolof words 'taaru' (digital) and 'kaat yiil' (humanities)""
}",llama3.1,2026-04-19T00:40:53.933877Z,958817291.0,78645333.0,73.0,273992042.0,49.0,591878336.0,stop,Taarukaat yiil yor,Combination of Wolof words 'taaru' (digital) and 'kaat yiil' (humanities),[],,False,Digital Humanities,62.0,1776559791.0,stop,gpt-4o-2024-08-06,69.0,131.0,"In Wolof, there may not be a direct equivalent for 'Digital Humanities.' As Wolof incorporates loanwords and terms from other languages, the English term is often used directly or adapted with slight phonetic changes.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Wolof (ISO code: wo). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Wolof (ISO code: wo). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Niger-Kordofanian languages
wa,Walloon,Digital Humanities,Humanités Numerikes,80.0,2026-04-18T20:08:42.702224,end_turn,claude-sonnet-4-5-20250929,74.0,154.0,"Walloon uses 'Humanités' (borrowed from French) for humanities and 'numerikes' as the Walloon adaptation of 'digital/numeric', following Walloon orthographic conventions with the 'ik' suffix common in the language.",,,,2026-04-18 20:08:42,True,,True,,True,,True,,,,,,,,,,,,,,,,,False,Humanitès Digitåles,57.0,1776559787.0,stop,gpt-4o-2024-08-06,69.0,126.0,"Walloon uses 'Humanitès' for 'Humanities' and 'Digitåles' for 'Digital', reflecting the influence of both French and native linguistic features.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Walloon (ISO code: wa). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Walloon (ISO code: wa). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Indo-European languages
vo,Volapük,Digital Humanities,Digitalik Menad,93.0,2026-04-18T20:08:37.496067,end_turn,claude-sonnet-4-5-20250929,75.0,168.0,"In Volapük, 'digitalik' is the adjective form of 'digital' and 'menad' means 'humanity' or 'human knowledge/learning'. This follows Volapük's grammatical structure where '-ik' forms adjectives and 'menad' represents humanistic knowledge.",,,,2026-04-18 20:08:37,True,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Volapük (ISO code: vo). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Numatäds Humänitäd"", ""translation_rationale"": ""Using a combination of digital and humanities, I translated 'digital' as Numatäd (numatic) meaning 'of the numbers/ computing', and 'humanities' as Humänitäd directly translating from Latin humanitas""}",llama3.1,2026-04-19T00:40:50.950279Z,1173990583.0,78895750.0,74.0,282668333.0,67.0,793295209.0,stop,Numatäds Humänitäd,"Using a combination of digital and humanities, I translated 'digital' as Numatäd (numatic) meaning 'of the numbers/ computing', and 'humanities' as Humänitäd directly translating from Latin humanitas","[{'translated_term': 'Numatäds Humänitäd', 'translation_rationale': ""Using a combination of digital and humanities, I translated 'digital' as Numatäd (numatic) meaning 'of the numbers/ computing', and 'humanities' as Humänitäd directly translating from Latin humanitas""}]",Numatäds Humänitäd,False,Dijitalamanit,59.0,1776559785.0,stop,gpt-4o-2024-08-06,70.0,129.0,"In Volapük, 'dijital' refers to 'digital' and 'amanit' refers to 'humanities', combining the concepts accurately in the context of modern terminology.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Volapük (ISO code: vo). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Volapük (ISO code: vo). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Artificial languages
