"language_code","language_name","term_source","openai_translated_term","openai_completion_tokens","openai_created","openai_finish_reason","openai_model","openai_prompt_tokens","openai_total_tokens","openai_translation_rationale","openai_translation","term","wikipedia_translated_term","coding_dh_date","exclude_google_cloud_translate","gt_translated_term","exclude_easynmt","enmt_translated_term","exclude_lingvanex","lingvanex_translated_term","exclude_ollama","ollama_translated_term","ollama_content","ollama_created_at","ollama_done_reason","ollama_eval_count","ollama_eval_duration","ollama_extracted_dictionaries","ollama_load_duration","ollama_model","ollama_prompt_eval_count","ollama_prompt_eval_duration","ollama_total_duration","ollama_translation","ollama_system_prompt","ollama_user_prompt","ollama_translation_rationale","exclude_openai","openai_system_prompt","openai_user_prompt","coding_dh_date_x","coding_dh_date_y","family_name"
"bug","Buginese","Digital Humanities","Humaniora Digital","139.0","1776689516.0","stop","gpt-4o-2024-08-06","156.0","295.0","Diasebut 'Humaniora' kerna menjelaskan satan ilmu pancari ilmu pamadegeng menre' kaetik tentang manusia. 'Digital' na perikatan istilah internasionale gangkupoan ngotani tentang rancangan pulirumpu digital na engkane sibawa Buginese. Kaengganamo istilah 'Digital', pertemuan digital bapura naerangka songkok dangke gangkibasa internasionale, sanres di Buginese mi temmeng arti sa larecena janci nyaera sempe mappake.","","","","2026-04-20 07:52:00","True","","True","","True","","False","Bumi Digit Sosial","{
  ""translated_term"": ""Bumi Digit Sosial"",
  ""translation_rationale"": ""Kata 'Digital Humanities' baé panggaleë wawengku kawasan ilmu sosial ngalola teknologi digital. Wawengku bumi artinya ilmu, panggaleë wawengku sosial artinya aspek sosial. Digit artinya teknologi digital, marga ngalola data éngka panyimpenan.""
}","2026-04-20T11:56:09.968885Z","stop","103.0","1179081124.0","[]","73743709.0","llama3.1","152.0","397203167.0","1678241000.0","","You are a Digital Humanities scholar who speaks many languages.","You are a native Buginese speaker and translation expert. Translate 'Digital Humanities' into Buginese (ISO code: bug).

	Please provide your rationale (explanation) in Buginese, not English. Unless you have a strong reason to use English (such as when Buginese is English), your rationale should be in Buginese to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Buginese):
	{'translated_term': 'the translation in Buginese', 'translation_rationale': 'your explanation in Buginese'}","Kata 'Digital Humanities' baé panggaleë wawengku kawasan ilmu sosial ngalola teknologi digital. Wawengku bumi artinya ilmu, panggaleë wawengku sosial artinya aspek sosial. Digit artinya teknologi digital, marga ngalola data éngka panyimpenan.","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Buginese speaker and translation expert. Translate 'Digital Humanities' into Buginese (ISO code: bug).

	Please provide your rationale (explanation) in Buginese, not English. Unless you have a strong reason to use English (such as when Buginese is English), your rationale should be in Buginese to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Buginese):
	{'translated_term': 'the translation in Buginese', 'translation_rationale': 'your explanation in Buginese'}","","","Austronesian languages"
"buc","Bushi","Digital Humanities","Civalthoni za Dijitali","129.0","1776689513.0","stop","gpt-4o-2024-08-06","148.0","277.0","Ukuvya va 'Digital Humanities' keyi uswanu munu 'Civalthoni za Dijitali'. Kikweo cele wachilemwa ci hata kali, istili ya dijitali na chivalthoni chiyo makosa na uvathisi va bantu va wasikili va mitima yena usa va chanya. Kiho unikalijo na makosa ano pa nziya eyi usikula uvathisi va wasikili mu kihina cha makosa ya teknolojia yee masikilo.","","","","2026-04-20 07:51:55","True","","True","","True","","False","Hmwaga tama","{'translated_term': 'Hmwaga tama', 'translation_rationale': 'Tama ni omoi kwaha, hmwaga ni digitala, kwa hiyo tama tona digitala.'} 

(Note: In the rationale above, I used the word ""kwaha"" which is a Bushi term for thinking or having an idea. This captures the essence of Digital Humanities as an interdisciplinary field that involves critical thinking and analysis using digital tools.)","2026-04-20T11:56:06.253399Z","stop","96.0","1164205502.0","[{'translated_term': 'Hmwaga tama', 'translation_rationale': 'Tama ni omoi kwaha, hmwaga ni digitala, kwa hiyo tama tona digitala.'}]","77115208.0","llama3.1","152.0","366185375.0","1634224666.0","Hmwaga tama","You are a Digital Humanities scholar who speaks many languages.","You are a native Bushi speaker and translation expert. Translate 'Digital Humanities' into Bushi (ISO code: buc).

	Please provide your rationale (explanation) in Bushi, not English. Unless you have a strong reason to use English (such as when Bushi is English), your rationale should be in Bushi to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Bushi):
	{'translated_term': 'the translation in Bushi', 'translation_rationale': 'your explanation in Bushi'}","Tama ni omoi kwaha, hmwaga ni digitala, kwa hiyo tama tona digitala.","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Bushi speaker and translation expert. Translate 'Digital Humanities' into Bushi (ISO code: buc).

	Please provide your rationale (explanation) in Bushi, not English. Unless you have a strong reason to use English (such as when Bushi is English), your rationale should be in Bushi to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Bushi):
	{'translated_term': 'the translation in Bushi', 'translation_rationale': 'your explanation in Bushi'}","","","Niger-Kordofanian languages"
"bua","Buriat","Digital Humanities","Дижитал ухаан","107.0","1776689509.0","stop","gpt-4o-2024-08-06","156.0","263.0","“Digital” гэдэг үгэнийн шахалт “дижитал” болгоод, “Humanities” гэдэг үгэнийн утга “ухаан”, “сэтгэлгээн”, эсвэл “соёл ухаан” гэжэ оршуулхаар байха. Тиимэһээ энэ хоёр үгээр оршуулхад-“Дижитал ухаан”.","","","","2026-04-20 07:51:52","False","Тоон хүнэй эрдэм ухаан","True","","True","","False","Дигитаалайн бүтээх ухаан","{
  ""translated_term"": ""Дигитаалайн бүтээх ухаан"",
  ""translation_rationale"": ""Дугаарлаах humanities хамтлагуудай арга зүйн угаас гараад, хүмүүстэй байдалһараа холбоогоор эрдэм шинжилэх ухаан юм.""
}","2026-04-20T11:56:02.589168Z","stop","97.0","1114150292.0","[]","75952375.0","llama3.1","161.0","392505291.0","1609712459.0","","You are a Digital Humanities scholar who speaks many languages.","You are a native Buriat speaker and translation expert. Translate 'Digital Humanities' into Buriat (ISO code: bua).

	Please provide your rationale (explanation) in Buriat, not English. Unless you have a strong reason to use English (such as when Buriat is English), your rationale should be in Buriat to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Buriat):
	{'translated_term': 'the translation in Buriat', 'translation_rationale': 'your explanation in Buriat'}","Дугаарлаах humanities хамтлагуудай арга зүйн угаас гараад, хүмүүстэй байдалһараа холбоогоор эрдэм шинжилэх ухаан юм.","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Buriat speaker and translation expert. Translate 'Digital Humanities' into Buriat (ISO code: bua).

	Please provide your rationale (explanation) in Buriat, not English. Unless you have a strong reason to use English (such as when Buriat is English), your rationale should be in Buriat to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Buriat):
	{'translated_term': 'the translation in Buriat', 'translation_rationale': 'your explanation in Buriat'}","","","Altaic languages"
"btv","Bateri","Digital Humanities","ڈیجیٹل ہیومینیٹیز","113.0","1776689505.0","stop","gpt-4o-2024-08-06","149.0","262.0","بپیم دی زبان چھوز بپیم نووا تیکنالوجی لفظ یوسی کرن. ڈیجیٹل ہیومینیٹیز مفهوم یوس یوں بند کہے ڈیجیٹل تیکنالوجی یا برنچ یوس انسانی علوم ادیان مقصد استعمال تھ. انگریزی چھوز لفظ کمد قبول کہے، بدلی کرلو یوں بی بینیچ کہے.","","","","2026-04-20 07:51:48","True","","True","","True","","False","Gɛtʂɔɾɪtɔrɛp","{
  ""translated_term"": ""Gɛtʂɔɾɪtɔrɛp"",
  ""translation_rationale"": ""Iɗɛmɪn Dɪgɪtɪl Hjʊmnɪsɪzɪtɪsɪ ni Gɛtʂɔɾɪtɔrɛp. Bɪkɪlɪdɪmɪn ɲɪtɪ dɪgɪtɪl sɪstɛmzɪmɪ ni hmɪnuɪsɪti hɪndɔkɪntɪ, kʊrɪkʊ lɛtɛrɪ ni dɪgɪtɪlizmɪ. ""
}","2026-04-20T11:55:58.951023Z","stop","200.0","2313051415.0","[]","75211500.0","llama3.1","161.0","397762333.0","2834181875.0","","You are a Digital Humanities scholar who speaks many languages.","You are a native Bateri speaker and translation expert. Translate 'Digital Humanities' into Bateri (ISO code: btv).

	Please provide your rationale (explanation) in Bateri, not English. Unless you have a strong reason to use English (such as when Bateri is English), your rationale should be in Bateri to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Bateri):
	{'translated_term': 'the translation in Bateri', 'translation_rationale': 'your explanation in Bateri'}","Iɗɛmɪn Dɪgɪtɪl Hjʊmnɪsɪzɪtɪsɪ ni Gɛtʂɔɾɪtɔrɛp. Bɪkɪlɪdɪmɪn ɲɪtɪ dɪgɪtɪl sɪstɛmzɪmɪ ni hmɪnuɪsɪti hɪndɔkɪntɪ, kʊrɪkʊ lɛtɛrɪ ni dɪgɪtɪlizmɪ. ","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Bateri speaker and translation expert. Translate 'Digital Humanities' into Bateri (ISO code: btv).

	Please provide your rationale (explanation) in Bateri, not English. Unless you have a strong reason to use English (such as when Bateri is English), your rationale should be in Bateri to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Bateri):
	{'translated_term': 'the translation in Bateri', 'translation_rationale': 'your explanation in Bateri'}","","","Indo-European languages"
"bto","Rinconada Bikol","Digital Humanities","Inig-digital na Mga Humanidades","222.0","1776689499.0","stop","gpt-4o-2024-08-06","173.0","395.0","Sa pagsalindom kan 'Digital Humanities', kinuwa mi sa Ingles an terminong 'digital' huli ta ini sarong ubos-ubosos at ngumang teknikalan na termino na dai mahanapagan sa simple na Bikol na tugon. So 'digital' may kaharani sa teknolohiya asin mga pamusik na dai manisyado nangungutang kan pagkairiba sa kultural o lengguwahe sa mga Rinconada Bikol speaker. An salitang 'Humanities' pigpili na isalin kan Bikol na 'Humanidades' hanga sa pagpadagos kan rabay na maiwasan ang sirung, lalo na huli sa katera na paggamit kan global na konteksto asin hanggang mga eskwela sa Bikol na piggamitan man ning Ingles asin sipi ning kulturang akademiko. Kaya, ang pinakamakandarom na asopan para sa mga nagbabahagi sa larangan.","","","","2026-04-20 07:51:44","True","","True","","True","","False","Diyitimal na Pakasararo","{'translated_term': 'Diyitimal na Pakasararo', 'translation_rationale': 'An diyitimal a nagingdang sararo iyo an saro san pag-istorya kan mga datos asin imahen, kun sae nagpoon nin digital.'}","2026-04-20T11:55:54.084341Z","stop","60.0","685043416.0","[{'translated_term': 'Diyitimal na Pakasararo', 'translation_rationale': 'An diyitimal a nagingdang sararo iyo an saro san pag-istorya kan mga datos asin imahen, kun sae nagpoon nin digital.'}]","69168792.0","llama3.1","177.0","392376792.0","1163349167.0","Diyitimal na Pakasararo","You are a Digital Humanities scholar who speaks many languages.","You are a native Rinconada Bikol speaker and translation expert. Translate 'Digital Humanities' into Rinconada Bikol (ISO code: bto).

	Please provide your rationale (explanation) in Rinconada Bikol, not English. Unless you have a strong reason to use English (such as when Rinconada Bikol is English), your rationale should be in Rinconada Bikol to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Rinconada Bikol):
	{'translated_term': 'the translation in Rinconada Bikol', 'translation_rationale': 'your explanation in Rinconada Bikol'}","An diyitimal a nagingdang sararo iyo an saro san pag-istorya kan mga datos asin imahen, kun sae nagpoon nin digital.","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Rinconada Bikol speaker and translation expert. Translate 'Digital Humanities' into Rinconada Bikol (ISO code: bto).

	Please provide your rationale (explanation) in Rinconada Bikol, not English. Unless you have a strong reason to use English (such as when Rinconada Bikol is English), your rationale should be in Rinconada Bikol to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Rinconada Bikol):
	{'translated_term': 'the translation in Rinconada Bikol', 'translation_rationale': 'your explanation in Rinconada Bikol'}","","","Austronesian languages"
"bss","Akoose","Digital Humanities","Kuɔŋ Mbɔg Asaŋnikɛ","107.0","1776689496.0","stop","gpt-4o-2024-08-06","149.0","256.0","Kuɔŋ mbɔg significa que los estudios o temas van más allá de las disciplinas tradicionales y los contextos físicos, y se extienden al mundo digital. Asaŋnikɛ se refiere a las personas y sus formas de vida, lo que hace que el término Kuɔŋ Mbɔg Asaŋnikɛ se traduzca como los estudios o prácticas digitales relacionados con las humanidades.","","","","2026-04-20 07:51:38","True","","True","","True","","False","","I cannot provide a translation of the term ""Digital Humanities"" into Akoose, as I do not have information about the language or its ISO code. Is there anything else I can help you with?","2026-04-20T11:55:50.893352Z","stop","42.0","475381332.0","[]","76290166.0","llama3.1","161.0","392751833.0","956616833.0","","You are a Digital Humanities scholar who speaks many languages.","You are a native Akoose speaker and translation expert. Translate 'Digital Humanities' into Akoose (ISO code: bss).

	Please provide your rationale (explanation) in Akoose, not English. Unless you have a strong reason to use English (such as when Akoose is English), your rationale should be in Akoose to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Akoose):
	{'translated_term': 'the translation in Akoose', 'translation_rationale': 'your explanation in Akoose'}","","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Akoose speaker and translation expert. Translate 'Digital Humanities' into Akoose (ISO code: bss).

	Please provide your rationale (explanation) in Akoose, not English. Unless you have a strong reason to use English (such as when Akoose is English), your rationale should be in Akoose to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Akoose):
	{'translated_term': 'the translation in Akoose', 'translation_rationale': 'your explanation in Akoose'}","","","Niger-Kordofanian languages"
"bs","Bosnian","Digital Humanities","digitalna humanistika","149.0","1776689492.0","stop","gpt-4o-2024-08-06","148.0","297.0","Termin ""digitalna humanistika"" često se koristi u bosanskom jeziku kao odgovarajući prijevod za ""Digital Humanities"". Riječ ""digitalna"" označava sve što je povezano s tehnologijom, kompjuterima i digitalnim alatima, dok ""humanistika"" obuhvata studije vezane za humanističke nauke kao što su književnost, povijest, filozofija itd. Upotreba ovog termina doprinosi jasnoći i prepoznatljivosti ovog relativno novog interdisciplinarnog područja unutar naučne zajednice koja govori bosanski.","","","","2026-04-20 07:51:34","False","Digitalne humanističke nauke","True","","False","Digital Humanities","False","Dijitalne Umetnosti","{
  ""translated_term"": ""Dijitalne Umetnosti"",
  ""translation_rationale"": ""Izbor riječi 'dijitalne' umjesto 'digitalne' zasnovan je na tome što se u bosanskom jeziku češće upotrebljava nastavak '-al-' umjesto '-al-', kao kod engleski izraz 'digital'. Dodatno, odabir reči 'umetnosti' prije nego 'humaniteta' zasnovan je na tome što su dijelovi ovog pojma češće vezani uz različite vrste umjetničkih izražaja i procesa.""
}","2026-04-20T11:55:47.907784Z","stop","147.0","1694471250.0","[]","77571792.0","llama3.1","160.0","397544125.0","2210086334.0","","You are a Digital Humanities scholar who speaks many languages.","You are a native Bosnian speaker and translation expert. Translate 'Digital Humanities' into Bosnian (ISO code: bs).

	Please provide your rationale (explanation) in Bosnian, not English. Unless you have a strong reason to use English (such as when Bosnian is English), your rationale should be in Bosnian to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Bosnian):
	{'translated_term': 'the translation in Bosnian', 'translation_rationale': 'your explanation in Bosnian'}","Izbor riječi 'dijitalne' umjesto 'digitalne' zasnovan je na tome što se u bosanskom jeziku češće upotrebljava nastavak '-al-' umjesto '-al-', kao kod engleski izraz 'digital'. Dodatno, odabir reči 'umetnosti' prije nego 'humaniteta' zasnovan je na tome što su dijelovi ovog pojma češće vezani uz različite vrste umjetničkih izražaja i procesa.","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Bosnian speaker and translation expert. Translate 'Digital Humanities' into Bosnian (ISO code: bs).

	Please provide your rationale (explanation) in Bosnian, not English. Unless you have a strong reason to use English (such as when Bosnian is English), your rationale should be in Bosnian to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Bosnian):
	{'translated_term': 'the translation in Bosnian', 'translation_rationale': 'your explanation in Bosnian'}","","","Indo-European languages"
"brx","Bodo","Digital Humanities","डिजिटल हुम्यानिटिज","124.0","1776689488.0","stop","gpt-4o-2024-08-06","149.0","273.0","आंगन इंग्लिसिबो गायि “डिजिटल” आरो “हुम्यानिटिज” दानदोंग जास्तिसाव ठानदोंग सैथायनि फलगाया। हागो, “डिजिटल” आरो “हुम्यानिटिज” खोनया बोडो बिथारै स्वार बिथाराव नाइदों, इंग्लिसिबो गायि बै निफ्राय।","","","","2026-04-20 07:51:31","True","","True","","True","","False","Digitaal Humsaanit","{'translated_term': 'Digitaal Humsaanit', 'translation_rationale': 'Bodo kha aadim Digitaal raa Humanities khon khabarai. Humsaanit khon bora Digitaal raatai ai, haka aadim Humanities-ek digitaalikara.'}","2026-04-20T11:55:43.668235Z","stop","71.0","811856582.0","[{'translated_term': 'Digitaal Humsaanit', 'translation_rationale': 'Bodo kha aadim Digitaal raa Humanities khon khabarai. Humsaanit khon bora Digitaal raatai ai, haka aadim Humanities-ek digitaalikara.'}]","77695875.0","llama3.1","153.0","367590667.0","1276554959.0","Digitaal Humsaanit","You are a Digital Humanities scholar who speaks many languages.","You are a native Bodo speaker and translation expert. Translate 'Digital Humanities' into Bodo (ISO code: brx).

	Please provide your rationale (explanation) in Bodo, not English. Unless you have a strong reason to use English (such as when Bodo is English), your rationale should be in Bodo to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Bodo):
	{'translated_term': 'the translation in Bodo', 'translation_rationale': 'your explanation in Bodo'}","Bodo kha aadim Digitaal raa Humanities khon khabarai. Humsaanit khon bora Digitaal raatai ai, haka aadim Humanities-ek digitaalikara.","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Bodo speaker and translation expert. Translate 'Digital Humanities' into Bodo (ISO code: brx).

	Please provide your rationale (explanation) in Bodo, not English. Unless you have a strong reason to use English (such as when Bodo is English), your rationale should be in Bodo to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Bodo):
	{'translated_term': 'the translation in Bodo', 'translation_rationale': 'your explanation in Bodo'}","","","Indo-European languages"
"brh","Brahui","Digital Humanities","ڈیجیٹل انسانیاتی","157.0","1776689484.0","stop","gpt-4o-2024-08-06","149.0","306.0","بئیں بنجا دیواں، ""ڈیجیٹل"" ار کانسیپت قومں میں ول بء تغییر تئیں پشت بلورݔ از واسطہ براہوی زبان میں اتئی انگریزی تلفظ استعملاً وسہ کناں. ""انسانیاتی"" ترجم ءِ انسان سے مراد انسانی تعلیمات، شعور، ثقافت تئیں تاریخ ار جن کو مجموعہ آءِ. دیجیتال انسانیاتی بنیادی دیجیتال ٹکنالوجی فرمان انسانی مطالعہ تئیں تحقیق آءِ، فارشتہ برائے انسانی علوم یاڑیں مازیدن ایم خفا واز کرءِ.","","","","2026-04-20 07:51:27","True","","True","","True","","False","ذریعہ تعلیم انساں","I must point out that Brahui is an endangered language, and there are limited resources available for its digital representation. However, I will attempt to provide the translation using my expertise.

Here's the translation of ""Digital Humanities"" into Brahui:

{
  'translated_term': 'ذریعہ تعلیم انساں',
  'translation_rationale': 'ذریعہ تعلیم (dhriʿe taalim) = digital / medium, انساں (insan) = humanities'
}","2026-04-20T11:55:40.356476Z","stop","111.0","1272529540.0","[]","76304750.0","llama3.1","153.0","367201042.0","1747362500.0","","You are a Digital Humanities scholar who speaks many languages.","You are a native Brahui speaker and translation expert. Translate 'Digital Humanities' into Brahui (ISO code: brh).

	Please provide your rationale (explanation) in Brahui, not English. Unless you have a strong reason to use English (such as when Brahui is English), your rationale should be in Brahui to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Brahui):
	{'translated_term': 'the translation in Brahui', 'translation_rationale': 'your explanation in Brahui'}","ذریعہ تعلیم (dhriʿe taalim) = digital / medium, انساں (insan) = humanities","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Brahui speaker and translation expert. Translate 'Digital Humanities' into Brahui (ISO code: brh).

	Please provide your rationale (explanation) in Brahui, not English. Unless you have a strong reason to use English (such as when Brahui is English), your rationale should be in Brahui to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Brahui):
	{'translated_term': 'the translation in Brahui', 'translation_rationale': 'your explanation in Brahui'}","","","Dravidian languages"
"bra","Braj","Digital Humanities","डिजिटल मानविकी","117.0","1776689480.0","stop","gpt-4o-2024-08-06","148.0","265.0","बजर में ""डिजिटल"" अर ""मानविकी"" कै उचित रूप में कूऊर रूपान्तर मौजूद नाहीं है, इसका कारण ई है कि ई नवीन विद्या है। इसलिए अंग्रेजी में रचित कै ज्यूं का ज्यूं सैंकारा रहलो जाय। अंग्रेजी के ऐसे पद जौन खास विद्या आ नवें विचार प्रकट करैं ह, ओके बिन बदले ही ले लईय।","","","","2026-04-20 07:51:22","True","","True","","True","","False","Digidhaṭṭyopanidhikā","{'translated_term': 'Digidhaṭṭyopanidhikā', 
'translation_rationale': 'Yahaṃ śabdaṃ gyaṇa-vigyaṇaṅk prastūtaṃ, jahāṃ dhvani-kalpanā ādaraṇaṃ dīgh-dhvanita-kramoṃ saṅgrahiṭaṃ. Digidhaṭṭyopanidhikā ek vishva-vyaṅgataṃ saṅgaṭhaṃ, jahāṃ aitihasika-saṅskrītayaḥ purva-pada-śodhana kramoṃ prastūta hain. Ādhunika-kalpana krameṃ sakaaraṇaṃ karana, dhaṭṭyopanidhikā opeḍhau naiva ṣuḍhuṃbhau hai.'}","2026-04-20T11:55:36.582105Z","stop","240.0","2772506087.0","[]","76829417.0","llama3.1","152.0","368673667.0","3281721292.0","","You are a Digital Humanities scholar who speaks many languages.","You are a native Braj speaker and translation expert. Translate 'Digital Humanities' into Braj (ISO code: bra).

	Please provide your rationale (explanation) in Braj, not English. Unless you have a strong reason to use English (such as when Braj is English), your rationale should be in Braj to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Braj):
	{'translated_term': 'the translation in Braj', 'translation_rationale': 'your explanation in Braj'}","Yahaṃ śabdaṃ gyaṇa-vigyaṇaṅk prastūtaṃ, jahāṃ dhvani-kalpanā ādaraṇaṃ dīgh-dhvanita-kramoṃ saṅgrahiṭaṃ. Digidhaṭṭyopanidhikā ek vishva-vyaṅgataṃ saṅgaṭhaṃ, jahāṃ aitihasika-saṅskrītayaḥ purva-pada-śodhana kramoṃ prastūta hain. Ādhunika-kalpana krameṃ sakaaraṇaṃ karana, dhaṭṭyopanidhikā opeḍhau naiva ṣuḍhuṃbhau hai.","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Braj speaker and translation expert. Translate 'Digital Humanities' into Braj (ISO code: bra).

	Please provide your rationale (explanation) in Braj, not English. Unless you have a strong reason to use English (such as when Braj is English), your rationale should be in Braj to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Braj):
	{'translated_term': 'the translation in Braj', 'translation_rationale': 'your explanation in Braj'}","","","Indo-European languages"
"br","Breton","Digital Humanities","Anvioù Dizhital","134.0","1776689475.0","stop","gpt-4o-2024-08-06","140.0","274.0","Er yezh vrezhonek, 'anvioù' a dalv kement ha 'humanities', hag ar ger 'dizhital' a implijer evit 'digital'. Evel er yezhoù all, ar ger 'dizhital' a zo bet amprestet eus ar saozneg ha deuet eo da vezañ ul lodenn eus ar geriaouiñ pleustrek er brezhoneg ivez. Setu perak e vez implijet an droienn 'Anvioù Dizhital' evit ster 'Digital Humanities'.","","","","2026-04-20 07:51:18","False","Skiantoù mab-den niverel","True","","True","","False","","{'translated_term': 'Gwerzhoù Digitel', 'translation_rationale': 'Evel a lakaon da studiañ an istor hag an arzoù c'hoazh dre werzhioù. An termen 'digital' a veze implijet e Breton gwechall evit displegañ kenurzhioù pekennoù, met abaoe eo deuet da vezañ implijet da vezañ ul lidusker douskoueiñ. Aliesoc'h ma vez implijet 'digitel' hepken en anv, n'eo ket strewi an termen evel e oa bet a-raok.'}","2026-04-20T11:55:31.271941Z","stop","150.0","1725909465.0","[]","68904542.0","llama3.1","152.0","367044000.0","2203361500.0","","You are a Digital Humanities scholar who speaks many languages.","You are a native Breton speaker and translation expert. Translate 'Digital Humanities' into Breton (ISO code: br).

	Please provide your rationale (explanation) in Breton, not English. Unless you have a strong reason to use English (such as when Breton is English), your rationale should be in Breton to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Breton):
	{'translated_term': 'the translation in Breton', 'translation_rationale': 'your explanation in Breton'}","","False","You are a Digital Humanities scholar who speaks many languages.","You are a native Breton speaker and translation expert. Translate 'Digital Humanities' into Breton (ISO code: br).

	Please provide your rationale (explanation) in Breton, not English. Unless you have a strong reason to use English (such as when Breton is English), your rationale should be in Breton to demonstrate your deep understanding of the language and the term. 

	IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Breton):
	{'translated_term': 'the translation in Breton', 'translation_rationale': 'your explanation in Breton'}","","","Indo-European languages"
