language_code,term,language_name,term_source,llama_system_prompt,llama_user_prompt,llama_content,llama_model,llama_created_at,llama_total_duration,llama_load_duration,llama_prompt_eval_count,llama_prompt_eval_duration,llama_eval_count,llama_eval_duration,llama_done_reason,llama_translated_term,llama_translation_rationale,llama_extracted_dictionaries,llama_translation,coding_dh_date,exclude_llama,wikipedia_translated_term,family_name,gt_translated_term,enmt_translated_term,lingvanex_translated_term,exclude_google_cloud_translate,exclude_easynmt
fro,,Old French,Digital Humanities,,,"{
  ""translated_term"": ""Humanités Numériques"",
  ""translation_rationale"": ""I have translated 'Digital Humanities' into Old French as 'Humanités Numériques'. This choice is guided by the following considerations:

1. Scholarly accuracy: The term 'Numérique' accurately conveys the digital aspect of the field, which is a key characteristic of Digital Humanities.
2. Cultural equivalence: In Old French, 'numérique' corresponds to the modern French term, ensuring that the translation maintains the same level of abstraction and technicality as the original.
3. Academic conventions in Old French: The use of Latin-derived terms like 'Humanités' (from Humanitas) is common in academic contexts, including Old French. This choice respects the linguistic heritage of the field while adapting to the specific requirements of the translation.

The resulting term 'Humanités Numériques' accurately conveys the intersection of humanistic inquiry and digital technologies, making it a suitable translation for Old French-speaking scholars.""
}",,,,,,,,,,Humanités Numériques,"I have translated 'Digital Humanities' into Old French as 'Humanités Numériques'. This choice is guided by the following considerations:

1. Scholarly accuracy: The term 'Numérique' accurately conveys the digital aspect of the field, which is a key characteristic of Digital Humanities.
2. Cultural equivalence: In Old French, 'numérique' corresponds to the modern French term, ensuring that the translation maintains the same level of abstraction and technicality as the original.
3. Academic conventions in Old French: The use of Latin-derived terms like 'Humanités' (from Humanitas) is common in academic contexts, including Old French. This choice respects the linguistic heritage of the field while adapting to the specific requirements of the translation.

The resulting term 'Humanités Numériques' accurately conveys the intersection of humanistic inquiry and digital technologies, making it a suitable translation for Old French-speaking scholars.",,,,,,,,,,,
frp,,Arpitan,Digital Humanities,,,"{
  ""translated_term"": ""Umanitât digitâ"",
  ""translation_rationale"": ""I have translated 'Digital Humanities' into Arpitan as 'Umanitât digitâ', following the conventions of academic terminology in the language. The term 'umanitât' is used to refer to humanities disciplines, and 'digitâ' indicates the digital aspect. This translation maintains scholarly accuracy by using established terms in the field, while also considering cultural equivalence by reflecting the Arpitan linguistic and cultural context.""
}",,,,,,,,,,Umanitât digitâ,"I have translated 'Digital Humanities' into Arpitan as 'Umanitât digitâ', following the conventions of academic terminology in the language. The term 'umanitât' is used to refer to humanities disciplines, and 'digitâ' indicates the digital aspect. This translation maintains scholarly accuracy by using established terms in the field, while also considering cultural equivalence by reflecting the Arpitan linguistic and cultural context.",,,,,,,,,,,
frr,,Northern Frisian,Digital Humanities,,,"{
  ""translated_term"": ""Digitale Minskerkennisse"",
  ""translation_rationale"": ""I have translated the term 'Digital Humanities' into Northern Frisian as 'Digitale Minskerkennisse'. This translation is based on a combination of linguistic and cultural considerations.

Firstly, I have used the prefix 'digitale', which is commonly used in Germanic languages to indicate something related to digital technology. In Northern Frisian, this prefix is equivalent to its counterparts in other Germanic languages, such as Dutch ('digitale') or English ('digital').

Secondly, I have chosen the word 'Minskerkennisse' to translate 'Humanities'. This word is derived from the Northern Frisian word for 'mind' or 'spirit', which is 'minsk'. The suffix '-erkennisse' is a nominalization of the verb 'erkenne', meaning 'to know' or 'to recognize'. In this context, it implies a focus on understanding and interpreting human culture, history, and society.

The combination of these two words, 'digitale Minskerkennisse', accurately conveys the sense of the original term 'Digital Humanities', which encompasses the intersection of digital technologies with humanities disciplines such as literature, history, philosophy, and cultural studies. The translation is also culturally equivalent, as it reflects the Northern Frisian linguistic and cultural context.

In terms of academic conventions in Northern Frisian, this translation adheres to the standard usage of prefixes and suffixes in Germanic languages, as well as the nominalization of verbs to form abstract nouns. It is suitable for use in academic contexts, including scholarly articles, conference presentations, and educational materials.""",,,,,,,,,,Digitale Minskerkennisse,"I have translated the term 'Digital Humanities' into Northern Frisian as 'Digitale Minskerkennisse'. This translation is based on a combination of linguistic and cultural considerations.

Firstly, I have used the prefix 'digitale', which is commonly used in Germanic languages to indicate something related to digital technology. In Northern Frisian, this prefix is equivalent to its counterparts in other Germanic languages, such as Dutch ('digitale') or English ('digital').

Secondly, I have chosen the word 'Minskerkennisse' to translate 'Humanities'. This word is derived from the Northern Frisian word for 'mind' or 'spirit', which is 'minsk'. The suffix '-erkennisse' is a nominalization of the verb 'erkenne', meaning 'to know' or 'to recognize'. In this context, it implies a focus on understanding and interpreting human culture, history, and society.

The combination of these two words, 'digitale Minskerkennisse', accurately conveys the sense of the original term 'Digital Humanities', which encompasses the intersection of digital technologies with humanities disciplines such as literature, history, philosophy, and cultural studies. The translation is also culturally equivalent, as it reflects the Northern Frisian linguistic and cultural context.

In terms of academic conventions in Northern Frisian, this translation adheres to the standard usage of prefixes and suffixes in Germanic languages, as well as the nominalization of verbs to form abstract nouns. It is suitable for use in academic contexts, including scholarly articles, conference presentations, and educational materials.",,,,,,,,,,,
frs,,Eastern Frisian,Digital Humanities,,,"{
  ""translated_term"": ""Digitale Minnenskiednis"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Eastern Frisian as 'Digitale Minnenskiednis'. This translation takes into account scholarly accuracy by using the Germanic root 'minne', which means 'love of learning' or 'humanities', and combining it with the adjective 'digitale', meaning 'digital'. The term 'Minnenskiednis' is equivalent to the English concept of Humanities, emphasizing the study of human culture, history, and expression. In Eastern Frisian, this translation adheres to academic conventions by using a compound word structure, which is typical in Germanic languages.""
}",,,,,,,,,,Digitale Minnenskiednis,"The term 'Digital Humanities' is translated into Eastern Frisian as 'Digitale Minnenskiednis'. This translation takes into account scholarly accuracy by using the Germanic root 'minne', which means 'love of learning' or 'humanities', and combining it with the adjective 'digitale', meaning 'digital'. The term 'Minnenskiednis' is equivalent to the English concept of Humanities, emphasizing the study of human culture, history, and expression. In Eastern Frisian, this translation adheres to academic conventions by using a compound word structure, which is typical in Germanic languages.",,,,,,,,,,,
fur,,Friulian,Digital Humanities,,,"{
  ""translated_term"": ""Umanitâs Digitâl"",
  ""translation_rationale"": ""I have translated 'Digital Humanities' into Friulian by combining the words 'umanitât', which means 'humanities' or 'arts and humanities', with 'digitâl', a direct loanword from Italian that has been adopted in Friulian to describe digital concepts. This translation is accurate because it reflects the core idea of the Digital Humanities as an interdisciplinary field that combines humanistic inquiry with digital methods and tools. The use of 'umanitât' ensures cultural equivalence, as it is a well-established term in Friulian academic discourse. Finally, this translation adheres to academic conventions in Friulian by using a combination of loanwords and native vocabulary to convey the meaning of the original term.""
}",,,,,,,,,,Umanitâs Digitâl,"I have translated 'Digital Humanities' into Friulian by combining the words 'umanitât', which means 'humanities' or 'arts and humanities', with 'digitâl', a direct loanword from Italian that has been adopted in Friulian to describe digital concepts. This translation is accurate because it reflects the core idea of the Digital Humanities as an interdisciplinary field that combines humanistic inquiry with digital methods and tools. The use of 'umanitât' ensures cultural equivalence, as it is a well-established term in Friulian academic discourse. Finally, this translation adheres to academic conventions in Friulian by using a combination of loanwords and native vocabulary to convey the meaning of the original term.",,,,,,,,,,,
fy,,Western Frisian,Digital Humanities,,,"{
  ""translated_term"": ""Digitale Minnichteiten"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Western Frisian as 'Digitale Minnichteiten'. This choice reflects the cultural equivalence of the concept, which emphasizes the intersection of digital technologies and humanities disciplines. The word 'Minnichteiten' (plural form) is used to convey the idea of multiple fields or disciplines coming together in a digital context. In Western Frisian, 'Minne' means 'love' or 'affection', but in this context, it's used as an adjective to describe the humanities disciplines that are being reimagined and reinterpreted through digital means. The term is also mindful of academic conventions in Western Frisian, which often use compound words to convey complex ideas.""
}",,,,,,,,,,Digitale Minnichteiten,"The term 'Digital Humanities' is translated into Western Frisian as 'Digitale Minnichteiten'. This choice reflects the cultural equivalence of the concept, which emphasizes the intersection of digital technologies and humanities disciplines. The word 'Minnichteiten' (plural form) is used to convey the idea of multiple fields or disciplines coming together in a digital context. In Western Frisian, 'Minne' means 'love' or 'affection', but in this context, it's used as an adjective to describe the humanities disciplines that are being reimagined and reinterpreted through digital means. The term is also mindful of academic conventions in Western Frisian, which often use compound words to convey complex ideas.",,,,,,,,,,,
ga,,Irish,Digital Humanities,,,"{
  ""translated_term"": ""Digiotaltaí na hEolais"",
  ""translation_rationale"": ""I used the prefix 'digiotaltaí' to translate 'digital', which is a loanword in Irish. The term 'digiotaltaí' is commonly used in academic and technical contexts, particularly in the fields of technology and computing. I combined this with the noun 'na hEolais', which means 'of knowledge' or 'humanities'. This translation maintains scholarly accuracy by using established terminology and conventions in Irish language scholarship.""
}",,,,,,,,,,Digiotaltaí na hEolais,"I used the prefix 'digiotaltaí' to translate 'digital', which is a loanword in Irish. The term 'digiotaltaí' is commonly used in academic and technical contexts, particularly in the fields of technology and computing. I combined this with the noun 'na hEolais', which means 'of knowledge' or 'humanities'. This translation maintains scholarly accuracy by using established terminology and conventions in Irish language scholarship.",,,,,,,,,,,
gaa,,Ga,Digital Humanities,,,"{
  ""translated_term"": ""Amanɣaŋa Digital"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Ga by combining the concept of digital technology with the Ga equivalent for humanities. In Ga, 'amanɣaŋa' refers to knowledge or learning, which aligns with the academic connotation of humanities. The addition of 'digital' acknowledges the intersection of traditional humanistic inquiry with modern digital tools and methods.""
}",,,,,,,,,,Amanɣaŋa Digital,"The term 'Digital Humanities' is translated into Ga by combining the concept of digital technology with the Ga equivalent for humanities. In Ga, 'amanɣaŋa' refers to knowledge or learning, which aligns with the academic connotation of humanities. The addition of 'digital' acknowledges the intersection of traditional humanistic inquiry with modern digital tools and methods.",,,,,,,,,,,
gag,,Gagauz,Digital Humanities,,,"{
  ""translated_term"": ""Dijital İnsan Bilimleri"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Gagauz by breaking down the term into its constituent parts. 'Digital' is equivalent to 'dijital', which is a loanword from Turkish, commonly used in Gagauz language. 'Humanities' is translated as 'İnsan Bilimleri', where 'insan' means 'human' or 'people', and 'bilimler' means 'sciences' or 'disciplines'. This translation maintains scholarly accuracy by using a widely accepted loanword for 'digital' and accurately conveying the meaning of 'humanities' in Gagauz. Cultural equivalence is ensured by adopting a term that reflects the influence of Turkish on the Gagauz language, which is a characteristic of the region's linguistic landscape.""
}",,,,,,,,,,Dijital İnsan Bilimleri,"I translated 'Digital Humanities' into Gagauz by breaking down the term into its constituent parts. 'Digital' is equivalent to 'dijital', which is a loanword from Turkish, commonly used in Gagauz language. 'Humanities' is translated as 'İnsan Bilimleri', where 'insan' means 'human' or 'people', and 'bilimler' means 'sciences' or 'disciplines'. This translation maintains scholarly accuracy by using a widely accepted loanword for 'digital' and accurately conveying the meaning of 'humanities' in Gagauz. Cultural equivalence is ensured by adopting a term that reflects the influence of Turkish on the Gagauz language, which is a characteristic of the region's linguistic landscape.",,,,,,,,,,,
gay,,Gayo,Digital Humanities,,,"{
  ""translated_term"": ""Budaya Digital"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Gayo as 'Budaya Digital'. This choice is based on the following considerations:

1. Scholarly accuracy: In Gayo, 'budaya' means 'culture', which aligns with the core concept of humanities in the English term.
2. Cultural equivalence: To convey the idea of digital aspects, I added 'digital' as a prefix to 'budaya'. This is a common practice in Indonesian languages, including Gayo, where prefixes are used to modify nouns and indicate their characteristics.
3. Academic conventions in Gayo: In academic contexts, Gayo speakers often use terms borrowed from Indonesian or other languages due to the country's linguistic diversity. However, when possible, they also incorporate local terminology to maintain cultural relevance. 'Budaya Digital' is a suitable adaptation that balances scholarly accuracy with cultural equivalence.""
}",,,,,,,,,,Budaya Digital,"I translated 'Digital Humanities' into Gayo as 'Budaya Digital'. This choice is based on the following considerations:

1. Scholarly accuracy: In Gayo, 'budaya' means 'culture', which aligns with the core concept of humanities in the English term.
2. Cultural equivalence: To convey the idea of digital aspects, I added 'digital' as a prefix to 'budaya'. This is a common practice in Indonesian languages, including Gayo, where prefixes are used to modify nouns and indicate their characteristics.
3. Academic conventions in Gayo: In academic contexts, Gayo speakers often use terms borrowed from Indonesian or other languages due to the country's linguistic diversity. However, when possible, they also incorporate local terminology to maintain cultural relevance. 'Budaya Digital' is a suitable adaptation that balances scholarly accuracy with cultural equivalence.",,,,,,,,,,,
gba,,Gbaya,Digital Humanities,,,"{
  ""translated_term"": ""Kpɔmɛnɛ Kpalɛ"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Gbaya as 'Kpɔmɛnɛ Kpalɛ'. This translation takes into account scholarly accuracy, cultural equivalence, and academic conventions in Gbaya.

  - 'Kpɔmɛnɛ' (digital) is derived from the Gbaya word for 'small stones', which refers to the digital realm as a collection of small, discrete units of information. This etymology acknowledges the digital aspect of the field.
  
  - 'Kpalɛ' (humanities) is based on the Gbaya root 'kpɔ-', meaning 'to know' or 'to understand'. The suffix '-lɛ' indicates a place or domain, thus 'Kpalɛ' can be translated to 'the realm of knowledge' or 'the domain of understanding', which aligns with the humanities aspect of the field.

  This translation maintains the original meaning and connotation of the term while adapting it to the Gbaya language. It is suitable for academic use in Gbaya-speaking contexts, ensuring that scholars can discuss and engage with Digital Humanities concepts using a culturally relevant and linguistically accurate framework.""
}",,,,,,,,,,Kpɔmɛnɛ Kpalɛ,"The term 'Digital Humanities' is translated into Gbaya as 'Kpɔmɛnɛ Kpalɛ'. This translation takes into account scholarly accuracy, cultural equivalence, and academic conventions in Gbaya.

  - 'Kpɔmɛnɛ' (digital) is derived from the Gbaya word for 'small stones', which refers to the digital realm as a collection of small, discrete units of information. This etymology acknowledges the digital aspect of the field.
  
  - 'Kpalɛ' (humanities) is based on the Gbaya root 'kpɔ-', meaning 'to know' or 'to understand'. The suffix '-lɛ' indicates a place or domain, thus 'Kpalɛ' can be translated to 'the realm of knowledge' or 'the domain of understanding', which aligns with the humanities aspect of the field.

  This translation maintains the original meaning and connotation of the term while adapting it to the Gbaya language. It is suitable for academic use in Gbaya-speaking contexts, ensuring that scholars can discuss and engage with Digital Humanities concepts using a culturally relevant and linguistically accurate framework.",,,,,,,,,,,
gbz,,Zoroastrian Dari,Digital Humanities,,,"{
""translated_term"": ""Dānišnāmeh-ye Digital"",
""translation_rationale"": ""I have translated the term 'Digital Humanities' into Zoroastrian Dari (gbz) by combining two existing terms. 'Dānišnāmeh' is a common term in Zoroastrian Dari for 'humanities' or 'liberal arts', derived from the Persian word 'dānīšnāmeh', meaning 'knowledge book'. I have added '-ye Digital' to indicate the digital aspect, using the loanword 'Digital' which has been adopted into many languages, including Zoroastrian Dari. This translation maintains scholarly accuracy by reflecting the core concept of the field, while also considering cultural equivalence by using a term that is familiar in the context of academic discourse in Zoroastrian Dari.""
}",,,,,,,,,,Dānišnāmeh-ye Digital,"I have translated the term 'Digital Humanities' into Zoroastrian Dari (gbz) by combining two existing terms. 'Dānišnāmeh' is a common term in Zoroastrian Dari for 'humanities' or 'liberal arts', derived from the Persian word 'dānīšnāmeh', meaning 'knowledge book'. I have added '-ye Digital' to indicate the digital aspect, using the loanword 'Digital' which has been adopted into many languages, including Zoroastrian Dari. This translation maintains scholarly accuracy by reflecting the core concept of the field, while also considering cultural equivalence by using a term that is familiar in the context of academic discourse in Zoroastrian Dari.",,,,,,,,,,,
gd,,Scottish Gaelic,Digital Humanities,,,"{
  ""translated_term"": ""Dùthchail-eòlasan Digeal"",
  ""translation_rationale"": ""I have translated 'Digital Humanities' into Scottish Gaelic (gd) with consideration for scholarly accuracy, cultural equivalence, and academic conventions. The term 'Dùthchail-eòlasan Digeal' is a direct translation of the English phrase, where:

* 'Dùthchail' is derived from 'dùthchas', meaning 'humanity' or 'mankind', to convey the focus on human culture and society.
* '-eòlasan' is added to indicate the study or knowledge aspect, equivalent to the suffix '-ology' in English.
* 'Digeal' is a direct translation of 'digital', using the Gaelic word for 'electronic' or 'computer-based'.

This translation maintains the original meaning and connotation of the term, while adapting it to the Scottish Gaelic language and its grammatical conventions. It is suitable for use in academic contexts and scholarly publications.""
}",,,,,,,,,,Dùthchail-eòlasan Digeal,"I have translated 'Digital Humanities' into Scottish Gaelic (gd) with consideration for scholarly accuracy, cultural equivalence, and academic conventions. The term 'Dùthchail-eòlasan Digeal' is a direct translation of the English phrase, where:

* 'Dùthchail' is derived from 'dùthchas', meaning 'humanity' or 'mankind', to convey the focus on human culture and society.
* '-eòlasan' is added to indicate the study or knowledge aspect, equivalent to the suffix '-ology' in English.
* 'Digeal' is a direct translation of 'digital', using the Gaelic word for 'electronic' or 'computer-based'.

This translation maintains the original meaning and connotation of the term, while adapting it to the Scottish Gaelic language and its grammatical conventions. It is suitable for use in academic contexts and scholarly publications.",,,,,,,,,,,
gez,,Geez,Digital Humanities,,,"{
  ""translated_term"": ""አስተያየጁ ምጣፍ"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Geez by breaking down the term into its constituent parts. 'Digital' is equivalent to አስተያየጁ (as'teyyāyō), which conveys the idea of something being related to or processed by computers. 'Humanities' is translated as ምጣፍ (mṭāf), which encompasses various fields of study that focus on human culture, history, and society. The combination of these two terms in Geez aims to capture the essence of the Digital Humanities field.""
}",,,,,,,,,,አስተያየጁ ምጣፍ,"I translated 'Digital Humanities' into Geez by breaking down the term into its constituent parts. 'Digital' is equivalent to አስተያየጁ (as'teyyāyō), which conveys the idea of something being related to or processed by computers. 'Humanities' is translated as ምጣፍ (mṭāf), which encompasses various fields of study that focus on human culture, history, and society. The combination of these two terms in Geez aims to capture the essence of the Digital Humanities field.",,,,,,,,,,,
gil,,Gilbertese,Digital Humanities,,,"{
  ""translated_term"": ""Nan te Mwanea Kainanga"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Gilbertese as Nan te Mwanea Kainanga. This translation takes into account scholarly accuracy by reflecting the core concept of humanities in a digital context.

In Gilbertese, 'Nan' refers to the realm or domain of something, and 'te' indicates a connection or relationship. 'Mwanea' is derived from the English word 'digital', adapted to fit the phonological patterns of the Gilbertese language. 'Kainanga' means humanities or human knowledge.

The translation aims for cultural equivalence by using terms that are familiar in the context of Pacific Island cultures, where digital technologies are increasingly integrated into traditional ways of knowing and being. The phrase Nan te Mwanea Kainanga is also mindful of academic conventions in Gilbertese, which often use a combination of English loanwords and native vocabulary to convey complex ideas.""
}",,,,,,,,,,Nan te Mwanea Kainanga,"The term 'Digital Humanities' is translated into Gilbertese as Nan te Mwanea Kainanga. This translation takes into account scholarly accuracy by reflecting the core concept of humanities in a digital context.

In Gilbertese, 'Nan' refers to the realm or domain of something, and 'te' indicates a connection or relationship. 'Mwanea' is derived from the English word 'digital', adapted to fit the phonological patterns of the Gilbertese language. 'Kainanga' means humanities or human knowledge.

The translation aims for cultural equivalence by using terms that are familiar in the context of Pacific Island cultures, where digital technologies are increasingly integrated into traditional ways of knowing and being. The phrase Nan te Mwanea Kainanga is also mindful of academic conventions in Gilbertese, which often use a combination of English loanwords and native vocabulary to convey complex ideas.",,,,,,,,,,,
gl,,Galician,Digital Humanities,,,"{
  ""translated_term"": ""Humanidades Digitais"",
  ""translation_rationale"": ""I have translated the term 'Digital Humanities' into Galician as 'Humanidades Digitais'. This choice is based on the following considerations:

1. Scholarly accuracy: The prefix 'digital' refers to the use of digital technologies, which remains unchanged in the translation.
2. Cultural equivalence: In Galician, the word 'humanidades' is already used to refer to the field of study that encompasses humanities disciplines such as literature, history, and philosophy. Adding the adjective 'digitais' (derived from 'digital') maintains the cultural equivalence with the original term.
3. Academic conventions in Galician: The use of 'Humanidades Digitais' follows the standard convention in Galician for translating English terms related to digital technologies, where the adjective is added to the existing noun. This ensures that the translation is both accurate and recognizable within the academic community in Galicia.""
}",,,,,,,,,,Humanidades Digitais,"I have translated the term 'Digital Humanities' into Galician as 'Humanidades Digitais'. This choice is based on the following considerations:

1. Scholarly accuracy: The prefix 'digital' refers to the use of digital technologies, which remains unchanged in the translation.
2. Cultural equivalence: In Galician, the word 'humanidades' is already used to refer to the field of study that encompasses humanities disciplines such as literature, history, and philosophy. Adding the adjective 'digitais' (derived from 'digital') maintains the cultural equivalence with the original term.
3. Academic conventions in Galician: The use of 'Humanidades Digitais' follows the standard convention in Galician for translating English terms related to digital technologies, where the adjective is added to the existing noun. This ensures that the translation is both accurate and recognizable within the academic community in Galicia.",,,,,,,,,,,
glk,,Gilaki,Digital Humanities,,,"{
  ""translated_term"": ""بومدنی مکتوبات"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Gilaki by breaking down the term into its constituent parts. 'Digital' is equivalent to 'بومدنی' (bomdani), which conveys the idea of something being related to or existing in a digital realm. 'Humanities' is equivalent to 'مکتوبات' (maktubat), which refers to the study of human culture, history, and society through written texts. The combination of these two words creates a term that accurately reflects the concept of Digital Humanities in Gilaki.""
}",,,,,,,,,,بومدنی مکتوبات,"I translated 'Digital Humanities' into Gilaki by breaking down the term into its constituent parts. 'Digital' is equivalent to 'بومدنی' (bomdani), which conveys the idea of something being related to or existing in a digital realm. 'Humanities' is equivalent to 'مکتوبات' (maktubat), which refers to the study of human culture, history, and society through written texts. The combination of these two words creates a term that accurately reflects the concept of Digital Humanities in Gilaki.",,,,,,,,,,,
gmh,,Middle High German,Digital Humanities,,,"{
  ""translated_term"": ""digitael minne kunst"",
  ""translation_rationale"": ""I have chosen to translate 'Digital Humanities' into Middle High German as 'digitael minne kunst'. This translation is based on the following considerations:

1. Scholarly accuracy: The term 'Humanities' is equivalent to 'minne kunst', which refers to the study of liberal arts, literature, and philosophy in the Middle Ages.
2. Cultural equivalence: In Middle High German, 'digitael' is not a direct translation of 'digital'. However, I have chosen to use it as an approximation, given that the concept of digital technology was not yet developed during the Middle Ages. Instead, I drew inspiration from the Old High German word 'digitan', which means 'to count' or 'to reckon'.
3. Academic conventions in Middle High German: In academic writing, Middle High German scholars would have used Latin terms to describe their disciplines. However, for a more vernacular translation, 'digitael minne kunst' conveys the idea of using digital tools and methods to study and analyze humanistic subjects.

Note that this translation is not without its limitations, as the concept of digital humanities is a relatively modern development. Nevertheless, I have attempted to provide an accurate and culturally sensitive translation for the term 'Digital Humanities' into Middle High German.""}",,,,,,,,,,digitael minne kunst,"I have chosen to translate 'Digital Humanities' into Middle High German as 'digitael minne kunst'. This translation is based on the following considerations:

1. Scholarly accuracy: The term 'Humanities' is equivalent to 'minne kunst', which refers to the study of liberal arts, literature, and philosophy in the Middle Ages.
2. Cultural equivalence: In Middle High German, 'digitael' is not a direct translation of 'digital'. However, I have chosen to use it as an approximation, given that the concept of digital technology was not yet developed during the Middle Ages. Instead, I drew inspiration from the Old High German word 'digitan', which means 'to count' or 'to reckon'.
3. Academic conventions in Middle High German: In academic writing, Middle High German scholars would have used Latin terms to describe their disciplines. However, for a more vernacular translation, 'digitael minne kunst' conveys the idea of using digital tools and methods to study and analyze humanistic subjects.

Note that this translation is not without its limitations, as the concept of digital humanities is a relatively modern development. Nevertheless, I have attempted to provide an accurate and culturally sensitive translation for the term 'Digital Humanities' into Middle High German.",,,,,,,,,,,
gn,,Guarani,Digital Humanities,,,"{
  ""translated_term"": ""Tatãme Ñe'ẽmekuéra"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Guarani as 'Tatãme Ñe'ẽmekuéra', considering the following:

1. Scholarly accuracy: I used the term 'Ñe'ẽmekuéra', which is a compound word derived from 'ñe'ẽ' (language) and 'mekuéra' (people), to convey the idea of humanistic inquiry in the digital realm.
2. Cultural equivalence: In Guarani culture, 'Tatãme' is an honorific prefix used to refer to something or someone that is considered sacred, important, or revered. I added this prefix to emphasize the significance and value placed on the Digital Humanities in academic discourse.
3. Academic conventions in Guarani: The use of 'Ñe'ẽmekuéra' as a term for humanities is consistent with existing academic terminology in Guarani, which often employs compound words to convey complex concepts. This translation maintains the same level of abstraction and specificity found in the original English term.""
}",,,,,,,,,,Tatãme Ñe'ẽmekuéra,"I translated 'Digital Humanities' into Guarani as 'Tatãme Ñe'ẽmekuéra', considering the following:

1. Scholarly accuracy: I used the term 'Ñe'ẽmekuéra', which is a compound word derived from 'ñe'ẽ' (language) and 'mekuéra' (people), to convey the idea of humanistic inquiry in the digital realm.
2. Cultural equivalence: In Guarani culture, 'Tatãme' is an honorific prefix used to refer to something or someone that is considered sacred, important, or revered. I added this prefix to emphasize the significance and value placed on the Digital Humanities in academic discourse.
3. Academic conventions in Guarani: The use of 'Ñe'ẽmekuéra' as a term for humanities is consistent with existing academic terminology in Guarani, which often employs compound words to convey complex concepts. This translation maintains the same level of abstraction and specificity found in the original English term.",,,,,,,,,,,
goh,,Old High German,Digital Humanities,,,"{
  ""translated_term"": ""Dagalaifska húmus"",
  ""translation_rationale"": ""I have translated 'Digital Humanities' into Old High German by breaking down the term into its constituent parts. 'Digital' is derived from the Latin 'digitalis', which was borrowed into Middle English as 'digitaal'. In Old High German, a suitable equivalent would be 'dagalaifska', combining 'daga' (day) and 'laifs' (finger), conveying the idea of fingers or digits in a digital context. 'Humanities' is translated as 'húmus', which corresponds to the Latin 'humanitas'. This choice reflects the Old High German concept of 'huom' (man, human being), ensuring cultural equivalence and scholarly accuracy.""
}",,,,,,,,,,Dagalaifska húmus,"I have translated 'Digital Humanities' into Old High German by breaking down the term into its constituent parts. 'Digital' is derived from the Latin 'digitalis', which was borrowed into Middle English as 'digitaal'. In Old High German, a suitable equivalent would be 'dagalaifska', combining 'daga' (day) and 'laifs' (finger), conveying the idea of fingers or digits in a digital context. 'Humanities' is translated as 'húmus', which corresponds to the Latin 'humanitas'. This choice reflects the Old High German concept of 'huom' (man, human being), ensuring cultural equivalence and scholarly accuracy.",,,,,,,,,,,
gom,,Goan Konkani,Digital Humanities,,,"{
  ""translated_term"": ""Digital Vangddi Kala"",
  ""translation_rationale"": ""I have chosen to translate 'Digital Humanities' into Goan Konkani as 'Digital Vangddi Kala'. This translation is based on the following considerations:

1. Scholarly accuracy: The term 'Vangddi' in Goan Konkani refers to literature or humanities, which accurately conveys the meaning of the English term 'Humanities'.
2. Cultural equivalence: In Goan Konkani culture, 'Kala' is a common suffix used to denote arts or humanities, making it an appropriate equivalent for the English term.
3. Academic conventions in Goan Konkani: The use of 'Digital Vangddi Kala' follows the established convention of using compound words in Goan Konkani to convey complex concepts, such as 'Digital' + 'Vangddi' + 'Kala'.

This translation is intended for academic and scholarly purposes, where precision and cultural sensitivity are essential. It is hoped that this translation will facilitate greater understanding and exchange between scholars working in the field of Digital Humanities in Goan Konkani and beyond.""
}",,,,,,,,,,Digital Vangddi Kala,"I have chosen to translate 'Digital Humanities' into Goan Konkani as 'Digital Vangddi Kala'. This translation is based on the following considerations:

1. Scholarly accuracy: The term 'Vangddi' in Goan Konkani refers to literature or humanities, which accurately conveys the meaning of the English term 'Humanities'.
2. Cultural equivalence: In Goan Konkani culture, 'Kala' is a common suffix used to denote arts or humanities, making it an appropriate equivalent for the English term.
3. Academic conventions in Goan Konkani: The use of 'Digital Vangddi Kala' follows the established convention of using compound words in Goan Konkani to convey complex concepts, such as 'Digital' + 'Vangddi' + 'Kala'.

This translation is intended for academic and scholarly purposes, where precision and cultural sensitivity are essential. It is hoped that this translation will facilitate greater understanding and exchange between scholars working in the field of Digital Humanities in Goan Konkani and beyond.",,,,,,,,,,,
