language_code,language_name,language_family,has_missing_rationale,missing_rationale_services,has_mixed_script,mixed_script_services,has_romanization,romanization_services,has_script_disagreement,script_disagr_services,has_source_term,source_term_services,has_placeholder_term,placeholder_term_services,has_repetition_loop,repetition_loop_services,has_extreme_term_length,extreme_term_length_services,has_unicode_escape,unicode_escape_services,has_short_translation,short_translation_services,has_any_mixing,any_mixing_services,has_refusal_rationale,refusal_rationale_services,has_transliteration_rationale,transliteration_rationale_services,has_placeholder_rationale,placeholder_rationale_services,has_language_name_term,language_name_term_services,has_unexpected_rationale_language,unexpected_rationale_language_services,quality_flags,flag_count
ach,Acoli,Nilo-Saharan languages,True,Gemma,False,,False,,False,,True,Google Translate;OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma,True,Gemini;Gemma;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
ada,Adangme,Niger-Kordofanian languages,True,Gemma;OpenAI,False,,False,,False,,True,Claude;Gemini;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral;Qwen,True,Gemma;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
ady,Adyghe,Caucasian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Llama,True,OpenAI,True,Claude;Gemma;Qwen,False,,False,,True,Qwen,any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
afh,Afrihili,Artificial languages,False,,False,,True,Mistral,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemma;Mistral;OpenAI,True,Gemini;Gemma,False,,False,,False,,romanization;source_term;refusal_rationale;transliteration_rationale,4
agq,Aghem,Niger-Kordofanian languages,True,DeepSeek,False,,False,,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
akk,Akkadian,Afro-Asiatic languages,True,Gemma;OpenAI;Qwen,False,,False,,True,DeepSeek;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral;OpenAI,True,Gemma;OpenAI,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
akz,Alabama,North American Indian languages,False,,False,,False,,False,,True,Claude;Gemini;OpenAI,False,,True,Gemma,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Gemini;Qwen,False,,False,,False,,source_term;repetition_loop;refusal_rationale;transliteration_rationale,4
arp,Arapaho,North American Indian languages,True,DeepSeek,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
hy,Armenian,Armenian languages,True,Mistral,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Qwen,False,,True,Gemini;Gemma,False,,False,,True,Llama;Qwen,missing_rationale;any_mixing;transliteration_rationale;unexpected_rationale_language,4
as,Assamese,Indo-European languages,False,,False,,True,Gemma,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,romanization;any_mixing;transliteration_rationale;unexpected_rationale_language,4
asa,Asu,Niger-Kordofanian languages,True,Gemini;Gemma;Llama,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,True,Gemini;Gemma;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
bfy,Bagheli,Indo-European languages,False,,False,,False,,True,Gemma;Llama;Mistral,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
bjt,Balanta-Ganja,Niger-Kordofanian languages,True,DeepSeek;Gemma,False,,False,,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemma,True,DeepSeek;Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
bsc,Bassari,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,Claude;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
bhb,Bhili,Indo-European languages,False,,False,,False,,True,Gemma;Llama,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,False,,False,,True,Qwen,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
bik,Bikol,Austronesian languages,False,,False,,False,,False,,True,DeepSeek;Gemini;Google Translate;Mistral,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemma;OpenAI;Qwen,True,Gemini;Qwen,False,,True,Mistral,False,,source_term;refusal_rationale;transliteration_rationale;language_name_term,4
bcl,Bikol,Austronesian languages,False,,False,,False,,False,,True,Gemini;Google Translate;Mistral,False,,False,,False,,False,,False,,False,,True,Claude;Qwen,True,Qwen,False,,True,Mistral,False,,source_term;refusal_rationale;transliteration_rationale;language_name_term,4
bin,Bini,Niger-Kordofanian languages,True,Gemma;OpenAI,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral;OpenAI,True,Gemini,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
bmq,Bomu,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,Claude;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek,True,DeepSeek;Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
bug,Buginese,Austronesian languages,True,DeepSeek,False,,False,,True,DeepSeek,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Mistral;Qwen,True,Claude;DeepSeek;Gemini;Gemma,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
bku,Buhid,Austronesian languages,False,,False,,False,,True,DeepSeek;Gemini;Mistral;OpenAI;Qwen,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Qwen,True,Claude;DeepSeek;Gemini;Gemma,False,,False,,False,,script_disagreement;source_term;refusal_rationale;transliteration_rationale,4
bxr,Buriat (Russia),Altaic languages,True,Mistral,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,True,Claude;Gemini;Gemma;Mistral;OpenAI;Qwen,False,,False,,True,Qwen,missing_rationale;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
ccr,Cacaopera,Central American Indian languages,True,DeepSeek,False,,False,,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;OpenAI,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
cps,Capiznon,Austronesian languages,True,Gemini,False,,False,,False,,True,Gemini;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;Qwen,True,Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
car,Carib,South American Indian languages,True,Gemma,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Mistral;OpenAI,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
cay,Cayuga,North American Indian languages,True,DeepSeek;Qwen,False,,False,,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;OpenAI;Qwen,True,Gemini,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
sef,Cebaara Senoufo,Niger-Kordofanian languages,True,OpenAI,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Mistral;OpenAI,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
tzm,Central Atlas Tamazight,Afro-Asiatic languages,True,DeepSeek;Gemma;OpenAI,False,,False,,True,Claude;DeepSeek;Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,True,Mistral,False,,True,Claude;Gemini;Gemma,False,,False,,False,,missing_rationale;script_disagreement;any_mixing;transliteration_rationale,4
maz,Central Mazahua,Central American Indian languages,True,DeepSeek,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma;Qwen,True,Gemini,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
ch,Chamorro,Austronesian languages,True,Mistral,False,,False,,False,,True,DeepSeek;Google Translate,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral,True,Gemini,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
ce,Chechen,Caucasian languages,True,Gemma;OpenAI,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemma,False,,True,Gemini;Gemma,False,,False,,True,Qwen,missing_rationale;any_mixing;transliteration_rationale;unexpected_rationale_language,4
chy,Cheyenne,North American Indian languages,True,Gemini;Gemma,False,,False,,False,,True,OpenAI,True,OpenAI,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Qwen,False,,False,,False,,False,,missing_rationale;source_term;placeholder_term;refusal_rationale,4
ny,Chichewa; Chewa; Nyanja,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,DeepSeek;Lingvanex,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Qwen,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
chp,Chipewyan,North American Indian languages,True,DeepSeek;Llama;OpenAI,False,,False,,True,DeepSeek;Llama,True,Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini,False,,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale,4
chk,Chuukese,Austronesian languages,True,OpenAI,False,,False,,False,,True,Claude;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;OpenAI,True,Gemini;Gemma;Mistral;OpenAI,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
cr,Cree,North American Indian languages,True,DeepSeek;OpenAI,False,,False,,True,Gemma;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Claude;Gemini,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
mus,Creek / Muskogee,North American Indian languages,False,,False,,False,,True,Llama;Mistral,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;OpenAI;Qwen,True,Gemini,False,,False,,False,,script_disagreement;source_term;refusal_rationale;transliteration_rationale,4
dgr,Dogrib,North American Indian languages,True,Gemma,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Mistral;OpenAI,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
dua,Duala,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;OpenAI,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
fud,East Futuna,Austronesian languages,True,OpenAI,False,,False,,False,,True,OpenAI,False,,True,Gemma,False,,False,,False,,False,,True,Claude;DeepSeek;Gemma;OpenAI,False,,False,,False,,False,,missing_rationale;source_term;repetition_loop;refusal_rationale,4
ojg,Eastern Ojibwa,North American Indian languages,True,OpenAI,False,,False,,True,Gemma;Llama;OpenAI,False,,False,,False,,False,,False,,True,Mistral,False,,True,Claude;Gemini,False,,False,,False,,False,,missing_rationale;script_disagreement;short_translation;refusal_rationale,4
eka,Ekajuk,Niger-Kordofanian languages,True,DeepSeek;OpenAI,False,,False,,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini,True,Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
evn,Evenki,Altaic languages,False,,False,,False,,True,Llama,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral;OpenAI;Qwen,True,Gemini;Gemma,False,,False,,True,Qwen,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
ee,Ewe,Niger-Kordofanian languages,True,Gemma;Llama,False,,False,,False,,True,Gemini;Mistral,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
fat,Fanti,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek,True,Gemma;OpenAI,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
gur,Frafra,Niger-Kordofanian languages,True,Gemma;OpenAI,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Qwen,True,Claude;Gemini;Gemma;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
gaa,Ga,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;OpenAI;Qwen,True,Claude;Gemini;Llama;OpenAI;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
gan,Gan Chinese,Sino-Tibetan languages,True,Gemma,False,,False,,True,Gemma;Llama,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,False,,True,Qwen,missing_rationale;script_disagreement;any_mixing;unexpected_rationale_language,4
gbm,Garhwali,Indo-European languages,False,,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,False,,False,,True,Qwen,mixed_script;any_mixing;transliteration_rationale;unexpected_rationale_language,4
gor,Gorontalo,Austronesian languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemma;Mistral,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
got,Gothic,Indo-European languages,True,Gemma;OpenAI,False,,False,,True,DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Llama;OpenAI,True,Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
grb,Grebo,Niger-Kordofanian languages,True,DeepSeek;Gemma;Llama;Mistral,False,,False,,False,,True,Claude;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma,True,Claude;DeepSeek;Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
gub,Guajajára,South American Indian languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma;Mistral;OpenAI,False,,False,,False,,True,Qwen,missing_rationale;source_term;refusal_rationale;unexpected_rationale_language,4
gju,Gujari,Indo-European languages,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Mistral,True,Claude;DeepSeek;Gemini;Gemma;Mistral;OpenAI,False,,False,,True,Llama,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
guz,Gusii,Niger-Kordofanian languages,True,Gemma;OpenAI,False,,False,,False,,True,DeepSeek;Gemini;Qwen,False,,False,,False,,False,,False,,False,,True,Gemini;Mistral;OpenAI,True,Claude,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
hur,Halkomelem,North American Indian languages,True,DeepSeek;Gemma,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Qwen,True,Gemini,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
bgc,Haryanvi,Indo-European languages,False,,False,,False,,True,Llama;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Mistral,True,Claude;DeepSeek;Gemini;Gemma;Mistral;OpenAI;Qwen,False,,False,,True,Qwen,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
hz,Herero,Niger-Kordofanian languages,True,Gemma;OpenAI,False,,False,,False,,True,Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral;OpenAI;Qwen,True,Gemini;Gemma;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
hop,Hopi,North American Indian languages,True,Mistral;OpenAI,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Qwen,False,,False,,True,DeepSeek,False,,missing_rationale;source_term;refusal_rationale;language_name_term,4
hup,Hupa,North American Indian languages,True,Gemma,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
inh,Ingush,Caucasian languages,True,OpenAI,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Qwen,False,,True,Gemini;Gemma,False,,False,,True,Qwen,missing_rationale;any_mixing;transliteration_rationale;unexpected_rationale_language,4
iu,Inuktitut,Eskimo-Aleut languages,True,Mistral;OpenAI,False,,False,,True,Gemini;Gemma;Mistral;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Qwen,True,Gemini,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
bze,Jenaama Bozo,Nilo-Saharan languages,True,OpenAI,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
kaj,Jju,Niger-Kordofanian languages,True,DeepSeek,False,,False,,False,,True,Claude;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
jrb,Judeo-Arabic,Afro-Asiatic languages,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,True,Gemma;Qwen,False,,True,Claude;Gemini;Gemma;Qwen,False,,False,,True,Qwen,script_disagreement;any_mixing;transliteration_rationale;unexpected_rationale_language,4
kfr,Kachhi,Indo-European languages,False,,False,,False,,True,Claude;DeepSeek;Gemini;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;OpenAI,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI;Qwen,False,,False,,True,Qwen,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
kln,Kalenjin,Nilo-Saharan languages,True,DeepSeek,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
kam,Kamba,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
kaa,Kara-Kalpak,Altaic languages,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,Mistral,False,,True,Gemma,False,,False,,True,Qwen,script_disagreement;any_mixing;transliteration_rationale;unexpected_rationale_language,4
krc,Karachay-Balkar,Altaic languages,False,,False,,False,,True,Llama,False,,False,,False,,False,,False,,False,,True,Gemma,False,,True,Gemini;Gemma;OpenAI;Qwen,False,,False,,True,Qwen,script_disagreement;any_mixing;transliteration_rationale;unexpected_rationale_language,4
tkt,Kathoriya Tharu,Indo-European languages,False,,False,,False,,True,Llama,False,,False,,False,,False,,False,,False,,False,,True,Claude;OpenAI;Qwen,True,Claude;Gemini;Gemma;OpenAI;Qwen,False,,False,,True,Qwen,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
khn,Khandesi,Indo-European languages,False,,False,,False,,True,Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,True,Llama,False,,True,DeepSeek,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,script_disagreement;short_translation;refusal_rationale;transliteration_rationale,4
kmb,Kimbundu,Niger-Kordofanian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral;OpenAI,True,DeepSeek;Gemini;Gemma,False,,True,DeepSeek,False,,source_term;refusal_rationale;transliteration_rationale;language_name_term,4
krj,Kinaray-a,Austronesian languages,False,,False,,False,,False,,True,Gemini;Mistral,False,,False,,True,Mistral,False,,False,,False,,True,OpenAI,False,,False,,True,Mistral,False,,source_term;extreme_term_length;refusal_rationale;language_name_term,4
kiu,Kirmanjki,Indo-European languages,False,,False,,False,,True,Gemini;Qwen,True,Mistral,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma,False,,False,,True,Qwen,script_disagreement;source_term;transliteration_rationale;unexpected_rationale_language,4
tlh,Klingon,Artificial languages,True,DeepSeek;Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma;Mistral;OpenAI,True,Gemini;Gemma;OpenAI,True,Gemini,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale;placeholder_rationale,4
koi,Komi-Permyak,Uralic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemma;Llama,True,OpenAI,True,Gemini;Gemma,False,,False,,True,Qwen,any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
kos,Kosraean,Austronesian languages,True,OpenAI,False,,False,,False,,True,Claude;Gemini;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral;OpenAI,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
ckb,Kurdish (Sorani),Indo-European languages,False,,False,,False,,True,Gemma;Llama;Mistral,False,,False,,False,,False,,False,,False,,True,Qwen,False,,True,Claude;Gemma,False,,False,,True,Qwen,script_disagreement;any_mixing;transliteration_rationale;unexpected_rationale_language,4
kwk,Kwakʼwala,North American Indian languages,True,DeepSeek;Gemma;OpenAI,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;OpenAI,True,DeepSeek;Gemma;OpenAI,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
kj,"Kwanyama, Kuanyama",Niger-Kordofanian languages,True,Gemma;OpenAI,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Gemma;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
lki,Laki,Indo-European languages,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI;Qwen,True,Claude,False,,False,,False,,False,,False,,False,,True,Claude;Mistral,True,Claude;Gemini;Gemma,False,,False,,False,,script_disagreement;source_term;refusal_rationale;transliteration_rationale,4
lam,Lamba,Niger-Kordofanian languages,True,DeepSeek,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI,True,Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
lag,Langi,Niger-Kordofanian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;OpenAI;Qwen,True,Gemma;OpenAI,False,,True,Gemma,False,,source_term;refusal_rationale;transliteration_rationale;language_name_term,4
lan,Lango,Nilo-Saharan languages,True,Gemma,False,,False,,False,,True,Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral;OpenAI,True,Gemini;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
laj,Lango (Uganda),Nilo-Saharan languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Gemma;OpenAI;Qwen,True,Gemini;Gemma;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
lzz,Laz,Caucasian languages,False,,False,,False,,True,Claude;Gemini;Gemma;Llama;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,Mistral,True,DeepSeek,True,Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,4
lil,Lillooet,North American Indian languages,True,DeepSeek;Gemma;OpenAI,False,,False,,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,True,Qwen,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,missing_rationale;source_term;any_mixing;refusal_rationale,4
lut,Lushootseed,North American Indian languages,True,DeepSeek;Gemma,False,,False,,False,,True,Claude;DeepSeek;OpenAI,True,OpenAI,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,False,,missing_rationale;source_term;placeholder_term;refusal_rationale,4
mad,Madurese,Austronesian languages,True,Gemma,False,,False,,False,,True,DeepSeek,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
maf,Mafa,Afro-Asiatic languages,True,OpenAI,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma,True,Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
mdh,Maguindanaon,Austronesian languages,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;OpenAI,True,Gemini;Gemma,False,,False,,True,Qwen,source_term;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
vmw,Makhuwa,Niger-Kordofanian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;OpenAI,True,Gemini;Gemma,False,,True,Llama;Mistral,False,,source_term;refusal_rationale;transliteration_rationale;language_name_term,4
pqm,Maliseet-Passamaquoddy,North American Indian languages,True,Qwen,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral;OpenAI,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
