language_code,language_name,language_family,term_source,category,rule_fired,evidence,has_wikipedia,rationales_are_english,n_services_with_translation,n_services_with_rationale,n_unique_raw,n_unique_normalized,max_edit_distance,loan_words_found,has_script_disagreement,scripts_found,absence_signals,construction_signals,debate_signals,mean_rationale_similarity,claude_rationale_snippet,openai_rationale_snippet,gemini_rationale_snippet,ollama_rationale_snippet,service_translations
peo,Old Persian,Indo-European languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,8,8,8,8,52,digital; humanities,True,Arabic; Latin; Other,Llama:\bloanword\b; Gemma:no direct,Claude:compound; Claude:ancient; OpenAI:ancient; Gemini:ancient; DeepSeek:compound; DeepSeek:neologism; DeepSeek:construct; Llama:compound; Gemma:formation; Mistral:ancient,,0.2088,"Old Persian (Achaemenid period, 6th-4th century BCE) had limited abstract vocabulary. This translation uses: 'danaya' (𐎭𐎠𐎴𐎠𐎹𐎠) meaning 'knowledge/wisdom' (from root *dā- 'to know') for 'Humanities', and 'martiya' (𐎶𐎠𐎼𐎫𐎡𐎹𐎠) meaning 'man/human/mortal' for 'Digital' (as a conceptual approximation, sinc","Old Persian, an ancient Iranian language, was primarily used for inscriptions and royal proclamations. It lacks direct equivalents for modern terms like 'Digital Humanities.' The translation provided is a phonetic approximation using Old Persian cuneiform script, attempting to capture the sounds of ","It is not possible to translate 'Digital Humanities' into Old Persian (ISO peo) in a meaningful way. Old Persian, as an ancient language, lacks the vocabulary and conceptual framework to express modern technological and academic terms like 'digital' or 'humanities'.  Any attempt would be anachronist",,"{'OpenAI': '𐎭𐎡𐎥𐎼𐎡𐎹 𐎢𐎺𐎼𐎠𐎴𐎠𐎹', 'Claude': '𐎭𐎠𐎫𐎠 𐎶𐎠𐎼𐎫𐎡𐎹', 'Gemini': 'Digital Humanities', 'DeepSeek': 'Dātamartiya Hunarā', 'Llama': 'Dādahīgān-e Dīgītāl', 'Gemma': 'ōš-dādag-xwarš-nāmag', 'Qwen': 'دیجیتال گویندگانی از معرفت', 'Mistral': 'Fravarane Vidēvadāta-zīrānām Zarathuštrianam yazamaide'}"
pfl,Palatine German,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 7 distinct outputs; construction signals: 6,False,True,8,8,7,7,26,,False,Latin,Gemma:\bborrowing\b,Claude:morpholog; OpenAI:compound; DeepSeek:suffix; Llama:suffix; Gemma:combining; Gemma:create.*term,Gemini:also used,0.332,"Palatine German (Pfalzisch/Pfälzisch) is a Rhine Franconian dialect. The translation adapts 'Digital' to 'Digitali' (following Palatine phonology and morphology) and 'Humanities' to 'Geesteswisseschafte' (from German 'Geisteswissenschaften', adapted to Palatine pronunciation where 'ei' becomes 'ee' ","The term 'Digital Humanities' refers to the interdisciplinary field that combines the use of digital tools and methods with the study of humanities subjects. In Palatine German, 'Digitale' is a direct translation of 'Digital,' and 'Geeschdewisseschafde' is a compound word that translates to 'Humanit","Palatine German, like many other German dialects, often adopts loanwords from High German or other languages, especially for modern concepts. 'Digital' is a widely understood term, and directly translating it into a Palatine equivalent might sound forced or archaic. 'Humaniora' is the Latin plural o",,"{'OpenAI': 'Digitale Geisteswissenschaften', 'Claude': 'Digitali Geisteswisseschafte', 'Gemini': 'Digitali Humaniora', 'DeepSeek': 'Digitali Humanischde', 'Llama': 'Digitale Menschlichkeit', 'Gemma': 'Ziffrischi Humanität', 'Qwen': 'Digitale Geisteswissenschaften', 'Mistral': 'Digitale Menschheitswissenschaften'}"
phn,Phoenician,Afro-Asiatic languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 7,False,True,8,8,8,8,16,,True,Latin; Other,OpenAI:\btransliterat; Gemini:\btransliterat; Llama:\bloanword\b; Mistral:\btransliterat,Claude:construct; OpenAI:ancient; Gemini:construct; Gemini:suffix; DeepSeek:ancient; DeepSeek:construct; Gemma:formation,,0.2784,"This translation renders 'Digital Humanities' as 'ḥokmat ʾanašūt hasepārūt' (חכמת אנשת הספרת). Breaking this down: 'ḥokmat' (𐤇𐤊𐤌𐤕) means 'wisdom/knowledge/science', 'ʾanašūt' (𐤀𐤍𐤔𐤕) means 'humanity/human affairs' (from ʾanaš 'human'), and 'hasepārūt' (𐤄𐤎𐤐𐤓𐤕) means 'the digital/numerical' (from separ","The translation of 'Digital Humanities' into Phoenician involves finding equivalent terms for 'digital' and 'humanities'. The term 'digital' is represented by the transliteration of the concept of 'digital' as '𐤃𐤉𐤂𐤀𐤋', which is a direct phonetic representation. 'Humanities' is translated as '𐤇𐤌𐤍𐤉𐤌𐤉𐤌","Phoenician script does not have a direct equivalent for 'Digital' or 'Humanities' as modern concepts. Therefore, a transliteration and a conceptual translation are necessary.

*   **𐤃𐤉𐤂𐤉𐤈𐤋 (DYGYṬL)**: This is a transliteration of 'Digital'. Phoenician is an abjad, so vowels are not explicitly writte",,"{'OpenAI': '𐤃𐤉𐤂𐤉𐤕𐤋 𐤇𐤌𐤍𐤉𐤌', 'Claude': '𐤇𐤊𐤌𐤕 𐤀𐤍𐤔𐤕 𐤄𐤎𐤐𐤓𐤕', 'Gemini': '𐤇𐤊𐤌𐤕 𐤓𐤒𐤌𐤕', 'DeepSeek': '𐤃𐤉𐤂𐤉𐤕𐤋 𐤄𐤅𐤌𐤀𐤍𐤉𐤕𐤉𐤎', 'Llama': 'Ḥmrwt d-Šrʾt', 'Gemma': '𐤀𐤓𐤔𐤠𐤌 𐤉𐤳𐤠𐤌𐤔𐤠𐤌', 'Qwen': '𐤃𐤋HITE𐤅RNISTĠ', 'Mistral': '[D]GD[L] H[W]MN[T] H[Y]SL[Y]'}"
pi,Pāli,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 7 distinct outputs; construction signals: 7,False,True,7,8,7,7,27,,True,Devanagari; Latin,OpenAI:\btransliterat; Gemini:\btransliterat; DeepSeek:\btransliterat; Gemma:\btransliterat; Qwen:\btransliterat,OpenAI:ancient; OpenAI:suffix; Gemini:combining; Gemini:formation; DeepSeek:compound; DeepSeek:combining; Gemma:classical,,0.2836,"This translation combines 'aṅka' (digit/numerical figure) and 'saṅkhyā' (number/counting) to represent 'Digital', with 'vijjā' (knowledge/science/learning) representing 'Humanities'. An alternative could be 'gaṇaka-vijjā' (computational knowledge) or 'navīna-tantayutta-manussavijjā' (new technology-","Pali, an ancient language used in the Theravada Buddhist canon, does not have direct translations for modern terms like 'Digital Humanities.' Therefore, a transliteration approach is used for 'Digital' as 'Dijita.' The term 'Manussatta' is derived from 'manussa,' meaning 'human,' and '-tta,' a suffi","The term 'Digital Humanities' is a modern academic field. To translate it into Pali, we need to consider the meaning of each component:

*   **Digital:** This refers to information represented in binary form, processed by computers. In Pali, there isn't a direct equivalent for 'digital' in the moder",,"{'OpenAI': 'Dijita Manussatta', 'Claude': 'aṅkasaṅkhyā-vijjā', 'Gemini': 'डिजिटल मानुसत्तं', 'DeepSeek': 'Dijitala Manussadhammā', 'Llama': 'Dhajjukalika Itthi', 'Qwen': 'DIGITALA JATIKA SANTIYA', 'Mistral': 'Lokottaravada-vijjāvana-vastu'}"
pih,Norfolk,Creoles and pidgins,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,8,8,6,6,14,digital; humanities,False,Latin,Claude:\bborrowed\b; Gemini:\bborrowing\b; DeepSeek:no established; DeepSeek:\bborrowing\b,,,0.2265,"Norfolk (Norfuk/Pitkern, ISO 639-3: pih) is a creole language spoken on Norfolk Island and by Pitcairn Islanders. It has a limited vocabulary base derived primarily from 18th-century English and Tahitian. Modern technical and academic terms like 'Digital Humanities' are typically not translated but ","Norfolk, also known as Norfuk, is a creole language spoken on Norfolk Island. It has limited vocabulary for specialized academic terms, and often English terms are used directly or adapted slightly. 'Digital Humanities' is a specialized term that may not have a direct equivalent in Norfuk, so it is ","Norfolk (pih) is a creole language based on 18th-century English and Tahitian. While it has its own unique phonology, grammar, and vocabulary, direct translation of a modern academic term like 'Digital Humanities' would typically involve adapting the English words to Norfolk phonetics and, if necess",,"{'OpenAI': 'Digital Humanities', 'Claude': 'Digital Humanities', 'Gemini': ""Dig'tal Hoom'nities"", 'DeepSeek': 'Digital Humanities', 'Llama': 'Dijitul Hooministies', 'Gemma': 'Diggitel Hoomans', 'Qwen': 'Dygitahal Humunaitis', 'Mistral': 'Digital Yen-yen yekan'}"
pis,Pijin,Creoles and pidgins,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,9,8,9,9,19,digital; humanities,False,Latin,Gemini:\bborrowing\b; DeepSeek:\bborrowed\b,Gemma:create.*term; Qwen:combining,,0.2348,"Pijin, as an English-lexified creole spoken in the Solomon Islands, typically borrows technical and academic terms directly from English with phonetic adaptation. 'Digital' becomes 'Dijital' following Pijin orthography and pronunciation patterns, and 'Humanities' becomes 'Humanitis' with the charact","Pijin, a creole language spoken in the Solomon Islands, often incorporates English terms directly, especially for modern or technical concepts that may not have an established equivalent in the language. 'Digital Humanities' is a specialized academic field, and it is likely that the term would be us","Pijin, being a creole language, often adopts English words directly, especially for technical or academic terms that don't have existing equivalents. 'Digital' and 'Humanities' are both readily understandable in their English forms to many Pijin speakers, and direct borrowing is the most common and ",,"{'EasyNMT': 'Protectim Olketa Man', 'OpenAI': 'Digital Humanities', 'Claude': 'Dijital Humanitis', 'Gemini': 'Digital Hiumanitis', 'DeepSeek': 'Saekol Blong Digital', 'Llama': 'Humani bilong Digital', 'Gemma': 'Digit Huminitis', 'Qwen': ""Digi'laiti Hu'maitii"", 'Mistral': 'Degital Humi-lait'}"
pko,Pökoot,Nilo-Saharan languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,8,8,8,8,29,digital; humanities,False,Latin,Gemini:\bborrowing\b; DeepSeek:\bborrowed\b,Gemini:compound; Gemini:combining; Gemma:compound,,0.2164,"Pökoot (Pokot) is a Nilotic language spoken in Kenya and Uganda. A direct translation of 'Digital Humanities' would require breaking down the concept: 'Digital' relates to modern technology/computers, and 'Humanities' refers to human knowledge and culture. However, I must note that I have limited re","Pökoot, also known as Pokot, is a language spoken by the Pokot people in Kenya and Uganda. It is primarily an oral language with limited written resources, especially for specialized or modern terms like 'Digital Humanities.' As such, there may not be a direct translation available in Pökoot for thi","The term 'Digital Humanities' is a compound of 'Digital' and 'Humanities'. In Pökoot, 'Digital' can be translated as 'kidijitali', which is a direct borrowing from English, commonly understood in modern contexts. 'Humanities' refers to the study of human culture, history, and society. A suitable tra",,"{'OpenAI': 'Digital Humanities', 'Claude': 'Tukuk che Kɨtɨlɨɨnɨn che Kompyuta', 'Gemini': 'Sayansi ya Kidijitali', 'DeepSeek': 'Kipkendaab Kiptaiywaab Kompyuta', 'Llama': 'ŋɔ́kɛ̀ tɪ́mɛ̀', 'Gemma': 'Numeryczne Humanistyki', 'Qwen': 'Digitale Huurmanjau', 'Mistral': 'Dijital Hjumaniitii'}"
pl,Polish,Indo-European languages,Digital Humanities,PRODUCTIVE_DISAGREEMENT,rule_wikipedia_presence,Wikipedia present; 3 distinct outputs; debate signals: 0,True,True,11,8,3,3,23,,False,Latin,,Qwen:combining,,0.3898,This is the standard Polish translation of 'Digital Humanities'. 'Humanistyka' means 'humanities' and 'cyfrowa' means 'digital'. This term is widely used in Polish academic discourse and corresponds to the international understanding of the field that combines humanities disciplines with digital too,"The term 'Digital Humanities' is commonly translated into Polish as 'Humanistyka cyfrowa'. This translation captures the essence of the interdisciplinary field that combines the use of digital tools and methods with the study of humanities subjects. 'Humanistyka' refers to the humanities, and 'cyfro","The translation 'Humanistyka Cyfrowa' is a direct and accurate rendering of 'Digital Humanities' into Polish. 'Humanistyka' means 'Humanities' and 'Cyfrowa' means 'Digital' (feminine singular adjective, agreeing with 'Humanistyka'). This term is widely accepted and used in Polish academic and resear",,"{'Wikipedia': 'Humanistyka cyfrowa', 'Google Translate': 'Humanistyka cyfrowa', 'Lingvanex': 'Humanistyka cyfrowa', 'OpenAI': 'Humanistyka cyfrowa', 'Claude': 'Humanistyka cyfrowa', 'Gemini': 'Humanistyka Cyfrowa', 'DeepSeek': 'Humanistyka cyfrowa', 'Llama': 'Humanistyka Cyfrowa', 'Gemma': 'Humanistyka cyfrowa', 'Qwen': 'Humanistyczne technologie cyfrowe', 'Mistral': 'Nauki Cyfrowe'}"
pms,Piedmontese,Indo-European languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,Loan words present: ['digital'],False,True,8,8,6,5,7,digital,False,Latin,,Gemini:combining; Gemini:construct; Gemma:combining; Qwen:compound,Gemini:alternatively,0.3344,"In Piedmontese, 'Digital' is typically rendered as 'digitaj' (plural form used as adjective), and 'Humanities' translates to 'Umanità' (following the pattern of Italian 'Umanità' but with Piedmontese phonetics). The adjective follows the noun in Piedmontese as in Italian. An alternative could be 'Si","The term 'Digital Humanities' refers to the interdisciplinary field that combines the use of digital tools and methods with the study of humanities. In Piedmontese, 'Umanìstica' translates to 'Humanities' and 'Digital' remains the same as it is a widely accepted term in many languages, including reg","The translation of 'Digital Humanities' into Piedmontese involves a direct translation of the two components. 

*   **'Digital'**: The most common and natural translation for 'digital' in Piedmontese, especially in a modern technical or academic context, is 'digital' itself, often pronounced with a ",,"{'OpenAI': 'Umanìstica Digital', 'Claude': 'Umanità Digitaj', 'Gemini': 'Umanìstica Digital', 'DeepSeek': 'Umanità Digitaj', 'Llama': 'Umanità Digitàle', 'Gemma': 'Umanità Digital', 'Qwen': 'Umanità digitale', 'Mistral': 'Humanitats digitalas'}"
pnt,Pontic,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 6 distinct outputs; construction signals: 7,False,True,8,8,6,6,32,,True,Greek; Latin,DeepSeek:\bborrowing\b; Llama:\bborrowing\b,Gemini:compound; DeepSeek:compound; DeepSeek:ancient; Llama:combining; Llama:suffix; Llama:prefix; Gemma:construct,,0.2586,"Pontic Greek uses Greek script and follows Byzantine Greek grammatical patterns. 'Digital' translates to 'Ψηφιακαί' (psifiakái, feminine plural nominative to agree with 'Επιστήμαι'). 'Humanities' translates to 'Ανθρωπιστικαί Επιστήμαι' (Anthropistikái Epistímai), literally 'humanistic sciences,' whi","The term 'Digital Humanities' refers to the interdisciplinary field that combines the use of digital technology with the study of humanities. In Pontic Greek, 'Ψηφιακά' translates to 'Digital' and 'Ανθρωπιστικά' translates to 'Humanities'. This translation maintains the meaning and context of the or","Pontic Greek, like Modern Greek, uses 'Ψηφιακά' (Psifiaká) for 'Digital' and 'Ανθρωπιστικά' (Anthropistiká) for 'Humanities'. The term is a direct and accurate translation of the concept, reflecting the standard way such compound terms are formed in Greek dialects.",,"{'OpenAI': 'Ψηφιακά Ανθρωπιστικά', 'Claude': 'Ψηφιακά Ανθρωπιστικά', 'Gemini': 'Ψηφιακά Ανθρωπιστικά', 'DeepSeek': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'Llama': 'Διγίταλες Ανθρωπολογίες', 'Gemma': 'Çözgülü İnsanlıkler', 'Qwen': 'Διαδυτική Χρηματολογία', 'Mistral': 'Numara Yineşilinsel Edebiyatlar'}"
pon,Pohnpeian,Austronesian languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,9,8,9,9,39,digital; humanities,False,Latin,Claude:\btransliterat; Gemma:\bloanword\b,Claude:compound; Gemini:compound; Gemini:construct; Gemma:compound; Gemma:suffix,,0.2893,"In Pohnpeian, 'Digital' can be rendered as 'Tekinolohi' (technology/technical) as there isn't a direct traditional word for 'digital,' and 'Humanities' translates to 'en Aramas' (of/about humans/people). This compound term conveys the concept of technology-based study of human culture and society. A","The term 'Digital Humanities' does not have a direct equivalent in Pohnpeian, as it is a relatively modern and specialized field. Therefore, a descriptive approach is used. 'Humanities en Pweipwei' combines 'Humanities' with 'Pweipwei,' which means 'digital' or 'related to technology,' to convey the",Pohnpeian often uses descriptive phrases rather than single compound words for new concepts. 'Humanities ko' refers to 'the Humanities' (the field of study). 'me Digital' means 'that is Digital' or 'which is Digital'. This construction is common for specifying attributes of a noun. Directly translat,,"{'EasyNMT': 'IREN ONOP KAN', 'OpenAI': 'Humanities en Pweipwei', 'Claude': 'Tekinolohi Diditahl en Kawehwe Tiahk en Aramas', 'Gemini': 'Humanities ko me Digital', 'DeepSeek': 'Wahu Koasoai Pohnpei', 'Llama': 'Kamrahn Konomw', 'Gemma': 'Mwanimwain nan Digital', 'Qwen': 'Tolbuwngap Tepkaiji', 'Mistral': 'Kesolel na Sensetelek'}"
ppl,ppl,North American Indian languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,8,8,8,8,30,digital; humanities,False,Latin,OpenAI:\bborrowed\b; Gemma:\bborrowing\b,Gemini:formation; Llama:combining; Gemma:formation,,0.1843,"Pipil (Nawat) is an endangered Uto-Aztecan language of El Salvador. The translation breaks down as: 'talajtul' (digital/electronic, from 'talajtulkayut' meaning things related to electronic/digital technology) + 'ne' (and/the) + 'tik machtia' (humanities/human knowledge/learning about people). This ","The Pipil language, also known as Nawat, has limited resources and documentation, especially for modern technical terms like 'Digital Humanities.' As such, there may not be a direct translation available. In many cases, terms related to technology and modern academic disciplines are borrowed from ot","Pipil, also known as Nawat, is an Uto-Aztecan language. Direct translation of 'Digital Humanities' is not possible due to the conceptual differences and lack of direct equivalents for 'digital' and 'humanities' in the traditional Pipil lexicon. Therefore, a descriptive approach is necessary.

*   **",,"{'OpenAI': 'Digital Humanities', 'Claude': 'Talajtulkayut ne Tik Machtia', 'Gemini': 'Tanamat Palawit', 'DeepSeek': 'Tajtaketzalis ne Tepuzamatil', 'Llama': 'Tlajkahuajilli digital', 'Gemma': ""K'uhun Tlātlāyōtl Digital"", 'Qwen': 'Dzidigas Kalendorių Mokslo', 'Mistral': 'Tlahtoqueh tlacuilolli hua-mānapōchtli'}"
pqm,Maliseet-Passamaquoddy,North American Indian languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,8,8,8,8,51,digital; humanities,False,Latin,OpenAI:\bborrowed\b,Claude:construct; Claude:morpholog; Llama:combining; Gemma:neologism; Gemma:coined; Gemma:construct; Qwen:construct; Qwen:suffix,,0.2257,This translation combines 'elektronikewey' (digital/electronic) with 'wewitahamsuwakonol' (humanities/human knowledge/studies). The term follows Maliseet-Passamaquoddy morphological patterns where 'elektronikewey' serves as a modifier and 'wewitahamsuwakonol' represents the broader concept of humani,"The Maliseet-Passamaquoddy language, like many Indigenous languages, may not have a direct translation for modern academic terms such as 'Digital Humanities.' This is due to the fact that these concepts are relatively new and may not have been traditionally present in the culture. Therefore, the ter","My translation of ""Digital Humanities"" into Maliseet-Passamaquoddy as ""Pqamawsuwihkik Naka Digital"" aims to capture both the traditional and modern aspects of the field. ""Pqamawsuwihkik"" refers to the study of human culture, history, and knowledge, encompassing the essence of ""humanities"" in a way t",,"{'OpenAI': 'Digital Humanities', 'Claude': 'elektronikewey wewitahamsuwakonol', 'Gemini': 'Pqamawsuwihkik Naka Digital', 'DeepSeek': 'Peskotomuhkati-wolastoqey naka kehsewey naka kisi-kisokehkimal', 'Llama': ""Kilawitkewi'k"", 'Gemma': ""Mji'gogw'tinaq Digital"", 'Qwen': 'Taqanot Lulunisitikwewin', 'Mistral': ""Nitaskinan-wisakajik-Mi'kmaqamawis""}"
prd,Parsi-Dari,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 7 distinct outputs; construction signals: 4,False,True,8,8,7,7,17,,False,Arabic,Claude:\bborrowed\b; DeepSeek:\bloanword\b; Llama:\bloanword\b; Gemma:\bborrowing\b,OpenAI:combining; Gemini:compound; Gemma:combining; Gemma:create.*term,,0.272,"Parsi-Dari uses Persian script and vocabulary. 'Digital Humanities' translates as 'علوم انسانی دیجیتال' (ulūm-e insānī-ye dījītāl), where 'علوم انسانی' means 'humanities/human sciences' and 'دیجیتال' is the borrowed term for 'digital'. This follows standard Persian academic terminology conventions u","The term 'Digital Humanities' refers to the interdisciplinary field that combines the use of digital technology with the study of humanities. In Parsi-Dari, 'انسان‌شناسی' translates to 'humanities' and 'دیجیتال' translates to 'digital'. This translation captures the essence of the field by combining","The term 'Digital Humanities' is a compound noun. In Parsi-Dari, the most direct and widely understood translation involves rendering 'Digital' as 'دیجیتال' (dijital) and 'Humanities' as 'علوم انسانی' (olum-e ensani). The combination 'علوم انسانی دیجیتال' accurately conveys the meaning of the field,",,"{'OpenAI': 'انسانیات دیجیتال', 'Claude': 'علوم انسانی دیجیتال', 'Gemini': 'علوم انسانی دیجیتال', 'DeepSeek': 'دیجیتال علوم انسانی', 'Llama': 'ادبیات دیجیتال', 'Gemma': 'رېشېز انسانياد', 'Qwen': 'دیجیټل هنسینم', 'Mistral': 'دیجیتال شماستان'}"
prg,Prussian,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 5,False,True,8,8,8,8,26,,False,Latin,Claude:no native; Claude:\bborrowed\b; Claude:\bborrowing\b; Gemini:does not exist; Gemini:\bborrowing\b; Mistral:\btransliterat,Claude:construct; Gemini:combining; Gemini:construct; DeepSeek:suffix; Gemma:formation,Gemini:alternatively,0.243,"This translation combines 'digitālai' (digital, borrowed/adapted term as Prussian had no native word for this modern concept) with 'mānsiskai' (humanities, from 'mānisks' meaning 'human' or 'pertaining to humans'). The adjectives are in the nominative plural feminine form to agree with an implied pl","The translation 'Digitalai Lāišai' is derived from the Prussian words for 'digital' and 'humanities.' 'Digitalai' is a direct adaptation of the modern concept of 'digital,' while 'Lāišai' refers to 'humanities,' encompassing the study of human culture and society. This translation aims to maintain t","Prussian (Old Prussian) is an extinct West Baltic language with limited surviving texts. Therefore, a direct, historically attested translation for a modern concept like 'Digital Humanities' does not exist. To translate it, we must reconstruct or coin terms based on available vocabulary and grammati",,"{'OpenAI': 'Digitalai Humanistai', 'Claude': 'Digitālai Mānsiskai', 'Gemini': 'Skaitliskōs Humanistikōs', 'DeepSeek': 'Skaitāntīngiskai Cilvēkiskai', 'Llama': 'Digitale Mensur', 'Gemma': 'Digitale Humanitätswissenschaften', 'Qwen': 'Digitale Geisteswissenschaften', 'Mistral': 'Dygytalne Humanitaiti'}"
pro,Old Provençal,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 7 distinct outputs; construction signals: 6,False,True,8,8,7,7,25,,False,Latin,Gemini:\bborrowed\b; Gemini:\bloanword\b; Gemma:\bloanword\b; Gemma:\bborrowing\b; Mistral:no direct,Claude:morpholog; Gemini:combining; Gemini:create.*term; DeepSeek:compound; Qwen:ancient; Qwen:construct,,0.3017,"Old Provençal (Occitan) did not have terms for modern digital concepts, so this is a neologistic translation. 'Letras' translates 'Humanities' (from Latin 'litterae' meaning letters/literature/learning, commonly used in medieval Occitan for scholarly pursuits). 'Digitalas' is a feminine plural adjec","The term 'Digital Humanities' can be translated into Old Provençal as 'Umanitats Digitalas'. 'Umanitats' is derived from the Latin 'humanitas', which refers to the study of human culture, and 'Digitalas' is adapted from the modern term 'digital', reflecting the technological aspect. While Old Proven","Old Provençal (also known as Occitan) is a Romance language, and its vocabulary often reflects Latin roots. To translate 'Digital Humanities', we can break it down into its components:

*   **Digital:** The concept of 'digital' as we understand it today did not exist in the medieval period. Therefor",,"{'OpenAI': 'Umanitats Digitalas', 'Claude': 'Letras Digitalas', 'Gemini': 'Umanitats Digitalas', 'DeepSeek': 'Umanitats Digitals', 'Llama': 'Artz e Scienças Digitals', 'Gemma': ""Sciéncias Numericlas de l'Umanitat"", 'Qwen': 'Ditjitali umanistica', 'Mistral': 'Escrit de las humanitats'}"
ps,"Pashto, Pushto",Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 3,False,True,10,8,8,8,17,,False,Arabic,Claude:\btransliterat; OpenAI:\btransliterat; Gemini:\bloanword\b; DeepSeek:\bborrowing\b; Gemma:\bborrowing\b; Gemma:\btransliterat,Gemma:combining; Gemma:create.*term; Qwen:prefix,,0.3328,"This translation breaks down as: 'ډیجیټل' (digital) - a transliteration of 'digital' commonly used in Pashto for technology terms, and 'بشری علوم' (bashri uloom) meaning 'humanities' or 'human sciences', where 'بشری' means 'human/humanitarian' and 'علوم' means 'sciences/knowledge fields'. This is th","The term 'Digital Humanities' is translated into Pashto by directly translating each component of the term. 'Digital' is translated as 'ډیجیټل', which is a direct transliteration commonly used in Pashto for digital technologies. 'Humanities' is translated as 'بشریت', which refers to the study of hum","The translation 'ډیجیټل بشری علوم' (Digital Bashari Uloom) is a direct and accurate rendering of 'Digital Humanities' into Pashto. 

*   'ډیجیټل' (Digital) is a widely understood loanword in Pashto, similar to its use in many other languages, and directly translates 'Digital'.
*   'بشری علوم' (Basha",,"{'Google Translate': 'ډیجیټل انسانیتونه', 'Lingvanex': 'ډیجیټل انسانیتونه', 'OpenAI': 'ډیجیټل بشریت', 'Claude': 'ډیجیټل بشری علوم', 'Gemini': 'ډیجیټل بشري علوم', 'DeepSeek': 'ډیجیټل انسانیتونه', 'Llama': 'دجیتالی انسایکلوپیډیا', 'Gemma': 'ډیجیټل انسانيات', 'Qwen': 'د دیجیټل هنسیم', 'Mistral': 'دیجیتال بشریت'}"
pt,Portuguese,Indo-European languages,Digital Humanities,COMPLETE_CONSENSUS,rule_all_agree,All services produced the same translation,True,True,11,8,1,1,0,,False,Latin,,DeepSeek:combining; Qwen:combining; Mistral:compound,,0.3533,"This is the standard and widely accepted translation in Portuguese (Portugal). The term maintains the same structure as the English original, with 'Humanidades' (Humanities) and 'Digitais' (Digital). This translation is consistently used in academic contexts, research institutions, and scholarly pub","The term 'Digital Humanities' is translated into Portuguese as 'Humanidades Digitais'. This translation maintains the original meaning, where 'Humanidades' refers to the academic disciplines that study aspects of human society and culture, and 'Digitais' refers to the digital aspect, indicating the ","This is the standard and widely accepted translation for 'Digital Humanities' in Portuguese. 'Humanidades' directly translates 'Humanities', and 'Digitais' directly translates 'Digital'. The term is well-established in academic and professional contexts in Portuguese-speaking countries.",,"{'Wikipedia': 'Humanidades digitais', 'Google Translate': 'Humanidades Digitais', 'Lingvanex': 'Humanidades Digitais', 'OpenAI': 'Humanidades Digitais', 'Claude': 'Humanidades Digitais', 'Gemini': 'Humanidades Digitais', 'DeepSeek': 'Humanidades Digitais', 'Llama': 'Humanidades Digitais', 'Gemma': 'Humanidades Digitais', 'Qwen': 'Humanidades Digitais', 'Mistral': 'Humanidades Digitais'}"
