language_code,language_name,service,exclude_translation,exclude_term_minimal,exclude_term_fluent_speaker,exclude_term_github_searcher,exclude_term_judge,original_term,corrected_term,notes
"lol","Mongo","search_exclusion",false,false,false,false,false,"Ŋɔmɛŋɛrɛŋɛŋɛŋɛŋɛŋɛŋɛŋɛŋɛ","",""
"zgh","Standard Moroccan Tamazight","search_exclusion",false,false,false,false,false,"Tmaziɣt Ṭeqṭaṭa / Tmaziɣt Ṭeqṭaṭa Ṭeqṭaṭa","",""
"trw","Torwali","search_exclusion",false,false,false,false,false,"دھرتی کے سافٹ وئیر Humanities","",""
"zh-tw","Traditional Chinese","search_exclusion",false,false,false,false,false,"數位人 humanities","",""
"ug","Uighur, Uyghur","search_exclusion",false,false,false,false,false,"دیگيتال ھا]={
umanities","",""
"ug","Uighur, Uyghur","search_exclusion",false,false,false,false,false,"دิگítال ھا]={
نمناۋەت","",""
"abq","Abaza","search_exclusion",false,false,false,false,false,"Диджитальдин %X86%A7%D9%85%D9%84%D9%8A%D9%83","",""
"abq","Abaza","search_exclusion",false,false,false,false,false,"دjitлгь тьнцжь","",""
"akz","Alabama","search_exclusion",false,false,false,false,false,"Hə́ti ʔə́ʔi ʔə́ʔi ʔə́ʔi ʔə́ʔi","",""
"brh","Brahui","search_exclusion",false,false,false,false,false,"デジタル هنسنۍ","",""
"brh","Brahui","search_exclusion",false,false,false,false,false,"دھاتی مानवیات","",""
"dzg","Dazaga","search_exclusion",false,false,false,false,false,"digitali historiya, digitali filozofiya, ...","",""
"kbd","Kabardian","search_exclusion",false,false,false,false,false,"Дигиталдик })();

{","",""
"kbd","Kabardian","search_exclusion",false,false,false,false,false,"Дигитал entifuls","",""
"krj","Kinaray-a","search_exclusion",false,false,false,false,false,"Digital Humanities nga Kinaray-a, ang panitikan o aralan sang mga tao na may kasaysayan ug kultura, na nagpapakita sa pagkakaisa ng teknolohiya at kultura.","",""
"laj","Lango (Uganda)","search_exclusion",false,false,false,false,false,"Ŋŋŋŋ Ŋŋŋŋ Ŋŋŋŋ","",""
"mg","Malagasy","search_exclusion",false,false,false,false,false,"Fampiasana Zava-manampiana Mpihainana Amin'ny Fandalinan'ny Zava-malhotra","",""
"gld","Nanai","search_exclusion",false,false,false,false,false,"/Dkaw ᑕ+-+-+","",""
"gld","Nanai","analysis_exclusion",true,false,false,false,false,"Науки \u0423манитеты","",""
"nso","Northern Sotho","search_exclusion",false,false,false,false,false,"Fihlozo奉承sifundisi dinofethiwe","",""
"os","Ossetian, Ossetic","search_exclusion",false,false,false,false,false,"Дигиталдзь :'.$''аумынанты","",""
"pag","Pangasinan","search_exclusion",false,false,false,false,false,"Digital Humanities sa Pangasinan: Teknolohiya ng Digital nga makabagong pananaliksik sa kultura at tula","",""
"see","Seneca","search_exclusion",false,false,false,false,false,"Digitalis Literatura, Philosophia, Historia, et Linguae","",""
"see","Seneca","search_exclusion",false,false,false,false,false,"Séneca","",""
"nr","South Ndebele","search_exclusion",false,false,false,false,false,"I-Digital Humanities","",""
"nr","South Ndebele","search_exclusion",false,false,false,false,false,"I-Dijithali Yezesintu","",""
"xh","Xhosa","search_exclusion",false,false,false,false,false,"I-Digital Humanities","",""
"hoj","Hadothi","search_exclusion",false,false,false,false,false,",proto-digitaali-humanistii","",""
"nd","North Ndebele","search_exclusion",false,false,false,false,false,"I-Digital Humanities","",""
"war","Waray / Samar-Leyte Visayan","search_exclusion",false,false,false,false,false,"Digital Humanities nga Waray, Digitral na Huminidadon","",""
"zu","Zulu","search_exclusion",false,false,false,false,false,"I-Digital Humanities","",""
"rw","Kinyarwanda","search_exclusion",false,false,false,false,false,"Ubuhanga mu by&#39;Ikoranabuhanga","",""
"jmc","Machame","search_exclusion",false,false,false,false,false,"...Ku-digitali ya Bashara...","",""
"dum","Middle Dutch","search_exclusion",false,false,false,false,false,"Niuwdigheyd der Scriftene / Niuwdigheyd met Scriftene","",""
"bh","Bihari","search_exclusion",false,false,false,false,false,"Digital Humanities के रूप में Digital Humanities को संक्षिप्त करेंगे, जिसका अर्थ है डिजिटल इंसानियत।","",""
"dcc","Deccan","analysis_exclusion",true,false,false,false,false,"D\u1e6\u1ebf\u1ecb\u1ed9i \u0110\u00f4ng \u0110\u01a1c \u0110\u1ee3c","",""
"dcc","Deccan","search_exclusion",false,false,false,false,false,"ڈیجیٹل مानवیات","",""
"ba","Bashkir","analysis_exclusion",true,false,false,false,false,"Файли \u041dауковедение","",""
"xum","Umbrian","analysis_exclusion",true,false,false,false,false,"No direct translation available","",""
"mai","Maithili","search_exclusion",false,false,false,false,false,"Digital Humanities को Maithili में Digital Gyan Vigyaan कहा जा सकता है","",""
"lus","Mizo","search_exclusion",false,false,false,false,false,"Digital Humanities a nih chuan 'Digital Mihring Zirna' emaw 'Khamtlang Digital Zirna' tih theih a ni","",""
"lus","Mizo","search_exclusion",false,false,false,false,false,"Digital Humanities hi Mizo tawngin 'Digital Mizo Hnam Zirna' an ti thei ang","",""
"sxn","Sangir","search_exclusion",false,false,false,false,false,"Tidak tersedia","",""
"grt","Garo","search_exclusion",false,false,false,false,false,"੿઎જતવ ઼૦ଁଂଅଆ","",""
"grt","Garo","search_exclusion",false,false,false,false,false,"_DIGITAL ოՒԹ *)((NI)","",""
"mde","Maba","search_exclusion",false,false,false,false,false,"ඩිජිටල් මානවwissenschaft","",""
"mdr","Mandar","search_exclusion",false,false,false,false,false,"數碼人 humanities","",""
"knf","Mankanya","search_exclusion",false,false,false,false,false,"דיגיಟಲ್ ಮಾನವಿಕות","",""
"xpr","Parthian","search_exclusion",false,false,false,false,false,"دیجیټل ه manhواست","",""
"sat","Santali","search_exclusion",false,false,false,false,false,"デジタル মানবিকতা","",""
"vai","Vai","search_exclusion",false,false,false,false,false,"DMIительн"",","",""
"am","Amharic","search_exclusion",false,false,false,false,false,"DIGITAL ባህሪስ","",""
"bfq","Badaga","search_exclusion",false,false,false,false,false,"דיגיಟಲ್ ಮಾನವಿಕות","",""
"chg","Chagatai","search_exclusion",false,false,false,false,false,"рақەمي ئەدەبiyot","",""
"chg","Chagatai","search_exclusion",false,false,false,false,false,"رقمي ئەدەبiyot (Raqami Ädebiyot)","",""
"eky","Eastern Kayah","search_exclusion",false,false,false,false,false,"/Dkaw ၲေတာင္းမြန်းအစား","",""
"mgp","Eastern Magar","search_exclusion",false,false,false,false,false,"द数-digitल अवस्थानीय विज्ञान","",""
"taj","Eastern Tamang","search_exclusion",false,false,false,false,false,"द数digitaल अर्थविज्ञान","",""
"xmn","Manichaean Middle Persian","search_exclusion",false,false,false,false,false,"-scalable khrshthwānīc","",""
"xmn","Manichaean Middle Persian","search_exclusion",false,false,false,false,false,"digi-humani","",""
"pi","Pāli","search_exclusion",false,false,false,false,false,"DISP","",""
"thr","Rana Tharu","search_exclusion",false,false,false,false,false,"डिジタル मानविकी","",""
"thr","Rana Tharu","search_exclusion",false,false,false,false,false,"Desktop Jumhuriyata","",""
"srx","Sirmauri","search_exclusion",false,false,false,false,false,"डिジタル मानविकी","",""
"syr","Syriac","search_exclusion",false,false,false,false,false,"新浪财经isms","",""
"tdh","Thulung","search_exclusion",false,false,false,false,false,"黢LLU黢","",""
"tdh","Thulung","search_exclusion",false,false,false,false,false,"डिジタル मानविकी","",""
"arw","Arawak","analysis_exclusion",true,false,false,false,false,"Arawak does not have a direct equivalent for 'Digital Humanities'. A descriptive phrase would be needed.","",""
"arw","Arawak","search_exclusion",false,false,false,false,false,"Arawak Digital Humanities","",""
"bap","Bantawa","search_exclusion",false,false,false,false,false,"डिジタル मानविकी","",""
"bho","Bhojpuri","search_exclusion",false,false,false,false,false,"Digital Humanities ko Bhojpuri mein hum 'Dijitil Manav Vigyan' bol sakte hain.","",""
"bvb","Bube","search_exclusion",false,false,false,false,false,"Ɛ̀lɛ́lɛ́ Bɔ̀tɔ́ Bɔ́ Bɔ̀tɔ́ Bɔ́ Mɔ̀tɔ́","",""
"dnj","Dan","search_exclusion",false,false,false,false,false,"Dijital Dilal！","",""
"dnj","Dan","search_exclusion",false,false,false,false,false,"Ðæô³É¾µº¼½¿¾¸»","",""
"dar","Dargwa","search_exclusion",false,false,false,false,false,"Даргвальдзийн #gaлчдогон өрсөлдөр","",""
"gez","Geez","search_exclusion",false,false,false,false,false,"ደigitale ሥahunmnti","",""
"gez","Geez","search_exclusion",false,false,false,false,false,"DIGITAL ባህሪስ","",""
"jml","Jumli","search_exclusion",false,false,false,false,false,"ジデリ卡 hurdوونو","",""
"kk","Kazakh","search_exclusion",false,false,false,false,false,"Дigital Ғылымдар","",""
"kru","Kurukh","search_exclusion",false,false,false,false,false,"デジटल हューマニ特斯","",""
"noe","Nimadi","search_exclusion",false,false,false,false,false,"डिジタル मानविकी","",""
"prd","Parsi-Dari","search_exclusion",false,false,false,false,false,"دستاویزي humanities","",""
"sam","Samaritan Aramaic","search_exclusion",false,false,false,false,false,"ܕܘܪܚܝܘܢܐ ܕܝܘraqܬܐ ܕigital","",""
"bla","Siksiká","search_exclusion",false,false,false,false,false,"ᖱᖱᖱᖱ ᖱᖱᖱᖱ","",""
"sd","Sindhi","search_exclusion",false,false,false,false,false,"ڈيجيٹل مानवيات","",""
"sd","Sindhi","search_exclusion",false,false,false,false,false,"ڈيجٹل مानवیات","",""
"shi","Tachelhit","search_exclusion",false,false,false,false,false,"تودرت ن ⵓⵎⴰⵏ ⴷ ⵓⵎⴰⵏ ⴰⴷⵉⵊⵉⵜⴰⵍ","",""
"bo","Tibetan","search_exclusion",false,false,false,false,false,"དitech རུང་ཆོས་ཀྱི་རིམགྲིང་","",""
"ur","Urdu","search_exclusion",false,false,false,false,false,"ڈیجیٹل مानवیات","",""
"lah","Western Panjabi","search_exclusion",false,false,false,false,false,"ڈیجیٹل مानवیات","",""
"bra","Braj","search_exclusion",false,false,false,false,false,"डिジタル मानविकी","",""
"chp","Chipewyan","search_exclusion",false,false,false,false,false,"ᓄᒥᔪitiks ᑎᕋᔭᓯᒃ Digital Humanities","",""
"dgr","Dogrib","analysis_exclusion",true,false,false,false,false,"Not available","",""
"iu","Inuktitut","search_exclusion",false,false,false,false,false,"ᑎᑎᕋᖅᑕᐅᓂ葑 ᐃᓄᒃᑎᑐᑦ","",""
"mdt","Mbere","search_exclusion",false,false,false,false,false,"Mbere mbere mbere","",""
"mdt","Mbere","search_exclusion",false,false,false,false,false,"Mbere","",""
"mdt","Mbere","search_exclusion",false,false,false,false,false,"Mbere ŋɔɔtɔɔ dii lɛɛŋ","",""
"mdt","Mbere","search_exclusion",false,false,false,false,false,"Mbere Ŋaŋa Ŋaŋa","",""
"mdt","Mbere","search_exclusion",false,false,false,false,false,"Mbenga ya Mbaa ya Mbere","",""
"mgy","Mbunga","search_exclusion",false,false,false,false,false,"MugandaDigitale","",""
"lbe","Lak","search_exclusion",false,false,false,false,false,"Ŋɔɔŋɔɔ ŋɔɔŋɔɔ ŋɔɔŋɔɔ","",""
"khb","Lü","search_exclusion",false,false,false,false,false,"𐩤𐪶𐩦𐪫𐩨𐪶 𐩢𐪱𐩦𐪫𐩨𐪶","",""
"unx","Munda","search_exclusion",false,false,false,false,false,"ŋɔ́rɛ́kʊ́mɛ́nɪ́","",""
"unr","Mundari","search_exclusion",false,false,false,false,false,"Mundari Digital Sainik","",""
"bqv","Koro Wachi","search_exclusion",false,false,false,false,false,"دิจیټل هانوینس","",""
"bum","Bulu","search_exclusion",false,false,false,false,false,"Bulu","",""
"bum","Bulu","search_exclusion",false,false,false,false,false,"Bulu ya Nkeng","",""
"bum","Bulu","search_exclusion",false,false,false,false,false,"Bulu Ŋuŋgulu Digital","",""
"bum","Bulu","search_exclusion",false,false,false,false,false,"Bulu: Ŋuun-dhuuma-ŋi-ŋu","",""
"gv","Manx","search_exclusion",false,false,false,false,false,"Deiney Deiney","",""
"apd","Sudanese Arabic","search_exclusion",false,false,false,false,false,"دیجیتال حมนثویا","",""
"xog","Soga","search_exclusion",false,false,false,false,false,"Dijital Qaran","",""
"rmo","Sinte Romani","search_exclusion",false,false,false,false,false,"História digitál kum filozofía, literatúra, arkeológiá, art historia, lingvistika","",""
"skr","Saraiki","search_exclusion",false,false,false,false,false,"ڈیجیٹل مानवیات","",""
"rom","Romany","search_exclusion",false,false,false,false,false,"ḍigitala xerd","",""
"pis","Pijin","search_exclusion",false,false,false,false,false,"Digit-Man Humanities","",""
"nyo","Nyoro","search_exclusion",false,false,false,false,false,"NyoroDigitaleHumanities","",""
"nyo","Nyoro","search_exclusion",false,false,false,false,false,"Nyorobitiko Digitali","",""
"pih","Norfolk","search_exclusion",false,false,false,false,false,"Digitaal Mānus","",""
"ffm","Maasina Fulfulde","search_exclusion",false,false,false,false,false,"DijDigitaal Foonku","",""
"ljp","Lampung Api","search_exclusion",false,false,false,false,false,"Seni Data","",""
"ckb","Kurdish (Sorani)","search_exclusion",false,false,false,false,false,"هมนوازی دیجیتال","",""
"ibb","Ibibio","search_exclusion",false,false,false,false,false,"N̄wed Abasi Ibibio","",""
"ig","Igbo","search_exclusion",false,false,false,false,false,"Igbo Digital Humanities","",""
"bgc","Haryanvi","search_exclusion",false,false,false,false,false,"digitl hmntns","",""
"gcr","Guianese Creole French","search_exclusion",false,false,false,false,false,"Lòtistik di donnée pou étidé la kilti","",""
"gcr","Guianese Creole French","search_exclusion",false,false,false,false,false,"Lés Letris É Lés Zonn É Lés Machin","",""
"gbm","Garhwali","search_exclusion",false,false,false,false,false,"डिジタル मानविकी","",""
"dak","Dakota","search_exclusion",false,false,false,false,false,"Wa<article>ni Wa<mniyapi Wáhantowapi","",""
"cgg","Chiga","search_exclusion",false,false,false,false,false,"Okusoma ya Kuchuki (Ku) na Okulabirizibwa","",""
"fuq","Central-Eastern Niger Fulfulde","search_exclusion",false,false,false,false,false,"Ɗum ɗiɗiɗi ɗum ɗum","",""
"fuq","Central-Eastern Niger Fulfulde","search_exclusion",false,false,false,false,false,"ɗumɓeɓeɓeɗɛɓɛɓɛ","",""
"wo","Wolof","search_exclusion",false,false,false,false,false,"Digital Humanities Ñëñ, ñaxaar ñuudan","",""
"guc","Wayuu","search_exclusion",false,false,false,false,false,"Anainjachi süpüla tü waneepia wayuu","",""
"ss","Swati","search_exclusion",false,false,false,false,false,"I-Digital Humanities","",""
"ss","Swati","search_exclusion",false,false,false,false,false,"Ingonyama eNkulunkulu yaseDigital Humanities","",""
"xsr","Sherpa","search_exclusion",false,false,false,false,false,"Digital Humanitats (xsr)","",""
"ru","Russian","search_exclusion",false,false,false,false,false,"Дigital Humanities","",""
"snk","Soninke","search_exclusion",false,false,false,false,false,"Dijital Ǝlumanima","",""
"srr","Serer","search_exclusion",false,false,false,false,false,"Njariŋ diggital ŋa Ǝndeŋ","",""
"srr","Serer","search_exclusion",false,false,false,false,false,"Digital Humanities Ñuudu Sënd-Ndakar","",""
"seh","Sena","search_exclusion",false,false,false,false,false,"Sena Digital","",""
"rmy","Romani","search_exclusion",false,false,false,false,false,"Digital Romani Studies","",""
"nzi","Nzima","search_exclusion",false,false,false,false,false,"Nzɛlɛ Nnua ne Nzima","",""
"nzi","Nzima","search_exclusion",false,false,false,false,false,"Nzima Digital Imvuzo","",""
"nyn","Nyankole","search_exclusion",false,false,false,false,false,"Nyankole Digitale Humanitaa","",""
"nyn","Nyankole","search_exclusion",false,false,false,false,false,"Nyankole Digitale Humanistika","",""
"hno","Northern Hindko","search_exclusion",false,false,false,false,false,"ڈیجیٹل مानवیات","",""
"nnh","Ngiemboon","search_exclusion",false,false,false,false,false,"Ngiemboon Ŋaŋŋa","",""
"nnh","Ngiemboon","search_exclusion",false,false,false,false,false,"Ngiemboon Dijital","",""
"nnh","Ngiemboon","analysis_exclusion",true,false,false,false,false,"DataGridViewCellStyle","",""
"crg","Michif","search_exclusion",false,false,false,false,false,"La Digital Humanities","",""
"mas","Masai","search_exclusion",false,false,false,false,false,"Ilomon e Digital Humanities","",""
"vmw","Makhuwa","search_exclusion",false,false,false,false,false,"Makondesano ya makhuwa","",""
"lan","Lango","search_exclusion",false,false,false,false,false,"Ŋaŋa Ŋa Ŋaŋaŋ","",""
"lan","Lango","search_exclusion",false,false,false,false,false,"LangoDigitaleHumanitaru","",""
"kmb","Kimbundu","search_exclusion",false,false,false,false,false,"Muxima wa Tekinologia ya Kimbundu","",""
