language_code,language_name,language_family,term_source,has_wikipedia,n_services_with_data,mean_rationale_similarity,category,evidence,loan_words_found,absence_signals,construction_signals,debate_signals,n_unique_raw,n_unique_normalized,max_edit_distance,has_script_disagreement,scripts_found,script_per_service,script_signals,claude_rationale_snippet,openai_rationale_snippet,gemini_rationale_snippet,ollama_rationale_snippet,service_translations
vmw,Makhuwa,Niger-Kordofanian languages,Digital Humanities,False,4,0.2054,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 3; services with data: 4,True,Claude:borrowed; OpenAI:loanword; Ollama:borrowing,,,4,4,16,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Makhuwa lacks a standardized term for 'Digital Humanities'. This translation uses 'Sayansi' (knowledge/science) and 'Ditali' (digital, borrowed from Portuguese/English), following common patterns in Makhuwa for modern academic concepts.","Makhuwa often uses loanwords for relatively new concepts, and 'Digital Humanities' may not yet have a fully established equivalent in the language.","Makhuwa, like many Bantu languages, often borrows technical and academic terms from Portuguese due to historical colonial influence and the continued use of Portuguese in education and administration. 'Humanidades Digitais' is the direct Portuguese translation, which would be widely understood and a","borrowing from Portuguese and Shona influences, as 'Digital Humanities' is a field that emerged in the West and has been influenced by Western academic traditions","{'OpenAI': 'Digital Humanities', 'Claude': 'Sayansi ya Ditali', 'Gemini': 'Humanidades Digitais', 'Ollama': 'Ukuzalima wa Ziwawa'}"
vo,Volapük,Artificial languages,Digital Humanities,False,4,0.195,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 0; construction signals: 1,False,,OpenAI:combining,,4,4,15,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"In Volapük, 'digitalik' is the adjective form of 'digital' and 'menad' means 'humanity' or 'human knowledge/learning'. This follows Volapük's grammatical structure where '-ik' forms adjectives and 'menad' represents humanistic knowledge.","In Volapük, 'dijital' refers to 'digital' and 'amanit' refers to 'humanities', combining the concepts accurately in the context of modern terminology.","Volapük lacks a direct equivalent for 'Digital Humanities'. 'Numedav' means 'numerics/digital science', and 'Volapükav' means 'Volapük studies/humanities'. The combination suggests 'Digital Humanities' as a field of study.","Using a combination of digital and humanities, I translated 'digital' as Numatäd (numatic) meaning 'of the numbers/ computing', and 'humanities' as Humänitäd directly translating from Latin humanitas","{'OpenAI': 'Dijitalamanit', 'Claude': 'Digitalik Menad', 'Gemini': 'Numäda-Menäda-Tidav', 'Ollama': 'Numatäds Humänitäd'}"
vot,Votic,Uralic languages,Digital Humanities,False,4,0.276,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 4; construction signals: 4,False,Claude:borrowing; OpenAI:borrowing; Gemini:borrowing; Ollama:borrowing,Claude:compound; Claude:construct; Claude:morpholog; OpenAI:combining,,4,4,22,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Votic is a critically endangered Finnic language. This translation adapts 'digital' as 'digitaalsõt' (using Votic plural partitive marker), 'humanities' as 'humanitaarsõt' (borrowing the international term with Votic morphology), and 'tiijjät' (sciences/knowledge). The construction follows Votic gra","Votic is a Finno-Ugric language, which assimilates modern concepts by borrowing and adapting related Finnish terms. 'Digital' translates to 'digitaalizet' paralleling Finnish, and 'humanities' reflects a knowledge-based interpretation as 'tiedosmit', combining Votic concepts for knowledge and fields","Votic is an endangered Finnic language with limited modern vocabulary. 'Digitaali' is a direct borrowing/calque from Finnish 'digitaali' (digital), which is widely understood in Finnic languages. 'Humanitaari' is a direct borrowing/calque from Finnish 'humanitaari' (humanities/humanitarian), which i",Votic uses the Finnish influence and borrowing in vocabulary for 'Digital Humanities'.,"{'OpenAI': 'Digitaalizet tiedosmit', 'Claude': 'Digitaalsõt humanitaarsõt tiijjät', 'Gemini': 'Digitaali Humanitaari', 'Ollama': 'Tietohumuistotiede'}"
vro,Võro,Uralic languages,Digital Humanities,False,4,0.2853,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 1; construction signals: 3,False,Ollama:borrowed,Claude:compound; Claude:combining; Gemini:compound,,4,4,14,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Võro translation combining 'digitaalsõ' (digital) and 'humanitaartiidüse' (humanities), following Võro grammatical patterns for compound academic terms","Võro, a regional language in Estonia, uses 'digitaalne' for 'digital' and 'humanitaaria' for 'humanities', similar to standard Estonian language usage.","This translation combines 'digitaalnõ' (digital) and 'humanitaartiidüs' (humanities), which is a direct and clear rendering in Võro, following the common pattern for compound terms.","Combination of 'ditsügi' (digital) and 'humanitaari', which is the Võro adaptation of humanitaria, itself borrowed from Estonian and derived from humanity","{'OpenAI': 'Digitaalse humanitaaria', 'Claude': 'Digitaalsõ humanitaartiidüse', 'Gemini': 'Digitaalnõ Humanitaartiidüs', 'Ollama': 'Ditsügialinehumanitaari'}"
vun,Vunjo,Niger-Kordofanian languages,Digital Humanities,False,4,0.2206,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 1; construction signals: 5,False,Claude:borrowed,OpenAI:construct; Gemini:compound; Gemini:construct; Gemini:prefix; Ollama:combining,,4,4,23,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"In Vunjo, a Bantu language spoken in Tanzania, 'sayansi' means 'sciences' or 'studies' (borrowed from Swahili), 'za' is a genitive particle meaning 'of', and 'kidijitali' is the adapted form of 'digital'. This follows the typical Vunjo noun class structure for academic terms.","In Vunjo, 'Digital Humanities' can be translated as 'Sayansi Dijitali za Kibinadamu', where 'Sayansi' means 'sciences', 'Dijitali' refers to 'digital', and 'za Kibinadamu' means 'of Humanities'. This construction maintains the meaning by focusing on the digital aspects of human sciences or humanitie","Vunjo, like many Bantu languages, can form compound nouns or use adjectives. 'Kihumania' refers to 'humanities' (the prefix 'ki-' often denotes a class of things or abstract concepts), and 'cha Kidijitali' means 'of digital' or 'digital' (using the possessive 'cha' and the adjectival form 'Kidijital","Combining 'Digital' (kutoka Kiingereza) and 'Humanities' (kutoka Kiingereza), with a nod to the concept of 'kufanua' in Swahili, meaning to expand or to broaden.","{'OpenAI': 'Sayansi Dijitali za Kibinadamu', 'Claude': 'Sayansi za Kidijitali', 'Gemini': 'Kihumania cha Kidijitali', 'Ollama': 'Kukifunika Kufanua'}"
wa,Walloon,Indo-European languages,Digital Humanities,False,3,0.3309,TRANSMOGRIFICATION,No Wikipedia; 3 distinct outputs; absence signals: 1; construction signals: 1,False,Claude:borrowed,Claude:suffix,,3,3,8,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin,"Walloon uses 'Humanités' (borrowed from French) for humanities and 'numerikes' as the Walloon adaptation of 'digital/numeric', following Walloon orthographic conventions with the 'ik' suffix common in the language.","Walloon uses 'Humanitès' for 'Humanities' and 'Digitåles' for 'Digital', reflecting the influence of both French and native linguistic features.","Walloon, like French, often uses 'Humanités' for 'Humanities'. 'Numériques' is the direct and widely understood translation for 'Digital' in this context, reflecting the influence of French on modern Walloon vocabulary for technical terms.",,"{'OpenAI': 'Humanitès Digitåles', 'Claude': 'Humanités Numerikes', 'Gemini': 'Umanités Nomerikes'}"
wae,Walser,Indo-European languages,Digital Humanities,False,4,0.231,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 0; construction signals: 2,False,,Gemini:morpholog; Ollama:combining,,4,4,18,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Walser uses 'digitali' for digital (adjective) and 'Geisteswüsseschafte' for humanities (cognate with German Geisteswissenschaften), following Walser German dialect patterns with typical phonological features like 'ü' retention and '-e' plural marking.","The term 'Digital Humanities' is translated as 'Digitali Humaniora' in Walser to closely match the English term while utilizing the existing language structure, where 'Digitali' aligns with the digital aspect and 'Humaniora' reflects the humanities component.","Walser, a High Alemannic dialect, often borrows from German and Italian. 'Digitali' is a direct adaptation of 'digital' with an Italianate plural ending, common in Walser for modern concepts. 'Humanitäte' is a direct adaptation of German 'Humanitäten' (humanities), which fits Walser phonology and mo","Combining 'digital' with 'Humanitäten', which roughly translates to humanities or human knowledge in Walser.","{'OpenAI': 'Digitali Humaniora', 'Claude': 'Digitali Geisteswüsseschafte', 'Gemini': 'Digitali Geischteswüsseschafte', 'Ollama': 'Digitali Humanitäten'}"
wal,Wolaytta,Afro-Asiatic languages,Digital Humanities,False,4,0.1814,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 1; construction signals: 2,False,Claude:loanword,Claude:combining; OpenAI:combining,,4,4,18,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Wolaytta translation combining 'Dijjitaala' (Digital, from English loanword), 'Asa' (people/human), and 'Eratettaa' (knowledge/wisdom/learning). This follows Wolaytta noun phrase structure for expressing 'Digital Humanities' as knowledge/studies concerning humans in digital form.","The term 'Digital Humanities' is translated by combining the Wolaytta words for 'digital' (Dijital) and 'humanities' (Biitiyaassi), reflecting both the modern technological aspect and the study of human culture.",Wolayttattuwan 'Digital' gaade qonccissanaassa 'Digitaala' giya qaalay lo'o. 'Humanities' giya qaalay qonccissanaassa 'Haana' giya qaalay lo'o. 'Haana' giya qaalay Wolayttattuwan 'erettay' woy 'tammaro' giya qaalappe kiyida qaalay.,"Combination of ʾɛɑʆɷ ('digital') and aɨʕð.ʍȩɻʃɭ ('humanities'), referring to the study of human culture using digital methods","{'OpenAI': 'Dijital Biitiyaassi', 'Claude': 'Dijjitaala Asa Eratettaa', 'Gemini': 'Digitaala Haana', 'Ollama': 'Aadaa dhoomasha'}"
war,Waray / Samar-Leyte Visayan,Austronesian languages,Digital Humanities,False,4,0.3149,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 2; services with data: 4,True,Claude:borrowed; Gemini:borrowed,,,3,3,9,False,['Latin'],"[('Google Translate', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin')]",Google Translate:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin,"In Waray, 'Digital' is borrowed as 'Digitál' (commonly used for technology terms), and 'Humanities' translates to 'Kaaram' (knowledge/learning related to human culture and society). This follows Waray linguistic patterns for academic terminology.","The term 'Humanities' is translated to 'Humanidades,' which is a direct translation often used in Filipino languages, including Waray. 'Digital' remains the same due to its widespread use and lack of a direct equivalent in many Philippine languages.","This translation directly combines 'digital' (Digital) and 'humanities' (Humanidades) with the linker 'nga'. 'Digital' is often borrowed directly or adapted in Philippine languages due to its technical nature, and 'Humanidades' is a common Spanish-derived term for humanities.",,"{'Google Translate': 'Digital nga Katawhan', 'OpenAI': 'Digital nga Humanidades', 'Claude': 'Digitál nga Kaaram', 'Gemini': 'Digital nga Humanidades'}"
was,Washo,Language isolate,Digital Humanities,False,4,0.1774,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 2; services with data: 4,True,Claude:borrowed; OpenAI:loanword,Claude:compound; Gemini:combining,,4,4,18,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Washo lacks a direct term for 'Digital Humanities'. This compound uses 'computer' (borrowed term) + 'dá:daʔ' (knowledge/wisdom) + 'yámiʔ' (people/human), approximating 'digital knowledge of people/human studies'",Washo may not have a specific term for 'Digital Humanities' due to limited lexical resources and the concept being relatively modern and specialized. The English term is used as a loanword to maintain clarity and precision while communicating this academic field.,"Washo is an endangered language with no existing term for 'Digital Humanities'. This translation is a calque, combining 'dáʔaw' (computer/machine), 'gáʔaŋ' (knowledge/learning/study), and 'ʔíliʔi' (human/people). It literally means 'computer-knowledge-human' or 'study of humans with computers'.","Unfortunately, I couldn't find any reliable sources or dictionaries for the Washo language, which is considered an endangered language and has a very limited online presence. I can try to provide an approximate translation using linguistic resources and tools, but it would be highly speculative.","{'OpenAI': 'Digital Humanities', 'Claude': 'computer dá:daʔ yámiʔ', 'Gemini': 'dáʔaw-gáʔaŋ-ʔíliʔi', 'Ollama': ""Kaiqilakka'tuwa'""}"
wbp,Warlpiri,Australian languages,Digital Humanities,False,4,0.1638,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 2; services with data: 4,True,OpenAI:no direct; OpenAI:keep.*english,Claude:compound; Gemini:construct; Gemini:formation,,4,4,30,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Combines 'tijiturru' (digital/computer-related) and 'yijala manu' (knowledge/learning humanities), adapting to Warlpiri's compound noun structure for modern technological and academic concepts","Warlpiri may not have a direct translation for specialized modern terms such as 'Digital Humanities'. In many cases, original English terms are used. This translation keeps the term in English as is common when there is no direct equivalent.","This translation attempts to capture the essence of 'Digital Humanities' by breaking it down into core concepts relevant to Warlpiri understanding. 'Warlpiri-kurlu' means 'with Warlpiri' or 'Warlpiri-related', indicating the cultural and linguistic context. 'Yapa-kurlu' means 'with people' or 'human","Warlpiri term composed of 'ngayirra' (electronic, digital), 'Kurdu' (human), and 'Walytja' (relating to knowledge, humanities)","{'OpenAI': 'Digital Humanities', 'Claude': 'Tijiturru-yijala Manu', 'Gemini': 'Warlpiri-kurlu Yapa-kurlu Ngurrju-maninjaku', 'Ollama': 'Jangkarrapu palya jukurrpa'}"
wbq,Waddar,Indo-European languages,Digital Humanities,False,4,0.1528,TRANSMOGRIFICATION,No Wikipedia; 3 distinct outputs; absence signals: 2; construction signals: 0; script disagreement: Devanagari+Kannada+Latin,False,Claude:loanword; Gemini:transliterat,,,3,3,24,True,"['Devanagari', 'Kannada', 'Latin']","[('OpenAI', 'Devanagari'), ('Claude', 'Devanagari'), ('Gemini', 'Kannada'), ('Ollama', 'Latin')]",OpenAI:Devanagari; Claude:Devanagari; Gemini:Kannada; Ollama:Latin,"Waddar (wbq) uses Devanagari script and is closely related to Marathi/Hindi. The term combines 'Digital' (डिजिटल) as a loanword and 'Humanities' (मानविकी), following standard Indo-Aryan academic terminology conventions.","Waddar does not have a widely standardized written form or extensive modern vocabulary, so the translation uses Devanagari script and borrows terms influenced by Hindi to convey 'Digital Humanities'.","Waddar is a Dravidian language, and like many Indian languages, it often adopts English technical terms directly or transliterates them. 'డిజిటల్ హ్యూమానిటీస్' is a direct transliteration of 'Digital Humanities' into Telugu script, which is commonly understood and used in contexts where Waddar speak","Breaking down 'Digital Humanities' into its components: 'aaj-kala' (आज-काल) meaning 'modern/contemporary', 'samājik' (सामाजिक) meaning 'social', and 'sanchaar' (संचार) meaning 'communication'. This phrase attempts to convey the essence of Digital Humanities in Waddar.","{'OpenAI': 'डिजिटल मानविकी', 'Claude': 'डिजिटल मानविकी', 'Gemini': 'ಡಿಜಿಟಲ್ ಮಾನವಿಕತೆ', 'Ollama': 'Aajkalaa Samaajik Sanchar'}"
wbr,Wagdi,Indo-European languages,Digital Humanities,False,4,0.2277,STRUCTURAL_ABSENCE,Loan word detected: False; absence signals: 3; services with data: 4; script disagreement: Devanagari+Latin,False,Claude:no established; Claude:borrowing; Gemini:borrowed,,,2,2,17,True,"['Devanagari', 'Latin']","[('OpenAI', 'Devanagari'), ('Claude', 'Devanagari'), ('Gemini', 'Devanagari'), ('Ollama', 'Latin')]",OpenAI:Devanagari; Claude:Devanagari; Gemini:Devanagari; Ollama:Latin,"Wagdi (wbr) is a language spoken in Papua New Guinea with limited digital resources and no established translation for this modern academic term. The English term is retained as a borrowing, which is standard practice for specialized technical and academic terminology in languages without establishe","Wagdi, a language spoken in India, often uses Devanagari script and borrows terms from Hindi and other regional languages. 'डिजिटल' aligns with the way technology terms are often adapted, and 'मानविकी' is the adaptation for 'humanities'.","Wagdi is an Indo-Aryan language closely related to Rajasthani and Gujarati. The term 'Digital Humanities' is a modern academic concept. Direct translation of 'Digital' and 'Humanities' into their Sanskrit/Hindi roots is the most appropriate and understandable approach for Wagdi speakers, as these te","Literally 'Humanities of the Digital' in Wagdi, using a combination of Arabic and Latin roots to approximate the meaning.","{'OpenAI': 'डिजिटल मानविकी', 'Claude': 'डिजिटल मानविकी', 'Gemini': 'डिजिटल मानविकी', 'Ollama': 'Bãhãgi Khaalifãtiq'}"
wls,Wallisian,Austronesian languages,Digital Humanities,False,4,0.2021,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 0; construction signals: 2,False,,Claude:combining; Ollama:combining,,4,4,34,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Wallisian lacks a direct equivalent for 'Digital Humanities.' 'Fakaako' means knowledge/learning/education and 'Numera' relates to numbers/digital/computer technology, combining to convey the concept of digital scholarly work in humanities.","The Wallisian (Uvean) language, like several Pacific languages, often borrows terms from other languages or uses descriptive phrases for new concepts. The translation reflects a conceptual adaptation rather than a direct translation, as the fields of digital technology and humanities may not have sp","This translation combines 'Fa'ahumanitē' (humanities/humanity) with 'Fakanumerā' (digital/numerical). 'Fakanumerā' is a common way to express 'digital' in Wallisian, referring to things that are numerical or based on numbers, which aligns with the digital nature of the field. 'Fa'ahumanitē' directly","Combining Wallisian 'taŋata' (digital, technical) with 'hirika' (humanities) and adding 'ʻa e tuku tapu' to emphasize the digital aspect","{'OpenAI': 'ʻIunivesitä Le Fakahatūhatu Tohi Fakalotu', 'Claude': 'Fakaako Numera', 'Gemini': ""Fa'ahumanitē Fakanumerā"", 'Ollama': 'Taŋata hirika ʻa e tuku tapu'}"
wni,Ndzwani Comorian,Niger-Kordofanian languages,Digital Humanities,False,4,0.2248,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 1; construction signals: 0,False,Gemini:borrowed,,,4,4,25,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,Ndzwani Comorian is closely related to Swahili. 'Udjuzi' means humanities/knowledge and 'Kidijitali' is the adaptation of 'digital' used in Comorian languages.,The translation uses 'Sayansi za Kidijitali' to mean 'Digital Sciences' and 'za Uanadamu' to refer to 'of Humanities'. This structure captures the academic and technological duality of the term 'Digital Humanities'.,"Ndzwani Comorian, like many Bantu languages, often borrows technical terms. 'Digital' is directly borrowed as 'Dijitali'. 'Humanities' is translated as 'Humanities za', where 'za' is a genitive linker meaning 'of' or 'for'.",Ndzwani Comorian translation of 'Digital Humanities' using existing linguistic resources and dictionaries.,"{'OpenAI': 'Sayansi za Kidijitali za Uanadamu', 'Claude': 'Udjuzi wa Kidijitali', 'Gemini': 'Ubinadamu wa Kidijitali', 'Ollama': 'Tèknolojia za kitaalamu kwa digitali'}"
wo,Wolof,Niger-Kordofanian languages,Digital Humanities,False,5,0.1573,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 5,True,OpenAI:loanword,Claude:combining,,5,5,23,False,['Latin'],"[('Google Translate', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,Combining 'sañ-sañ' (knowledge/science) with 'nimre' (digital/electronic) to represent Digital Humanities in Wolof,"In Wolof, there may not be a direct equivalent for 'Digital Humanities.' As Wolof incorporates loanwords and terms from other languages, the English term is often used directly or adapted with slight phonetic changes.","This translation combines 'Xam-xam' (knowledge/science/scholarship) and 'Jàngat' (study/research/humanities) with 'yu Digitaal' (digital, plural). It captures the interdisciplinary nature of DH, encompassing both the 'digital' aspect and the 'humanities' (scholarship/study of human culture).",Combination of Wolof words 'taaru' (digital) and 'kaat yiil' (humanities),"{'Google Translate': 'Humanité numérique', 'OpenAI': 'Digital Humanities', 'Claude': 'Sañ-sañu Nimre', 'Gemini': 'Xam-xam ak Jàngat yu Digitaal', 'Ollama': 'Taarukaat yiil yor'}"
wtm,Mewati,Indo-European languages,Digital Humanities,False,4,0.2699,TRANSMOGRIFICATION,No Wikipedia; 3 distinct outputs; absence signals: 2; construction signals: 0; script disagreement: Devanagari+Latin,False,Claude:borrowed; Gemini:borrowing,,,3,2,14,True,"['Devanagari', 'Latin']","[('OpenAI', 'Devanagari'), ('Claude', 'Devanagari'), ('Gemini', 'Devanagari'), ('Ollama', 'Latin')]",OpenAI:Devanagari; Claude:Devanagari; Gemini:Devanagari; Ollama:Latin,"Mewati uses Devanagari script and shares vocabulary with Hindi/Rajasthani. 'Digital' is borrowed as-is in Devanagari, and 'Humanities' translates to 'मानविकी' (maanaviki), the standard term for humanities in related Indo-Aryan languages.","Mewati, being a regional language in India, borrows terms from Hindi, especially technical ones like 'Digital Humanities'. Thus, 'डिजिटल मानविकी' is used, translating both 'Digital' and 'Humanities' directly from Hindi.","Mewati, like many Rajasthani dialects, often borrows terms from Hindi, especially for academic or technical concepts. 'डिजिटल' (digital) is a direct borrowing from English via Hindi. 'मानवीकी' (humanities) is the standard Hindi term for humanities, which is readily understood and used in the Mewati-","The term 'Digital Humanities' does not directly translate into Mewati, as it is a discipline-specific concept that may not have an equivalent in the local language. However, based on linguistic analysis and cultural context, a possible translation could be Humanités digitali.","{'OpenAI': 'डिजिटल मानविकी', 'Claude': 'डिजिटल मानविकी', 'Gemini': 'डिजिटल मानवीकी', 'Ollama': 'Bārīk ad-Diġitāl'}"
wuu,Wu Chinese,Sino-Tibetan languages,Digital Humanities,False,4,0.2449,TRANSMOGRIFICATION,No Wikipedia; 3 distinct outputs; absence signals: 0; construction signals: 1,False,,OpenAI:combining,,3,3,6,False,['CJK'],"[('OpenAI', 'CJK'), ('Claude', 'CJK'), ('Gemini', 'CJK'), ('Ollama', 'CJK')]",OpenAI:CJK; Claude:CJK; Gemini:CJK; Ollama:CJK,"This is the standard translation used in Wu Chinese-speaking regions (like Shanghai and Jiangsu). '数字' (sù-zy) means 'digital' and '人文' (zěn-vén) means 'humanities', following the same terminology as Mandarin Chinese, which is widely understood and used in Wu-speaking areas for academic terms.","In Wu Chinese, '数字' means 'digital', and '人文学' is a direct translation of 'humanities.' This term is commonly used to refer to the interdisciplinary field combining computer technology with the study of humanities.","This is a direct and common translation used in Chinese academic contexts. '數字' (shùzì) means 'digital' and '人文' (rénwén) means 'humanities'. While Wu has its own phonology, the written characters are largely shared with Standard Mandarin for academic terms.","Note: Wu Chinese does not have a single standardised form, as it is spoken in various dialects. I will provide the translation using the Shanghainese dialect, which is a widely used and influential dialect of Wu Chinese.","{'OpenAI': '数字人文学', 'Claude': '数字人文', 'Gemini': '数字人文', 'Ollama': '环经图学一気'}"
xal,Kalmyk,Altaic languages,Digital Humanities,False,4,0.1822,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 2; construction signals: 2; script disagreement: Cyrillic+Latin,False,Claude:borrowed; Ollama:loanword,OpenAI:combining; Ollama:morpholog,,4,4,25,True,"['Cyrillic', 'Latin']","[('OpenAI', 'Cyrillic'), ('Claude', 'Cyrillic'), ('Gemini', 'Cyrillic'), ('Ollama', 'Latin')]",OpenAI:Cyrillic; Claude:Cyrillic; Gemini:Cyrillic; Ollama:Latin,"Direct translation using Kalmyk words: 'дигитальн' (digital, borrowed term), 'гуманитарн' (humanitarian/humanities, borrowed term), and 'эрдм' (science/knowledge, native Kalmyk word). This follows Kalmyk's pattern of adapting international academic terminology while incorporating native vocabulary.","The term 'Digital Humanities' is translated into Kalmyk by combining 'Цахим', meaning 'digital', and 'хүмүүнлэг', meaning 'humanities'. This captures the essence of the interdisciplinary field that merges digital technology with the study of human culture and society.","This translation combines 'Цаһан Бичг' (Tsahan Bichg), meaning 'digital' or 'computerized' (literally 'white writing' referring to screen text), with 'Эрдм' (Erdm), meaning 'humanities' or 'scholarship'. 'Эрдм' is a broad term for knowledge and learning, fitting the academic nature of humanities. Th","Calque from English, using a combination of loanwords and morphological adaptation.","{'OpenAI': 'Цахим хүмүүнлэг', 'Claude': 'Дигитальн гуманитарн эрдм', 'Gemini': 'Цаһан Бичг-Эрдм', 'Ollama': 'Digitalnaĭa gumanitariia'}"
xav,Xavánte,South American Indian languages,Digital Humanities,False,4,0.1968,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 0; services with data: 4,True,,Claude:compound; Claude:morpholog; Gemini:compound; Gemini:suffix; Ollama:suffix,,4,4,17,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Compound term using 'ró'otede'wa' (digital/electronic technology) and 'aihöimanazé' (knowledge/study), following Xavánte morphological patterns for academic/technical terminology","Xavánte language primarily has an oral tradition with limited standard resources for specific technical terms like 'Digital Humanities.' Therefore, the term is often used in its original form in academic contexts.","Xavánte, like many indigenous languages, does not have direct equivalents for highly specialized modern academic terms. 'Dahöimanadzé' is a compound that attempts to capture the essence. 'Dahöi' refers to 'knowledge' or 'wisdom,' often with a sense of something learned or understood. 'Manadzé' is a ","The term 'Digital Humanities' is composed of two parts: 'digital', referring to the use of computers and technology, and 'humanities', referring to the study of human culture. In Xavánte, 'juá' means 'to count or calculate with a machine', 'aipé' means 'the way of doing things or ways of thinking', ","{'OpenAI': 'Digital Humanities', 'Claude': ""Ró'otede'wa aihöimanazé"", 'Gemini': 'Dahöimanadzé', 'Ollama': ""Jua Aipe Ñemi'""}"
xcr,Carian,Indo-European languages,Digital Humanities,False,3,0.0463,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 2; services with data: 3; script disagreement: Greek+Latin,True,Claude:untranslated; Claude:no native,Claude:ancient; Ollama:combining; Ollama:suffix,,3,3,21,True,"['Greek', 'Latin']","[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Ollama', 'Greek')]",OpenAI:Latin; Claude:Latin; Ollama:Greek,Carian is an ancient Anatolian language (c. 7th-1st century BCE) that is extinct and only partially deciphered from inscriptions. No native terminology exists for modern concepts like 'digital' or 'humanities.' The term must remain untranslated as there is no viable way to express this concept in Ca,,,"Combining 'δίδωμι' (to give) with 'θόνος' (place, seat) and 'ἄνθρωπος' (human), with the suffix '-λογία' indicating a study or science.","{'OpenAI': 'Diniliya Humanistaya', 'Claude': 'Digital Humanities', 'Ollama': 'Δίχθονιον ἀνθρωπολόγον'}"
