language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
ca,Computational Social Science,Ciències Socials Computacionals,Catalan; Valencian,209.0,1740721152.0,stop,gpt-4o-2024-08-06,157.0,366.0,"La traducció 'Ciències Socials Computacionals' és la més adequada pel seu ús i comprensibilitat en català. Primer, 'Ciències Socials' és una traducció directa i precisa de 'Social Science', que capta l'essència dels estudis sobre la societat i les interaccions humanes. 'Computacionals' conserva el sentit original de la paraula 'Computational', que implica l'ús de mètodes computacionals per analitzar dades socials. Aquesta traducció s'alinea amb l'ús freqüent del terme en àmbits acadèmics i professionals en català. Les altres alternatives presenten problemes de comprensió o són menys usades, com 'Compteal', un terme inexistent, o l'addició de 'Sociomètiques', que no és habitual i complica el terme sense afegir claredat.",2025-05-31 21:15:56
ch,Computational Social Science,Siensian Sosiåt gi i Kumputåt,Chamorro,116.0,1740721163.0,stop,gpt-4o-2024-08-06,136.0,252.0,"The suggested translation ""Siensian Sosiåt gi i Kumputåt"" aligns well with the structure and meaning of ""Computational Social Science."" ""Siensian"" refers to ""science,"" ""Sosiåt"" refers to ""social,"" and ""gi i Kumputåt"" pertains to ""in the computational"" or ""in the computer context."" This translation effectively captures the essence of the field that involves using computational methods to study social phenomena.",2025-05-31 21:15:56
ko,Computational Social Science,계산 사회과학,Korean,122.0,1740723542.0,stop,gpt-4o-2024-08-06,109.0,231.0,"The term ""계산 사회과학"" directly translates to ""Computational Social Science"" in English. ""계산"" means ""computational,"" ""사회"" means ""social,"" and ""과학"" means ""science."" This translation maintains the original meaning of the term by linking computational methods with social science research. Additionally, the modification of ""사회 과학"" to ""사회과학"" reflects the common practice in Korean to write ""social science"" as one compound word to enhance readability and fluency.",2025-05-31 21:15:56
co,Computational Social Science,Scienze Sociali Computaziunali,Corsican,123.0,1740721470.0,stop,gpt-4o-2024-08-06,126.0,249.0,"In Corsican, the term 'computational' is best translated as 'computaziunali.' Although Google Translate suggests 'Computational' and Ollama suggests 'Computationali,' these terms are closer to Italian rather than Corsican. The correct adaptation in Corsican maintains the root related to computation while using a linguistic form consistent with other Corsican adjectives. Therefore, 'Scienze Sociali Computaziunali' aligns with the language's grammar and accurately reflects the concept of applying computational methods to social science studies.",2025-05-31 21:15:56
cr,Computational Social Science,Ċiinawakâsatikêwin âtayôhkêwin,Cree,113.0,1740721646.0,stop,gpt-4o-2024-08-06,113.0,226.0,"The term 'Ċiinawakâsatikêw' suggests a concept related to working with new technology or computation, while 'âtayôhkêwin' refers to communal stories or social interaction. By combining these, 'Ċiinawakâsatikêwin âtayôhkêwin' captures the essence of understanding social patterns through computational methods, aligning with the interdisciplinary nature of Computational Social Science.",2025-05-31 21:15:56
cs,Computational Social Science,Výpočetní sociální věda,Czech,139.0,1740721668.0,stop,gpt-4o-2024-08-06,132.0,271.0,"The term ""Výpočetní sociální věda"" directly translates to ""Computational Social Science"" in a way that accurately captures the interdisciplinary nature of the field. ""Výpočetní"" refers to ""computational"" and suggests the use of algorithms, data analysis, and models, which are central to this discipline. ""Sociální věda"" accurately translates to ""social science"", covering the study of societal patterns and behaviors. The term combines both the computational and social science aspects effectively, making it the most precise and commonly understood term for this field in Czech academia.",2025-05-31 21:15:56
cu,Computational Social Science,въчислителꙗ сродьнꙑ навыци,Old Church Slavonic,161.0,1740731070.0,stop,gpt-4o-2024-08-06,86.0,247.0,"Translating ""Computational Social Science"" into Old Church Slavonic involves breaking down the term into its components. The word ""computational"" can be approximated by въчислителъ, meaning ""related to computation or counting."" ""Social"" can be translated as сродьнꙑ, meaning ""related to society or kin."" ""Science"" in this context is interpreted as ""skills"" or ""knowledge,"" which could be conveyed by the word навыци. Therefore, the phrase въчислителꙗ сродьнꙑ навыци attempts to capture the essence of using computational methods in the study of social sciences.",2025-05-31 21:15:56
cv,Computational Social Science,Хисаплӑ социаллӑ науки,Chuvash,152.0,1740721252.0,stop,gpt-4o-2024-08-06,138.0,290.0,"The term ""Computational Social Science"" refers to the application of computational methods to study social phenomena. In Chuvash, ""Хисаплӑ"" translates to ""computational"" or ""calculated"", which is more precise than ""Шутлав"" or ""Суфваль"", the latter being closer to ""artificial"". ""Социаллӑ науки"" effectively conveys ""social science"", aligning with established terminology for ""social sciences"" in Chuvash. Therefore, ""Хисаплӑ социаллӑ науки"" provides a clear and accurate representation of ""Computational Social Science"".",2025-05-31 21:15:56
cy,Computational Social Science,Gwyddor Gymdeithasol Gyfrifiadurol,Welsh,123.0,1740732968.0,stop,gpt-4o-2024-08-06,175.0,298.0,"The term ""Gwyddor Gymdeithasol Gyfrifiadurol"" accurately translates ""Computational Social Science"" into Welsh, where ""Gwyddor"" means ""science,"" ""Gymdeithasol"" means ""social,"" and ""Gyfrifiadurol"" means ""computational."" This translation maintains the structure and meaning of the original term in English. The alternative suggestion, ""Cyrisqs Llinell Mecameroon,"" appears to be incorrect and does not align with the intended meaning.",2025-05-31 21:15:56
da,Computational Social Science,Computational Social Science,Danish,115.0,1740721673.0,stop,gpt-4o-2024-08-06,143.0,258.0,"The term ""Computational Social Science"" is often used as a loanword in Danish academic contexts without translation, maintaining its original form. This is particularly common for technical or specialized terms that do not have an established Danish equivalent. The term is recognizable to professionals in the field and accurately conveys the intended meaning without losing any nuance. Translating it into something like ""Beregningsmæssig Samfundsvidenskab"" might not be widely recognized or used in Danish academic circles.",2025-05-31 21:15:56
de,Computational Social Science,Computational Social Science,German,152.0,1740721908.0,stop,gpt-4o-2024-08-06,155.0,307.0,"The term ""Computational Social Science"" is increasingly becoming common and understood as a loanword in German academic and professional contexts, similar to how terms like ""Artificial Intelligence"" are often used in English. While ""Computergestützte Sozialwissenschaften"" provides a descriptive translation emphasizing the use of computers, it might not capture the current usage where the English term itself is prevalent. ""Künstliche Sozialwissenschaften"" is misleading as it implies an artificial or simulated nature, which is not the intended meaning. Therefore, in alignment with how disciplines often retain their English terminology, especially in academic and international discussions, ""Computational Social Science"" is the most appropriate term.",2025-05-31 21:15:56
dv,Computational Social Science,ކޮމްޕިއުޓަޝަނަލް ސޯޝަލް ސައިންސް,Divehi; Maldivian;,303.0,1740721744.0,stop,gpt-4o-2024-08-06,198.0,501.0,"The suggested translation ""ކޮމްޕިއުޓޭޝަނަލް ސޯޝަލް ސައިންސް"" from the Google Translate API effectively captures the essence of ""Computational Social Science"" by using transliterations commonly accepted for technical terminology without altering the core meaning. The term ""ކޮމްޕިއުޓޭޝަނަލް"" stands for ""Computational,"" reflecting the computational aspect inherent to this field, while ""ސޯޝަލް ސައިންސް"" succinctly conveys ""Social Science."" Given the lack of specific, long-established native terminology for these modern concepts in Divehi, using this accurate transliteration ensures both clarity and understanding among modern Maldivian readers familiar with scientific terms.",2025-05-31 21:15:56
ba,Computational Social Science,Һанау 社会 фәндәре,Bashkir,131.0,1740720997.0,stop,gpt-4o-2024-08-06,117.0,248.0,"The translation ""Иҫәпләү ижтимағи фәндәре"" is a good starting point since ""иҫәпләү"" means ""computational"" and ""ижтимағи фәндәре"" translates to ""social sciences."" However, I suggest ""Һанау 社会 фәндәре"" as it incorporates ""Һанау,"" which is a more universal term for computational or numerical manipulation, and maintains ""ижтимағи фәндәре"" for social sciences, conveying the interdisciplinary nature of combining computation with social science methodologies.",2025-05-31 21:15:56
az,Computational Social Science,Hesablama Sosial Elmləri,Azerbaijani,142.0,1740720966.0,stop,gpt-4o-2024-08-06,133.0,275.0,"The term ""Hesablama Sosial Elmləri"" directly translates to ""Computational Social Sciences"" in Azerbaijani. The word ""Hesablama"" translates to ""computational,"" and ""Sosial Elmləri"" translates to ""social sciences."" This translation effectively conveys the interdisciplinary nature of the field, which integrates computational approaches with social science research. The alternative suggestion ""Simmetrik Referens"" does not accurately convey the meaning of this academic discipline and seems to be unrelated, making ""Hesablama Sosial Elmləri"" the most appropriate translation.",2025-05-31 21:15:56
ay,Computational Social Science,Kumpuputad uraqpacha yatiqaña,Aymara,126.0,1740720944.0,stop,gpt-4o-2024-08-06,117.0,243.0,"In Aymara, ""Kumpuputad"" is an adaptation of the word ""computational"" to reflect the concept of using computers or digital computation, ""uraqpacha"" refers to aspects of society or social structures, and ""yatiqaña"" means study or science. I opted for a more native linguistic approach to make the term more accessible and understandable within the context of Aymara language and culture, ensuring clarity in its meaning while retaining the essence of computational social science.",2025-05-31 21:15:56
av,Computational Social Science,ХӀисабалъулаб жамагӀиал гӀел,Avaric,171.0,1740720556.0,stop,gpt-4o-2024-08-06,129.0,300.0,"The suggested translation by the Google Translate API is quite accurate, but I made some adjustments for clarity and conciseness. ""ХӀисабалъулаб"" captures the concept of computation. ""ЖамагӀиал"" is a slightly more concise form of ""жамгӀияб"", meaning society or social, which retains the essence but is more commonly used in contemporary Avaric. ""ГӀел"" is a shorter version of ""гӀелму"", meaning science, which is simpler and likely to be more easily understood in various contexts. This refined translation maintains the original meaning while optimizing for common Avaric usage.",2025-05-31 21:15:56
kl,Computational Social Science,,Kalaallisut,,,,,,,,2025-05-31 21:15:56
km,Computational Social Science,,Khmer,,,,,,,,2025-05-31 21:15:56
kn,Computational Social Science,,Kannada,,,,,,,,2025-05-31 21:15:56
ky,Computational Social Science,,"Kirghiz, Kyrgyz",,,,,,,,2025-05-31 21:15:56
nd,Computational Social Science,,North Ndebele,,,,,,,,2025-05-31 21:15:56
ne,Computational Social Science,,Nepali,,,,,,,,2025-05-31 21:15:56
ng,Computational Social Science,,Ndonga,,,,,,,,2025-05-31 21:15:56
tn,Computational Social Science,,Tswana,,,,,,,,2025-05-31 21:15:56
ts,Computational Social Science,,Tsonga,,,,,,,,2025-05-31 21:15:56
yi,Computational Social Science,,Yiddish,,,,,,,,2025-05-31 21:15:56
aa,Computational Social Science,Sayniska Bulshada Xisaabis,Afar,145.0,1740720320.0,stop,gpt-4o-2024-08-06,116.0,261.0,"The term ""Computational Social Science"" is a compound phrase that combines elements of computing with social research. The proposed translation ""Sayniska Bulshada Xisaabis"" tries to capture this intersection in Afar. ""Sayniska"" refers to science, ""Bulshada"" refers to social aspects, and ""Xisaabis"" relates to computation or calculation. This translation seeks to convey the essence of applying computational methods to social science fields in a way that may be more digestible to speakers of Afar. The choice was influenced by linguistic structures found in related Cushitic languages, aiming for clarity and accuracy.",2025-05-31 21:15:56
ab,Computational Social Science,Аҳасабратә социалтә ҭҵаарадырра,Abkhaz,140.0,1740720301.0,stop,gpt-4o-2024-08-06,140.0,280.0,"The term ""Аҳасабратә социалтә ҭҵаарадырра"" is a direct translation where ""Аҳасабратә"" suggests something related to computational or analytical processes, ""социалтә"" denotes social, and ""ҭҵаарадырра"" means science. This translation aligns well with the structure of the term ""Computational Social Science,"" maintaining a clear, direct meaning in Abkhaz. The Google Translate suggestion accurately captures the essence of the English term without unnecessary deviation. The components effectively convey the computation, social elements, and scientific methods integral to the field, making it a suitable translation.",2025-05-31 21:15:56
ae,Computational Social Science,𐬯𐬀𐬭𐬀𐬌𐬚𐬌𐬨𐬀𐬉 𐬯𐬀𐬬𐬀𐬉𐬙𐬆𐬨𐬐𐬆 𐬜𐬈𐬙𐬙𐬀𐬭𐬙𐬌,Avestan,347.0,1740720881.0,stop,gpt-4o-2024-08-06,84.0,431.0,"The term “Computational Social Science” does not have a direct equivalent in Avestan, an ancient language used mainly for religious texts of Zoroastrianism. Thus, a phrase that captures the essence of the term would be constructed as follows: ""𐬯𐬀𐬭𐬀𐬌𐬚𐬌𐬨𐬀𐬉"" for ""computational"" from the concept of systematic calculation, ""𐬯𐬀𐬬𐬀𐬉𐬙𐬆𐬨𐬐𐬆"" for ""social"" referring to people or community, and ""𐬜𐬈𐬙𐬙𐬀𐬭𐬙𐬌"" for ""science,"" referring to knowledge or study. The combination of these terms attempts to approximate the modern concept using correspondences in Avestan.",2025-05-31 21:15:56
af,Computational Social Science,Rekenaar Sosiale Wetenskap,Afrikaans,96.0,1740720325.0,stop,gpt-4o-2024-08-06,131.0,227.0,"While ""Rekenkundige"" refers more to arithmetic computation and ""Kompsionele"" may sound awkward and less familiar in Afrikaans, ""Rekenaar"" directly translates to ""computer"" and adequately captures the computational aspect of the field. ""Sosiale Wetenskap"" properly conveys the social science part. This translation is clear and intuitively understandable to Afrikaans speakers.",2025-05-31 21:15:56
ak,Computational Social Science,Nyansahu Nkɔsoɔ Wɔ Asetena mu,Akan,131.0,1740720337.0,stop,gpt-4o-2024-08-06,117.0,248.0,"I chose to translate ""Computational Social Science"" as ""Nyansahu Nkɔsoɔ Wɔ Asetena mu"" in Akan because ""Nyansahu"" refers to ""science"" or ""study"", ""Nkɔsoɔ"" can be associated with ""progress"" or ""advancement"" similar to computational development, and ""Wɔ Asetena mu"" reflects ""within society"" meaning the societal focus. This translation aligns with the role of computational methods in analyzing and advancing the understanding of social phenomena.",2025-05-31 21:15:56
am,Computational Social Science,ሂሳብ ተጠቃሚ ማህበራዊ ሳይንስ,Amharic,222.0,1740720366.0,stop,gpt-4o-2024-08-06,136.0,358.0,"The term ""የሂሳብ ማህበራዊ ሳይንስ"" provided by Google Translate effectively conveys the concept of ""Computational Social Science"" by combining ""computation"" (የሂሳብ) and ""social science"" (ማህበራዊ ሳይንስ). However, I refined it to ""ሂሳብ ተጠቃሚ ማህበራዊ ሳይንስ"" to more precisely capture the application of computational methods in social sciences, with ""ተጠቃሚ"" indicating user/application, suggesting a more active engagement of computational techniques in analyzing social phenomena.",2025-05-31 21:15:56
an,Computational Social Science,Ciencias Sociales Computacionals,Aragonese,124.0,1740720393.0,stop,gpt-4o-2024-08-06,84.0,208.0,"The translation of ""Computational Social Science"" into Aragonese follows the structure and terminology of similar technical and academic terms. ""Ciencias Sociales"" is the direct translation of ""Social Sciences,"" which is commonly used in Aragonese to describe this academic field. ""Computacionals"" translates to ""Computational,"" reflecting the use of computer-based methods and techniques, and follows the linguistic pattern of adapting such terms into Aragonese. This term thus conveys the interdisciplinary nature encompassing both social science inquiry and computational methods.",2025-05-31 21:15:56
ar,Computational Social Science,العلوم الاجتماعية الحاسوبية,Arabic,99.0,1740720373.0,stop,gpt-4o-2024-08-06,138.0,237.0,"This term effectively captures the essence of ""Computational Social Science"" by combining ""العلوم الاجتماعية"" (social sciences) with ""الحاسوبية"" (computational). The term ""الحاسوبية"" specifically refers to applications of computation, making it a precise descriptor for the field that integrates computational techniques with social science research. This ensures clarity and accuracy in conveying the interdisciplinary nature of the field.",2025-05-31 21:15:56
as,Computational Social Science,হিছাবী সমাজ বিজ্ঞান,Assamese,101.0,1740720547.0,stop,gpt-4o-2024-08-06,112.0,213.0,"I modified the suggested translation ""গণনামূলক সমাজ বিজ্ঞান"" to ""হিছাবী সমাজ বিজ্ঞান"". ""হিছাবী"" is an Assamese word that conveys the idea of computational or mathematical processes, and ""সমাজ বিজ্ঞান"" translates to ""social science"". This alternative captures the essence of using computational methods to analyze social phenomena in a way that might be more relatable to native speakers.",2025-05-31 21:15:56
dz,Computational Social Science,རྩིས་འཁོར་གྱི་སྤྱི་ཚོགས་ཚན་རིག,Dzongkha,218.0,1740721790.0,stop,gpt-4o-2024-08-06,211.0,429.0,"The term ""རྩིས་འཁོར་གྱི་སྤྱི་ཚོགས་ཚན་རིག"" closely captures the essence of ""Computational Social Science."" ""རྩིས་འཁོར"" refers to computation or calculation processes, aligning with ""computational."" ""སྤྱི་ཚོགས"" represents ""social,"" relating to society or communities, and ""ཚན་རིག"" means ""science,"" indicating a systematic study or discipline. This combination effectively conveys the interdisciplinary nature of using computational methods to analyze social science phenomena.",2025-05-31 21:15:56
ee,Computational Social Science,Hadome Dzɔdzɔmeŋutinunya ƒe Nyaʋiʋlivɔ,Ewe,162.0,1740721820.0,stop,gpt-4o-2024-08-06,155.0,317.0,"In translating ""Computational Social Science"" into Ewe, I aimed to preserve the meaning of each component of the term. ""Hadome"" represents ""computational,"" indicating the use of computing or calculation. ""Dzɔdzɔmeŋutinunya"" aligns with ""Social Science,"" where ""dzɔdzɔme"" captures the concept of ""society"" or ""community,"" and ""ŋutinunya"" refers to ""knowledge"" or ""science."" Finally, ""Nyaʋiʋlivɔ"" denotes ""study"" or ""research,"" emphasizing the process of understanding or investigating social phenomena through computation.",2025-05-31 21:15:56
el,Computational Social Science,Υπολογιστική Κοινωνική Επιστήμη,"Greek, Modern",133.0,1740721912.0,stop,gpt-4o-2024-08-06,164.0,297.0,"The suggested translation ""Υπολογιστική Κοινωνική Επιστήμη"" is an accurate and widely accepted rendering of ""Computational Social Science"" in Greek. ""Υπολογιστική"" corresponds to ""Computational,"" highlighting the use of computational methods, while ""Κοινωνική Επιστήμη"" translates directly to ""Social Science,"" which refers to the study of society and human behavior. The structure and meaning are preserved, and the term is comprehensible to Greek speakers familiar with the field, making modifications unnecessary.",2025-05-31 21:15:56
ht,Computational Social Science,Syans sosyal enfòmatik,Haitian,162.0,1740722003.0,stop,gpt-4o-2024-08-06,149.0,311.0,"The term 'Syans sosyal enfòmatik' directly corresponds to 'Computational Social Science,' associating 'syans sosyal' with 'social science' and 'enfòmatik' with 'computational.' This maintains the recognized meanings of both components. The suggestion 'Bagay ki gen rapò ak movèzespri' seems incorrect as it translates to 'Things related to evil spirits,' which is not relevant. 'Syans nan syens sosyal matematik' suggests 'Mathematical sciences in social science,' which might imply a narrower focus on mathematics rather than computation. Therefore, 'Syans sosyal enfòmatik' most accurately reflects the interdisciplinary nature of combining computational methods with social science analysis.",2025-05-31 21:15:56
hy,Computational Social Science,Հաշվողական սոցիալական գիտություն,Armenian,137.0,1740720533.0,stop,gpt-4o-2024-08-06,148.0,285.0,"The term ""Computational Social Science"" generally refers to the interdisciplinary field that uses computational methods to study social phenomena. The translation ""Հաշվողական սոցիալական գիտություն"" accurately captures this by directly translating ""computational"" as ""հաշվողական,"" ""social"" as ""սոցիալական,"" and ""science"" as ""գիտություն."" This translation maintains the exact meaning of the original term without introducing any ambiguity or altering its intended scope. Both the Google Translate API and the Ollama API have suggested this version, indicating its correctness and acceptance in general use.",2025-05-31 21:15:56
hz,Computational Social Science,Eitaaratatye Riinzambo,Herero,138.0,1740722137.0,stop,gpt-4o-2024-08-06,82.0,220.0,"The translation 'Eitaaratatye Riinzambo' is derived from breaking down the concept of 'Computational Social Science' into its constituent ideas in Herero. 'Eitaaratatye' refers to computation or computational methods, grounded in the notion of systematic processing and calculation. 'Riinzambo' translates to social science, combining 'riin-' which is associated with society or social aspects, and '-zambo,' referring to science or systematic study. Together, this phrase effectively communicates the interdisciplinary nature of using computational tools to analyze complex social phenomena.",2025-05-31 21:15:56
ia,Computational Social Science,Scientia social computative,Interlingua,108.0,1740722229.0,stop,gpt-4o-2024-08-06,113.0,221.0,"In Interlingua, the term ""Scientific"" is ""scientia,"" and ""Social Science"" is often referred to with the adjective ""social."" The word ""computativa"" is derived from the English ""computational,"" making it familiar yet distinct for an Interlingua speaker. Thus, ""Scientia social computativa"" captures the essence of the field ""Computational Social Science,"" emphasizing its scientific and computational dimensions within the social sciences.",2025-05-31 21:15:56
id,Computational Social Science,Ilmu Sosial Komputasional,Indonesian,109.0,1740722399.0,stop,gpt-4o-2024-08-06,127.0,236.0,"The term ""Ilmu Sosial Komputasional"" combines the Indonesian translation for ""social sciences"" which is ""ilmu sosial"" and adapts ""computational"" to ""komputasional,"" maintaining the meaning and context of the original English term. This translation is more natural for Indonesian speakers and aligns with standard practices for borrowing scientific and technical terms into Indonesian, making it easily understandable for those familiar with both social sciences and computational methodologies.",2025-05-31 21:15:56
ie,Computational Social Science,Scientia Social Computativ,Interlingue,151.0,1740722548.0,stop,gpt-4o-2024-08-06,115.0,266.0,"The term 'Computational Social Science' can be translated into Interlingue as 'Scientia Social Computativ' by considering the components of the phrase. 'Scientia' is a direct translation of 'science', maintaining its classic Latin root, which is commonly understood in constructed international auxiliary languages like Interlingue. 'Social' translates directly and appropriately keeps its essence in the field of social sciences. 'Computativ' is a concise adaptation of 'computational', aligning with the language's tendency to simplify while preserving meaning, making it easily recognizable for speakers of related languages. This translation stays true to the original meaning and captures the interdisciplinary nature of the field.",2025-05-31 21:15:56
ig,Computational Social Science,Mgbakọ Sayensị Ọha na Eze,Igbo,122.0,1740722573.0,stop,gpt-4o-2024-08-06,166.0,288.0,"I chose ""Mgbakọ Sayensị Ọha na Eze"" because it effectively incorporates elements of computation, science, and social aspects relevant to the discipline. ""Mgbakọ"" suggests computation or calculation, which is core to the field, ""Sayensị"" refers to science, and ""Ọha na Eze"" captures the concept of social systems. This translation maintains clarity and coherence, ensuring it is understandable for Igbo speakers familiar with academic contexts.",2025-05-31 21:15:56
ii,Computational Social Science,ꄓꇩꈢꌅꀉꑑꀊꉪ,Nuosu,165.0,1740730645.0,stop,gpt-4o-2024-08-06,82.0,247.0,"The term ""Computational Social Science"" can be translated as ""ꄓꇩꈢꌅꀉꑑꀊꉪ"" in Nuosu. This translation attempts to capture the core concepts of the original term. ""ꄓꇩ"" refers to computational or related to computers, while ""ꈢꌅꀉ"" refers to social aspects, and ""ꑑꀊꉪ"" can be interpreted as the systematic study or science. This construction aims to convey the interdisciplinary nature of using computational methods to study social phenomena.",2025-05-31 21:15:56
ik,Computational Social Science,Qanuiññik Asiŋiituŋa Imigtat,Inupiaq,141.0,1740722699.0,stop,gpt-4o-2024-08-06,84.0,225.0,"Translating 'Computational Social Science' into Inupiaq involves considering both the semantic elements of the phrase. 'Qanuiññik' refers to 'how people are,' relating to the study of social aspects. 'Asiŋiituŋa' addresses the scientific or systematic study. 'Imigtat' comes from a root that conveys processing or calculation, which would be akin to 'computational.' This translation aims to capture the essence of analyzing social patterns and systems through computational means in the Inupiaq cultural and linguistic framework.",2025-05-31 21:15:56
io,Computational Social Science,Komputa Sociala Scienco,Ido,141.0,1740722870.0,stop,gpt-4o-2024-08-06,113.0,254.0,"In Ido, 'computational' can be translated as 'komputa', as it directly relates to the use of computers and aligns with the common prefix used for computer-related terms. 'Sociala' is a direct translation of 'social', describing the field's focus on societal aspects. 'Scienco' means 'science' in Ido. While 'analitiko' might emphasize analysis, 'komputa' better captures the computational aspect of the field. Therefore, 'Komputa Sociala Scienco' is a more precise fit for 'Computational Social Science' in Ido.",2025-05-31 21:15:56
is,Computational Social Science,Reiknifélagsvísindi,Icelandic,120.0,1740722923.0,stop,gpt-4o-2024-08-06,155.0,275.0,"The term ""Reiknifélagsvísindi"" effectively captures the essence of ""Computational Social Science"" by combining ""reikni"" (computational) with ""félagsvísindi"" (social science). This suggests a field that uses computational methods to study social phenomena. ""Reiknifélagsvísindi"" maintains the balance of representing both the computational methodology and the focus on social sciences, aligning well with the original meaning of the term.",2025-05-31 21:15:56
it,Computational Social Science,Scienze sociali computazionali,Italian,154.0,1740722928.0,stop,gpt-4o-2024-08-06,155.0,309.0,"The term 'Scienze sociali computazionali' captures the essence of 'Computational Social Science' accurately in Italian. This translation is consistent across multiple translation sources such as the Google Translate API and the Easy Neural Machine Translation library, indicating its suitability and acceptance. Additionally, 'scienze sociali' directly translates to 'social sciences,' and 'computazionali' pertains to 'computational,' precisely mirroring the original English term. It maintains the structure and meaning of the field, which involves the application of computational methods to social science research. Therefore, this translation is both semantically correct and widely understood within the context of academia and professional discourse in Italy.",2025-05-31 21:15:56
iu,Computational Social Science,ᓂᕋᓪᓚᑖᕆᑕᐅᔭᒃᐸᓂ ᐃᓅᓯᓕᖃᖅᑐᓂᖅ,Inuktitut,259.0,1740722935.0,stop,gpt-4o-2024-08-06,228.0,487.0,"The term ""Computational Social Science"" comprises three main concepts: computation, social, and science. The word ᓂᕋᓪᓚᑖᕆᑕᐅᔭᒃᐸᓂ (nirallativutaujakkut) captures the aspect of computation utilizing technology or calculation. The part ᐃᓅᓯᓕᖃᖅᑐᓂᖅ (inusiqairniq) refers to social characteristic or the study of societal behaviors and structures. Combined, they offer a structural description that preserves the complexity and interdisciplinary nature of ""Computational Social Science"" while ensuring cultural and linguistic fit within Inuktitut. This translation attempts to convey the interconnectedness of computational methods with social inquiry, aligned with linguistic norms of the language.",2025-05-31 21:15:56
ja,Computational Social Science,計算社会科学,Japanese,140.0,1740722980.0,stop,gpt-4o-2024-08-06,121.0,261.0,"The term ""Computational Social Science"" is commonly translated as ""計算社会科学"" in Japanese, both in academic and technical contexts. This translation is straightforward and widely recognized, as it directly conveys the integration of computational methods with social science disciplines. ""計算"" means ""computational"" or ""calculation,"" and ""社会科学"" means ""social science."" The combined term effectively communicates the interdisciplinary nature of the field. Given the consistency of this translation across reputable sources like Google Translate and Wikipedia, it is appropriate to use this established translation to ensure clarity and understanding among Japanese speakers familiar with the discipline.",2025-05-31 21:15:56
jv,Computational Social Science,Ilmu Sosial Komputasional,Javanese,122.0,1740722984.0,stop,gpt-4o-2024-08-06,133.0,255.0,"The term ""Ilmu Sosial Komputasional"" combines ""Ilmu"" (science), ""Sosial"" (social), and ""Komputasional"" (computational) to closely mirror the English term ""Computational Social Science."" The use of ""Komputasional"" instead of ""Komputasi"" emphasizes the computational aspect as an adjective describing the type of social science, similar to the structure used in English terminology. This aligns with common Javanese usage when adopting modern scientific terms.",2025-05-31 21:15:56
ka,Computational Social Science,გამოთვლითი სოციალური მეცნიერება,Georgian,124.0,1740721899.0,stop,gpt-4o-2024-08-06,127.0,251.0,"The term ""Computational Social Science"" combines the concepts of computation and the study of human society. Both the Google Translate and Ollama API suggestions accurately convey the meaning of this interdisciplinary field in Georgian. ""გამოთვლითი"" translates to ""computational,"" referring to the use of computational methods. ""სოციალური მეცნიერება"" means ""social science,"" which covers the study of social phenomena and behaviors. The translation faithfully represents the original English term without loss of meaning or nuance, hence no changes are needed.",2025-05-31 21:15:56
kg,Computational Social Science,Siansi ya luzingu ya ordinatere,Kongo,116.0,1740723530.0,stop,gpt-4o-2024-08-06,159.0,275.0,"This translation is selected because it directly conveys the essence of 'Computational Social Science' by breaking it down into understandable components for Kongo speakers. 'Siansi' corresponds to 'Science,' 'luzingu' translates to 'social,' and 'ordinatere' denotes 'computer.' This term effectively captures the interdisciplinary nature of utilizing computing techniques (ordinatere) to study social phenomena (luzingu), aligning closely with the original English meaning.",2025-05-31 21:15:56
ki,Computational Social Science,Gĩthungucĩ kĩa Wathani na Wĩra wa Mahiga,"Kikuyu, Gikuyu",118.0,1740723310.0,stop,gpt-4o-2024-08-06,90.0,208.0,"The term ""Computational Social Science"" combines concepts from technology (computation) and the study of human society (social sciences). In Kikuyu, ""Gĩthungucĩ"" refers to technology or computation, ""Wathani"" translates to social aspects or society, and ""Wĩra wa Mahiga"" could indicate the scientific or methodological work, capturing the essence of using computational methods to analyze social phenomena.",2025-05-31 21:15:56
kj,Computational Social Science,Omafyatutulo ga shifanelo sha umahumbise wovanhu,"Kwanyama, Kuanyama",143.0,1740723573.0,stop,gpt-4o-2024-08-06,144.0,287.0,"The suggested phrase from the Easy Neural Machine Translation library is descriptive but lengthy for the concept of ""Computational Social Science,"" which generally refers to the use of computational methods to analyze social phenomena. In Kwanyama, ""Omafyatutulo"" refers to systematic study or analysis, ""shifanelo"" pertains to computational or systematic methods, and ""umahumbise wovanhu"" relates to social matters or sciences. This translation covers the key components of the term in a more concise and clearer manner, making it conceptually accessible to native speakers.",2025-05-31 21:15:56
kk,Computational Social Science,Есептеуіш әлеуметтік ғылымдар,Kazakh,109.0,1740723276.0,stop,gpt-4o-2024-08-06,128.0,237.0,"The term ""Computational Social Science"" combines both computational techniques and social science research. ""Есептеуіш"" is a more accurate term for ""computational,"" reflecting the use of computers and computation processes. ""Әлеуметтік ғылымдар"" refers to social sciences, indicating the disciplines concerned with society and human behavior. This translation aligns well with the original English term, encapsulating both the quantitative and qualitative aspects of the field.",2025-05-31 21:15:56
