language_code,term_source,ollama_translated_term,language_name,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_extracted_dictionaries,ollama_translation,coding_dh_date
ak,Public History,Ɔmanfo Adwuma,Akan,"{'translated_term': 'Ŋʻakoma Abakɔsɛm', 'translation_rationale': 'I drew inspiration from the Google Translate suggestion ""Ɔmanfo Abakɔsɛm"", which already utilizes a word meaning ""history"" (Ŋʻakoma). To make it more precise and relevant to public history, I added ""Abakɔsɛm"", meaning ""public"" or ""common"", to convey the aspect of public involvement and accessibility. This term reflects the inclusive nature of public history.'}

Alternative translations:

{'translated_term': 'Ɔmanfo Adwuma', 'translation_rationale': 'This option uses a different word for ""history"" (Adwuma) and adds ""Abakɔsɛm"", maintaining the connection to public aspects. However, this term might not convey the same level of inclusivity as the primary suggestion.'}",llama3.2,2025-02-27T22:34:27.438408Z,1652891833.0,28295458.0,154.0,18000000.0,193.0,1605000000.0,stop,"[{'translated_term': 'Ŋʻakoma Abakɔsɛm', 'translation_rationale': 'I drew inspiration from the Google Translate suggestion ""Ɔmanfo Abakɔsɛm"", which already utilizes a word meaning ""history"" (Ŋʻakoma). To make it more precise and relevant to public history, I added ""Abakɔsɛm"", meaning ""public"" or ""common"", to convey the aspect of public involvement and accessibility. This term reflects the inclusive nature of public history.'}, {'translated_term': 'Ɔmanfo Adwuma', 'translation_rationale': 'This option uses a different word for ""history"" (Adwuma) and adds ""Abakɔsɛm"", maintaining the connection to public aspects. However, this term might not convey the same level of inclusivity as the primary suggestion.'}]",Ɔmanfo Adwuma,2025-05-31 21:15:56
eo,Public History,,Esperanto,"{'translated_term': 'Publika Historio', 'translation_rationale': 'The term ""Public History"" is closely related to the concept of ""historio"" in Esperanto, which means ""history"". The prefix ""publi-"" suggests a public or broadened scope, so adding it to ""historio"" results in ""Publika Historio"", which directly translates to ""Public History"".

Alternative translation: ""Sekreta Vizitado de Pasinteco"" (Private Visit of the Past) - This option is more literal and emphasizes the idea that Public History involves a public exploration or presentation of past events, rather than a private or exclusive one.

Additional consideration: The term ""Public History"" also implies a connection to the broader public sphere, which could be translated as ""' Publika Diskurso pri la Pasinteco"" (Public Discourse about the Past). This option highlights the interactive and communicative aspects of Public History.",llama3.2,2025-02-27T22:39:03.515543Z,1785186042.0,30262750.0,147.0,85000000.0,195.0,1668000000.0,stop,[],,2025-05-31 21:15:56
en,Public History,,English,"{'translated_term': 'Public History', 
'translation_rationale': 'In this context, I have left the term unchanged as it is already a widely recognized English phrase used in academic and professional circles to refer to the study of historical events and their impact on contemporary society. The term ""Public"" in ""Public History"" does not necessarily imply that the field is only accessible or relevant to the general public, but rather suggests that its findings and applications are intended for a broad audience.'}

However, I would like to note that 'public history' can sometimes be used interchangeably with 'heritage studies', which emphasizes the preservation of cultural heritage sites and artifacts. In such cases, a more nuanced translation could be:

{'translated_term': 'Public History/Heritage Studies', 
'translation_rationale': 'To convey the idea that public history encompasses not only the study of historical events but also the preservation and interpretation of cultural heritage sites and artifacts for a broader audience.'}

Another alternative is to use the term 'public humanities':

{'translated_term': 'Public Humanities', 
'translation_rationale': 'This term highlights the interdisciplinary nature of public history, which often draws on fields such as literature, art, media studies, and sociology to analyze historical events and their impact on contemporary society.'}",llama3.2,2025-02-27T22:38:58.738963Z,2704615709.0,27725084.0,153.0,85000000.0,264.0,2590000000.0,stop,[],,2025-05-31 21:15:56
dv,Public History,,Divehi; Maldivian;,"{'translated_term': '\u09aa\u0dca\u0db4\u0dd6\u0db2 \u0dce\u0daa\u0dad\u0dcb\u0db8', 
 'translation_rationale': 'The term ""Public History"" can be translated to Divehi (Maldivian) as ""\u09aa\u0dca\u0db4\u0dd6\u0db2 \u0dce\u0daa\u0dad\u0dcb\u0db8"", which literally means ""community history"". This translation aims to convey the idea of sharing historical knowledge with a broader audience, rather than just focusing on academic or professional circles. The prefix ""\u09aa"" is used in Divehi to indicate something that belongs to the community or public, and \u0dca\u0db4\u0dd6\u0db2 refers to history or study of past events.', 
 'alternative_translations': ['\u0d96\u0dca\u0db4\u0dcb\u0daa\u0dcb \u0dce\u0dad\u0dca\u0db8', '\u0d80\u0db2\u0dd6\u0db2\u0dca \u0dce\u0daa\u0dad\u0dcb\u0db8']}

Note: The alternative translations are 'community study' and 'public study' respectively, which aim to convey the same meaning as ""Public History"" in Divehi (Maldivian).",llama3.2,2025-02-27T22:38:34.117877Z,3497525208.0,26243583.0,185.0,114000000.0,324.0,3355000000.0,stop,[],,2025-05-31 21:15:56
ce,Public History,,Chechen,"{'translated_term': '\u041a\u044f\u0433\u0430\u043b\u044c \u0438\u0441\u0442\u043e\u044 R\u0438', 'translation_rationale': 'I used the term \u041a\u044f\u0433\u0430l (public) and \u0438\u0441\u0442\u043e\u0446i (history) as they are commonly used in Chechen to convey a sense of public or communal. The word ""Kъоман"" is already present in the Google Translate API's suggestion, but I replaced it with \u041a\u044f\u0433\u0430l to better align with the modern concept of Public History. The term \u0438\u0441\u0442\u043e\u0446i was chosen for its clear connection to the history field.'}

Note: In Chechen language, the suffix ""\u0441"" is often used to denote a collective noun or an adjective meaning ""belonging to"" or ""characterized by"". I added the suffix ""-\u0438\u0441\u0442\u043e\u0446i"" to the root word \u041a\u044a\u0433\u0430l-\u0438\u0441\u0442\u043e\u0446i to make it more suitable for the concept of Public History.",llama3.2,2025-02-27T22:37:13.503551Z,3424554833.0,34163250.0,148.0,106000000.0,297.0,3283000000.0,stop,[],,2025-05-31 21:15:56
bs,Public History,,Bosnian,"{'translated_term': 'Izvoriti historija', 
 'translation_rationalisation': 'The term ""Public History"" is directly translatable to Bosnian using the phrase ""Izvoriti historija"", which conveys the idea of history being made accessible and visible to the public. I chose this translation as it accurately captures the essence of Public History, which emphasizes the sharing of historical knowledge with a broader audience.'}

Alternative suggestions:
- {'translated_term': 'Publicna historija', 
 'translation_rationalisation': 'Alternatively, ""Publicna historija"" is also an acceptable translation, emphasizing the public aspect and the word order common in Bosnian language. However, this term might imply a more literal translation of the English term ""public history"", whereas ""Izvoriti historija"" conveys the idea of made accessible.'}
- {'translated_term': 'Sadržajna povijest', 
 'translation_rationalisation': 'Another possible translation is ""Sadržajna povijest"", which implies the idea of historical content or material being presented in a public sphere. While this term conveys a sense of sharing and accessibility, it might not fully capture the concept of Public History as intended.'}",llama3.2,2025-02-27T22:36:44.14939Z,2457918750.0,35247833.0,146.0,60000000.0,255.0,2361000000.0,stop,[],,2025-05-31 21:15:56
yi,Public History,,Yiddish,"{'translated_term': 'דייטע הלבשעפ', 
'translation_rationale': 
  'I used ""דייטע"" (daitsh) meaning ""history"" or ""story"", which is a common root in Yiddish for historical and narrative contexts. I combined it with ""הלב"" (halav) meaning ""public"", as opposed to the private or personal, and ""שכת"" (shkht), derived from the English word ""public history"". This term aims to convey the idea of public storytelling and shared knowledge. Google Translate suggested ""פובליק געשיכטע"", which I took as a starting point but adjusted to better fit Yiddish linguistic patterns.'}

Alternative translation:
{'translated_term': 'הלב דייטש', 
'translation_rationale': 
  An alternative translation could be ""הלב"" (halav) meaning ""public"", followed by ""דייטש"" (daitsh), which directly translates to the English word ""history"". This option is more straightforward but loses some nuance in conveying the idea of public storytelling.",llama3.2,2025-02-27T22:54:54.108035Z,3862903667.0,14616417.0,160.0,96000000.0,253.0,3750000000.0,stop,[],,2025-05-31 21:15:56
ab,Public History,აფთისტული ენციკლოპედია,Abkhaz,"{'translated_term': 'აფთისტული ენციკლოპედია', 'translation_rationale': 'I have translated ""Public History"" into Abkhaz as \u0401\u0443\u0421\u0442\u0448\u0442\u0438\u043b ენციკლოპედია (aphthsiti lencilopedia), which means ""encyclopedia"" or ""collective knowledge"". The term ""aftsitsi"" in Abkhaz refers to an encyclopedia, and ""lencilopedia"" is derived from the English word. I have chosen this translation because it accurately conveys the concept of public history as a collection of knowledge shared with the public.'}",llama3.2,2025-02-27T22:34:08.783319Z,1881280584.0,27662959.0,160.0,118000000.0,197.0,1733000000.0,stop,"[{'translated_term': 'აფთისტული ენციკლოპედია', 'translation_rationale': 'I have translated ""Public History"" into Abkhaz as ЁуСтштил ენციკლოპედია (aphthsiti lencilopedia), which means ""encyclopedia"" or ""collective knowledge"". The term ""aftsitsi"" in Abkhaz refers to an encyclopedia, and ""lencilopedia"" is derived from the English word. I have chosen this translation because it accurately conveys the concept of public history as a collection of knowledge shared with the public.'}]",აფთისტული ენციკლოპედია,2025-05-31 21:15:56
ae,Public History,fravashnagām ē zarθistran,Avestan,"{'translated_term': 'fravashnagām ē zarθistran', 'translation_rationale': 'The term ""Public History"" can be broken down into its constituent parts: fravashnagām, meaning ""making or conducting public affairs"", and ē zarthistran, meaning ""of the people"" or ""belonging to the people"". This translation suggests a connection between the idea of making or conducting public affairs and the concept of history as a shared, collective endeavor.', 'alternative_translations': 'Other possible translations could be fravashnagām ۃی Zarəθیست or simply Zarəthistrān, emphasizing the connection to the Avestan deity Zarathustra.'}",llama3.2,2025-02-27T22:35:39.530038Z,1372265625.0,27579167.0,120.0,16000000.0,156.0,1327000000.0,stop,"[{'translated_term': 'fravashnagām ē zarθistran', 'translation_rationale': 'The term ""Public History"" can be broken down into its constituent parts: fravashnagām, meaning ""making or conducting public affairs"", and ē zarthistran, meaning ""of the people"" or ""belonging to the people"". This translation suggests a connection between the idea of making or conducting public affairs and the concept of history as a shared, collective endeavor.', 'alternative_translations': 'Other possible translations could be fravashnagām ۃی Zarəθیست or simply Zarəthistrān, emphasizing the connection to the Avestan deity Zarathustra.'}]",fravashnagām ē zarθistran,2025-05-31 21:15:56
af,Public History,Openbare Geskiedenis,Afrikaans,"{'translated_term': 'Openbare Geskiedenis', 'translation_rationale': 'The Google Translate API already provides a close translation, but I would suggest refining it to ""Openbare Geskiedenis"" with the understanding that ""Geskiedenis"" is a more formal and academic term for history. In Afrikaans, the suffix ""-ies"" is often used to form nouns, making ""Geskiedenis"" more suitable than the English word ""history"". This translation maintains the core meaning of ""Public History"" while being more faithful to the nuances of the Afrikaans language.'}

Alternatively, some historians might prefer the term 'Openbare Geskiedenis' as is, without modification.",llama3.2,2025-02-27T22:34:22.43069Z,1391726083.0,28327667.0,148.0,202000000.0,143.0,1159000000.0,stop,"[{'translated_term': 'Openbare Geskiedenis', 'translation_rationale': 'The Google Translate API already provides a close translation, but I would suggest refining it to ""Openbare Geskiedenis"" with the understanding that ""Geskiedenis"" is a more formal and academic term for history. In Afrikaans, the suffix ""-ies"" is often used to form nouns, making ""Geskiedenis"" more suitable than the English word ""history"". This translation maintains the core meaning of ""Public History"" while being more faithful to the nuances of the Afrikaans language.'}]",Openbare Geskiedenis,2025-05-31 21:15:56
am,Public History,,Amharic,"{'translated_term': ብሔላት ባንጻን (Bilel Bontan), 
'translation_rationale': The term 'Public History' was translated into Amharic by combining two words: ብሔላት (bilel) meaning 'study of', and ባንጻን (bontan) meaning 'history'. I chose this combination because it conveys the idea of studying or exploring history in a public context, which is the core concept of Public History. The term የህዝብ ታሪክ (Yezbet Tirkal), provided by Google Translate, refers more to 'history books' than 'public history', so I opted for a more fitting and nuanced translation.

Alternative translations: 
- ግራፊድ ባንጻን (Giraffe Bontan), emphasizing the 'visible' or 'exposed' aspect of Public History.
- ቤህማሽ ባንጻን (Bahmasa Bontan), using a term that refers to the 'study of' in an academic context, which is fitting for Public History.",llama3.2,2025-02-27T22:34:33.526338Z,2955561792.0,28215459.0,165.0,90000000.0,301.0,2835000000.0,stop,[],,2025-05-31 21:15:56
ik,Public History,Костныка истля,Inupiaq,"{'translated_term': '\u041a\u043e\u0441\u0442\u043d\u044b\u043a\u0430 \u0438\u0441\u0442\u043b\u044f', 'translation_rationale': 'In Inupiaq, the term \u041a\u043e\u0441\u0442\u043d\u0438\u043a\u0430 (losnina) roughly translates to ""public"" or ""wide-reaching"", and \u0459\u0441\u0442\u043b\u044f (siti) means ""history"". Combining these two roots, I suggest the term \u041a\u043e\u0441\u0442\u043d\u0438\u043a\u0430 \u0459\u0441\u0442\u043b\u044f to convey the idea of making history accessible and visible to the public.', 'alternative_terms': ['\u042c\u0430\u0432\u043e\u043a\u043e\u044e \u0438\u0441\u0442\u043b\u044f', '\u041f\u0443\u0431\u043b\u0456\u044e \u0438\u0441\u0442\u043b\u044a']}

Note: Inupiaq is a complex and nuanced language, and different variations of the language may use slightly different spellings or pronunciations. The above translation is one possible interpretation.

In this response, I used the Latin alphabet to represent the Inupiaq script, as it is commonly used in written and printed materials.",llama3.2,2025-05-15T20:10:42.621462Z,4893319625.0,24908209.0,122.0,20402709.0,340.0,4846896000.0,stop,"[{'translated_term': 'Костныка истля', 'translation_rationale': 'In Inupiaq, the term Костника (losnina) roughly translates to ""public"" or ""wide-reaching"", and љстля (siti) means ""history"". Combining these two roots, I suggest the term Костника љстля to convey the idea of making history accessible and visible to the public.', 'alternative_terms': ['Ьавокою истля', 'Публію истлъ']}]",Костныка истля,2025-05-31 21:15:56
an,Public History,Història Pública,Aragonese,"{'translated_term': 'Història Pública', 'translation_rationale': 'I used the word ""història"" (history), which is a common Aragonese term, and added the suffix ""-pública"", which indicates that something belongs to the public sphere. This suffix is also found in other Aragonese words like ""pública biblioteca"" (public library). The result is a term that sounds natural and idiomatic in Aragonese.'}

Alternatively, some people might use 'Història Civil' or 'Història Comunitària' as more suitable translations, as they better capture the idea of history being related to society and community. However, 'Història Pública' is a more direct translation that conveys the meaning of Public History in English.

Note: Aragonese is a Romance language spoken mainly in the autonomous community of Aragon, Spain. It has its own grammar, vocabulary, and syntax, which may differ from standard Spanish.",llama3.2,2025-02-27T22:34:50.33025Z,1741137500.0,26950250.0,120.0,14000000.0,202.0,1698000000.0,stop,"[{'translated_term': 'Història Pública', 'translation_rationale': 'I used the word ""història"" (history), which is a common Aragonese term, and added the suffix ""-pública"", which indicates that something belongs to the public sphere. This suffix is also found in other Aragonese words like ""pública biblioteca"" (public library). The result is a term that sounds natural and idiomatic in Aragonese.'}]",Història Pública,2025-05-31 21:15:56
ar,Public History,الفور دجت بن,Arabic,"{'translated_term': '\u0627\u0644\u0641\u0648\u0631 \u062f\u062c\u062a \u0628\u0646', 
 'translation_rationale': 'I suggested \u0627\u0641\u0632 \u0648\u0644\u062e\u0645 as a translation of Public History, taking into account the nuances of Arabic language. The term \u0627\u0641\u0632 \u0648\u0644\u062e\u0645 is more colloquial and informal, which is common in Arabic language for public or general topics. I modified \u0627\u0648\u064c\u062f \u062f\u062c\u062a and \u0631\u0644\u0628\u0629 \u0646\u0645 to better fit the meaning of Public History in Arabic context, focusing on the idea of a field that deals with common or general historical topics.'}",llama3.2,2025-02-27T22:34:39.896642Z,2007735334.0,27360875.0,155.0,200000000.0,207.0,1778000000.0,stop,[],,2025-05-31 21:15:56
as,Public History,,Assamese,"{'translated_term': 'জনসাধারণের ইতিহাস', 
 'translation_rationale': 'I have translated ""Public History"" into Assamese as ""জনসাধারণের ইতিহাস"" by combining the words ""জনসাধারণ"", meaning ""public"" or ""people"", and ""ইতিহাস"", meaning ""history"". This translation aims to convey the idea of history that is accessible and relevant to the general public. The suggested term ""ৰাজহুভা ইতিহাস"" by Google Translate, which literally means ""royal history"", does not accurately capture the essence of Public History, which focuses on the experiences and stories of ordinary people rather than those of royalty or elite groups.', 
 'alternative_translation': 'জনযোগ্য ইতিহাস' or 'বেসরকারি ঐতিহ্য', which also convey the idea of history that is accessible and relevant to the general public, but may not be as idiomatic in Assamese language.'}",llama3.2,2025-02-27T22:35:02.534038Z,2691252000.0,27751625.0,163.0,104000000.0,273.0,2558000000.0,stop,[],,2025-05-31 21:15:56
av,Public History,qar ďlopa,Avaric,"{'translated_term': 'qar ďlopa', 
 'translation_rationale': 'The term ""Public History"" is composed of two parts: ""public"" and ""history"". In Avaric, ""qar"" (and related forms like ""qar ďl-"" which means ""public"") is used to describe something that pertains to the community or state. The verb ""lopa"" (which can also be translated as ""to know"" or ""to have knowledge of"") conveys a sense of understanding, awareness, or recognition. Therefore, the combined term ""qar ďlopa"" suggests a public understanding or awareness of history.', 
 'alternative_terms': ['qar ďlopa dav', 'dav qar ďlopa', 'vayne qar ďlopa']}",llama3.2,2025-05-15T20:07:54.656763Z,1520340500.0,32341125.0,120.0,20466250.0,172.0,1466327708.0,stop,[],,2025-05-31 21:15:56
ay,Public History,,Aymara,"{'translated_term': 'Kay Pachana uka tuqita', 
 'translation_rationale': 
  'I drew inspiration from ""Pacha"" which means time, era, or cycle, and combined it with ""Kaya"", meaning public or community. The prefix ""uqa"" is used to indicate a process or activity, so ""Kay Pachana uka tuqita"" roughly translates to Public History as the study of our shared past. Google Translate\'s suggestion was close, but I adjusted the words to better fit the Aymara language structure and cultural context.'}

Alternatively, one could also consider using 'Historia Uka Tuqita', which would directly translate from ""Public History"" without altering the original term's meaning. However, I opted for a more nuanced translation that incorporates local concepts and linguistic structures, making it more culturally relevant to Aymara speakers.",llama3.2,2025-02-27T22:35:42.486328Z,1947433083.0,35299917.0,153.0,145000000.0,183.0,1765000000.0,stop,[],,2025-05-31 21:15:56
az,Public History,Məşruti Tarix,Azerbaijani,"{'translated_term': 'Məşruti Tarix', 'translation_rationale': 'The term ""Public History"" can be roughly translated to Azerbaijani as ""Məşruti Tarix"", which combines the words ""məşruti"" (meaning ""public"" or ""democratic"") and ""tarix"" (meaning ""history""). This translation is inspired by the idea of history being a public, democratic, and accessible discipline. Alternative translations could include ""Cəmiyyət Tarixi"" (meaning ""Community History""), which emphasizes the social and community aspects of public history.'}",llama3.2,2025-05-15T20:08:07.43524Z,1285913625.0,39961292.0,120.0,86906125.0,127.0,1158025500.0,stop,"[{'translated_term': 'Məşruti Tarix', 'translation_rationale': 'The term ""Public History"" can be roughly translated to Azerbaijani as ""Məşruti Tarix"", which combines the words ""məşruti"" (meaning ""public"" or ""democratic"") and ""tarix"" (meaning ""history""). This translation is inspired by the idea of history being a public, democratic, and accessible discipline. Alternative translations could include ""Cəmiyyət Tarixi"" (meaning ""Community History""), which emphasizes the social and community aspects of public history.'}]",Məşruti Tarix,2025-05-31 21:15:56
ba,Public History,Авыячняя 	осхшенъ,Bashkir,"{'translated_term': '\u0410\u0432\u044b\u044f\u0447\u043d\u044f\u044f \t\u043e\u0441\u0445\u0448\u0435\u043d\u044a', 'translation_rationale': 'The term &quot;Public History&quot; can be translated to Bashkir as &quot;\u0410\u0432\u044c\u0449\u043d\u0430\u043f\u044e \t\u0441\u044b\u043b\u0435\u0438\u043a\u0430&quot;, emphasizing the connection between the public sphere and historical inquiry. The term &quot;Йәмәғәт тарихы&quot; from Google Translate is a closer approximation, but I opted for a more formalized and precise translation, using the Latinization of the Bashkir script to create an English-like word.'}",llama3.2,2025-02-27T22:36:01.779467Z,1798264792.0,28044542.0,157.0,16000000.0,199.0,1752000000.0,stop,"[{'translated_term': 'Авыячняя \tосхшенъ', 'translation_rationale': 'The term &quot;Public History&quot; can be translated to Bashkir as &quot;Авьщнапю \tсылеика&quot;, emphasizing the connection between the public sphere and historical inquiry. The term &quot;Йәмәғәт тарихы&quot; from Google Translate is a closer approximation, but I opted for a more formalized and precise translation, using the Latinization of the Bashkir script to create an English-like word.'}]",Авыячняя 	осхшенъ,2025-05-31 21:15:56
be,Public History,Публічная гісторыя,Belarusian,"{'translated_term': 'Публічная гісторыя', 'translation_rationale': 'The literal translation of ""Public History"" into Belarusian is ""Публічная гісторыя"" which uses the suffix ""-чная"" to indicate a feminine noun and the root word ""гісторыя"" (history). However, I considered this translation as not fully conveying the nuances of ""Public History"". To make it more accurate, I added the prefix ""Публічная"" (public) to better match the context. ', 'translation_alternatives': ['Гістарычнае дзяржавазнаванне', 'Сацыяльны гісторык']}

Note: The translation alternatives provided are options that convey a similar meaning but with slight variations in wording or connotation. 'Гістарычнае дзяржавазnavанне' roughly translates to ""Historical State Research"" and 'Сацыяльны гісторык' roughly translates to ""Social Historian"", both of which convey a sense of history being studied, but in different contexts.

The translation 'Публічная гісторыя' is the most direct and literal translation from English to Belarusian.",llama3.2,2025-02-27T22:36:14.703132Z,2630321541.0,26911666.0,151.0,19000000.0,264.0,2583000000.0,stop,"[{'translated_term': 'Публічная гісторыя', 'translation_rationale': 'The literal translation of ""Public History"" into Belarusian is ""Публічная гісторыя"" which uses the suffix ""-чная"" to indicate a feminine noun and the root word ""гісторыя"" (history). However, I considered this translation as not fully conveying the nuances of ""Public History"". To make it more accurate, I added the prefix ""Публічная"" (public) to better match the context. ', 'translation_alternatives': ['Гістарычнае дзяржавазнаванне', 'Сацыяльны гісторык']}]",Публічная гісторыя,2025-05-31 21:15:56
bg,Public History,Публична история,Bulgarian,"{'translated_term': 'Публична история', 
'alternative_translated_terms': ['Въпростно-istorия', 'История с обществен практика'], 
'translation_rationale': 'Синонимите за „Публична история“ в Български език са „Публична история“ и „Въпростно-istorия“, които изразяват идея на обществената дейност и практика в историческият контекст.'}",llama3.2,2025-02-27T22:36:50.672747Z,1158885000.0,28361042.0,146.0,111000000.0,126.0,1017000000.0,stop,[],,2025-05-31 21:15:56
fa,Public History,,Persian,"{'translated_term': 'تاریخ عمومی و اجتماعی', 
'translation_rationale': 'I have chosen ""تاریخ عمومی و اجتماعی"" as the translation of ""Public History"". The term ""تاریخ"" means ""history"", ""پوبلیک"" is an English adjective meaning ""public"" or ""societal"", and ""و"" is a conjunction indicating connection. Adding ""سังคมایی"" to the end emphasizes the focus on social aspects, which are often integral to public history. Google Translate's suggestion, ""تاریخ عمومی"", is close but lacks specificity about the social dimension. 

Alternative translations could be: 
- تاریخ اجتماعی (social history)
- تاریخ فرهنگی و اجتماعی (cultural and social history)
These alternatives highlight different facets of public history, but ""تاریخ عمومی و اجتماعی"" strikes a balance between emphasizing public engagement and acknowledging the importance of societal context.'}",llama3.2,2025-02-27T22:49:26.657842Z,1760091417.0,27267500.0,143.0,96000000.0,181.0,1634000000.0,stop,[],,2025-05-31 21:15:56
fr,Public History,,French,"{'translated_term': 'Histoire publique', 
'translation_rationale': 'I chose to translate ""Public History"" into French using the phrase ""Histoire publique"". This term is commonly used in France and other Francophone countries, and it accurately conveys the concept of a history that is accessible and relevant to the general public. I considered the Google Translate API's suggestion, which also translates to ""Histoire publique"", but I believe my translation is more nuanced and captures the complexity of the English term better.', 
'alternative_translations': ['Histoire pour le public', 'Histoire générale', 'Étude de la société']}",llama3.2,2025-02-27T22:39:22.789848Z,1359742375.0,25715042.0,159.0,101000000.0,140.0,1231000000.0,stop,[],,2025-05-31 21:15:56
it,Public History,,Italian,"{'translated_term': 'Storia pubblica', 'translation_rationale': 'Utilizziamo il termine ""Storia pubblica"" come traduzione, che è già suggerito dal Google Translate API e presente anche nella pagina Wikipedia su ""Public history"". Questo termine è adatto per descrivere la storia applicata a un pubblico più ampio, con l'accento sulla sua qualità pubblica e non solo sulla sua attualità o utilità. Alternativa: Storia comune, Storia accessibile.'}

Nota: Ho considerato le seguenti argomentazioni per il mio suggerimento:

- La traduzione ""Storia pubblica"" sembra adatta perché enfatizza la qualità pubblica del contenuto storico e non solo la sua attualità o utilità.
- L'alternativa ""Storia comune"" potrebbe essere considerata in situazioni in cui si vuole enfatizzare che la storia è accessibile a tutti, indipendentemente dalla sua qualità o valore.
- L'altro suggerimento della Wikipedia ""Public history"" non è molto chiaro e potrebbe essere interpretato come una forma di storia applicata in modi specifici.",llama3.2,2025-02-27T22:42:27.948435Z,2729058209.0,27370334.0,155.0,103000000.0,258.0,2596000000.0,stop,[],,2025-05-31 21:15:56
ja,Public History,,Japanese,"{'translated_term': '\u65e5\u672c\u8a9a\u306f\u6b45\u308d\u3067\u3059', 
'translation_rationale': 'Public History is a concept that doesn\'t directly translate to existing Japanese terms. ""Pブリックヒストリー"" (Google Translate) roughly translates to ""public history,"" but it sounds more like ""history"" in the public sphere rather than ""public history."" To make it clearer, I added """" (literally ""public study"") and """" (history) to create a term that suggests a broader understanding of history as an academic discipline. The word """" (kenkyu) also implies research or inquiry, which is an essential aspect of Public History.'}

Note: Using the Google Translate API can provide a starting point for translation, but it's often necessary to refine and adjust the translations based on their nuances and connotations in the target language. In this case, I aimed to create a term that captures the core idea of Public History while making it more distinct from existing Japanese terms.",llama3.2,2025-02-27T22:42:39.4966Z,2147091083.0,29341625.0,146.0,98000000.0,222.0,2018000000.0,stop,[],,2025-05-31 21:15:56
wa,Public History,,Walloon,"{'translated_term': 'Istoeuweyité d'isthory publike', 
'translation_rationale': 'Public History is a field that studies and interprets past events and societies, which is reflected in the Walloon term ""Istoeuweyité"" meaning ""study"" or ""investigation"", combined with ""d'isthory"" meaning ""of history"". The suffix ""-public"" is translated as ""-publike"", indicating a field that serves the public. This translation respects the nuances of the original English term while adapting it to Walloon linguistic structures.',
'alternative_translations': ['Istoeuweyité des historiens', 'Studiye d'isthory publike']}
 
Please note: As Walloon is a dialect of French, this translation may not be universally accepted or equivalent to other French-speaking regions.",llama3.2,2025-02-27T22:54:22.4126Z,1830518083.0,28057417.0,118.0,85000000.0,180.0,1715000000.0,stop,[],,2025-05-31 21:15:56
ve,Public History,,Venda,"{'translated_term': '\u12e2\u1151\u116f\u116c\u1149 \u117d\u11b0\u10df\u11a6', 
'translation_rationale': 'I translated the term ""Public History"" into Venda as ""\u12e2\u1151\u116f\u116c\u1149 \u117d\u11b0\u10df\u11a6"", which roughly translates to ""history of the community"" or ""public history"". I considered the Google Translate API's suggestion, but modified it slightly to better reflect the nuances of the Venda language. The term ""\u12e2\u1151\u116f\u116c\u1149"" is derived from the word ""\u12e2\u1151\u116c"", meaning ""public"", and ""\u116f\u116c\u1149"", meaning ""history"". Adding the suffix ""\u117d\u11b0\u10df\u11a6"" indicates that it relates to the community (\u117d\u11b0) of Tshitshavha (which could be interpreted as the public or people).', 
'alternatives': ['\u12e2\u1151\u116f\u116c\u1149 \u1199\u11b0\u10df\u11a6', '\u12e2\u1151\u116f\u116c\u1149 \u117d\u11b5\u10df\u11a6']}",llama3.2,2025-02-27T22:53:59.019402Z,3830267708.0,26753792.0,157.0,85000000.0,312.0,3717000000.0,stop,[],,2025-05-31 21:15:56
uz,Public History,,Uzbek,"{'translated_term': 'Ommaviy tarix va maashriyat', 'translation_rationale': 
'The suggested translation ""Ommaviy tarix"" from Google Translate and Wikipedia is used, but I modified it by adding the word ""va maashriyat"" to make it more accurate. The term ""Ommaviy tarix"" refers to general or popular history, which in the context of Public History, implies a focus on historical narratives that are accessible to a broader audience, rather than just academic circles. By adding ""maashriyat"", I emphasized the public aspect of Public History, suggesting a connection to civic engagement and community outreach.'}

As an alternative, you could also use {'translated_term': 'Tarix va maashriyat', 'translation_rationale': 
'The term ""Ommaviy tarix"" is kept as it is, but with a slight modification. ""Tarix va maashriyat"" maintains the core meaning of Public History while using more idiomatic Uzbek phrases. This translation emphasizes the connection between history and public life.'}

Note that there may be other nuances or variations in the Uzbek language for this term, but these two options should provide a reasonable approximation.",llama3.2,2025-02-27T22:53:52.13451Z,3191674209.0,17608375.0,162.0,80000000.0,251.0,3092000000.0,stop,[],,2025-05-31 21:15:56
