language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
br,Public History,Istor foran,Breton,133.0,1740714302.0,stop,gpt-4o-2024-08-06,116.0,249.0,"The term 'Public History' refers to history that is made accessible and engaging to the public. In Breton, 'Istor' means 'history,' and 'foran' means 'public.' This translation captures the essence of the original English term by using words that convey the same meanings. Both Google Translate and Ollama APIs provide the same translation, which suggests a consensus on these terms within machine translation services. The simplicity and directness of this translation align with the concept of making history accessible to a broad audience, hence 'Istor foran' is an appropriate and effective translation.",2025-05-31 21:15:56
bs,Public History,Javna historija,Bosnian,119.0,1740714292.0,stop,gpt-4o-2024-08-06,119.0,238.0,"The term 'Javna historija' aligns well with common Bosnian language usage, where 'javna' means 'public' and 'historija' is a widely accepted form for 'history'. This translation captures the essence of 'Public History', which refers to history practiced outside traditional academic settings, in ways that engage the public. While 'povijest' is also a correct word for 'history', 'historija' is more commonly used in Bosnian, influenced by international linguistic ties.",2025-05-31 21:15:56
ca,Public History,Història Pública,Catalan; Valencian,160.0,1740714355.0,stop,gpt-4o-2024-08-06,138.0,298.0,"The term 'Public History' is best translated into Catalan as 'Història Pública'. This translation is consistent with the standard usage and understanding of the term within the field of history. 'Història' directly translates to 'History,' and 'Pública' to 'Public', capturing the essence of the term which refers to the practice of history by and for the public, outside of traditional academic settings. The alternative 'Historial públic' suggested by the Easy Neural Machine Translation library misinterprets the term, as 'historial' typically refers to records or personal history, not the academic field. Thus, 'Història Pública' is the most appropriate translation for conveying the concept of Public History in Catalan.",2025-05-31 21:15:56
ce,Public History,Халкъан история,Chechen,105.0,1740714404.0,stop,gpt-4o-2024-08-06,108.0,213.0,"The term ""Public History"" refers to historical work done for, with, and about the public. In Chechen, ""Халкъан"" means ""public"" or ""of the people,"" and ""история"" translates to ""history."" This translation captures the essence of history being accessible and relevant to the general populace, aligning with the purpose of public history, which is to engage and involve the community directly.",2025-05-31 21:15:56
ch,Public History,Estoria Publiku,Chamorro,108.0,1740714380.0,stop,gpt-4o-2024-08-06,108.0,216.0,"The term ""Estoria Publiku"" effectively conveys the concept of ""Public History"" in Chamorro. ""Estoria"" translates to ""history"" or ""story,"" which aligns with the understanding of history as a narrative or account. ""Publiku,"" derived from ""public,"" indicates that this form of history is meant for the general populace or public engagement. This translation maintains clarity and linguistic integrity while being easily understandable within the Chamorro-speaking community.",2025-05-31 21:15:56
co,Public History,Storia Pubblica,Corsican,77.0,1740714671.0,stop,gpt-4o-2024-08-06,106.0,183.0,"The term ""Public History"" refers to the practice of history by and for the public. In Corsican, ""storia"" means ""history"" and ""pubblica"" means ""public."" This translation maintains the straightforward and direct meaning of the term while respecting Corsican linguistic structure and usage.",2025-05-31 21:15:56
cr,Public History,Ācimowin mīthomakahkāno,Cree,120.0,1740714683.0,stop,gpt-4o-2024-08-06,110.0,230.0,"The Cree language often revolves around descriptive terms that convey the essence of the concept. ""Ācimowin"" translates to ""story"" or ""narrative,"" reflecting the storytelling nature of history. ""Mīthomakahkāno"" relates to ""community"" or ""in public"" settings, emphasizing the communal and open aspect of public history. This translation captures the essence of public history as narratives shared and preserved within the public and community sphere.",2025-05-31 21:15:56
ak,Public History,Ɔmanfo Abakɔsɛm,Akan,151.0,1740713573.0,stop,gpt-4o-2024-08-06,128.0,279.0,"The term 'Ɔmanfo Abakɔsɛm' is a suitable translation for 'Public History' in Akan, considering both the linguistic structure and cultural context. 'Ɔmanfo' means 'the people' or 'the public,' while 'Abakɔsɛm' means 'history.' This compound aligns well with the definition of public history as the way history is engaged with and interpreted by the general public. The use of 'Ɔ' instead of 'Ō' is consistent with Akan orthography, making 'Ɔmanfo Abakɔsɛm' a more phonetically and culturally accurate representation.",2025-05-31 21:15:56
af,Public History,Openbare Geskiedenis,Afrikaans,128.0,1740713558.0,stop,gpt-4o-2024-08-06,137.0,265.0,"The term ""Openbare Geskiedenis"" accurately captures the concept of ""Public History"" in Afrikaans. The word ""Openbare"" translates to ""Public,"" referring to something accessible or intended for the general populace. ""Geskiedenis"" means ""History"" and refers to the study of past events. The capitalization in ""Openbare Geskiedenis"" adheres to standard formatting for titles or specific terms in writing, similar to how these terms are treated in English. Therefore, this translation is both linguistically correct and contextually appropriate.",2025-05-31 21:15:56
ab,Public History,Ауаажәларратә аҭоурых,Abkhaz,129.0,1740713518.0,stop,gpt-4o-2024-08-06,111.0,240.0,"The translation ""Ауаажәларратә аҭоурых"" is composed of two components: ""Ауаажәларратә"" which corresponds to ""public"" and ""ҭоурых"" which means ""history"" in Abkhaz. This translation effectively conveys the idea of history that is meant to be engaged with by the public, reflecting the discipline of Public History which involves interpreting and presenting historical knowledge in a way that is accessible and immersive for communities. The terms align well with the discipline’s core aspects and cultural context, capturing the spirit of making history accessible and participatory.",2025-05-31 21:15:56
aa,Public History,Ayyunti Taariikh Nammoyta,Afar,120.0,1740713553.0,stop,gpt-4o-2024-08-06,109.0,229.0,"In Afar, ""Ayyunti"" conveys the sense of public or communal activity, similar to the concept of collective engagement in history. ""Taariikh"" is the commonly used term for history, and ""Nammoyta"" relates to the act of making or creating, which aligns well with the idea of actively engaging with and interpreting history for the public. This translation captures the essence of public history as an interactive and community-oriented approach to understanding and presenting historical narratives.",2025-05-31 21:15:56
tr,Public History,,Turkish,,,,,,,,2025-05-31 21:15:56
tg,Public History,,Tajik,,,,,,,,2025-05-31 21:15:56
su,Public History,,Sundanese,,,,,,,,2025-05-31 21:15:56
sr,Public History,,Serbian,,,,,,,,2025-05-31 21:15:56
sg,Public History,,Sango,,,,,,,,2025-05-31 21:15:56
pa,Public History,,"Panjabi, Punjabi",,,,,,,,2025-05-31 21:15:56
or,Public History,,Oriya,,,,,,,,2025-05-31 21:15:56
oc,Public History,,Occitan,,,,,,,,2025-05-31 21:15:56
ne,Public History,,Nepali,,,,,,,,2025-05-31 21:15:56
bh,Public History,,Bihari,,,,,,,,2025-05-31 21:15:56
mn,Public History,,Mongolian,,,,,,,,2025-05-31 21:15:56
lv,Public History,,Latvian,,,,,,,,2025-05-31 21:15:56
kr,Public History,,Kanuri,,,,,,,,2025-05-31 21:15:56
it,Public History,,Italian,,,,,,,,2025-05-31 21:15:56
ie,Public History,,Interlingue,,,,,,,,2025-05-31 21:15:56
hr,Public History,,Croatian,,,,,,,,2025-05-31 21:15:56
de,Public History,,German,,,,,,,,2025-05-31 21:15:56
bm,Public History,,Bambara,,,,,,,,2025-05-31 21:15:56
ug,Public History,,"Uighur, Uyghur",,,,,,,,2025-05-31 21:15:56
cs,Public History,Veřejná historie,Czech,101.0,1740714921.0,stop,gpt-4o-2024-08-06,133.0,234.0,"The term ""Veřejná historie"" effectively captures the essence of ""Public History"" as it combines ""veřejná,"" meaning public or pertaining to the public, with ""historie,"" meaning history. This aligns with the English connotation of the practice of engaging the public with history outside traditional academic settings. Additionally, this term considers the common usage in Czech language contexts and aligns with one of the suggested translations.",2025-05-31 21:15:56
cu,Public History,Общьственна историѩ,Old Church Slavonic,134.0,1740718214.0,stop,gpt-4o-2024-08-06,115.0,249.0,"The term ""Public History"" refers to the presentation and interpretation of history for the general public, beyond traditional academic settings. In Old Church Slavonic, ""общьственна"" can be used to convey the concept of something being related to the community or public, as it derives from ""общьство,"" meaning society or community. ""Историѩ"" is a direct translation of ""history,"" as it conveys the idea of historical narrative or account. This way, the translated term captures the essence of engaging the public with historical knowledge and interpretations.",2025-05-31 21:15:56
cv,Public History,Кĕсле истори,Chuvash,143.0,1740714420.0,stop,gpt-4o-2024-08-06,113.0,256.0,"The term ""Кĕсле истори"" can be seen as a refined translation of ""Public History"" into Chuvash. ""Кĕсле"" translates to ""public"" or ""society-related,"" and ""истори"" translates directly to ""history."" This captures the essence of Public History, which is the practice of making history accessible and relevant to the general public. The suggested translation ""Обществӑлла истори"" is close, but ""Кĕсле истори"" is more succinct and aligns more closely with common linguistic structures in Chuvash.",2025-05-31 21:15:56
gu,Public History,જાહેર ઇતિહાસ,Gujarati,101.0,1740715144.0,stop,gpt-4o-2024-08-06,107.0,208.0,"The term ""જાહેર ઇતિહાસ"" directly translates to ""Public History"" in English, where ""જાહેર"" means ""public"" and ""ઇતિહાસ"" means ""history."" This translation effectively captures the essence of Public History, which encompasses the practice of making history accessible and applicable to the public. The translation is straightforward and contextually appropriate for communicating the concept within Gujarati-speaking communities.",2025-05-31 21:15:56
ha,Public History,Tarihin Jama'a,Hausa,117.0,1740715157.0,stop,gpt-4o-2024-08-06,123.0,240.0,"The translation ""Tarihin Jama'a"" is appropriate as it directly conveys the meaning of ""Public History"" in Hausa. ""Tarihin"" means ""History,"" and ""Jama'a"" refers to ""Public"" or ""People."" This translation aligns with the concept of making history accessible and relevant to the general public, which is the essence of Public History. The suggested translation respects the grammatical structure and semantic meaning in the Hausa language, making it a suitable choice.",2025-05-31 21:15:56
he,Public History,היסטוריה ציבורית,Hebrew (modern),147.0,1740715160.0,stop,gpt-4o-2024-08-06,158.0,305.0,"The term ""היסטוריה ציבורית"" is the most widely accepted and commonly used translation for ""Public History"" in Hebrew. It directly translates to ""Public History,"" capturing both the notion of history as a discipline and its application or presentation in public contexts. The term is well-recognized in academic and public discourse, as evident from its use in sources like Google Translate, Easy Neural Machine Translation, and even on Wikipedia. The alternative suggestion from the Ollama API appears to be nonsensical in Hebrew, lacking recognizable meaning. Therefore, ""היסטוריה ציבורית"" appropriately conveys the intended concept in the context of Public History.",2025-05-31 21:15:56
hi,Public History,सार्वजनिक इतिहास,Hindi,149.0,1740715341.0,stop,gpt-4o-2024-08-06,122.0,271.0,"The term ""Public History"" refers to the practice of historical research, presentation, and interpretation conducted for public audiences or in public settings. The translation ""सार्वजनिक इतिहास"" captures this idea well, as ""सार्वजनिक"" means ""public"" and ""इतिहास"" means ""history"" in Hindi. This phrase effectively communicates the concept of making history accessible and relevant to the general public. There is no need for modification as it directly conveys the intended meaning, and both the Google Translate API and the Easy Neural Machine Translation library suggest the same accurate translation. Thus, ""सार्वजनिक इतिहास"" accurately represents the concept in Hindi.",2025-05-31 21:15:56
ho,Public History,Eda Taim Kamap Histori,Hiri Motu,105.0,1740715367.0,stop,gpt-4o-2024-08-06,131.0,236.0,"In Hiri Motu, ""Eda"" can imply a form of communal or public aspect, while ""Taim Kamap"" refers to the happenings or events unfolding over time. ""Histori"" is borrowed directly from English, as it aligns with contemporary use and understanding. This translation aims to encapsulate the essence of Public History as a field concerned with the communal engagement and interpretation of historical events and narratives.",2025-05-31 21:15:56
ht,Public History,Istwa Piblik,Haitian,130.0,1740715152.0,stop,gpt-4o-2024-08-06,133.0,263.0,"The term 'Public History' refers to the practice of history outside of traditional academic settings, often engaging with the public. In Haitian Creole, 'Istwa' means 'history,' and 'Piblik' means 'public.' Combining these terms as 'Istwa Piblik' clearly conveys the concept of history being practiced or presented in the public sphere. This translation is consistent with the suggestions from the Google Translate API and the Ollama API, both of which align well with the intended meaning in the context of Haitian Creole language and culture.",2025-05-31 21:15:56
hu,Public History,Közönségtörténet,Hungarian,183.0,1740715373.0,stop,gpt-4o-2024-08-06,131.0,314.0,"The term 'Köztörténet' suggested by the Google Translate API directly translates to 'History of the Public,' which does not quite capture the essence of 'Public History' as understood in academic and professional contexts. Public History refers to the practice of history by and for the public, often outside traditional academic settings, and includes community-engaged projects, museums, archives, and oral history, among other things. Therefore, the translation 'Közönségtörténet' is more appropriate because it implies history intended for or interacted with by the public ('közönség'), emphasizing the participatory and accessible nature of Public History. The suggestion from Easy Neural Machine Translation does not offer a coherent translation, therefore 'Közönségtörténet' is a more suitable fit.",2025-05-31 21:15:56
hy,Public History,Հանրային պատմություն,Armenian,124.0,1740713791.0,stop,gpt-4o-2024-08-06,122.0,246.0,"Both the Google Translate API and the Easy Neural Machine Translation library suggest the term ""Հանրային պատմություն,"" which directly translates to ""Public History"" in Armenian. The term ""Հանրային"" means ""Public,"" and ""պատմություն"" means ""History."" This translation appropriately conveys the concept of Public History, which focuses on history that is accessible and engaged with the public, without altering the intended meaning. Therefore, I find this translation to be accurate and suitable for the context of discussing Public History in Armenian.",2025-05-31 21:15:56
hz,Public History,Okurangera Mbaravango,Herero,138.0,1740715331.0,stop,gpt-4o-2024-08-06,110.0,248.0,"The translation of ""Public History"" into Herero requires capturing the essence of history as something to be presented or shared with the public. ""Otjombungwa"" refers to something that is public or for the community, while ""Ya Publiku"" is a more literal borrowing from English. However, using ""Okurangera Mbaravango"" combines ""okurangera"" meaning ""to demonstrate or present"" with ""mbaravango"" meaning ""history,"" emphasizing the act of making history accessible and understandable to the public in a more culturally resonant way.",2025-05-31 21:15:56
ia,Public History,Historia Publica,Interlingua,106.0,1740715379.0,stop,gpt-4o-2024-08-06,107.0,213.0,"In Interlingua, the translation 'Historia Publica' is a direct adaptation of the English term 'Public History.' Interlingua frequently uses Latin-based cognates which are recognizable across multiple Romance languages. 'Historia' aligns with the concept of history, and 'Publica' captures the aspect of being for the public or concerning the general population. This translation preserves the essence of the term and would be easily understood by Interlingua speakers.",2025-05-31 21:15:56
id,Public History,Sejarah Publik,Indonesian,139.0,1740715540.0,stop,gpt-4o-2024-08-06,151.0,290.0,"The term ""Sejarah Publik"" is widely accepted and used by both academic and public circles in Indonesia to describe the field of Public History. It accurately reflects the essence of history that engages with the public or is practiced in a public context. The use of ""Publik"" directly corresponds to ""Public"" in English, and ""Sejarah"" means ""History,"" making it a straightforward and easily understandable translation. Additionally, this term is consistently used across various platforms and is generally understood by the Indonesian audience, aligning with suggestions by different translation resources including Google Translate, Easy Neural Machine Translation, and Wikipedia.",2025-05-31 21:15:56
ig,Public History,Akụkọ Ihe Mere Ọha,Igbo,152.0,1740715729.0,stop,gpt-4o-2024-08-06,148.0,300.0,"The term ""Public History"" refers to the practice of history by and for the public, often outside traditional academic settings. Among the suggested translations, ""Akụkọ Ọha"" (Public Story) and ""Ụzọ Ọha Nnọpụ"" (Path of Public Knowledge) capture the essence but might not fully convey the historical context. ""Akụkọ Ihe Mere Eme Ọha na Eze"" (History of Public and Royal Events) is quite specific. ""Akụkọ Ihe Mere Ọha"" strikes a balance, translating to ""Public Events Story,"" which encapsulates the practice of narrating, interpreting, and preserving public history.",2025-05-31 21:15:56
ii,Public History,ꆈꌠꎭꂷꁧꉪ,Nuosu,156.0,1740717879.0,stop,gpt-4o-2024-08-06,108.0,264.0,"The suggested term 'Nuu sàna siis' roughly translates to 'history of the people/public'. To refine this, I have considered the components of each Nuosu character: 'ꆈꌠ' (nuu) signifies 'people', 'ꎭꂷ' (sàna) represents 'history', and 'ꁧꉪ' (siis) ties to 'public domain' or 'communal'. Therefore, the refined term more directly conveys 'history of the people' as understood in public history, keeping the essence of history accessible to and shared by the public.",2025-05-31 21:15:56
ik,Public History,Avatmun Utuqqait Unipkaat,Inupiaq,125.0,1740715746.0,stop,gpt-4o-2024-08-06,81.0,206.0,"Inupiaq, like many Indigenous languages, often describes concepts based on their function and relationship to the community. ""Avatmun"" can mean ""to the public"" or ""for everyone"", emphasizing the collective aspect, while ""Utuqqait Unipkaat"" translates to ""old stories"" or ""histories"", reflecting the preservation and sharing of historical narratives. Together, this conveys the essence of ""Public History"" in a way that aligns with Inupiaq cultural and linguistic practices.",2025-05-31 21:15:56
io,Public History,Publiko Historio,Ido,107.0,1740715969.0,stop,gpt-4o-2024-08-06,107.0,214.0,"In Ido, the word ""publiko"" translates to ""public,"" which straightforwardly retains the meaning of being related to the public or society at large. ""Historio"" translates directly to ""history,"" referring to the study or interpretation of past events. Combining these terms into ""Publiko Historio"" accurately conveys the concept of history practiced or presented with public engagement in mind, maintaining the integrity of the original term and its intended purpose.",2025-05-31 21:15:56
is,Public History,Opinber saga,Icelandic,143.0,1740716066.0,stop,gpt-4o-2024-08-06,147.0,290.0,"The translation ""Opinber saga"" is appropriate for ""Public History"" as ""opinber"" means ""public"" and ""saga"" means ""history"" or ""story"" in Icelandic. This translation captures the essence of the term, which refers to the practice of history that is engaged with or accessible to the public. The other suggestions, including ""Public HistoryCity name"" and ""ðpinber sagaüûāó"", either contain non-Icelandic elements or appear to result from translation errors or technical issues, making them less suitable. Therefore, ""Opinber saga"" is the most accurate and straightforward translation.",2025-05-31 21:15:56
iu,Public History,ᐃᓚᒌᑦᑐᓂᑲᑦ ᖃᓄᐃᓕᐅᕆᔭᕋᑦᓴᐅᔪᖅ,Inuktitut,226.0,1740716091.0,stop,gpt-4o-2024-08-06,183.0,409.0,"The translation for ""Public History"" into Inuktitut requires capturing the concepts of public engagement and historical narrative. The term ""ᐃᓚᒌᑦᑐᓂᑲᑦ"" translates to ""public"" or ""for everyone,"" emphasizing the communal aspect. ""ᖃᓄᐃᓕᐅᕆᔭᕋᑦᓴᐅᔪᖅ"" refers to ""history"" or ""telling of stories,"" capturing the essence of sharing and understanding historical narratives. Combining these terms reflects the idea of history that is shared with and shaped by the public, making it more inclusive and accessible.",2025-05-31 21:15:56
ja,Public History,公共歴史学,Japanese,164.0,1740716111.0,stop,gpt-4o-2024-08-06,108.0,272.0,"While ""パブリックヒストリー"" is a direct phonetic translation of ""Public History"" and is often used in casual contexts or instances where English terms are adopted into Japanese, it can be beneficial to use a term that conveys the meaning more explicitly for academic or formal contexts. ""公共歴史学"" combines ""公共"" (kōkyō), meaning ""public"" or ""communal,"" and ""歴史学"" (rekishigaku), meaning ""history"" or ""the study of history."" This translation captures the essence of Public History as a discipline that deals with making history accessible and relevant to the public, aligning with the goals of the field to engage wider audiences in historical scholarship and practice.",2025-05-31 21:15:56
jv,Public History,Riwayat Umum,Javanese,107.0,1740716134.0,stop,gpt-4o-2024-08-06,126.0,233.0,"The term ""Public History"" refers to historical knowledge and practices made accessible and relevant to the general public. The phrase ""Riwayat Umum"" captures this essence, as ""riwayat"" suggests a narrative or history, and ""umum"" signifies something that is public or general. This translation is straightforward and aligns well with the concept of history being available and relevant to everyone, which is central to the idea of Public History.",2025-05-31 21:15:56
ka,Public History,საჯარო ისტორია,Georgian,147.0,1740715086.0,stop,gpt-4o-2024-08-06,120.0,267.0,"The term ""საჯარო ისტორია"" directly translates to ""Public History"" in English, with ""საჯარო"" meaning ""public"" and ""ისტორია"" meaning ""history."" This translation effectively captures the essence of Public History as a field that is concerned with the ways history is engaged with and presented to the public. The alternative suggestion ""სახელი სამაულო"" does not accurately convey the concept of Public History; ""სახელი"" means ""name"" and ""სამაულო"" does not have relevance to the term. Therefore, ""საჯარო ისტორია"" is both simple and accurate for conveying the intended meaning.",2025-05-31 21:15:56
gv,Public History,Shennaghys Theay,Manx,128.0,1740716814.0,stop,gpt-4o-2024-08-06,127.0,255.0,"The term ""Public History"" refers to the practice of history by and for the public, often involving community engagement and making history accessible outside of academia. ""Shennaghys"" means ""history"" in Manx, and ""Theay"" can be understood as ""people"" or ""public"". Combining them as ""Shennaghys Theay"" captures the essence of history engaging directly with the general population. This translation is more intuitive in conveying the concept of history applied in a public context compared to the options suggested by translation tools.",2025-05-31 21:15:56
gn,Public History,Tembiasakue Guasu Ava Rehegua,Guaraní,128.0,1740715124.0,stop,gpt-4o-2024-08-06,113.0,241.0,"The term ""Public History"" refers to history that is made accessible and engaging to the general public. ""Tembiasakue"" translates to ""history"" in Guaraní. I chose ""Guasu"" to convey the idea of something extensive or significant, akin to how “public” implies its broad reach and impact. ""Ava Rehegua"" specifies that this history pertains to the people or the public. This translation aims to capture the essence of Public History as an inclusive and community-oriented practice.",2025-05-31 21:15:56
cy,Public History,Hanes Cyhoeddus,Welsh,155.0,1740719978.0,stop,gpt-4o-2024-08-06,138.0,293.0,"The term 'Hanes Cyhoeddus' is the most direct and appropriate translation of 'Public History' into Welsh. 'Hanes' means 'history', and 'cyhoeddus' means 'public', directly reflecting the concept of history that is accessible and relevant to the public. The suggestion of 'Hanes Yr Wyddyswyr', which refers more to 'scholars' or those specifically knowledgeable in history, does not capture the inclusive and accessible nature of Public History meant for a broader audience, as the term is not restricted to academic circles or experts. Therefore, 'Hanes Cyhoeddus' effectively communicates the intended meaning of bringing history to the public sphere.",2025-05-31 21:15:56
gl,Public History,Historia Pública,Galician,151.0,1740715069.0,stop,gpt-4o-2024-08-06,134.0,285.0,"The term ""Historia Pública"" is the most widely accepted translation for ""Public History"" in Galician. This phrase closely follows the conventions used by historians and scholars in the Galician language, maintaining the integrity of the field while ensuring comprehension and relevance. The use of ""Historia"" aligns with Galician linguistic norms, and ""Pública"" accurately conveys the idea of accessibility and engagement with the public, which are central to the concept of Public History. ""Historial público"" tends to imply a personal or legal record, while ""Historias Públicas"" might suggest a collection of individual stories rather than the field as a whole, making ""Historia Pública"" the most suitable choice.",2025-05-31 21:15:56
da,Public History,Offentlig historie,Danish,110.0,1740714925.0,stop,gpt-4o-2024-08-06,118.0,228.0,"Both the Google Translate API and Easy Neural Machine Translation library suggest 'Offentlig historie', which appears accurate as it directly translates to 'Public History' in English. The term 'offentlig' means 'public' and 'historie' translates to 'history', capturing the concept of making historical research and methodologies accessible to the general public as understood in the field of Public History. Thus, the translation is both linguistically correct and contextually appropriate for the subject matter.",2025-05-31 21:15:56
dv,Public History,ޕަބްލިކް ހިސްޓްރީ,Divehi; Maldivian;,226.0,1740714949.0,stop,gpt-4o-2024-08-06,146.0,372.0,"The term ""ޕަބްލިކް ހިސްޓްރީ"" effectively captures the essence of ""Public History"" by directly translating the components of the English term. ""ޕަބްލިކް"" corresponds to ""public,"" which implies accessibility and communal engagement, while ""ހިސްޓްރީ"" is an adaptation of ""history,"" meaning the study and interpretation of past events. The transliteration maintains the sound and context of the original term, which can be crucial for precision in less universally recognized academic fields such as Public History. Therefore, this translation is appropriate for conveying the concept of making historical knowledge accessible and engaging to the general public in a Maldivian context.",2025-05-31 21:15:56
dz,Public History,སྤྱི་སྲོལ་ལོ་རྒྱུས།,Dzongkha,222.0,1740714979.0,stop,gpt-4o-2024-08-06,136.0,358.0,"The term 'Public History' implies a historical narrative or interpretation intended for the general public, often associated with the collective or social understanding of history. In Dzongkha, 'སྤྱི་པའི་ལོ་རྒྱུས།' literally translates to 'History of the Public,' which is quite accurate. However, refining it slightly to 'སྤྱི་སྲོལ་ལོ་རྒྱུས།' takes into account the concept of 'customs and traditions' (སྲོལ) shared by the public, thereby encompassing both communal and educational aspects of public history. This translation reflects not just the collective ownership of history, but also its engagement and presentation for public understanding and consumption.",2025-05-31 21:15:56
ee,Public History,Dutoƒo Ŋutinya,Ewe,124.0,1740715016.0,stop,gpt-4o-2024-08-06,124.0,248.0,"The term ""Dutoƒo Ŋutinya"" seems appropriate for ""Public History"" in Ewe. ""Dutoƒo"" can be understood as ""public"" or ""something belonging to the people,"" while ""Ŋutinya"" refers to ""history"" or ""recorded events."" In combination, these elements convey the concept of history as it relates to or is used by the public, aligning with the essence of Public History, which involves engaging the public with historical knowledge and practices.",2025-05-31 21:15:56
el,Public History,Δημόσια Ιστορία,"Greek, Modern",98.0,1740715103.0,stop,gpt-4o-2024-08-06,179.0,277.0,"The term ""Public History"" is best translated as ""Δημόσια Ιστορία"" in Modern Greek. This translation is the most commonly used and accepted in academic circles, as seen in Greek-speaking education and public discourse related to history. The capitalization of ""Ιστορία"" follows the conventional way of presenting titles and significant concepts in Greek, aligning it with the English equivalent.",2025-05-31 21:15:56
en,Public History,Public History,English,96.0,1740715003.0,stop,gpt-4o-2024-08-06,129.0,225.0,"The term ""Public History"" in English is already widely recognized and used in both academic and professional contexts. It refers to the practice of history outside of traditional academic settings, emphasizing the presentation and interpretation of history to the public. While ""Public Humanities"" is a related concept, it is broader and encompasses more disciplines beyond history alone. Therefore, ""Public History"" is the most precise and appropriate term.",2025-05-31 21:15:56
eo,Public History,Publika Historio,Esperanto,112.0,1740715007.0,stop,gpt-4o-2024-08-06,120.0,232.0,"Esperanto often adopts words from other languages with minimal modification, especially for modern terms with no existing equivalent. The term ""Public History"" describes the practice of history in the public sphere, engaging general audiences outside the academic context. ""Publika"" directly translates to ""public,"" and ""historio"" translates to ""history."" Both Google Translate and the Easy Neural Machine Translation library provide this straightforward translation, which accurately conveys the concept without further modification needed in the Esperanto language.",2025-05-31 21:15:56
es,Public History,Historia pública,Spanish; Castilian,107.0,1740719279.0,stop,gpt-4o-2024-08-06,133.0,240.0,"The term ""Historia pública"" is widely accepted within the Spanish-speaking academic community to refer to ""Public History"". It directly translates the concept, maintaining both the meaning and the context used in English. The translation aligns with the suggestions from popular translation tools such as Google Translate and neural machine translation systems, as well as references in reputable sources like Wikipedia. The term effectively conveys the discipline of engaging the public in historical discourse and reflects standard usage in related Spanish literature.",2025-05-31 21:15:56
et,Public History,Avalik ajalugu,Estonian,99.0,1740715012.0,stop,gpt-4o-2024-08-06,122.0,221.0,"The term ""Public History"" refers to the practice of interpreting historical events, narratives, and heritage for the broader public. The direct translation ""Avalik ajalugu,"" where ""avalik"" means ""public"" and ""ajalugu"" means ""history,"" is both accurate and contextually appropriate. It effectively conveys the idea of history that is accessible and relevant to the public, thus not requiring further modification.",2025-05-31 21:15:56
eu,Public History,Historia Publikoa,Basque,118.0,1740714192.0,stop,gpt-4o-2024-08-06,120.0,238.0,"The term ""Public History"" can be translated into Basque as ""Historia Publikoa."" Both suggestions from the Google Translate API and the Easy Neural Machine Translation library align well with the Basque language conventions, where ""Historia"" means ""History"" and ""Publikoa"" means ""Public."" Since Basque capitalizes the first letter of the first word in a title or a term, ""Historia Publikoa"" follows this grammatical rule, making it a natural and grammatically correct translation for this particular term.",2025-05-31 21:15:56
fa,Public History,تاریخ عمومی,Persian,138.0,1740718622.0,stop,gpt-4o-2024-08-06,105.0,243.0,"The term ""Public History"" is most commonly translated into Persian as ""تاریخ عمومی."" This translation directly captures the concept of history being viewed and engaged with by the public, aligning with the broad and accessible nature associated with public history. The Persian word ""تاریخ"" means ""history,"" and ""عمومی"" conveys meanings related to ""public"" or ""general,"" indicating that the study or presentation of history is intended for a wide audience beyond just academic or scholarly circles. Given that this terminology is effectively used in many Persian academic and cultural contexts, it is an appropriate and clear translation.",2025-05-31 21:15:56
ff,Public History,Dëntu Renndo Pabblic,Fula,120.0,1740715065.0,stop,gpt-4o-2024-08-06,124.0,244.0,"In Fula, ""dëntu"" can mean history or tradition, and ""renndo"" refers to something communal or public. Adding ""Pabblic"" from the English ""public"" helps specify this term for clarity and to maintain consistency with similar concepts in Fula, which often blend native terms with borrowed ones for precision. The term ""Dëntu Renndo Pabblic"" thus captures the idea of history that is shared, accessible, and belongs to the public sphere.",2025-05-31 21:15:56
fi,Public History,Julkinen historia,Finnish,148.0,1740715045.0,stop,gpt-4o-2024-08-06,160.0,308.0,"The term ""Julkinen historia"" effectively translates ""Public History"" into Finnish by capturing the essence of making history accessible and engaging to the public. The word ""Julkinen"" means ""public,"" while ""historia"" directly translates to ""history."" This translation is concise and aligns with the suggestions from the Google Translate API and the Easy Neural Machine Translation library, accurately representing the concept without unnecessary complexity. The longer suggestion from the Ollama API provides a more detailed explanation but goes beyond translating just the term, delving into descriptions of public history. Therefore, ""Julkinen historia"" is both precise and suitable for conveying the core concept.",2025-05-31 21:15:56
fj,Public History,iTukutuku ni Vanua,Fijian,114.0,1740715041.0,stop,gpt-4o-2024-08-06,149.0,263.0,"The term ""Public History"" refers to historical information and narratives that are presented and engaged with by the general public. The word ""iTukutuku"" translates to ""information"" or ""message,"" and ""Vanua"" can mean ""community"" or ""place"" which aligns with the concept of history being part of a shared cultural narrative. This translation captures the essence of making history accessible and relevant to the broader community, reflecting both communal heritage and public engagement.",2025-05-31 21:15:56
