language_code,language_name,term_source,claude_translated_term,claude_output_tokens,claude_created,claude_stop_reason,claude_model,claude_input_tokens,claude_total_tokens,claude_translation_rationale,claude_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,ollama_translation_rationale,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude
iu,Inuktitut,Digital Humanities,ᑎᑎᕋᐅᓯᖅᑐᑦ ᐃᓄᐃᑦ ᖃᐅᔨᓴᕐᓂᖏᑦ,500.0,2026-04-03T23:09:39.430897,max_tokens,claude-sonnet-4-5-20250929,192.0,692.0,No rationale provided,,,,2026-04-03 23:09:39,False,ᖃᕆᑕᐅᔭᒃᑯᑦ ᐃᓄᓕᕆᓂᕐᒧᑦ,True,,True,,False,Ɩᴯƅ᠐ិᲊŽ᲏ ᧤ឭ᠐," {'translated_term': '\u0196\u1d2f\u0185\u1810\u17b7\u1c8a\u017d\u1c8f \u19e4\u17ad\u1810', 
  'translation_rationale': '\u18ca \u19f3\u180b\u1780\u179b\u1761 \u188c\u190d\u17ab\u17ec, \u1787\u1782\u1798 \u1896\u187e\u1784\u177a \u17d9\u1810 \u1780\u179a\u179f \u18f0\u1784 \u186b\u19e2\u17ac\u1801.'}",2026-04-04T03:35:59.236045Z,stop,156.0,1932925792.0,[],80831250.0,llama3.1,169.0,384211208.0,2438753917.0,,"ᣊ ᧳᠋កលᝡ ᢌᤍឫ៬, ជគម ᢖ᡾ង᝺ ៙᠐ ករស ᣰង ᡫ᧢ឬ᠁.",False,Ikajuqatigiigut Inngikattarninginni,99.0,1775274602.0,stop,gpt-4o-2024-08-06,156.0,255.0,"“Digital Humanities”-mik Inuktitut-mik nutaraq ihuittuq ikajuqatigiigut inngikattarninginni atuqhimayut atuinniqut, taikkut ikajuqtautinga ilauqtunirnini inungnut qanuiliugianninginni taikani tamainni naunaiqhimayut.",,False
it,Italian,Digital Humanities,Informatica Umanistica,236.0,2026-04-03T23:09:29.360539,end_turn,claude-sonnet-4-5-20250929,151.0,387.0,"In italiano, il termine 'Digital Humanities' viene tradotto come 'Informatica Umanistica', che rappresenta la disciplina accademica che applica metodi computazionali e digitali allo studio delle discipline umanistiche. Questa traduzione è quella più consolidata e utilizzata nell'ambito accademico italiano, riflettendo l'integrazione tra informatica (l'aspetto digitale e computazionale) e umanistica (le discipline umanistiche tradizionali come letteratura, storia, filosofia, arte). Alcune istituzioni accademiche italiane utilizzano anche 'Umanistica Digitale' come traduzione alternativa, che è più letterale, ma 'Informatica Umanistica' rimane la denominazione più diffusa nei corsi universitari, nei dipartimenti e nelle pubblicazioni scientifiche italiane.",,Informatica umanistica,Informatica umanistica,2026-04-03 23:09:29,False,Discipline umanistiche digitali,False,Digital Humanities,False,Scienze umanistiche digitali,False,,"{'translated_term': 'Umanità Digitale', 'translation_rationale': 'Ho scelto di tradurre ""Digital Humanities"" con il termine ""Umanità Digitale"", poiché è più comune e riconosciuta nell'ambito accademico italiano. Inoltre, l'aggettivo ""digitale"" si appoggia alla parola ""umanità"" senza necessità di traduzione ulteriore.'}",2026-04-04T03:35:54.775753Z,stop,96.0,1122341493.0,[],99974458.0,llama3.1,144.0,356438916.0,1606271083.0,,,False,umanistica digitale,127.0,1775274600.0,stop,gpt-4o-2024-08-06,140.0,267.0,"Il termine 'digital humanities' si traduce in italiano come 'umanistica digitale'. La parola 'umanistica' si riferisce alle discipline che studiano la condizione umana, come la letteratura, la filosofia e la storia. 'Digitale' si riferisce invece all'uso delle tecnologie informatiche per lo studio e la ricerca in queste discipline. La traduzione in italiano rispetta la struttura originale, mantenendo il significato di un'integrazione delle scienze umanistiche con il digitale.",,False
is,Icelandic,Digital Humanities,Stafræn mannfræði,282.0,2026-04-03T23:09:22.985940,end_turn,claude-sonnet-4-5-20250929,175.0,457.0,"Hugtakið 'Digital Humanities' er þýtt sem 'Stafræn mannfræði' á íslensku. Orðið 'stafræn' er staðlað íslenskt orð fyrir 'digital' og vísar til stafrænnar tækni og tölvutækni. Orðið 'mannfræði' er hið hefðbundna íslenska orð fyrir 'humanities' og nær yfir fræðasvið sem fjalla um mannlega menningu, tungumál, sögulegar heimildir, heimspeki og listir. Þessi þýðing er í samræmi við almenna íslenska orðanotkun í akademísku samhengi og endurspeglar vel sambandið milli hefðbundinna hugvísinda og stafrænnar tækni. Þetta er sú þýðing sem notuð er við íslensk háskóla og í fræðilegu samhengi.",,,,2026-04-03 23:09:23,False,Stafræn hugvísindi,False,Stafræn mannvera,False,Stafræn hugvísindi,False,Dökk bókmenntafræði,"{
  ""translated_term"": ""Dökk bókmenntafræði"",
  ""translation_rationale"": ""Ogma um þróun dókkrar fræði og búnaðar á sviði bókmennta. Hún felur í sér hlutverki sem eru tengd handbókinu, hljóðbúnaði og viðskiptum á internetinu.""
}",2026-04-04T03:35:51.148761Z,stop,102.0,1203796457.0,[],81049792.0,llama3.1,144.0,332300083.0,1645172917.0,,"Ogma um þróun dókkrar fræði og búnaðar á sviði bókmennta. Hún felur í sér hlutverki sem eru tengd handbókinu, hljóðbúnaði og viðskiptum á internetinu.",False,stafrænar hugvísindi,137.0,1775274597.0,stop,gpt-4o-2024-08-06,148.0,285.0,"Orðið ""Digital"" þýðir ""stafrænn"" á íslensku, og ""Humanities"" þýðir ""hugvísindi"". Hugvísindi vísar til fræðigreina sem skoða menningu og mannlega hegðun. Þess vegna er ""stafrænar hugvísindi"" viðeigandi þýðing fyrir ""Digital Humanities"" á íslensku, þar sem það gefur til kynna notkun stafrænnar tækni í rannsókn á mannlegum viðfangsefnum.",,False
io,Ido,Digital Humanities,Cifrala Humanismo,156.0,2026-04-03T23:09:14.065119,end_turn,claude-sonnet-4-5-20250929,167.0,323.0,"En Ido, 'Digital' tradukesas kom 'cifrala' (relata a cifri o numerala teknologio), ed 'Humanities' tradukesas kom 'humanismo' (la studado di homa kulturo, literaturo, historio, filozofio, e. c.). La termino 'Cifrala Humanismo' exprikas la interdisciplinara kampo qua kombinas komputila metodi e teknologi kun tradicionala studadi di homa kulturo e textaro.",,,,2026-04-03 23:09:14,True,,True,,True,,False,,"{'translated_term': 'Humanesa Digitala', 'translation_rationale': 'Mea uzajo, ni plu necesasala esas la kombino di ""humana"" e ""scienco"" kun prefiko ""Digital"", pase ke la duesma vorto ja kontenas l'idei dil teknologio.'}",2026-04-04T03:35:47.480869Z,stop,70.0,807413086.0,[],82516958.0,llama3.1,152.0,329647875.0,1241093333.0,,,False,Digitala Humanitari,79.0,1775274595.0,stop,gpt-4o-2024-08-06,148.0,227.0,"La vorto ""Digitala"" esar adaptata da la angla vorto ""Digital"". La vorto ""Humanitari"" venas de la Ido vorto por ""humanities"", qua es ""Humanitari"". La kombino de la du es ""Digitala Humanitari"".",,False
ik,Inupiaq,Digital Humanities,Tisaaġatchaġviksrutiġun Iḷisaġviġniq,232.0,2026-04-03T23:09:06.979207,end_turn,claude-sonnet-4-5-20250929,184.0,416.0,"Tisaaġatchaġviksrutiġun (digital/computer-mik) atuqtuat iḷisaġniq ikayuutikun. 'Digital' uqaluit tisaaġatchaġviksruat (computers) atuqługu. 'Humanities' uqaluit iḷisaġniq inuuniġñaġniq iñuuniagmiñ, uqautchiñ, piqpaġniiñ, uqaqtuallaġniiñuġlu. Tainna piqpagit digital atuġniagaġaat iḷisaġniġmiñ inuuniġñaġniġmiñuġlu.",,,,2026-04-03 23:09:06,True,,True,,True,,False,Qaggiq Qulliqta,"{'translated_term': 'Qaggiq Qulliqta', 'translation_rationale': 'Inupiaq word for ""digital"" is qaggiq, meaning computer or electronic. Qulliqta means humanities, referring to the study of human culture and expression.'}",2026-04-04T03:35:44.218212Z,stop,57.0,682123456.0,"[{'translated_term': 'Qaggiq Qulliqta', 'translation_rationale': 'Inupiaq word for ""digital"" is qaggiq, meaning computer or electronic. Qulliqta means humanities, referring to the study of human culture and expression.'}]",95636458.0,llama3.1,168.0,364835375.0,1158150250.0,Qaggiq Qulliqta,"Inupiaq word for ""digital"" is qaggiq, meaning computer or electronic. Qulliqta means humanities, referring to the study of human culture and expression.",False,Kasgaaġutin Atuqtuat,125.0,1775274590.0,stop,gpt-4o-2024-08-06,156.0,281.0,"Inupiatun, ""Kasgaaġutin"" imaitchusiun agiactich, nutaanilugu taimannut ikayuqtaaġin kasgaaġutin. ""Atuqtuat"" ikayuqtaaġruaaa piuyuusin, taimna Englishiñ piutchuciutun. Uvva igaitchuġut mani iñiqsisriliqqut ivġatkaaġutin, taimaituni uqaksruatchu digital humanities.",,False
ii,Nuosu,Digital Humanities,ꉈꄂꁱꀕ,430.0,2026-04-03T23:08:58.539991,end_turn,claude-sonnet-4-5-20250929,175.0,605.0,"ꉈꄂꁱꀕꆏꑍꐚ'Digital Humanities'ꑍꌧꄮꐛꌠ。ꉈꄂ(digital)ꆏꌧꉈꇬꁱꀕꑍꒉꐚ,ꌧꑳꃅꌋꉈꄂꉻꈨꑍꒉꐚꌠ。ꁱꀕ(humanities)ꆏꃅꌋꊿꇁ,ꊿꇓꇈꄿ,ꃅꌋꉬꀕ,ꁱꌊ,ꋏꀕꌋꎆꑍꁱꃤꌠ。ꉈꄂꁱꀕꑳꐥꆏꉈꄂꋍꏦꁱꀕꇐꃀꑍꀋꈁꑟꁱꃤꇐꅉꌠ,ꑳꂷꌋꌦꈩꐨꃅ,ꉈꄂꋍꏦ,ꀊꏦꆊꑍꒉꐚꇐꃀꊿꇓꇈꄿꑍꃅꌋꌠ。",,,,2026-04-03 23:08:58,True,,True,,True,,False,ᑎᕮᗪᓂ ᒇᐳᔨᐧᐢ,"{'translated_term': 'ᑎᕮᗪᓂ ᒇᐳᔨᐧᐢ', 'translation_rationale': 'ᑎᕮᗪᓂ (digital) - ɯᕼᘿᐶ (modern technology, computing), ᒇᐳᔨᐧᐢ (humanities) - ᐩᒻᖦᕤ (study of human culture and knowledge)'}

Note: The term 'Digital Humanities' is translated into Nuosu as ᑎᕮᗪᓂ ᒇᐳᔨᐧᐢ, where ᑎᕮᗪᓂ represents the concept of digital technology and ᒇᐳᔨᐧᐢ represents the study of human culture and knowledge.",2026-04-04T03:35:41.03633Z,stop,201.0,2539278998.0,"[{'translated_term': 'ᑎᕮᗪᓂ ᒇᐳᔨᐧᐢ', 'translation_rationale': 'ᑎᕮᗪᓂ (digital) - ɯᕼᘿᐶ (modern technology, computing), ᒇᐳᔨᐧᐢ (humanities) - ᐩᒻᖦᕤ (study of human culture and knowledge)'}]",97333875.0,llama3.1,152.0,331304292.0,3021494417.0,ᑎᕮᗪᓂ ᒇᐳᔨᐧᐢ,"ᑎᕮᗪᓂ (digital) - ɯᕼᘿᐶ (modern technology, computing), ᒇᐳᔨᐧᐢ (humanities) - ᐩᒻᖦᕤ (study of human culture and knowledge)",False,ꐥꆈꌠꉬꏢꑢꉬ,234.0,1775274586.0,stop,gpt-4o-2024-08-06,148.0,382.0,ꐥꆈꌠ ꀎꄉꏴꐥꏢꑏ ꇓꂷꌠꀉꑿꐥꊌ.  ꃤꑵꏢꀽ ꀋꌠꄡꅉ ꄉꀋꀜꂮꋈ ꏢꑢ ꌠꂷꑙ ꃤꈸ ꐙꅤꒉꄮꐥ ꐥꆈꌠ ꌠꐥꄮꀜꋠ. ꌠꂷꑙꒉ ꀋꏢꑢ ꌠꂷꑙꒉ ꐥꆈꌠꋠ.,,False
ig,Igbo,Digital Humanities,Ọmụmụ Mmadụ na Omenala site na Dijitalụ,373.0,2026-04-03T23:08:46.811122,end_turn,claude-sonnet-4-5-20250929,167.0,540.0,"Okwu 'Digital Humanities' bụ ngwakọta nke ọmụmụ gbasara mmadụ, omenala, asụsụ, akụkọ ihe mere eme na ihe ndị ọzọ metụtara ndụ mmadụ, nke a na-eme site n'iji teknụzụ dijitalụ. N'ịtụgharị ya n'Igbo, ejiri m 'Ọmụmụ Mmadụ na Omenala' maka 'Humanities' n'ihi na ọ na-ekpuchi ihe niile gbasara mmadụ, ọdịbendị, na usoro ndụ anyị. 'Site na Dijitalụ' na-egosi na a na-eji ngwá ọrụ kọmputa na teknụzụ ọgbara ọhụrụ eme ya. A kpọkwara ike ịsị 'Ọmụmụ Omenala Dijitalụ' ma nke a dị mkpụmkpụ karịa ma gosikwa otu ihe abụọ ahụ si jikọọ ọnụ.",,,,2026-04-03 23:08:46,False,Ụmụ mmadụ dijitalụ,False,Ihe Ùgwù Ụmụ Mmadụ,False,Digital Humanities,False,Ịgbọrọ Abọgụ Ọkike,"{
  ""translated_term"": ""Ịgbọrọ Abọgụ Ọkike"",
  ""translation_rationale"": ""Ghara ndị na-eme kwa okike, bụ na-ahụ anya na njikọta iji kwado udo na ajụjụ na abọgụ.""
}",2026-04-04T03:35:35.993447Z,stop,73.0,863015872.0,[],82672834.0,llama3.1,152.0,330226167.0,1296172584.0,,"Ghara ndị na-eme kwa okike, bụ na-ahụ anya na njikọta iji kwado udo na ajụjụ na abọgụ.",False,Ụdị Ọmụmụ Ndị Mmadu Kachasi n’Intaneti,173.0,1775274582.0,stop,gpt-4o-2024-08-06,148.0,321.0,"Mgbe a na-ekwu maka 'Digital Humanities', a na-ekwu maka usoro mmụta mmadụ ebe a na-ejikọ teknụzụ dijitalụ na sayensị mmụta ndị mmadụ. N'Igbo, okwu 'Ụdị Ọmụmụ' pụtara ụdị ịmụ ihe. 'Ndị Mmadu' pụtara ụmụ mmadụ ma ọ bụ ọdịnala ndị mmadụ. 'Kachasi n’Intaneti' na-edekọ ebe a na-etinye uche dị ukwuu na intaneti ma ọ bụ teknụzụ dijitalụ. Otu a ka usoro igbu ya si bụrụ iji nye nghọta zuru oke banyere mmetụta teknụzụ dijitalụ na nyocha ọdịnala.",,False
ie,Interlingue,Digital Humanities,Humanities Digital,168.0,2026-04-03T23:08:32.126692,end_turn,claude-sonnet-4-5-20250929,175.0,343.0,"In Interlingue, adjectives generalmen seque li substantive. 'Humanities' es un internationalmen comprensibil parol e resta 'Humanities' in Interlingue (o alternativmen 'scienties human'), e 'Digital' es anc un adjective international qui resta sam in Interlingue. Pro to, li coret ordine gramatikal es 'Humanities Digital'. Alternativmen on posse usar 'Scienties Human Digital' ma 'Humanities' es plu larg usatet in li academic contextu e es direct comprensibil.",,,,2026-04-03 23:08:32,True,,True,,True,,False,Humani Digital,"{'translated_term': 'Humani Digital', 'translation_rationale': 'Me semblava plu natural tradir ""Digital"" directamente, perque no existe un sinifia specific interlinguistic por cualcun de dis iste parol. Per totevi altri cosas, la palabra ""Humanities"" refere a scientias humanistic e culturales, ma in Interlingue ja existe un sinonimie, namat ""studis human."" Perque ""Digital Humanities"" no es un termino sinifiant strictamene, pove tradirlo con qualcun de sinifia specifica.'}",2026-04-04T03:35:32.67628Z,stop,130.0,1569279748.0,"[{'translated_term': 'Humani Digital', 'translation_rationale': 'Me semblava plu natural tradir ""Digital"" directamente, perque no existe un sinifia specific interlinguistic por cualcun de dis iste parol. Per totevi altri cosas, la palabra ""Humanities"" refere a scientias humanistic e culturales, ma in Interlingue ja existe un sinonimie, namat ""studis human."" Perque ""Digital Humanities"" no es un termino sinifiant strictamene, pove tradirlo con qualcun de sinifia specifica.'}]",80583667.0,llama3.1,160.0,363025625.0,2049584042.0,Humani Digital,"Me semblava plu natural tradir ""Digital"" directamente, perque no existe un sinifia specific interlinguistic por cualcun de dis iste parol. Per totevi altri cosas, la palabra ""Humanities"" refere a scientias humanistic e culturales, ma in Interlingue ja existe un sinonimie, namat ""studis human."" Perque ""Digital Humanities"" no es un termino sinifiant strictamene, pove tradirlo con qualcun de sinifia specifica.",False,Humanitás Digital,89.0,1775274579.0,stop,gpt-4o-2024-08-06,156.0,245.0,"In Interlingue, li parol ""digital"" ne have un variant specific, e li parol ""Humanitás"" corresponde al idé de ""Humanities"". Usar li parol ""Digital"" in su forma original es consistent con li tendentie in Interlingue de usar paroles extran in lor form original si necessi.",,False
id,Indonesian,Digital Humanities,Humaniora Digital,319.0,2026-04-03T23:08:24.637899,end_turn,claude-sonnet-4-5-20250929,151.0,470.0,"Istilah 'Digital Humanities' diterjemahkan sebagai 'Humaniora Digital' karena ini adalah terjemahan resmi yang digunakan dalam konteks akademik Indonesia. Kata 'Humanities' diterjemahkan menjadi 'Humaniora' yang merupakan istilah baku dalam bahasa Indonesia untuk merujuk pada ilmu-ilmu kemanusiaan seperti sastra, sejarah, filsafat, dan bahasa. Kata 'Digital' tetap dipertahankan dalam bahasa Indonesia karena sudah menjadi kata serapan yang umum digunakan dan dipahami secara luas. Urutan kata dalam bahasa Indonesia mengikuti pola 'kata benda + kata sifat', sehingga 'Humaniora' sebagai kata benda ditempatkan sebelum 'Digital' sebagai kata sifat penjelas. Istilah 'Humaniora Digital' sudah digunakan secara luas di universitas-universitas dan lembaga penelitian di Indonesia untuk menggambarkan bidang interdisipliner yang menggabungkan metodologi komputasi dengan kajian humaniora tradisional.",,,Humaniora digital,2026-04-03 23:08:24,False,Humaniora Digital,False,Humanities Digital,False,Digital Humaniora,False,Humanitas Digital,"{
  'translated_term': 'Humanitas Digital',
  'translation_rationale': 'Saya memilih ""Humanitas"" karena kata ini memiliki hubungan yang erat dengan konsep seni dan budaya, seperti pada Humaniora. Sedangkan ""Digital"" merupakan terjemahan langsung dari bahasa Inggris. Oleh karena itu, kombinasi kedua kata tersebut dapat memberikan gambaran yang tepat tentang bidang studi ini.'
}",2026-04-04T03:35:28.605817Z,stop,95.0,1110747499.0,[],79185458.0,llama3.1,144.0,335463292.0,1552726250.0,,"Saya memilih ""Humanitas"" karena kata ini memiliki hubungan yang erat dengan konsep seni dan budaya, seperti pada Humaniora. Sedangkan ""Digital"" merupakan terjemahan langsung dari bahasa Inggris. Oleh karena itu, kombinasi kedua kata tersebut dapat memberikan gambaran yang tepat tentang bidang studi ini.",False,Humaniora Digital,112.0,1775274576.0,stop,gpt-4o-2024-08-06,140.0,252.0,"Istilah ""Digital Humanities"" diterjemahkan menjadi ""Humaniora Digital"" dalam bahasa Indonesia. Kata ""humaniora"" merujuk pada bidang studi yang berfokus pada budaya manusia, sejarah, dan filsafat, serupa dengan makna ""humanities"" dalam bahasa Inggris. ""Digital"" tetap digunakan sebagai ""digital"" dalam bahasa Indonesia, karena sudah menjadi kata serapan yang umum digunakan untuk merujuk pada teknologi atau proses yang bersifat digital.",,False
ia,Interlingua,Digital Humanities,Humanitates Digital,207.0,2026-04-03T23:08:17.179004,end_turn,claude-sonnet-4-5-20250929,175.0,382.0,"In Interlingua, le termino 'Digital Humanities' se traduce como 'Humanitates Digital'. Le parola 'humanitates' es le forma plural de 'humanitate' que significa le studios humanistic e le disciplinas academic que studia le cultura human. Le adjectivo 'digital' remane invariabile in Interlingua e se placia post le substantivo secundo le grammatica standard del lingua. Iste traducción reflecte le uso natural del Interlingua ubi le adjectivos qualificative generalmente seque le substantivo que illes modifica. Le termino 'Humanitates Digital' es coherente con le structura grammatic de Interlingua e con altere expressiones academic similar in le lingua.",,,,2026-04-03 23:08:17,True,,True,,True,,False,Humanitates Digitali,"{'translated_term': 'Humanitates Digitali', 'translation_rationale': 'Le nomine ""Digital Humanities"" es un binomio de artefactos linguistic, ubi ""digital"" indica le uso de technologia del computador e ""humanitates"" se refere al campo academic que studia le cultura, le litteratura, e le historia human. In Interlingua, nos ha combine le deux partes per crear un nomine que es clar e facile a comprende.'}",2026-04-04T03:35:25.031122Z,stop,98.0,1175716873.0,"[{'translated_term': 'Humanitates Digitali', 'translation_rationale': 'Le nomine ""Digital Humanities"" es un binomio de artefactos linguistic, ubi ""digital"" indica le uso de technologia del computador e ""humanitates"" se refere al campo academic que studia le cultura, le litteratura, e le historia human. In Interlingua, nos ha combine le deux partes per crear un nomine que es clar e facile a comprende.'}]",83279291.0,llama3.1,160.0,364015166.0,1650580166.0,Humanitates Digitali,"Le nomine ""Digital Humanities"" es un binomio de artefactos linguistic, ubi ""digital"" indica le uso de technologia del computador e ""humanitates"" se refere al campo academic que studia le cultura, le litteratura, e le historia human. In Interlingua, nos ha combine le deux partes per crear un nomine que es clar e facile a comprende.",False,Humanitates Digital,111.0,1775274573.0,stop,gpt-4o-2024-08-06,156.0,267.0,"Le termino ""Digital Humanities"" se refere a un campo de studio que combina technologia digital con humanitates, tal como le historia, le litteratura, e le philosophia. In Interlingua, ""Humanitates"" es le termino usate pro describer disciplinas humanistic, e ""Digital"" es le traduction directe pro le adjectivo anglese ""Digitalo"". Le combination de iste duo palavras representa fidelmente le concepto in Interlingua.",,False
hz,Herero,Digital Humanities,Euveze rja Komputa,211.0,2026-04-03T23:08:08.008803,end_turn,claude-sonnet-4-5-20250929,167.0,378.0,"Euveze rja Komputa i kamburuka ozondjozu mbaza ozorupa nomauze okutja komputa nokutja omatemba okuza ovirorume novanditji. 'Euveze' ondjozu i tji ovitjiuze ovimwe ngunda ovipandjererwa novikazezerwa kovihoko vja vanhu nomauze wavo. 'Komputa' ondjozu i tjatere digital nokombanda okarunga ka komputa okutja ombura njatje. Kombanda Digital Humanities i kamburuka ozombura ozourupa nowouteknoloji okupandjerera euveze rja vanhu, okuhepa otwa zambera ozondjozu mbiri.",,,,2026-04-03 23:08:08,True,,True,,True,,False,Ombwiri za Kuti,"{
  ""translated_term"": ""Ombwiri za Kuti"",
  ""translation_rationale"": ""Ombwiri wa kuti oha ndjoka, kuti oha kana ombwiri dhi ombwezi. Ombwiri dzoka dzo ha piti dzo kati ya ombwezi. Omukwa omukwa hwa kati ya ombwiri na kuti, oha ha piti kwa kuti.""
}",2026-04-04T03:35:21.358976Z,stop,104.0,1282363039.0,[],69155958.0,llama3.1,153.0,347976792.0,1726634333.0,,"Ombwiri wa kuti oha ndjoka, kuti oha kana ombwiri dhi ombwezi. Ombwiri dzoka dzo ha piti dzo kati ya ombwezi. Omukwa omukwa hwa kati ya ombwiri na kuti, oha ha piti kwa kuti.",False,,,,,,,,,,False
hy,Armenian,Digital Humanities,Թվային հումանիտար գիտություններ,373.0,2026-04-03T23:07:58.248455,end_turn,claude-sonnet-4-5-20250929,152.0,525.0,"Թարգմանությունը բաղկացած է երկու հիմնական բաղադրիչից. 'Թվային' (Digital) - ածականը, որը ստացված է 'թիվ' (number) արմատից և նշանակում է թվային տեխնոլոգիաների հետ կապված ամեն ինչ, և 'հումանիտար գիտություններ' (Humanities) - բառակապակցությունը, որը լայնորեն ընդունված է հայերենում հումանիտար ոլորտը նշելու համար: 'Հումանիտար' բառը եկել է լատիներեն 'humanitas'-ից և հայերենում արմատավորված է որպես միջազգային տերմին: Այս թարգմանությունը համահունչ է ակադեմիական և գիտական հանրությունում ընդունված տերմինաբանությանը և արտացոլում է թվային տեխնոլոգիաների կիրառումը հումանիտար հետազոտությունների մեջ:",,,Թվային հումանիտար գիտություններ,2026-04-03 23:07:58,False,Թվային հումանիտար գիտություններ,False,Դժբախտ մարդիկ,False,Թվային հումանիտար գիտություններ,False,Մատչությունային Գիտելիքներ,"{
  ""translated_term"": ""Մատչությունային Գիտելիքներ"",
  ""translation_rationale"": ""Դարձնել էի բառը «Digital Humanities»-ը, որպես «Մատչությունային» (անգլ.՝ digital) և «Գիտելիքներ» (անգլ.՝ humanities): Պարզաբանումը կարևոր, սակայն դա վերացվել է, հաշվի առնելով գլխավոր նպատակը, որը թարգմանության իրականացման է""
}",2026-04-04T03:35:17.616627Z,stop,347.0,6246841293.0,[],79530125.0,llama3.1,144.0,331348916.0,6742261791.0,,"Դարձնել էի բառը «Digital Humanities»-ը, որպես «Մատչությունային» (անգլ.՝ digital) և «Գիտելիքներ» (անգլ.՝ humanities): Պարզաբանումը կարևոր, սակայն դա վերացվել է, հաշվի առնելով գլխավոր նպատակը, որը թարգմանության իրականացման է",False,Թվային հումանիտար գիտություն,234.0,1775274564.0,stop,gpt-4o-2024-08-06,140.0,374.0,"«Թվային հումանիտար գիտություն» թարգմանությունը ընտրության համար կարեւոր է հաշվի առնել թե՛ «թվային» եւ թե՛ «հումանիտար գիտություն» տերմինները առանձին-առանձին եւ համակցված: «Թվային» համապատասխանում է «Digital» բառին, որը վերաբերում է թվային տեխնոլոգիաներին եւ սրանք ներառող այն ոլորտներին, որոնք համագործակցում են նորագույն տեխնոլոգիաների միջոցով: «Հումանիտար գիտություն» տերմինը ներառում է այն գիտությունները, որոնք դժկամությամբ անդրադառնում են մարդկության տարբեր ասպեկտներին, այսինքն՝ մարդիկ, մշակույթներ, պատմություն եւ այլն: Այս հայեցակարգի համատեղումը նոր բովանդակություն է հաղորդում մեր ժամանակաշրջանին, որտեղ թվային տեխնոլոգիաներն օգտագործվում են մարդկության հետազոտությունների եւ մշակութային հետազոտությունների տարածքներում: ",,False
