language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation
sc,,Sardinian,Digital Humanities,,2026-04-03 16:45:57,True,,True,,False,,False,"{
  ""translated_term"": ""Sas Umbras Digitales"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' into Sardinian, using the prefix 'sa-' (feminine singular) for 'humanities', as is common in Sardinian language.""
}",llama3.1,2026-04-03T21:45:57.431641Z,1153590542.0,81379833.0,74.0,293029959.0,61.0,761885210.0,stop,Sas Umbras Digitales,"Literal translation of 'Digital Humanities' into Sardinian, using the prefix 'sa-' (feminine singular) for 'humanities', as is common in Sardinian language.",[],
sa,,Sanskrit (Saṁskṛta),Digital Humanities,,2026-04-03 16:45:54,False,डिजिटल मानविकी,True,,False,,False,"{""translated_term"": ""Ekaayaantrika Saāstric Shodh"", ""translation_rationale"": ""Breaking down 'Digital Humanities' into its constituent parts: 'Ekaayana' (इकायान) means digital or computer-based, 'Saāstric' (सांस्त्रिक) refers to humanities or liberal arts, and 'Shodh' (शोध) means research or study.""}",llama3.1,2026-04-03T21:45:54.268337Z,1556800750.0,73140375.0,82.0,285862917.0,92.0,1171536171.0,stop,Ekaayaantrika Saāstric Shodh,"Breaking down 'Digital Humanities' into its constituent parts: 'Ekaayana' (इकायान) means digital or computer-based, 'Saāstric' (सांस्त्रिक) refers to humanities or liberal arts, and 'Shodh' (शोध) means research or study.","[{'translated_term': 'Ekaayaantrika Saāstric Shodh', 'translation_rationale': ""Breaking down 'Digital Humanities' into its constituent parts: 'Ekaayana' (इकायान) means digital or computer-based, 'Saāstric' (सांस्त्रिक) refers to humanities or liberal arts, and 'Shodh' (शोध) means research or study.""}]",Ekaayaantrika Saāstric Shodh
rw,,Kinyarwanda,Digital Humanities,,2026-04-03 16:45:50,False,Ubuhanga mu by&#39;Ikoranabuhanga,False,Ubwoko bw'Abantu,False,Ubumuntu bwa Digital,False,"{
  ""translated_term"": ""Imirimo ya Kimazingira ya Dijita"",
  ""translation_rationale"": ""Literally 'Digital Environmental Humanities' or 'Humanities of the Digital Environment'""
}",llama3.1,2026-04-03T21:45:50.697868Z,894493000.0,71595417.0,76.0,286777625.0,44.0,523127668.0,stop,Imirimo ya Kimazingira ya Dijita,Literally 'Digital Environmental Humanities' or 'Humanities of the Digital Environment',[],
ru,Цифровые гуманитарные науки,Russian,Digital Humanities,Цифровые гуманитарные науки,2026-04-03 16:45:47,False,Цифровые гуманитарные науки,False,Цифровые гуманитарные науки,False,Цифровые гуманитарные науки,False,"{
  ""translated_term"": ""Дискуссионные гуманитарные исследования"",
  ""translation_rationale"": "" Combination of 'дискурсивные' (discursiv) and 'гуманитарные исследования'""
}",llama3.1,2026-04-03T21:45:47.783763Z,1006835500.0,79649333.0,72.0,280150958.0,53.0,631109337.0,stop,Дискуссионные гуманитарные исследования, Combination of 'дискурсивные' (discursiv) and 'гуманитарные исследования',[],
ro,,"Romanian, Moldavan",Digital Humanities,,2026-04-03 16:45:44,False,Științe Umaniste Digitale,False,Umanități digitale,False,Științe umaniste digitale,False,"{""translated_term"": ""Umanitar Digital"", ""translation_rationale"": ""The term combines 'digital' and 'humanities', directly translated from English""}",llama3.1,2026-04-03T21:45:44.768277Z,756419792.0,81831458.0,75.0,276069833.0,33.0,388256668.0,stop,Umanitar Digital,"The term combines 'digital' and 'humanities', directly translated from English","[{'translated_term': 'Umanitar Digital', 'translation_rationale': ""The term combines 'digital' and 'humanities', directly translated from English""}]",Umanitar Digital
rn,,Kirundi,Digital Humanities,,2026-04-03 16:45:42,False,Ubumuntu bwa digitale,False,Abantu b’intagondwa,False,,False,"{
  ""translated_term"": ""Uburusi wa Digitali"",
  ""translation_rationale"": ""Using the root 'Digital' and adding the adjective suffix '-i', similar to how it's used in other languages""
}",llama3.1,2026-04-03T21:45:41.998163Z,959151000.0,74076709.0,73.0,306457208.0,47.0,565350206.0,stop,Uburusi wa Digitali,"Using the root 'Digital' and adding the adjective suffix '-i', similar to how it's used in other languages",[],
rm,,Romansh,Digital Humanities,,2026-04-03 16:45:39,True,,True,,False,,False,"{""translated_term"": ""Umanitads digitalas"", ""translation_rationale"": ""Literally \""digital human sciences\"", following the common Romonsh pattern of adding a suffix to indicate adaptation or extension.""}",llama3.1,2026-04-03T21:45:39.024133Z,943539292.0,82253542.0,73.0,289094958.0,44.0,559426166.0,stop,Umanitads digitalas,"Literally ""digital human sciences"", following the common Romonsh pattern of adding a suffix to indicate adaptation or extension.","[{'translated_term': 'Umanitads digitalas', 'translation_rationale': 'Literally ""digital human sciences"", following the common Romonsh pattern of adding a suffix to indicate adaptation or extension.'}]",Umanitads digitalas
qu,,Quechua,Digital Humanities,,2026-04-03 16:45:36,False,Humanidades Digitales nisqa,True,,False,,False,"{""translated_term"": ""Qullasuykuna Kallpanakuy"", ""translation_rationale"": ""Combination of 'qulla' (digital) and 'suyu' (humane or human), with '-kuna' as a plural suffix, and 'kallpana' meaning 'study' or 'science'""}",llama3.1,2026-04-03T21:45:36.067157Z,1405863375.0,79087917.0,74.0,295256834.0,71.0,1008157413.0,stop,Qullasuykuna Kallpanakuy,"Combination of 'qulla' (digital) and 'suyu' (humane or human), with '-kuna' as a plural suffix, and 'kallpana' meaning 'study' or 'science'","[{'translated_term': 'Qullasuykuna Kallpanakuy', 'translation_rationale': ""Combination of 'qulla' (digital) and 'suyu' (humane or human), with '-kuna' as a plural suffix, and 'kallpana' meaning 'study' or 'science'""}]",Qullasuykuna Kallpanakuy
pt,,Portuguese,Digital Humanities,Humanidades digitais,2026-04-03 16:45:32,False,Humanidades Digitais,True,,False,Humanidades Digitais,False,"{
  ""translated_term"": ""Humanidades Digitais"",
  ""translation_rationale"": ""Termo inglês diretamente traduzido para o português""
}",llama3.1,2026-04-03T21:45:32.647817Z,798042625.0,73022917.0,72.0,281470750.0,36.0,433121041.0,stop,Humanidades Digitais,Termo inglês diretamente traduzido para o português,[],
ps,,"Pashto, Pushto",Digital Humanities,,2026-04-03 16:45:29,False,ډیجیټل انسانیتونه,True,,False,ډیجیټل انسانیتونه,False,"{
  ""translated_term"": ""ډجیتالي انسایکلوپیډیا"",
  ""translation_rationale"": ""Combining 'digital' and 'Humanities', using Pashto word for encyclopedia""
}",llama3.1,2026-04-03T21:45:29.838391Z,956769209.0,75811500.0,79.0,278637333.0,49.0,587082876.0,stop,ډجیتالي انسایکلوپیډیا,"Combining 'digital' and 'Humanities', using Pashto word for encyclopedia",[],
pl,,Polish,Digital Humanities,Humanistyka cyfrowa,2026-04-03 16:45:26,False,Humanistyka cyfrowa,True,,False,Humanistyka cyfrowa,False,"{
  ""translated_term"": ""Humanistyczne Dziedzictwo Cyfrowe"",
  ""translation_rationale"": ""Combining 'humanistyka' (humanities) with 'dziedzictwo cyfrowe' (digital heritage)""
}",llama3.1,2026-04-03T21:45:26.867292Z,1149093958.0,81327500.0,72.0,284294292.0,58.0,765027588.0,stop,Humanistyczne Dziedzictwo Cyfrowe,Combining 'humanistyka' (humanities) with 'dziedzictwo cyfrowe' (digital heritage),[],
pi,,Pāli,Digital Humanities,,2026-04-03 16:45:23,True,,True,,False,,False,"{
  ""translated_term"": ""Dhātuvigyānīka Saṅkhyā"",
  ""translation_rationale"": ""The term 'Digital Humanities' combines the concept of digital technologies (dhātu-) with humanistic inquiry (-vigyānika), using the Pāli numerals to convey a sense of modernity and novelty.""
}",llama3.1,2026-04-03T21:45:23.706369Z,1464501583.0,85655958.0,74.0,317815292.0,77.0,1037420418.0,stop,Dhātuvigyānīka Saṅkhyā,"The term 'Digital Humanities' combines the concept of digital technologies (dhātu-) with humanistic inquiry (-vigyānika), using the Pāli numerals to convey a sense of modernity and novelty.",[],
pa,,"Panjabi, Punjabi",Digital Humanities,,2026-04-03 16:45:20,False,ਡਿਜੀਟਲ ਹਿਊਮੈਨਿਟੀਜ਼,True,,False,ਡਿਜੀਟਲ ਮਨੁੱਖਤਾ,False,"{
  ""translated_term"": ""ਡਿਜੀਟਲ ਮਨੋਵਿਗਿਆਨ"",
  ""translation_rationale"": ""lit. 'digital humanities' in Punjabi, following the standardization of technical terms from English into Panjabi""
}",llama3.1,2026-04-03T21:45:20.227902Z,1249849500.0,84788250.0,76.0,281841167.0,70.0,862960952.0,stop,ਡਿਜੀਟਲ ਮਨੋਵਿਗਿਆਨ,"lit. 'digital humanities' in Punjabi, following the standardization of technical terms from English into Panjabi",[],
or,,Oriya,Digital Humanities,,2026-04-03 16:45:12,False,ଡିଜିଟାଲ୍ ମାନବିକତା,True,,False,ଡିଜିଟାଲ୍ ମାନବିକତା,False,"{
  ""translated_term"": ""ডিজিটাল মানবীয়"",
  ""translation_rationale"": ""Borrowed from English, 'Digital Humanities' becomes 'ডিজিটাল' (digital) + Oriya translation of 'humanities' which is derived from Sanskrit 'manavika', thus forming 'মানবীয়' (human-like)""
}",llama3.1,2026-04-03T21:45:12.128304Z,2867124791.0,97771041.0,73.0,285334875.0,101.0,2453597204.0,stop,ডিজিটাল মানবীয়,"Borrowed from English, 'Digital Humanities' becomes 'ডিজিটাল' (digital) + Oriya translation of 'humanities' which is derived from Sanskrit 'manavika', thus forming 'মানবীয়' (human-like)",[],
om,,Oromo,Digital Humanities,,2026-04-03 16:45:07,False,Saayinsii Namoomaa Dijiitaalaa,False,WANTA IRRATTI HUNDAAʼE,False,,False,"{
  ""translated_term"": ""Gadaa Ibareessa Gudista"",
  ""translation_rationale"": ""Combining 'gadaa' (digital) with 'ibareessa' (humanities), and adding 'gudista' to make it a singular noun.""
}",llama3.1,2026-04-03T21:45:07.251128Z,1117631084.0,85156917.0,73.0,283917917.0,60.0,730221838.0,stop,Gadaa Ibareessa Gudista,"Combining 'gadaa' (digital) with 'ibareessa' (humanities), and adding 'gudista' to make it a singular noun.",[],
oj,,"Ojibwe, Ojibwa",Digital Humanities,,2026-04-03 16:45:04,True,,True,,False,,False,"{""translated_term"": ""\u04b7\u05d4\u05f0\u05e8\u05dc \u05d2\u05ea\u05f6\u05c1\u05db\u05d9\u05dd"", ""translation_rationale"": ""Transliteration of 'Digital Humanities' into Ojibwe, following the ISO 639-3 standard. Note: The Ojibwe language has multiple dialects and spellings; this translation uses a commonly accepted romanization.""}",llama3.1,2026-04-03T21:45:04.120625Z,1776225167.0,84139458.0,81.0,281979583.0,107.0,1378584369.0,stop,ҷהװרל גת׶ׁכים,"Transliteration of 'Digital Humanities' into Ojibwe, following the ISO 639-3 standard. Note: The Ojibwe language has multiple dialects and spellings; this translation uses a commonly accepted romanization.","[{'translated_term': 'ҷהװרל גת\u05f6ׁכים', 'translation_rationale': ""Transliteration of 'Digital Humanities' into Ojibwe, following the ISO 639-3 standard. Note: The Ojibwe language has multiple dialects and spellings; this translation uses a commonly accepted romanization.""}]",ҷהװרל גת׶ׁכים
oc,,Occitan,Digital Humanities,,2026-04-03 16:45:00,False,Umanitats numericas,True,,False,,False,"{
  ""translated_term"": ""Umans digitals"",
  ""translation_rationale"": ""Derived from Occitan equivalent of 'humanités' and 'digitales'""
}",llama3.1,2026-04-03T21:45:00.331473Z,814374958.0,102762666.0,73.0,281368958.0,36.0,418212000.0,stop,Umans digitals,Derived from Occitan equivalent of 'humanités' and 'digitales',[],
ny,,Chichewa; Chewa; Nyanja,Digital Humanities,,2026-04-03 16:44:57,False,Zaumunthu Za digito,False,Digital Humans,False,Digital Humanities,False,"{
  ""translated_term"": ""Nkhuzi za Digital"",
  ""translation_rationale"": ""Combining Chichewa and Chewa, two closely related languages in Malawi, with the first part 'nkhuzi' meaning digital or computer-related. Chewa is an official language of Malawi and also spoken in Zambia.""
}",llama3.1,2026-04-03T21:44:57.50726Z,1289353333.0,86757291.0,82.0,284704459.0,72.0,896690796.0,stop,Nkhuzi za Digital,"Combining Chichewa and Chewa, two closely related languages in Malawi, with the first part 'nkhuzi' meaning digital or computer-related. Chewa is an official language of Malawi and also spoken in Zambia.",[],
nv,,"Navajo, Navaho",Digital Humanities,,2026-04-03 16:44:54,True,,True,,False,,False,"{""translated_term"": ""Wáásox iináat'aah"", ""translation_rationale"": ""Combining the Navajo words 'wáásó' (digital) and 'iináat'aah' (humanities), following the common practice of using Navajo prefixes and suffixes to form new words in the language.""}",llama3.1,2026-04-03T21:44:54.204023Z,1278922125.0,84734833.0,76.0,296651958.0,71.0,877846419.0,stop,Wáásox iináat'aah,"Combining the Navajo words 'wáásó' (digital) and 'iináat'aah' (humanities), following the common practice of using Navajo prefixes and suffixes to form new words in the language.","[{'translated_term': ""Wáásox iináat'aah"", 'translation_rationale': ""Combining the Navajo words 'wáásó' (digital) and 'iináat'aah' (humanities), following the common practice of using Navajo prefixes and suffixes to form new words in the language.""}]",Wáásox iináat'aah
nr,,South Ndebele,Digital Humanities,,2026-04-03 16:44:50,False,I-Digital Humanities,True,,False,,False,"{""translated_term"": ""Ndawo yedigitali"", ""translation_rationale"": ""Combining 'ndawo' (place, location) and 'yedigitali' from the English term, to convey the concept of a digital space or environment.""}",llama3.1,2026-04-03T21:44:50.911289Z,1053845500.0,81554250.0,76.0,284425291.0,56.0,671419295.0,stop,Ndawo yedigitali,"Combining 'ndawo' (place, location) and 'yedigitali' from the English term, to convey the concept of a digital space or environment.","[{'translated_term': 'Ndawo yedigitali', 'translation_rationale': ""Combining 'ndawo' (place, location) and 'yedigitali' from the English term, to convey the concept of a digital space or environment.""}]",Ndawo yedigitali
no,,Norwegian,Digital Humanities,,2026-04-03 16:44:47,False,Digital humaniora,True,,False,Digital Humanities,False,"{
  ""translated_term"": ""Digtale humaniora"",
  ""translation_rationale"": ""Combining Norwegian words for 'digital' (digtal) and 'humanities'""
}",llama3.1,2026-04-03T21:44:47.842651Z,901880833.0,93394208.0,72.0,306977500.0,41.0,489601956.0,stop,Digtale humaniora,Combining Norwegian words for 'digital' (digtal) and 'humanities',[],
nn,,Norwegian Nynorsk,Digital Humanities,,2026-04-03 16:44:44,True,,True,,False,,False,"{
  ""translated_term"": ""Digitale humanvitenskap"",
  ""translation_rationale"": ""Using Norwegian Nynorsk terminology for digital humanities, following established translation guidelines""
}",llama3.1,2026-04-03T21:44:44.930096Z,836216916.0,83893958.0,75.0,287183083.0,38.0,453240875.0,stop,Digitale humanvitenskap,"Using Norwegian Nynorsk terminology for digital humanities, following established translation guidelines",[],
nl,,Dutch,Digital Humanities,Digitale geesteswetenschappen,2026-04-03 16:44:42,False,Digitale Geesteswetenschappen,False,Digitale geesteswetenschappen,False,Digital Humanities,False,"{
  ""translated_term"": ""Digitale Geesteswetenschappen"",
  ""translation_rationale"": ""Combination of 'digitale' (digital) and 'geesteswetenschappen' (humanities)""
}",llama3.1,2026-04-03T21:44:42.083407Z,988914417.0,88446417.0,72.0,278865166.0,50.0,607003249.0,stop,Digitale Geesteswetenschappen,Combination of 'digitale' (digital) and 'geesteswetenschappen' (humanities),[],
ng,,Ndonga,Digital Humanities,,2026-04-03 16:44:39,True,,False,Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa,False,,False,"{
  ""translated_term"": ""Ombwe ya Digital"",
  ""translation_rationale"": ""Combining 'ombwe' (digital) from Zambian English with the suffix '-ya', a common way to form nouns in Ndonga, and adding 'Digital' at the beginning.""
}",llama3.1,2026-04-03T21:44:39.079818Z,1166509125.0,86008084.0,74.0,278882500.0,62.0,783662158.0,stop,Ombwe ya Digital,"Combining 'ombwe' (digital) from Zambian English with the suffix '-ya', a common way to form nouns in Ndonga, and adding 'Digital' at the beginning.",[],
ne,,Nepali,Digital Humanities,,2026-04-03 16:44:35,False,डिजिटल मानविकी,True,,False,डिजिटल मानविकी,False,"{
  ""translated_term"": ""डिजिटल मानवशास्त्र"",
  ""translation_rationale"": ""direct loan from English, combining digital and humanities""
}",llama3.1,2026-04-03T21:44:35.896516Z,823055791.0,88582250.0,73.0,282932459.0,37.0,440451584.0,stop,डिजिटल मानवशास्त्र,"direct loan from English, combining digital and humanities",[],
nd,,North Ndebele,Digital Humanities,,2026-04-03 16:44:33,True,,True,,False,,False,"{
  ""translated_term"": ""Iintambelo Zomculo Wenyaka"",
  ""translation_rationale"": ""Combining the North Ndebele words 'iintambelo' (digital) and 'zomculo wenyaka' (humanities)""
}",llama3.1,2026-04-03T21:44:33.061303Z,1137016083.0,83097792.0,76.0,304007792.0,58.0,732946168.0,stop,Iintambelo Zomculo Wenyaka,Combining the North Ndebele words 'iintambelo' (digital) and 'zomculo wenyaka' (humanities),[],
nb,,Norwegian Bokmål,Digital Humanities,,2026-04-03 16:44:29,False,Digital humaniora,True,,False,,False,"{
  ""translated_term"": ""Digitale humaniora"",
  ""translation_rationale"": ""Termbase fra engelsk, med overføring av grensesnitt og nøkkelord""
}",llama3.1,2026-04-03T21:44:29.913292Z,991582750.0,78753625.0,76.0,290834875.0,46.0,607721796.0,stop,Digitale humaniora,"Termbase fra engelsk, med overføring av grensesnitt og nøkkelord",[],
na,,Nauru,Digital Humanities,,2026-04-03 16:44:26,True,,True,,False,,False,"{""translated_term"": ""Māna ɛlau Mānebua"", ""translation_rationale"": ""The term Digital Humanities is translated directly into Nauru, combining the concepts of 'digital' and 'humanities' into a single phrase. 'Māna' means digital or computer, and 'ɛlau Mānebua' means studies or humanities.""}",llama3.1,2026-04-03T21:44:26.905157Z,1621663042.0,82683625.0,74.0,287497917.0,83.0,1225409792.0,stop,Māna ɛlau Mānebua,"The term Digital Humanities is translated directly into Nauru, combining the concepts of 'digital' and 'humanities' into a single phrase. 'Māna' means digital or computer, and 'ɛlau Mānebua' means studies or humanities.","[{'translated_term': 'Māna ɛlau Mānebua', 'translation_rationale': ""The term Digital Humanities is translated directly into Nauru, combining the concepts of 'digital' and 'humanities' into a single phrase. 'Māna' means digital or computer, and 'ɛlau Mānebua' means studies or humanities.""}]",Māna ɛlau Mānebua
my,,Burmese,Digital Humanities,,2026-04-03 16:44:23,False,ဒစ်ဂျစ်တယ် လူသားပညာ,True,,False,ဒစ်ဂျစ်တယ်လူ့ပညာ,False,"{""translated_term"": ""\u1017\u1004\u1005\u100b\u100f\u1008\u100a\u1002\u1000\u1009\u1001\u100c\u100d\u100e\u1003\u1006\u1008\u1009"", ""translation_rationale"": ""Digital Humanities is translated to Burmese as \""\u1017\u1004\u1005\u100b\u100f\u1008\u100a\u1002\u1000\u1009\u1001\u100c\u100d\u100e\u1003\u1006\u1008\u1009\"", which is a direct transliteration of the English term, with each word separated by spaces. The term \""Digital Humanities\"" is widely used in Myanmar (Burma) among scholars and academics.""}",llama3.1,2026-04-03T21:44:23.269542Z,6279580000.0,84662709.0,74.0,288109000.0,172.0,5856542003.0,stop,ဗငစဋဏဈညဂကဉခဌဍဎဃဆဈဉ,"Digital Humanities is translated to Burmese as ""ဗငစဋဏဈညဂကဉခဌဍဎဃဆဈဉ"", which is a direct transliteration of the English term, with each word separated by spaces. The term ""Digital Humanities"" is widely used in Myanmar (Burma) among scholars and academics.","[{'translated_term': 'ဗငစဋဏဈညဂကဉခဌဍဎဃဆဈဉ', 'translation_rationale': 'Digital Humanities is translated to Burmese as ""ဗငစဋဏဈညဂကဉခဌဍဎဃဆဈဉ"", which is a direct transliteration of the English term, with each word separated by spaces. The term ""Digital Humanities"" is widely used in Myanmar (Burma) among scholars and academics.'}]",ဗငစဋဏဈညဂကဉခဌဍဎဃဆဈဉ
mt,,Maltese,Digital Humanities,,2026-04-03 16:44:14,False,Umanistika Diġitali,False,L-istudji umanistiċi diġitali,False,Umanistika Diġitali,False,"{
  ""translated_term"": ""Umanitarji Digitali"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' into Maltese, combining the adjective 'digital' and the noun 'umanitarju'""
}",llama3.1,2026-04-03T21:44:14.976134Z,996574584.0,80562667.0,74.0,293711875.0,49.0,607386749.0,stop,Umanitarji Digitali,"Literal translation of 'Digital Humanities' into Maltese, combining the adjective 'digital' and the noun 'umanitarju'",[],
ms,,Malay,Digital Humanities,,2026-04-03 16:44:11,False,Kemanusiaan Digital,True,,False,Kemanusiaan Digital,False,"{
  ""translated_term"": ""Humaniti Digital"",
  ""translation_rationale"": ""Combination of Malay term 'digital' and the existing phrase 'humaniti', which is commonly used in Malaysian academia to refer to humanities""
}",llama3.1,2026-04-03T21:44:11.963931Z,975849208.0,86947208.0,72.0,287342125.0,48.0,587808451.0,stop,Humaniti Digital,"Combination of Malay term 'digital' and the existing phrase 'humaniti', which is commonly used in Malaysian academia to refer to humanities",[],
mr,,Marathi (Marāṭhī),Digital Humanities,,2026-04-03 16:44:08,False,डिजिटल मानविकी,False,मानवी क्षमता,False,डिजिटल मानवता,False,"{
  ""translated_term"": ""डिजिटल मानवविज्ञान"",
  ""translation_rationale"": ""Combining Marathi words 'Digital' and 'Mānava Vijnan'""
}",llama3.1,2026-04-03T21:44:08.974451Z,940686375.0,74850333.0,81.0,299514334.0,44.0,552733835.0,stop,डिजिटल मानवविज्ञान,Combining Marathi words 'Digital' and 'Mānava Vijnan',[],
mn,,Mongolian,Digital Humanities,,2026-04-03 16:44:06,False,Дижитал хүмүүнлэгийн ухаан,True,,False,Дижитал хүмүүнлэг,False,"{
  ""translated_term"": ""\u00d6riin s\u00e4s bolon \u00fchi\u0308uragch"",
  ""translation_rationale"": ""Mongolian word for 'digital' is 'öriin', meaning 'computerized' or 'electronic'. 'S\u00e4s bolon' means 'humanities'""
}",llama3.1,2026-04-03T21:44:06.02258Z,3007992292.0,78743417.0,73.0,307799208.0,81.0,2594819126.0,stop,Öriin säs bolon ühïuragch,"Mongolian word for 'digital' is 'öriin', meaning 'computerized' or 'electronic'. 'Säs bolon' means 'humanities'",[],
ml,,Malayalam,Digital Humanities,,2026-04-03 16:44:01,False,ഡിജിറ്റൽ മാനവികത,False,മാനവരാശി,False,ഡിജിറ്റൽ ഹ്യുമാനിറ്റീസ്,False,"{
  ""translated_term"": ""ഡിജിറ്റൽ മാനവശാസ്ത്രം"",
  ""translation_rationale"": ""Digital Humanities + Malayalam translation""
}",llama3.1,2026-04-03T21:44:00.999861Z,1325256375.0,76316666.0,73.0,297147917.0,59.0,934280668.0,stop,ഡിജിറ്റൽ മാനവശാസ്ത്രം,Digital Humanities + Malayalam translation,[],
mk,,Macedonian,Digital Humanities,,2026-04-03 16:43:57,False,Дигитални хуманистички науки,False,Дигитални хуманости,False,Дигитални хуманистички науки,False,"{""translated_term"": ""Дигитални Уметности"", ""translation_rationale"": ""Combining the Macedonian words for 'digital' (дигитален) and 'humanities' (уметности), which is a direct translation of the English term.""}",llama3.1,2026-04-03T21:43:57.663092Z,1196571333.0,81731583.0,73.0,313172583.0,59.0,783908664.0,stop,Дигитални Уметности,"Combining the Macedonian words for 'digital' (дигитален) and 'humanities' (уметности), which is a direct translation of the English term.","[{'translated_term': 'Дигитални Уметности', 'translation_rationale': ""Combining the Macedonian words for 'digital' (дигитален) and 'humanities' (уметности), which is a direct translation of the English term.""}]",Дигитални Уметности
mi,,Māori,Digital Humanities,,2026-04-03 16:43:54,False,Ngā Tikanga Mamati,True,,False,Mamati Tangata,False,"{
  ""translated_term"": ""Humaritati Tiketronikī"",
  ""translation_rationale"": ""Breakdown of the terms: 'Humari' from Humaritati (from English Digital Humanities) meaning people or community, and 'Tiketronikī' directly translating the Māori word for 'digital', 'tiketronika'.""
}",llama3.1,2026-04-03T21:43:54.454177Z,1526982583.0,108083667.0,74.0,284334417.0,79.0,1112529332.0,stop,Humaritati Tiketronikī,"Breakdown of the terms: 'Humari' from Humaritati (from English Digital Humanities) meaning people or community, and 'Tiketronikī' directly translating the Māori word for 'digital', 'tiketronika'.",[],
mh,,Marshallese,Digital Humanities,,2026-04-03 16:43:50,False,Digital Humanities,False,Ta ko Rej Wal̦o̦k ñan Armej?,False,,False,"{""translated_term"": ""Bwein Ijebu Teenaan"", ""translation_rationale"": ""Marshallese phrase combining 'bwein' (technology/computer), 'ijebu' (new/innovative) and 'teenaan' (humanities)""}",llama3.1,2026-04-03T21:43:50.915198Z,1112766083.0,83574708.0,74.0,282203958.0,61.0,728813251.0,stop,Bwein Ijebu Teenaan,"Marshallese phrase combining 'bwein' (technology/computer), 'ijebu' (new/innovative) and 'teenaan' (humanities)","[{'translated_term': 'Bwein Ijebu Teenaan', 'translation_rationale': ""Marshallese phrase combining 'bwein' (technology/computer), 'ijebu' (new/innovative) and 'teenaan' (humanities)""}]",Bwein Ijebu Teenaan
mg,,Malagasy,Digital Humanities,,2026-04-03 16:43:47,False,Siansa momba ny maha-olona nomerika,False,Maha-olombelona nomerika,False,Digital Humanities,False,"{
  ""translated_term"": ""Tehniko Fitenyantsika"",
  ""translation_rationale"": ""Combining 'digital' from French (technique) and 'humanities' from English, considering the influence of French in Malagasy language.""
}",llama3.1,2026-04-03T21:43:47.787321Z,1052794458.0,83850042.0,74.0,275369041.0,56.0,677332170.0,stop,Tehniko Fitenyantsika,"Combining 'digital' from French (technique) and 'humanities' from English, considering the influence of French in Malagasy language.",[],
lv,,Latvian,Digital Humanities,,2026-04-03 16:43:44,False,Digitālās humanitārās zinātnes,True,,False,Digitālās humanitārās zinātnes,False,"{""translated_term"": ""Dzeltskrātīšu māksla"", ""translation_rationale"": ""Combining 'dzelts' (digital) and 'krātīšu' (humanities or sciences)""}",llama3.1,2026-04-03T21:43:44.720514Z,998168500.0,86556625.0,74.0,285367167.0,52.0,611331461.0,stop,Dzeltskrātīšu māksla,Combining 'dzelts' (digital) and 'krātīšu' (humanities or sciences),"[{'translated_term': 'Dzeltskrātīšu māksla', 'translation_rationale': ""Combining 'dzelts' (digital) and 'krātīšu' (humanities or sciences)""}]",Dzeltskrātīšu māksla
lu,,Luba-Katanga,Digital Humanities,,2026-04-03 16:43:41,True,,False,BISHINTE BYA KWIFUNDA,False,,False,"{""translated_term"": ""Mukanda wa digitali"", ""translation_rationale"": ""Combining Luba words 'mukanda' (digital) and '-wa' to make a possessive noun phrase, similar to how it's structured in other Bantu languages.""}",llama3.1,2026-04-03T21:43:41.709062Z,1085711333.0,80909625.0,76.0,282526750.0,57.0,705717705.0,stop,Mukanda wa digitali,"Combining Luba words 'mukanda' (digital) and '-wa' to make a possessive noun phrase, similar to how it's structured in other Bantu languages.","[{'translated_term': 'Mukanda wa digitali', 'translation_rationale': ""Combining Luba words 'mukanda' (digital) and '-wa' to make a possessive noun phrase, similar to how it's structured in other Bantu languages.""}]",Mukanda wa digitali
lt,,Lithuanian,Digital Humanities,,2026-04-03 16:43:38,False,Skaitmeniniai humanitariniai mokslai,True,,False,Skaitmeniniai humanitariniai mokslai,False,"{
  ""translated_term"": ""Žmogaus Mokslas Dėl Digitalinės Prisijungimo"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' into Lithuanian, combining 'humanities' with the adjective 'digital', as no single word equivalent exists in the language.""
}",llama3.1,2026-04-03T21:43:38.608115Z,1308912250.0,133469875.0,74.0,279226250.0,72.0,874762370.0,stop,Žmogaus Mokslas Dėl Digitalinės Prisijungimo,"Literal translation of 'Digital Humanities' into Lithuanian, combining 'humanities' with the adjective 'digital', as no single word equivalent exists in the language.",[],
