language_code,language_name,term_source,gemini_translated_term,gemini_translation_rationale,gemini_model,gemini_created,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude,claude_translated_term,claude_translation_rationale,claude_model,claude_stop_reason,claude_created,claude_total_tokens,claude_input_tokens,claude_output_tokens,exclude_gemini
hy,Armenian,Digital Humanities,Թվային հումանիտար գիտություններ,This is a direct and accurate translation. 'Թվային' means 'digital' and 'հումանիտար գիտություններ' means 'humanities'.,gemini-2.5-flash,2026-04-03T17:27:36.795381,,Թվային հումանիտար գիտություններ,2026-04-03 17:27:36,False,Թվային հումանիտար գիտություններ,False,Դժբախտ մարդիկ,False,Թվային հումանիտար գիտություններ,False,"{
  ""translated_term"": ""Համարային Անկուսակցական Գիտություն"",
  ""translation_rationale"": ""Armenian translation of 'Digital Humanities', combining 'Համարային' (digital) and 'Անկուսակցական' (humanities)""
}",llama3.1,2026-04-03T21:41:48.983392Z,2003444541.0,77617291.0,72.0,275437291.0,127.0,1617160625.0,stop,Համարային Անկուսակցական Գիտություն,"Armenian translation of 'Digital Humanities', combining 'Համարային' (digital) and 'Անկուսակցական' (humanities)",[],,False,Թվային հումանիտար գիտություններ,60.0,1775244780.0,stop,gpt-4o-2024-08-06,68.0,128.0,"The term combines the Armenian words for 'digital' (թվային) and 'humanities' (հումանիտար գիտություններ), reflecting the interdisciplinary nature of the field.",,False,Թվային հումանիտար գիտություններ,"Direct translation where 'Թվային' means 'Digital' and 'հումանիտար գիտություններ' means 'Humanities' or 'humanitarian sciences', which is the standard term used in Armenian academic contexts for this interdisciplinary field.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:07:33.345203,167.0,73.0,94.0,False
hu,Hungarian,Digital Humanities,digitális bölcsészet,"This is the standard and widely accepted translation in Hungarian academic discourse. 'Digitális' means digital, and 'bölcsészet' refers to humanities, encompassing philosophy, literature, history, etc.",gemini-2.5-flash,2026-04-03T17:27:35.021140,,Digitális bölcsészet,2026-04-03 17:27:35,False,Digitális humán tudományok,False,Digitális bölcsészettudományok,False,Digitális Bölcsészet,False,"{
  ""translated_term"": ""Digitális Tudományok"",
  ""translation_rationale"": ""The term 'Digital Humanities' is a calque of the original English phrase, literally translating it to Hungarian.""
}",llama3.1,2026-04-03T21:41:44.967714Z,913725500.0,83444709.0,72.0,278965166.0,46.0,536416793.0,stop,Digitális Tudományok,"The term 'Digital Humanities' is a calque of the original English phrase, literally translating it to Hungarian.",[],,False,Digitális Bölcsészettudományok,75.0,1775244370.0,stop,gpt-4o-2024-08-06,68.0,143.0,"The term 'Digitális Bölcsészettudományok' directly reflects the concept of Digital Humanities in Hungarian, with 'Digitális' meaning 'Digital' and 'Bölcsészettudományok' meaning 'Humanities'.",,False,digitális bölcsészet,Direct translation of 'Digital Humanities' where 'digitális' means 'digital' and 'bölcsészet' means 'humanities' in Hungarian. This is the standard term used in Hungarian academic contexts.,claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:07:28.734003,145.0,72.0,73.0,False
ht,Haitian,Digital Humanities,Imanite Nimerik,"This translates directly to 'Humanities Numeric'. 'Imanite' is the standard Haitian Creole term for 'Humanities', and 'Nimerik' is the common adjective for 'digital' or 'numeric'.",gemini-2.5-flash,2026-04-03T17:27:33.260226,,,2026-04-03 17:27:33,False,Syans Imanitè Dijital,False,Reflechi sou fason lèzòm pral viv,False,Syans imanitè dijital,False,"{""translated_term"": ""Bòkouvètman an Siprès"", ""translation_rationale"": ""Digital Humanities in Haitian Creole, combining 'bòko' (book) and 'vètman' (humanities/study), with the French loanword 'an siprès' added to indicate a digital focus""}",llama3.1,2026-04-03T21:41:42.040885Z,1265938708.0,85742583.0,73.0,279399708.0,73.0,879106793.0,stop,Bòkouvètman an Siprès,"Digital Humanities in Haitian Creole, combining 'bòko' (book) and 'vètman' (humanities/study), with the French loanword 'an siprès' added to indicate a digital focus","[{'translated_term': 'Bòkouvètman an Siprès', 'translation_rationale': ""Digital Humanities in Haitian Creole, combining 'bòko' (book) and 'vètman' (humanities/study), with the French loanword 'an siprès' added to indicate a digital focus""}]",Bòkouvètman an Siprès,False,Syans Imanitè Dijital,84.0,1775244775.0,stop,gpt-4o-2024-08-06,68.0,152.0,"The term 'Digital Humanities' is translated into Haitian as 'Syans Imanitè Dijital' to directly reflect the concept of humanities being complemented by digital technology, where 'Syans Imanitè' means 'Humanities' and 'Dijital' translates to 'Digital'.",,False,Simétriyaj Nimerik,"In Haitian Creole, 'Humanities' is typically rendered as 'Simétriyaj' (from French 'sciences humaines'), and 'Digital' is 'Nimerik' (from French 'numérique'), reflecting the common practice of adapting French academic terminology into Haitian Creole.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:07:25.535098,178.0,75.0,103.0,False
hr,Croatian,Digital Humanities,Digitalna humanistika,This is the standard and widely accepted translation in Croatian academic and professional contexts. 'Digitalna' means digital and 'humanistika' means humanities.,gemini-2.5-flash,2026-04-03T17:27:31.431397,,,2026-04-03 17:27:31,False,Digitalne humanističke znanosti,True,,False,Digitalne humanističke znanosti,False,"{
  ""translated_term"": ""Dijdigitalne Umanistike"",
  ""translation_rationale"": ""Combining the Croatian terms for 'digital' and 'humanities'""
}",llama3.1,2026-04-03T21:41:38.760726Z,828927875.0,81421792.0,72.0,285193834.0,39.0,449825750.0,stop,Dijdigitalne Umanistike,Combining the Croatian terms for 'digital' and 'humanities',[],,False,Digitalna humanistika,69.0,1775244773.0,stop,gpt-4o-2024-08-06,68.0,137.0,"The term 'Digital Humanities' in English can be translated into Croatian by directly translating both components: 'digital' becomes 'digitalna' and 'humanities' translates to 'humanistika', which is the term used in Croatian for humanities.",,False,digitalna humanistika,"Direct translation following Croatian grammar rules where 'digital' becomes 'digitalna' (feminine adjective agreeing with 'humanistika') and 'humanities' translates to 'humanistika', the established term for humanities in Croatian academic discourse.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:07:21.702645,149.0,72.0,77.0,False
ho,Hiri Motu,Digital Humanities,Digital Humanities,"Hiri Motu, while having a rich vocabulary for its cultural context, does not have a direct equivalent for 'Digital Humanities' as a modern academic field. A literal translation would be cumbersome and not convey the meaning effectively. Therefore, the most practical approach is to use the English term directly, as is common for many modern technical or academic concepts in languages that do not have a pre-existing indigenous term. This allows for clarity and avoids misinterpretation.",gemini-2.5-flash,2026-04-03T17:27:29.779668,,,2026-04-03 17:27:29,True,,False,NOVEMBER 3 - 5,False,,False,"{
  ""translated_term"": ""Paparita Sain"",
  ""translation_rationale"": ""Combining 'Digital' (which is a direct loanword in Hiri Motu) with the suffix '-ita', indicating something modern or up-to-date, and adding 'Sain' to refer to humanities or culture""
}",llama3.1,2026-04-03T21:41:35.91715Z,1185891542.0,86124292.0,75.0,288643458.0,68.0,790843005.0,stop,Paparita Sain,"Combining 'Digital' (which is a direct loanword in Hiri Motu) with the suffix '-ita', indicating something modern or up-to-date, and adding 'Sain' to refer to humanities or culture",[],,False,Ditital Humanities,59.0,1775244771.0,stop,gpt-4o-2024-08-06,71.0,130.0,"Hiri Motu often borrows terms from English, especially for technical or modern concepts that do not have an indigenous equivalent. Thus, 'Digital Humanities' is likely to remain as is with slight modifications in pronunciation.",,False,Digirita Manumanu Haruharua,"Hiri Motu is a pidgin language of Papua New Guinea with limited technical vocabulary. 'Digirita' adapts 'digital' into Hiri Motu phonology, while 'Manumanu Haruharua' combines 'manumanu' (things/knowledge) with 'haruharua' (various/diverse) to convey the humanities aspect as diverse areas of human knowledge and culture.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:07:18.517743,204.0,77.0,127.0,False
hi,Hindi,Digital Humanities,डिजिटल मानविकी,"This is a direct and widely accepted translation. 'डिजिटल' (digital) is a common transliteration for 'digital', and 'मानविकी' (manaviki) is the standard term for 'humanities' in Hindi.",gemini-2.5-flash,2026-04-03T17:27:27.657008,,अभिकलनात्मक मानविकी,2026-04-03 17:27:27,False,डिजिटल मानविकी,False,डिजिटल मानवता,False,डिजिटल मानविकी,False,"{
  ""translated_term"": ""डिजिटल मानव विज्ञान"",
  ""translation_rationale"": ""Linguistic combination of 'Digital' and 'Humanities' in Hindi""
}",llama3.1,2026-04-03T21:41:32.720534Z,893733584.0,87488042.0,72.0,300335000.0,43.0,492950876.0,stop,डिजिटल मानव विज्ञान,Linguistic combination of 'Digital' and 'Humanities' in Hindi,[],,False,डिजिटल मानविकी,60.0,1775244366.0,stop,gpt-4o-2024-08-06,68.0,128.0,"The term 'Digital Humanities' is translated directly, where 'डिजिटल' stands for 'Digital' and 'मानविकी' represents 'Humanities', thus preserving the original meaning.",,False,डिजिटल मानविकी,"Direct translation where 'डिजिटल' is the standard Hindi transliteration of 'Digital' and 'मानविकी' is the established Hindi term for 'Humanities', combining 'मानव' (human) with the suffix '-की' denoting a field of study.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:07:13.931424,168.0,72.0,96.0,False
he,Hebrew (modern),Digital Humanities,מדעי הרוח הדיגיטליים,This is the standard and widely accepted translation in modern Hebrew. 'מדעי הרוח' means 'Humanities' and 'הדיגיטליים' means 'the Digital'.,gemini-2.5-flash,2026-04-03T17:27:25.922089,מדעי הרוח הדיגיטליים,מדעי הרוח הדיגיטליים,2026-04-03 17:27:25,False,מדעי הרוח הדיגיטליים,False,Humanital Humanities,False,מדעי הרוח הדיגיטליים,False,"{
  ""translated_term"": ""אנתרופולוגיה דיגיטלית"",
  ""translation_rationale"": ""Combining 'anthropology' (from Greek: \u2117\u03ba\u03c0\u03bb\u03cc\u03bc\u03bf\u03c3) and 'digital'""
}",llama3.1,2026-04-03T21:41:29.811923Z,1372025166.0,98765791.0,75.0,304493416.0,81.0,946660252.0,stop,אנתרופולוגיה דיגיטלית,Combining 'anthropology' (from Greek: ℗κπλόμοσ) and 'digital',[],,False,מדעי הרוח הדיגיטליים,83.0,1775244362.0,stop,gpt-4o-2024-08-06,71.0,154.0,"The term 'Digital Humanities' translates to 'מדעי הרוח הדיגיטליים' in Hebrew, where 'מדעי הרוח' means 'humanities' and 'הדיגיטליים' means 'digital'. This translation accurately captures the essence of the interdisciplinary field combining digital technology with the humanities.",,False,מדעי הרוח הדיגיטליים,Direct translation meaning 'Digital Humanities' - 'מדעי הרוח' (humanities/human sciences) + 'דיגיטליים' (digital). This is the established term used in Israeli academic institutions.,claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:07:10.614058,161.0,75.0,86.0,False
ha,Hausa,Digital Humanities,Nazarin Dan Adam na Dijital,"This translates directly to 'Study of Digital Humanity' or 'Digital Human Studies'. 'Nazarin' means 'study/research', 'Dan Adam' means 'human/humanity', and 'na Dijital' means 'of digital' or 'digital'.",gemini-2.5-flash,2026-04-03T17:27:24.189857,,,2026-04-03 17:27:24,False,Dan Adam na Dijital,False,KCharselect unicode block name,False,Digital Humanities,False,"{
  ""translated_term"": ""Digital Humanities"",
  ""translation_rationale"": ""Direct translation from English, noting that 'Humanités' in French means Humanities, so no direct Hausa equivalent exists.""
}",llama3.1,2026-04-03T21:41:26.427524Z,876523666.0,85081416.0,73.0,279252416.0,44.0,499058125.0,stop,Digital Humanities,"Direct translation from English, noting that 'Humanités' in French means Humanities, so no direct Hausa equivalent exists.",[],,False,Harkokin Kimiyyar Zamani,72.0,1775244764.0,stop,gpt-4o-2024-08-06,68.0,140.0,The term 'Digital Humanities' refers to the integration of digital technologies into the study and practice of the humanities. 'Harkokin Kimiyyar Zamani' is a translation that conveys the idea of modern technological activities within the field of humanities.,,False,Ilimin Dijital,"Direct translation where 'Ilimin' means 'knowledge/learning/humanities' and 'Dijital' is the Hausa adaptation of 'digital', commonly used in modern Hausa for digital technology",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:07:06.775196,144.0,74.0,70.0,False
gv,Manx,Digital Humanities,Sheeaneaght Ghigitalagh,"This translation combines 'sheeaneaght' (humanities, from 'sheean' meaning human/sound and '-aght' for a field of study) with 'ghigitalagh' (digital, lenited form of 'diggitalagh').",gemini-2.5-flash,2026-04-03T17:27:22.246935,,,2026-04-03 17:27:22,False,Dooinney Digitagh,False,Aghtyn mair-chlaa,False,,False,"{
  ""translated_term"": ""Daa-Digital Ynstitioonaghyn"",
  ""translation_rationale"": ""Literally 'Digital Institutes' in Manx, following the standard pattern of combining 'daa-' (digital) with '-institioonaght' (institute)""
}",llama3.1,2026-04-03T21:41:23.53659Z,1125704750.0,89835584.0,73.0,281070292.0,64.0,735605292.0,stop,Daa-Digital Ynstitioonaghyn,"Literally 'Digital Institutes' in Manx, following the standard pattern of combining 'daa-' (digital) with '-institioonaght' (institute)",[],,False,Ynsee Daunneragh,74.0,1775244762.0,stop,gpt-4o-2024-08-06,69.0,143.0,"The term 'Digital Humanities' in Manx is translated as 'Ynsee Daunneragh', which combines 'Ynsee' (learning) and 'Daunneragh' (digital), reflecting the interdisciplinary field that encompasses the intersection of the humanities and digital technology.",,False,Daonnachtyn Bun-earrooagh,Direct translation where 'Daonnachtyn' means 'Humanities' and 'Bun-earrooagh' means 'Digital' (from 'bun-earroo' meaning digit/number). This follows Manx compound noun patterns for modern academic terminology.,claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:07:02.806412,169.0,75.0,94.0,False
gu,Gujarati,Digital Humanities,ડિજિટલ હ્યુમેનિટીઝ,"This is a direct transliteration of 'Digital Humanities' into Gujarati. As a relatively new and specialized academic field, a direct transliteration is the most common and widely accepted approach in many Indian languages, including Gujarati, to maintain clarity and consistency with international academic discourse. Attempting a purely descriptive translation might lose the specific academic connotation.",gemini-2.5-flash,2026-04-03T17:27:20.341134,,,2026-04-03 17:27:20,False,ડિજિટલ હ્યુમેનિટીઝ,True,,False,ડિજિટલ માનવતા,False,"{
  ""translated_term"": ""ડીજિટલ માનવશાસ્ત્ર"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' into Gujarati""
}",llama3.1,2026-04-03T21:41:20.395717Z,1122910834.0,106559500.0,73.0,285315708.0,62.0,713623540.0,stop,ડીજિટલ માનવશાસ્ત્ર,Literal translation of 'Digital Humanities' into Gujarati,[],,False,ડિજિટલ હ્યુમેનિટીક્સ,70.0,1775244760.0,stop,gpt-4o-2024-08-06,68.0,138.0,"The term 'Digital Humanities' is translated by combining the transliteration of both 'Digital' and 'Humanities' into Gujarati script, as these are technical terms often used as-is in the field in Gujarati-speaking regions.",,False,ડિજિટલ માનવિકી,Direct translation where 'Digital' is transliterated as 'ડિજિટલ' (common practice in Gujarati for technical terms) and 'Humanities' is translated as 'માનવિકી' (the standard Gujarati term for humanities/liberal arts).,claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:57.216189,172.0,75.0,97.0,False
gn,Guaraní,Digital Humanities,Yvypóra Rembiapokue Renda Tekoñe'ẽngatúva,"This translation attempts to capture the essence of 'Digital Humanities' by breaking it down: 'Yvypóra Rembiapokue' means 'human works/creations' or 'humanities,' and 'Renda Tekoñe'ẽngatúva' refers to a 'digital/virtual space' or 'digital realm.' The combination suggests the study of human works within a digital context.",gemini-2.5-flash,2026-04-03T17:27:18.369637,,,2026-04-03 17:27:18,False,Humanidades Digitales rehegua,True,,False,,False,"{
  ""translated_term"": ""Tatãme Técnikas Humanitárias Digitales"",
  ""translation_rationale"": ""Combining the Guaraní terms for 'humanities' (Tatãme) and 'digital' (Técnikas), as well as a more general term for 'digitals' or 'technologies'""
}",llama3.1,2026-04-03T21:41:17.260722Z,1314084875.0,73032959.0,74.0,289028583.0,78.0,927774000.0,stop,Tatãme Técnikas Humanitárias Digitales,"Combining the Guaraní terms for 'humanities' (Tatãme) and 'digital' (Técnikas), as well as a more general term for 'digitals' or 'technologies'",[],,False,Avañe'ẽ Ava Ñe'ẽ Poty Tetãguasu,97.0,1775244757.0,stop,gpt-4o-2024-08-06,70.0,167.0,"The term is translated as 'Avañe'ẽ Ava Ñe'ẽ Poty Tetãguasu' in Guaraní to convey the concept of digital (ñemokyre'ỹ) and humanities (ava ñe'ẽpoty), combining the notion of digital advancement with cultural and linguistic heritage.",,False,Papaha Ñandutípe,"Combines 'papaha' (humanities/knowledge) with 'ñandutípe' (digital/internet-related), reflecting the interdisciplinary nature of Digital Humanities in Guaraní linguistic structure",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:53.194477,150.0,76.0,74.0,False
gl,Galician,Digital Humanities,Humanidades Dixitais,Esta é a tradución directa e amplamente aceptada en galego. 'Humanidades' é o equivalente de 'Humanities' e 'Dixitais' é o equivalente de 'Digital'.,gemini-2.5-flash,2026-04-03T17:27:16.249503,,,2026-04-03 17:27:16,False,Humanidades Dixitais,False,Humanos dixitais,False,Humanidades Dixitais,False,"{""translated_term"": ""Humanidades Digitais"", ""translation_rationale"": ""Direct translation from English, following standard Galician terminology for Digital Humanities.""}",llama3.1,2026-04-03T21:41:13.936503Z,782950250.0,75911542.0,73.0,328973125.0,32.0,368226044.0,stop,Humanidades Digitais,"Direct translation from English, following standard Galician terminology for Digital Humanities.","[{'translated_term': 'Humanidades Digitais', 'translation_rationale': 'Direct translation from English, following standard Galician terminology for Digital Humanities.'}]",Humanidades Digitais,False,Humanidades Dixitais,78.0,1775244343.0,stop,gpt-4o-2024-08-06,69.0,147.0,The term 'Digital Humanities' is translated into Galician by retaining the base words 'Humanidades' for 'Humanities' and 'Dixitais' for 'Digital'. This is a direct and standard translation that follows the linguistic rules for translating academic and technological terms into Galician.,,False,Humanidades Dixitais,"Direct translation following Galician orthographic norms, where 'digital' becomes 'dixitais' (plural form agreeing with 'humanidades'). This is the established term used in Galician academic discourse.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:49.819918,147.0,74.0,73.0,False
gd,Scottish Gaelic,Digital Humanities,Daonnachdan Didseatach,"This translates 'Digital' as 'Didseatach' and 'Humanities' as 'Daonnachdan', which is the standard plural form for 'humanity/humanities' in Scottish Gaelic.",gemini-2.5-flash,2026-04-03T17:27:14.589384,,,2026-04-03 17:27:14,False,Daonnachdan Didseatach,True,,False,Daonnachdan Didseatach,False,"{
  ""translated_term"": ""Eachdraidh Dhiadhaill"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' using Gaelic roots: 'eachdraidh' for 'digital' (from 'eachd', meaning 'fingernail', but here implying 'tiny' or 'of the digital kind') and 'Dhiadhaill' from 'dhiaidh', related to 'digit' in English""
}",llama3.1,2026-04-03T21:41:11.144458Z,1541476708.0,85978833.0,74.0,284981500.0,97.0,1141208918.0,stop,Eachdraidh Dhiadhaill,"Literal translation of 'Digital Humanities' using Gaelic roots: 'eachdraidh' for 'digital' (from 'eachd', meaning 'fingernail', but here implying 'tiny' or 'of the digital kind') and 'Dhiadhaill' from 'dhiaidh', related to 'digit' in English",[],,False,Daonnachdan Didseatach,77.0,1775244540.0,stop,gpt-4o-2024-08-06,69.0,146.0,"The term 'Digital Humanities' is translated as 'Daonnachdan Didseatach' in Scottish Gaelic, where 'Daonnachdan' means 'Humanities' and 'Didseatach' corresponds to 'Digital.' This translation maintains the meaning and structure of the original term.",,False,Daonnachdan Digiteach,Direct translation where 'Daonnachdan' represents 'Humanities' (the study of human culture) and 'Digiteach' is the established Scottish Gaelic term for 'Digital',claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:46.400565,153.0,76.0,77.0,False
ga,Irish,Digital Humanities,Daonnachtaí Digiteacha,This is the direct and widely accepted translation used in academic and technical contexts in Irish. 'Daonnachtaí' means 'Humanities' and 'Digiteacha' means 'Digital'.,gemini-2.5-flash,2026-04-03T17:27:12.809798,,,2026-04-03 17:27:12,False,Daonnachtaí Digiteacha,False,Daonnachtaí Digiteacha,False,Daonnachtaí Digiteacha,False,"{
  ""translated_term"": ""Daonnascanna Digiteacha"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' using Irish equivalents for 'digital' and 'humanities'""
}",llama3.1,2026-04-03T21:41:07.588194Z,886245334.0,84371750.0,72.0,296613250.0,43.0,492088834.0,stop,Daonnascanna Digiteacha,Literal translation of 'Digital Humanities' using Irish equivalents for 'digital' and 'humanities',[],,False,Daonnachtaí Digiteacha,70.0,1775244378.0,stop,gpt-4o-2024-08-06,68.0,138.0,"The term 'Digital Humanities' translates into Irish as 'Daonnachtaí Digiteacha', with 'Daonnachtaí' meaning 'Humanities' and 'Digiteacha' meaning 'Digital', aligning the semantic equivalence in both languages.",,False,na Daonnachtaí Digiteacha,"Direct translation using the Irish plural article 'na' with 'Daonnachtaí' (Humanities) and the adjective 'Digiteacha' (Digital), following standard Irish grammatical structure where adjectives follow nouns.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:41.798363,155.0,72.0,83.0,False
fy,Western Frisian,Digital Humanities,Digitale Humaniora,"This is a direct and common translation. 'Digitale' means 'digital' and 'Humaniora' is the standard term for 'humanities' in Frisian, borrowed from Latin via Dutch, similar to its use in many European languages.",gemini-2.5-flash,2026-04-03T17:27:10.959895,,,2026-04-03 17:27:10,False,Digitale Humaniora,True,,False,Digital Humanities,False,"{
  ""translated_term"": ""Digitale Minskunde"",
  ""translation_rationale"": ""Combination of 'digitale' (digital) and 'Minskunde' (humanities), following the Dutch pattern""
}",llama3.1,2026-04-03T21:41:04.690584Z,941841208.0,80460083.0,75.0,287347917.0,48.0,559145417.0,stop,Digitale Minskunde,"Combination of 'digitale' (digital) and 'Minskunde' (humanities), following the Dutch pattern",[],,False,Digitale Geasteswittenskippen,90.0,1775244748.0,stop,gpt-4o-2024-08-06,70.0,160.0,Western Frisian for 'Digital Humanities' closely translates each word individually to 'Digitale Geasteswittenskippen' indicating the study ('wittenskippen') of humanities ('geasteswittenskippen') through digital means ('digitale'). This adheres to the linguistic structure and vocabulary of the Frisian language.,,False,Digitale Geasteswitenskippen,"Direct translation following Western Frisian orthography where 'Digital' becomes 'Digitale' and 'Humanities' translates to 'Geasteswitenskippen' (geestes-wetenschappen), the standard term for humanities/liberal arts in Frisian.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:37.847573,167.0,76.0,91.0,False
fr,French,Digital Humanities,Humanités Numériques,"This is the widely accepted and official translation in French-speaking academic contexts. 'Humanités' refers to the humanities disciplines, and 'Numériques' means digital.",gemini-2.5-flash,2026-04-03T17:27:09.210166,Humanités numériques,Humanités numériques,2026-04-03 17:27:09,False,Humanités numériques,False,Humanités numériques,False,Humanités numériques,False,"{
  ""translated_term"": ""Humanités numériques"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' using French equivalents for 'digital' and 'humanities'""
}",llama3.1,2026-04-03T21:41:01.73328Z,849090917.0,73681583.0,72.0,287143000.0,41.0,475760337.0,stop,Humanités numériques,Literal translation of 'Digital Humanities' using French equivalents for 'digital' and 'humanities',[],,False,Humanités numériques,62.0,1775244338.0,stop,gpt-4o-2024-08-06,68.0,130.0,The phrase 'Digital Humanities' is commonly translated into French as 'Humanités numériques'. This translation maintains the meaning by using 'Humanités' for 'Humanities' and 'numériques' as the equivalent for 'Digital'.,,False,Humanités numériques,"This is the established French term for Digital Humanities, widely used in French academic institutions and research communities.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:33.675196,117.0,72.0,45.0,False
fo,Faroese,Digital Humanities,Talfrøðilig Humaniora,"This translation combines 'talfrøðilig' (digital/computational) and 'humaniora' (humanities). 'Talfrøðilig' is a common and accurate way to express 'digital' in a technical or academic context in Faroese, while 'humaniora' is the standard term for humanities.",gemini-2.5-flash,2026-04-03T17:27:07.366740,,,2026-04-03 17:27:07,False,Talgild hugvísindi,True,,False,,False,"{
  ""translated_term"": ""Digtal heimspeki"",
  ""translation_rationale"": ""The Faroese language uses the Latin alphabet and the word order is similar to English, so it's a relatively straightforward translation. 'Digital' becomes 'digtal', and 'Humanities' becomes 'heimspeki', which roughly translates to 'world knowledge' or 'universal sciences'.""
}",llama3.1,2026-04-03T21:40:58.87199Z,1457730917.0,119578542.0,74.0,290836125.0,85.0,1020970749.0,stop,Digtal heimspeki,"The Faroese language uses the Latin alphabet and the word order is similar to English, so it's a relatively straightforward translation. 'Digital' becomes 'digtal', and 'Humanities' becomes 'heimspeki', which roughly translates to 'world knowledge' or 'universal sciences'.",[],,False,Støddfrøðiligir vísindagreinir,78.0,1775244743.0,stop,gpt-4o-2024-08-06,69.0,147.0,"In Faroese, 'digital' translates to 'støddfrøðiligir' and 'humanities' translates to 'vísindagreinir'. The translation aims to capture the concept of integrating computational methods with traditional humanities studies.",,False,Stafræn Menningarfrøði,"Combines 'stafræn' (digital) with 'menningarfrøði' (humanities/cultural studies), following Faroese compound noun formation patterns for academic terminology.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:31.021856,146.0,75.0,71.0,False
fj,Fijian,Digital Humanities,Vuli Digitale ni Tamata,"Fijian often uses descriptive phrases. 'Vuli' means study/learning, 'Digitale' is a direct borrowing for digital, and 'ni Tamata' means 'of people/humanities', forming a phrase that conveys the essence of Digital Humanities.",gemini-2.5-flash,2026-04-03T17:27:05.504333,,,2026-04-03 17:27:05,False,Digitaki ni tamata,False,Cata na iTovo ni Tamata,False,,False,"{
  ""translated_term"": ""Niu Kedrai Vakabula"",
  ""translation_rationale"": ""Combining 'Niukala' (digital) and 'Vakabula' (humanities) to create a term that reflects the fusion of digital technologies with humanities disciplines.""
}",llama3.1,2026-04-03T21:40:55.400574Z,1152818208.0,82794125.0,74.0,320857250.0,61.0,731309579.0,stop,Niu Kedrai Vakabula,Combining 'Niukala' (digital) and 'Vakabula' (humanities) to create a term that reflects the fusion of digital technologies with humanities disciplines.,[],,False,Saienisi Vakakomipiuta kei na iTaukei,74.0,1775244741.0,stop,gpt-4o-2024-08-06,70.0,144.0,"The term refers to the interdisciplinary field that combines computing technology with humanities studies, and 'Vakakomipiuta' represents 'Digital' while 'iTaukei' can stand for 'Humanities' in a broad cultural context.",,False,Dijitali na Vuku ni Tamata,"Literal translation where 'Dijitali' is the Fijian adaptation of 'Digital', 'Vuku' means knowledge/learning/studies, and 'Tamata' means humanity/people, following Fijian grammatical structure with 'na' as the article.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:27.794867,171.0,76.0,95.0,False
