language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
bi,Digital Cultural Heritage,Dijital Kastom,Bislama,105.0,1740707402.0,stop,gpt-4o-2024-08-06,141.0,246.0,"The term ""Digital Cultural Heritage"" can be succinctly translated into Bislama as ""Dijital Kastom."" Here, ""Dijital"" reflects the digital or technological aspect, while ""Kastom"" encompasses the notion of culture and heritage, which is central in Vanuatu society. This translation maintains clarity and relevance, connecting the modern digital aspect with traditional customs, and is easily understandable for Bislama speakers.",2025-05-31 21:15:56
bm,Digital Cultural Heritage,Cɛsiri Sane Jiatigi,Bambara,148.0,1740707310.0,stop,gpt-4o-2024-08-06,117.0,265.0,"The term 'Cɛsiri Cɛsiri Nizɛri' includes repetition that might not add clarity. Splitting the term into its components, 'Cɛsiri' means 'heritage' or 'legacy', 'Sane' refers to 'digital', and 'Jiatigi' relates to 'knowledge' or 'culture'. By using 'Cɛsiri Sane Jiatigi', we create a translation that captures the essence of heritage within a digital context, highlighting both cultural knowledge and digital aspects. This helps to convey the idea effectively in Bambara, respecting linguistic nuances and cultural meanings.",2025-05-31 21:15:56
bo,Digital Cultural Heritage,རྒྱུན་རིམ་རིག་གནས་སྲོལ།,Tibetan,182.0,1740712610.0,stop,gpt-4o-2024-08-06,143.0,325.0,"The term ""Digital Cultural Heritage"" involves the preservation and representation of cultural artifacts and knowledge in digital form. Considering this, the Tibetan translation should encapsulate both the essence of digital technology and cultural heritage. ""རྒྱུན་རིམ"" relates to continuity or preservation, which is a crucial aspect of heritage, while ""རིག་གནས"" refers to cultural sites or intangible assets. The use of ""སྲོལ"" relates to tradition or heritage. This amalgamation provides a comprehensive translation that respects both the temporal and technological aspects of the term.",2025-05-31 21:15:56
br,Digital Cultural Heritage,Glad sevenadurel dizital,Breton,145.0,1740707432.0,stop,gpt-4o-2024-08-06,110.0,255.0,"The term 'Glad sevenadurel niverel' is a close translation, where 'glad' means 'heritage', 'sevenadurel' means 'cultural', and 'niverel' comes from 'niver' meaning 'number', often used to describe anything digital. However, I chose to use 'dizital' instead of 'niverel'. 'Dizital' is a loanword that is increasingly used in the context of technology and can be more immediately understood to mean 'digital' without any numeral connotations, aligning closer with the modern influence and terminology used regarding digital contexts.",2025-05-31 21:15:56
bs,Digital Cultural Heritage,Digitalno kulturno naslijeđe,Bosnian,150.0,1740707410.0,stop,gpt-4o-2024-08-06,137.0,287.0,"The term ""Digitalno kulturno naslijeđe"" accurately captures the essence of ""Digital Cultural Heritage"" in Bosnian. ""Digitalno"" translates to ""digital,"" and ""kulturno naslijeđe"" translates to ""cultural heritage,"" which directly aligns with the original English term. This translation is simple, direct, and widely accepted in professional and academic discourse, making it an appropriate choice. The alternative suggestion ""digitalni kulturni arhiv"" implies a focus on archival aspects, which might not encompass the full scope of what cultural heritage signifies, as it also involves preservation, representation, and accessibility across digital platforms.",2025-05-31 21:15:56
ca,Digital Cultural Heritage,Patrimoni Cultural Digital,Catalan; Valencian,152.0,1740707469.0,stop,gpt-4o-2024-08-06,145.0,297.0,"The term ""Patrimoni Cultural Digital"" is a direct and accurate translation of ""Digital Cultural Heritage"" into Catalan. It captures the essence of the original term by maintaining the order and specificity of the concepts: ""Patrimoni"" for ""Heritage,"" ""Cultural"" for ""Cultural,"" and ""Digital"" for ""Digital."" This translation is widely accepted and used in Catalan-speaking regions, aligning closely with both technical definitions and common usage, as reflected by trusted sources like Google Translate. The inclusion of the definite article ""El"" in some suggestions is not necessary here, as it does not add any specificity needed for a standard term translation.",2025-05-31 21:15:56
ch,Digital Cultural Heritage,I Herensia Kotturåt Digital,Chamorro,126.0,1740707487.0,stop,gpt-4o-2024-08-06,113.0,239.0,"The term ""Digital Cultural Heritage"" can be translated into Chamorro as ""I Herensia Kotturåt Digital."" Here, ""Herensia"" refers to ""Heritage,"" capturing the idea of legacy or inheritance, and ""Kotturåt"" stands for ""Cultural,"" reflecting traditions and culture. The word ""Digital"" remains as is, since loanwords are often used for contemporary terms. This translation respects the linguistic and cultural nuances of Chamorro while providing a clear understanding of the concept.",2025-05-31 21:15:56
ko,Digital Cultural Heritage,디지털 문화유산,Korean,145.0,1740709601.0,stop,gpt-4o-2024-08-06,108.0,253.0,"The term ""디지털 문화유산"" is a straightforward translation of ""Digital Cultural Heritage"" into Korean. The word ""디지털"" is a direct transliteration of ""digital,"" which is commonly used in Korean to refer to anything related to digital technology. ""문화유산"" combines ""문화,"" meaning ""culture,"" and ""유산,"" meaning ""heritage"" or ""legacy."" Together, this phrase accurately conveys the concept of cultural heritage that exists or is preserved in a digital form. The removal of the space between ""문화"" and ""유산"" is consistent with how compound nouns are frequently formatted in Korean.",2025-05-31 21:15:56
co,Digital Cultural Heritage,Patrimoniu Culturale Digitale,Corsican,128.0,1740707708.0,stop,gpt-4o-2024-08-06,112.0,240.0,"The suggested translation 'Patrimoniu Culturale Digitale' accurately captures the meaning of 'Digital Cultural Heritage'. 'Patrimoniu' translates to 'heritage', which refers to the inheritance of cultural artifacts and knowledge. 'Culturale' translates to 'cultural', directly relating to the customs, arts, and history of a society. 'Digitale' means 'digital', referring to the electronic and technological aspect. The translation maintains the grammatical and semantic structure of Corsican, ensuring clarity and comprehension.",2025-05-31 21:15:56
cr,Digital Cultural Heritage,ᑎᒌᐦᒋᑎᓯᒼ ᒥᐢᑕᐧᒌᓂᐡ,Cree,214.0,1740707735.0,stop,gpt-4o-2024-08-06,116.0,330.0,"The term ""Digital Cultural Heritage"" can be translated into Cree as ""ᑎᒌᐦᒋᑎᓯᒼ ᒥᐢᑕᐧᒌᓂᐡ"". ""ᑎᒌᐦᒋᑎᓯᒼ"" (tichihtisihm) refers to ""digital"" or related to technology, whereas ""ᒥᐢᑕᐧᒌᓂᐡ"" (mistawchinis) means ""cultural heritage"". This translation maintains the essence of the term by incorporating elements of both digital aspects and cultural heritage into Cree terms.",2025-05-31 21:15:56
cs,Digital Cultural Heritage,Digitální kulturní dědictví,Czech,136.0,1740707929.0,stop,gpt-4o-2024-08-06,158.0,294.0,"All the suggested translations from various linguistic resources, including Google's API, Easy Neural Machine Translation library, and the Ollama API, agree on the term 'Digitální kulturní dědictví.' This consensus reflects the correct and widely accepted translation. The Wikipedia entry's suggestion 'Digitální dědictví' omits the specific reference to 'cultural,' which is crucial for the term to encompass the cultural aspect of digital heritage. Therefore, 'Digitální kulturní dědictví' accurately translates and conveys the concept of Digital Cultural Heritage in Czech, maintaining the full intended meaning.",2025-05-31 21:15:56
cu,Digital Cultural Heritage,Цѷфєрово Кѫльтурно Наслѣдьє,Old Church Slavonic,130.0,1740711200.0,stop,gpt-4o-2024-08-06,85.0,215.0,"The term 'Цѷфєрово' is used for 'Digital', derived from the modern understanding of numerical (digit-based) processing and adapted to Old Church Slavonic. 'Кѫльтурно' follows from the word for 'Cultural', reflecting cultural aspects and heritage. 'Наслѣдьє' is used for 'Heritage', a concept understandable within the historical context of language as it refers to something passed down through generations.",2025-05-31 21:15:56
cv,Digital Cultural Heritage,Цифра культурне мӑн олманĕ шухăш,Chuvash,182.0,1740707529.0,stop,gpt-4o-2024-08-06,120.0,302.0,"In translating ""Digital Cultural Heritage"" into Chuvash, it is important to accurately convey the concept of digital technology combined with cultural inheritance. ""Цифра"" refers to digital or numerical, aligning with the concept of digital technology. ""Культурне"" is derived from culture, indicating the cultural aspect. ""Мӑн олманӗ"" translates to heritage or inheritance, though it can literally mean ""old knowledge"" in Chuvash, which emphasizes the passing down of cultural knowledge. Finally, ""шухăш"" captures the idea of guardianship or preservation, important in the context of maintaining cultural heritage in a digital form. This translation strives to respect the cultural nuances of Chuvash while accurately conveying the original English term.",2025-05-31 21:15:56
cy,Digital Cultural Heritage,Treftadaeth Ddiwylliannol Ddigidol,Welsh,178.0,1740713222.0,stop,gpt-4o-2024-08-06,144.0,322.0,"The translation 'Treftadaeth Ddiwylliannol Ddigidol' accurately conveys the term 'Digital Cultural Heritage' in Welsh. 'Treftadaeth' means 'heritage,' 'Diwylliannol' means 'cultural,' and 'Ddigidol' means 'digital.' This translation maintains the intended meaning of the English term while following Welsh grammatical rules, such as the soft mutation of 'Diwylliannol' to 'Ddiwylliannol' after 'Treftadaeth,' and similarly for 'Ddigidol.' The alternative suggestion 'Culsching HertagesCity name' seems to be incorrect and does not fit the Welsh language structure or vocabulary, hence the choice to not incorporate it.",2025-05-31 21:15:56
da,Digital Cultural Heritage,Digital kulturarv,Danish,119.0,1740707934.0,stop,gpt-4o-2024-08-06,122.0,241.0,"Both the Google Translate API and the Easy Neural Machine Translation library suggest ""Digital kulturarv,"" which is an accurate and widely accepted translation in Danish. ""Digital"" is a direct translation for ""Digital,"" and ""kulturarv"" accurately corresponds to ""Cultural Heritage,"" which refers to the legacy of physical artifacts and intangible attributes of a group or society. The term is commonly used in Danish academic and professional discussions related to cultural heritage in the digital realm, making it appropriate and precise for use.",2025-05-31 21:15:56
dv,Digital Cultural Heritage,ޑިޖިޓަލް ތަރިކަ ނުޖެބިމުގެ ސަގާފީ,Divehi; Maldivian;,197.0,1740707950.0,stop,gpt-4o-2024-08-06,153.0,350.0,"The term ""Digital Cultural Heritage"" refers to digital manifestations of cultural knowledge and expressions. Therefore, the translation ""ޑިޖިޓަލް"" directly captures the idea of ""digital"", while ""ތަރިކަ"" denotes ""heritage"", and ""ނުޖެބިމު"" refers to ""cultural"". Using these components creates an understandable term that conveys the concept effectively in Divehi, aligning with the intent and meaning of the original English term.",2025-05-31 21:15:56
dz,Digital Cultural Heritage,གློག་ཀླད་རིག་གནས་ཤུལ་བཞག།,Dzongkha,251.0,1740707985.0,stop,gpt-4o-2024-08-06,148.0,399.0,"The Google Translate suggestion uses ""དྲ་རྒྱ"" which directly refers to ""internet"" or ""web"", but ""གློག་ཀླད"" better captures the broader concept of ""digital"" as it relates to electronic or computerized aspects, which is essential in understanding the concept of Digital Cultural Heritage. ""རིག་གནས"" means ""culture"" and is appropriately used here to indicate cultural elements. ""ཤུལ་བཞག"" translates to ""heritage"" or ""legacy"", which conveys the idea of something passed down from the past. Therefore, ""གློག་ཀླད་རིག་གནས་ཤུལ་བཞག།"" provides a refined, comprehensive term that encompasses the digital preservation and representation of cultural heritage.",2025-05-31 21:15:56
ba,Digital Cultural Heritage,Һанлы мәҙәни мираҫ,Bashkir,125.0,1740707333.0,stop,gpt-4o-2024-08-06,130.0,255.0,"The term ""Һанлы мәҙәни мираҫ"" effectively conveys the meaning of ""Digital Cultural Heritage"" in Bashkir. ""Һанлы"" refers to ""digital,"" capturing the concept of numerical or digit-based technology. ""Мәҙәни"" translates to ""cultural,"" indicating the cultural aspect that is being preserved or showcased. ""Мираҫ"" means ""heritage,"" which encompasses the legacy and items passed down through generations. This translation aligns well with the intended meaning and is accessible to Bashkir speakers.",2025-05-31 21:15:56
az,Digital Cultural Heritage,Rəqəmsal Mədəni İrs,Azerbaijani,202.0,1740707297.0,stop,gpt-4o-2024-08-06,178.0,380.0,"The translation ""Rəqəmsal Mədəni İrs"" accurately captures the essence of ""Digital Cultural Heritage"" in Azerbaijani. ""Rəqəmsal"" aligns with ""digital,"" referring to technology-based formats. ""Mədəni İrs,"" meaning ""cultural heritage,"" conveys the notion of intangible and tangible heritages preserved in electronic forms. The other suggestions have inaccuracies or misleading components: ""Səxavətli qısqanclıq"" translates to ""Generous Jealousy,"" which does not match the intended meaning, while ""RəqǪmsal Mədəni \Məruzai"" contains characters uncommon in Azerbaijani and deviates from the intended terminology. ""Rəqəmsal irs"" fails to mention the cultural aspect, which is vital for conveying the full scope of cultural heritage in the digital domain.",2025-05-31 21:15:56
ay,Digital Cultural Heritage,Yatxatata Cultural Kamachija,Aymara,141.0,1740707276.0,stop,gpt-4o-2024-08-06,124.0,265.0,"The translation 'Patrimonio Cultural Digital ukax mä jach’a uñt’ayawiwa' suggested by the Google Translate API is quite descriptive but can be refined for clarity and conciseness in Aymara. 'Yatxatata' refers to something acquired or learned, which corresponds to 'digital.' 'Cultural' translates directly to 'Cultural,' maintaining the importance of cultural elements. 'Kamachija' refers to valuable or treasured things, capturing the essence of 'heritage.' This refined translation prioritizes cultural accuracy and comprehension among Aymara speakers.",2025-05-31 21:15:56
av,Digital Cultural Heritage,Цифрияб культураял ирс,Avaric,117.0,1740707032.0,stop,gpt-4o-2024-08-06,146.0,263.0,"The term ""Цифрияб культураял ирс"" accurately captures the essence of ""Digital Cultural Heritage"" where ""Цифрияб"" implies digital or electronic, ""культураял"" relates to cultural, and ""ирс"" means heritage. While the Google and Ollama API suggestions included additional terms or variations, this translation succinctly reflects the concept without unnecessary complexity. The combination effectively conveys the notion of cultural heritage in a digital format for Avaric speakers.",2025-05-31 21:15:56
gd,Digital Cultural Heritage,,Scottish Gaelic,,,,,,,,2025-05-31 21:15:56
he,Digital Cultural Heritage,,Hebrew (modern),,,,,,,,2025-05-31 21:15:56
hu,Digital Cultural Heritage,,Hungarian,,,,,,,,2025-05-31 21:15:56
kr,Digital Cultural Heritage,,Kanuri,,,,,,,,2025-05-31 21:15:56
ng,Digital Cultural Heritage,,Ndonga,,,,,,,,2025-05-31 21:15:56
nr,Digital Cultural Heritage,,South Ndebele,,,,,,,,2025-05-31 21:15:56
rm,Digital Cultural Heritage,,Romansh,,,,,,,,2025-05-31 21:15:56
tt,Digital Cultural Heritage,,Tatar,,,,,,,,2025-05-31 21:15:56
ty,Digital Cultural Heritage,,Tahitian,,,,,,,,2025-05-31 21:15:56
ur,Digital Cultural Heritage,,Urdu,,,,,,,,2025-05-31 21:15:56
aa,Digital Cultural Heritage,Xiyitaal aada daaran,Afar,123.0,1740706795.0,stop,gpt-4o-2024-08-06,112.0,235.0,"In Afar, 'Xiyitaal' signifies something digital or related to digital technology. The word 'aada' is used to represent culture, and 'daaran' means heritage or something inherited. This translation takes into consideration cultural nuances and attempts to convey the essence of the original term 'Digital Cultural Heritage,' linking digital technology with cultural legacy. The modification from 'qaadah' (which is not typically associated with 'culture') to 'aada' ensures the term comprehensively denotes cultural context.",2025-05-31 21:15:56
ab,Digital Cultural Heritage,Ацифратә культуратә ҭынха,Abkhaz,139.0,1740706777.0,stop,gpt-4o-2024-08-06,117.0,256.0,"I chose 'Ацифратә культуратә ҭынха' as the translation for 'Digital Cultural Heritage' in Abkhaz. The term 'Ацифратә' translates to 'digital,' capturing the modern technological aspect of the term. 'Культуратә' corresponds to 'cultural,' which anchors the phrase in the context of culture. Finally, 'ҭынха' means 'heritage,' which refers to the legacy or inheritance component intrinsic to the concept. This translation positions the term within a familiar cultural framework while ensuring it aligns with contemporary technological and cultural developments.",2025-05-31 21:15:56
ae,Digital Cultural Heritage,varənāman yazata fravarānō,Avestan,144.0,1740707141.0,stop,gpt-4o-2024-08-06,117.0,261.0,"In Avestan, the word 'varənāman' refers to something 'divine' or 'noble', which is appropriate for 'digital' given that digital technologies are considered modern marvels. 'Yazata' signifies 'worthy of worship', relating it to 'cultural', considering the value and esteem cultural heritage holds. 'Fravarānō' translates to 'preservation' or 'keeping', indicating the aspect of 'heritage'. Together, these elements collectively encapsulate the concept of 'Digital Cultural Heritage' as a revered preservation of cultural entities through advanced digital means.",2025-05-31 21:15:56
af,Digital Cultural Heritage,Digitale Kultuurerfenis,Afrikaans,147.0,1740706799.0,stop,gpt-4o-2024-08-06,149.0,296.0,"The chosen translation ""Digitale Kultuurerfenis"" aims to concisely convey the meaning of ""Digital Cultural Heritage"" in Afrikaans by combining ""Digitale"" (Digital) with ""Kultuurerfenis"" (Cultural Heritage). This construction is straightforward, merging ""kulturele"" and ""erfenis"" into ""Kultuurerfenis,"" which adequately captures the essence of both cultural and heritage aspects as a single concept. The use of ""Digitale"" at the beginning clearly indicates that we are dealing with digital aspects of cultural heritage, aligning well with common Afrikaans language constructs.",2025-05-31 21:15:56
ak,Digital Cultural Heritage,Digitral Amammerɛ Agyapadeɛ,Akan,127.0,1740706804.0,stop,gpt-4o-2024-08-06,124.0,251.0,"The term ""Digital Cultural Heritage"" encompasses the preservation and management of cultural heritage through digital means. In Akan, ""Amammerɛ"" represents ""culture,"" and ""Agyapadeɛ"" signifies ""heritage"" or ""treasure."" The term ""Digitral"" has been slightly adapted to better align with Akan pronunciation while maintaining its connection to the digital realm, ensuring that the term feels more integrated with the language. This translation retains the essence of the original term while making adjustments for cultural and linguistic coherence.",2025-05-31 21:15:56
am,Digital Cultural Heritage,ዲጂታል የባህል ቅርስ,Amharic,149.0,1740706841.0,stop,gpt-4o-2024-08-06,131.0,280.0,"The suggested translation from the Google Translate API, ""ዲጂታል የባህል ቅርስ"", effectively captures the concept of Digital Cultural Heritage. ""ዲጂታል"" accurately reflects ""digital,"" while ""የባህል ቅርስ"" conveys ""cultural heritage."" These terms align well with the original meaning, preserving the idea of heritage that is digitally preserved or represented. Therefore, no modification is necessary.",2025-05-31 21:15:56
an,Digital Cultural Heritage,Patrimonnio Cultural Dixital,Aragonese,124.0,1740706927.0,stop,gpt-4o-2024-08-06,112.0,236.0,"The term ""Digital Cultural Heritage"" is translated into Aragonese as ""Patrimonnio Cultural Dixital"". ""Patrimonnio"" corresponds to ""Heritage"", and ""Cultural"" retains the same form as in many Romance languages. ""Dixital"" is a straightforward adaptation of ""Digital"", ensuring the term feels natural within the Aragonese language while maintaining a close resemblance to equivalent terms in related languages. This translation respects both linguistic norms and mutual intelligibility within the context of Romance languages.",2025-05-31 21:15:56
ar,Digital Cultural Heritage,التراث الثقافي الرقمي,Arabic,155.0,1740706851.0,stop,gpt-4o-2024-08-06,157.0,312.0,"The term ""التراث الثقافي الرقمي"" is a close translation of ""Digital Cultural Heritage"" and is widely used in Arabic language sources, including translations from Google Translate API and the Easy Neural Machine Translation library. This phrase accurately conveys the concept of cultural heritage that is preserved in a digital form or representation. The term ""تراث رقمي"" suggested by Wikipedia, although correct, is more general and may not emphasize the cultural aspect as strongly as ""التراث الثقافي الرقمي"" does. Furthermore, the suggestion ""الچِ سبل ممة"" does not align with the standard Arabic vocabulary and is likely not appropriate for conveying this concept accurately.",2025-05-31 21:15:56
as,Digital Cultural Heritage,ডিজিটেল সাংস্কৃতিক সম্পদ,Assamese,150.0,1740707012.0,stop,gpt-4o-2024-08-06,114.0,264.0,"The term ""ডিজিটেল সাংস্কৃতিক ঐতিহ্য"" suggested by the Google Translate API is quite close. However, the word ""ঐতিহ্য"" directly translates to ""heritage"" and captures the essence well, yet it may not fully convey the broader aspects of ""heritage"" in terms of cultural significance and legacy preserved through digital means. The alternative term ""সম্পদ"" encompasses not only cultural heritage but also hints at the value and resources inherently preserved and propagated through digital mediums. This choice provides a broader understanding for Assamese speakers, aligning closer with the core concept of preserving cultural heritage using digital technology.",2025-05-31 21:15:56
ee,Digital Cultural Heritage,Dɔmenyinu Dekɔlu ƒe Digita Wɔwɔ,Ewe,117.0,1740708014.0,stop,gpt-4o-2024-08-06,151.0,268.0,"The translation prioritizes clarity in Ewe by breaking down the concept into comprehensible components. ""Dɔmenyinu"" refers to ""heritage,"" ""Dekɔlu"" captures the essence of ""culture,"" and ""Digita Wɔwɔ"" conveys ""digital,"" providing a more natural flow in the Ewe language. This structure ensures it remains true to the original meaning while making it relatable for Ewe speakers.",2025-05-31 21:15:56
el,Digital Cultural Heritage,Ψηφιακή Πολιτιστική Κληρονομιά,"Greek, Modern",141.0,1740708097.0,stop,gpt-4o-2024-08-06,165.0,306.0,"The term ""Ψηφιακή Πολιτιστική Κληρονομιά"" is the prevalent translation used across various established translation tools like Google Translate. The term directly corresponds to the concept of ""Digital Cultural Heritage"" in English, breaking down as follows: ""Ψηφιακή"" means ""Digital,"" ""Πολιτιστική"" means ""Cultural,"" and ""Κληρονομιά"" means ""Heritage."" This translation accurately captures the essence of preserving and exploring cultural heritage using digital technologies, aligning with contemporary discourse in the field.",2025-05-31 21:15:56
en,Digital Cultural Heritage,Digital Cultural Heritage,English,90.0,1740707998.0,stop,gpt-4o-2024-08-06,130.0,220.0,"The term ""Digital Cultural Heritage"" has been consistently used across various reputable sources, including the Google Translate API, Ollama API, and Wikipedia, indicating a general consensus on its appropriateness and accuracy in English. The term effectively captures the essence of cultural heritage represented in digital form, encompassing both the digitized representations of physical artifacts and the born-digital cultural expressions.",2025-05-31 21:15:56
hz,Digital Cultural Heritage,Otjinhaudjipuka oTsumbwa,Herero,112.0,1740708223.0,stop,gpt-4o-2024-08-06,113.0,225.0,"The term ""Digital Cultural Heritage"" involves the preservation and representation of culture through digital means. ""Otjinhaudjipuka"" interprets closely to ""digital"" with a focus on modernity and digital methods, while ""oTsumbwa"" deals with ""heritage"" or ""legacy."" The translation combines these concepts to effectively convey the idea of preserving cultural legacy through digital technology, capturing both the digital and cultural aspects.",2025-05-31 21:15:56
id,Digital Cultural Heritage,Warisan Budaya Digital,Indonesian,197.0,1740708491.0,stop,gpt-4o-2024-08-06,141.0,338.0,"The term ""Warisan Budaya Digital"" is a direct and widely accepted translation of ""Digital Cultural Heritage"" in Indonesian. It effectively captures the essence of cultural heritage that is preserved, represented, or accessed through digital means. The components of the term are straightforward and align well with linguistic conventions in Indonesian: ""Warisan"" translates to ""heritage,"" ""Budaya"" to ""cultural,"" and ""Digital"" remains consistent with its usage in the global digital context. This translation is also supported by both the Google Translate API and the Easy Neural Machine Translation library, indicating its recognition and usability. The suggestion from the Ollama API, ""Warisan Budaya dalam Bentuk Digital,"" is a valid alternative but is more verbose and may imply a narrower focus on digital formats. Therefore, ""Warisan Budaya Digital"" is a concise and clear translation that effectively conveys the original meaning.",2025-05-31 21:15:56
ie,Digital Cultural Heritage,Heritage Cultural Digital,Interlingue,136.0,1740708566.0,stop,gpt-4o-2024-08-06,114.0,250.0,"In Interlingue, the structure of noun phrases often follows the order of modifier + noun. The term ""DigitalHeritagi Culturali"" seems to mix English and another Romance-based influence, which may not be accurate or intuitive for an Interlingue speaker. ""Heritage"" is an accepted internationalism, and ""Cultural"" can be restructured as ""Cultural"" to be more in line with Interlingue vocabulary. ""Digital"" is also an international term and, when placed last, forms a clear and comprehensible phrase that reflects the original English term effectively.",2025-05-31 21:15:56
ig,Digital Cultural Heritage,Ihe Nketa Omenala Dijitalụ,Igbo,128.0,1740708652.0,stop,gpt-4o-2024-08-06,157.0,285.0,"The term 'Ihe Nketa Omenala Dijitalụ' most accurately captures the essence of 'Digital Cultural Heritage' in Igbo. 'Ihe Nketa' refers to inheritance or heritage, 'Omenala' translates to culture or tradition, and 'Dijitalụ' clearly signifies the digital aspect. This translation aligns well with the concept of preserving and accessing cultural heritage through digital means. The other suggestions either do not fully encapsulate the meaning or contain elements that are not relevant in the Igbo language context.",2025-05-31 21:15:56
ii,Digital Cultural Heritage,ꀊꊿ ꁬꁱ ꀊꅔ,Nuosu,149.0,1740710906.0,stop,gpt-4o-2024-08-06,123.0,272.0,"The term was translated by breaking down the concept of ""Digital Cultural Heritage"": ""ꀊꊿ"" refers to ""digital,"" capturing the notion of electronic and virtual realms. ""ꁬꁱ"" translates to ""cultural,"" indicating the customs, arts, and social institutions of a people. ""ꀊꅔ"" means ""heritage"" or ""legacy"" and encapsulates the idea of valued traditions passed down through generations. This translation aims to encompass the comprehensive meaning of the original English term within the linguistic and cultural context of Nuosu.",2025-05-31 21:15:56
ik,Digital Cultural Heritage,Iñuuniarviim Tigusiniŋit,Inupiaq,148.0,1740708670.0,stop,gpt-4o-2024-08-06,83.0,231.0,"Inupiaq is a language closely tied to the nuanced expression of cultural concepts and the environment. The term ""Digital Cultural Heritage"" in English refers to the preservation and appreciation of cultural values and artifacts in a digital form. ""Iñuuniarviim"" can be used to refer to something cultural or societal that is ""of the people,"" and ""Tigusiniŋit"" denotes ""something that is taken hold of"" or preserved/kept. Therefore, ""Iñuuniarviim Tigusiniŋit"" attempts to convey the essence of preserving cultural heritage through digital means.",2025-05-31 21:15:56
io,Digital Cultural Heritage,Digitala Kulturala Heritajo,Ido,139.0,1740708861.0,stop,gpt-4o-2024-08-06,111.0,250.0,"The term ""Digitala Kultura Veras"" provided by the Ollama API is a good starting point, but I found it beneficial to adjust it for a couple of reasons. The word ""Kulturala"" directly translates to ""Cultural,"" which is more precise than ""Kultura"" on its own. The term ""Heritajo"" closely represents the term ""Heritage"" in Ido, capturing the idea of inherited cultural properties. Hence, ""Digitala Kulturala Heritajo"" maintains the integrity of the original concept while staying true to Ido linguistic conventions.",2025-05-31 21:15:56
is,Digital Cultural Heritage,Stafrænn menningararfur,Icelandic,170.0,1740708988.0,stop,gpt-4o-2024-08-06,146.0,316.0,"The term ""Stafrænn menningararfur"" is the most accurate translation for ""Digital Cultural Heritage"" in Icelandic. ""Stafrænn"" translates to ""digital,"" capturing the essence of anything pertaining to digital or electronic formats. ""Menningararfur"" means ""cultural heritage,"" which directly aligns with the concept of heritage relating to cultural history and legacy. This translation harmonizes with how such terms are typically constructed in Icelandic and preserves the intended meaning without introducing ambiguity, which could arise from options like ""Síma menningararfur"". Furthermore, ""Stafrænn menningararfur"" is already in use in scholarly and cultural discussions within Iceland, supporting its validity and appropriateness in this context.",2025-05-31 21:15:56
it,Digital Cultural Heritage,Patrimonio culturale digitale,Italian,114.0,1740708994.0,stop,gpt-4o-2024-08-06,126.0,240.0,"Both the Google Translate API and the Easy Neural Machine Translation library suggest 'Patrimonio culturale digitale,' which is precise and widely accepted in Italian as the correct translation for 'Digital Cultural Heritage.' The term 'patrimonio' accurately conveys the idea of an inherited collection of cultural objects, while 'culturale digitale' clearly denotes the digital aspect of preserving and interpreting cultural materials. There is no need for modification, as the term effectively communicates the original English concept.",2025-05-31 21:15:56
iu,Digital Cultural Heritage,ᑎᑎᖅᑭᑦ ᑕᖃᓐᓇᐅᓂᖏᑦ,Inuktitut,170.0,1740709008.0,stop,gpt-4o-2024-08-06,164.0,334.0,"The term ""Digital Cultural Heritage"" encompasses the aspects of culture that are represented in digital formats. The word ""ᑎᑎᖅᑭᑦ"" translates to ""digital,"" capturing the modern technological aspect, while ""ᑕᖃᓐᓇᐅᓂᖏᑦ"" means ""cultural heritage,"" which emphasizes the traditional and inherited cultural elements. This translation aims to balance the contemporary and traditional aspects effectively, serving both the modern digital representation and the preservation of cultural heritage.",2025-05-31 21:15:56
ja,Digital Cultural Heritage,,Japanese,,,,,,,,2025-05-31 21:15:56
jv,Digital Cultural Heritage,Warisan Budaya Digital,Javanese,143.0,1740709057.0,stop,gpt-4o-2024-08-06,129.0,272.0,"The term ""Warisan Budaya Digital"" accurately conveys the meaning of ""Digital Cultural Heritage"" in Javanese. ""Warisan"" means ""heritage,"" ""Budaya"" means ""culture,"" and ""Digital"" remains the same as it is a widely understood loanword in many languages, including Javanese, for technological contexts. Adding ""Saka"" (meaning ""from"" or ""of"") as suggested by the Ollama API does not significantly enhance or change the meaning, so it is not necessary to include it. The chosen translation is clear and directly communicates the concept to Javanese speakers.",2025-05-31 21:15:56
ka,Digital Cultural Heritage,ციფრული კულტურული მემკვიდრეობა,Georgian,124.0,1740708085.0,stop,gpt-4o-2024-08-06,114.0,238.0,"The term ""Digital Cultural Heritage"" is accurately translated into Georgian as ""ციფრული კულტურული მემკვიდრეობა"". ""ციფრული"" means ""digital"", ""კულტურული"" means ""cultural"", and ""მემკვიდრეობა"" means ""heritage"". This translation effectively captures the essence of the original term, conveying the concepts of digital technology, cultural identity, and heritage preservation. The components are straightforward and widely understood in relevant contexts, requiring no modifications.",2025-05-31 21:15:56
