language_code,language_name,language_family,term_source,has_wikipedia,n_services_with_data,mean_rationale_similarity,category,evidence,loan_words_found,absence_signals,construction_signals,debate_signals,n_unique_raw,n_unique_normalized,max_edit_distance,has_script_disagreement,scripts_found,script_per_service,script_signals,claude_rationale_snippet,openai_rationale_snippet,gemini_rationale_snippet,first_ollama_rationale_snippet,service_translations
sg,Sango,African (Niger-Congo),Digital Humanities,False,7,0.3745,TRANSMOGRIFICATION,No Wikipedia; 6 distinct outputs; absence signals: 1; construction signals: 3,False,Gemini:loanword,Claude:construct; Gemini:compound; Gemini:construct,Claude:either,6,6,40,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This translation combines 'Gï tî Kôlï tî Zo' (sciences/knowledge of humanity) with 'Gï tî Numeriki' (digital/numerical sciences). In Sango, 'Gï' means knowledge/science, 'Kôlï' means study/learning, 'Zo' means person/people/humanity, and 'Numeriki' is the adapted term for digital/numerical. This str","The term ""Digital Humanities"" combines the disciplines of technology (""digital"") and the study of human culture and society (""humanities""). The suggestion ""Gi ti ayeke ti yeke lango na ngangu"" captures this duality in Sango by referring to ""understanding"" (lango) through ""digital means"" (ayeke ti ye","My translation 'Kôlï tî Zo tî Numeriki' is a direct and accurate rendering of 'Digital Humanities' into Sango. Let's break it down:

*   **Kôlï tî Zo**: This phrase directly translates to 'Humanity' or 'Humanities'. 'Kôlï' means 'man/person' or 'human being', and 'tî Zo' is a possessive construction","The term 'Digital Humanities' can be broken down into its constituent parts: 'digital' (ape) and 'humanities' (ti mo). To express the concept of 'digital', I have used 'na aye mingi ape', which means 'of the many computers' or 'using technology'. For 'humanities', I have kept 'ti mo', but added 'gi ","{'Google Translate': 'Humanité numérique', 'EasyNMT': 'Gi ti duti na aye mingi ape na yâ ti fini ti mo', 'OpenAI': 'Humanités na Ndönzi', 'Claude': 'Ngangû tî Numêrîki', 'Gemini': 'Kôzo-ndia ti Ndia-kôzo', 'First Ollama': 'Gi ti duti na aye mingi ape na yâ ti fini ti mo', 'Second Ollama': 'Bokoli na Moko'}"
sh,Serbo-Crotian,Slavic,Digital Humanities,True,7,0.4393,PRODUCTIVE_DISAGREEMENT,Wikipedia translation present; 5 distinct outputs; debate signals: 0; script disagreement: Cyrillic+Latin,False,,OpenAI:combining,,5,5,28,True,"['Cyrillic', 'Latin']","[('Wikipedia', 'Latin'), ('Google Translate', 'Cyrillic'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Cyrillic'), ('Second Ollama', 'Latin')]",Wikipedia:Latin; Google Translate:Cyrillic; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Cyrillic; Second Ollama:Latin,"This is the most appropriate translation for 'Digital Humanities' in Serbo-Croatian. The term uses Latin script (which is more common in academic and digital contexts), and 'nauke' (sciences/disciplines) accurately captures the interdisciplinary nature of the field. 'Digitalne' corresponds to 'digit","The term ""Digitalne humanističke nauke"" effectively captures the essence of ""Digital Humanities"" by combining the words for ""digital"" and ""humanistic sciences"" in Serbo-Croatian. This translation is widely recognized and used in academic contexts within the region, as evidenced by its use on platfor","The existing suggestions, 'Дигиталне хуманистичке науке' (Cyrillic) and 'Digitalne humanističke nauke' (Latin), are grammatically correct and understandable. However, they are quite literal translations of 'Digital Humanities sciences,' which can feel a bit clunky in Serbo-Croatian. The term 'nauke'","I agree with Google Translate's suggestion, as it accurately reflects the combination of 'digital' and 'humanities' in Serbo-Croatian. The term 'науке' is used to translate 'humanities', which refers to a broad range of academic disciplines that study the human experience.","{'Wikipedia': 'Digitalne humanističke nauke', 'Google Translate': 'Дигиталне хуманистичке науке', 'OpenAI': 'Digitalne humanistike', 'Claude': 'Digitalne humanističke nauke', 'Gemini': 'Digitalna humanistika', 'First Ollama': 'Дигиталне хуманистичке науке', 'Second Ollama': 'Dijigitalne Umetnosti'}"
si,"Sinhala, Sinhalese",Indo-Iranian,Digital Humanities,False,7,0.4068,TRANSMOGRIFICATION,No Wikipedia; 5 distinct outputs; absence signals: 3; construction signals: 0; script disagreement: Latin+Sinhala,False,Claude:transliterat; OpenAI:transliterat; Gemini:transliterat,,,5,4,14,True,"['Latin', 'Sinhala']","[('Google Translate', 'Sinhala'), ('Lingvanex', 'Sinhala'), ('OpenAI', 'Sinhala'), ('Claude', 'Sinhala'), ('Gemini', 'Sinhala'), ('First Ollama', 'Sinhala'), ('Second Ollama', 'Latin')]",Google Translate:Sinhala; Lingvanex:Sinhala; OpenAI:Sinhala; Claude:Sinhala; Gemini:Sinhala; First Ollama:Sinhala; Second Ollama:Latin,"This translation accurately conveys 'Digital Humanities' in Sinhala. 'ඩිජිටල්' (dijital) is the standard transliteration for 'digital' widely used in Sinhala, 'මානව' (mānava) means 'human/humanities', and 'ශාස්ත්‍ර' (śāstra) means 'science/discipline/studies'. The three major translation services co","The term ""ඩිජිටල් මානව ශාස්ත්‍ර"" accurately captures the concept of Digital Humanities in Sinhala. ""ඩිජිටල්"" is a direct transliteration of ""Digital"" and is widely understood and used in the Sinhala speaking community, especially in technological contexts. ""මානව ශාස්ත්‍ර"" translates to ""humanities,""","The existing suggestions 'ඩිජිටල් මානව ශාස්ත්‍ර' (Google Translate, OpenAI, Claude) and 'ඩිජිටල් මානව ශාස්ත්ර' (Lingvanex) are very close. The difference lies in the final letter: 'ශාස්ත්‍ර' vs. 'ශාස්ත්ර'. In Sinhala, 'ශාස්ත්‍ර' (śāstra) is the correct and standard transliteration and spelling for '","Using the word 'ශාස්ත්‍ර' (shāstra) to refer to humanities is a common practice in Sinhala, and 'ඩිජිටල්' (dijectal) is used directly from English. The phrase ත්ාිණහ ර්ං්න accurately conveys the concept of Digital Humanities.","{'Google Translate': 'ඩිජිටල් මානව ශාස්ත්\u200dර', 'Lingvanex': 'ඩිජිටල් මානව ශාස්ත්ර', 'OpenAI': 'ඩිජිටල් මානවීය විද්\u200dයා', 'Claude': 'ඩිජිටල් මානව ශාස්ත්\u200dර', 'Gemini': 'ඩිජිටල් මානව ශාස්ත්\u200dර', 'First Ollama': 'ත්ාිණහ ර්ං්න', 'Second Ollama': 'Digtal Manuski'}"
sk,Slovak,Slavic,Digital Humanities,False,8,0.4584,NOT_APPLICABLE,All services produced the same translation,False,,First Ollama:prefix; Second Ollama:prefix,,1,1,0,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This translation is accurate and widely accepted in Slovak academic contexts. 'Digitálne' correctly translates 'Digital', while 'humanitné vedy' is the standard Slovak term for 'humanities'. The adjective-noun agreement follows proper Slovak grammar rules. All existing suggestions converge on this t","The term ""Digitálne humanitné vedy"" is widely accepted in Slovak for representing ""Digital Humanities."" This translation effectively captures the essence of the interdisciplinary field that combines digital technology with the humanities.","The existing suggestions 'Digitálne humanitné vedy' are accurate and widely accepted. 'Digitálne' is the correct adjective for 'digital', and 'humanitné vedy' is the standard and precise term for 'humanities' (plural) in Slovak. There is no need for modification or refinement as this directly transl","The term 'Digital Humanities' is translated directly into Slovak, maintaining the same word order and structure as the original. The prefix 'digitálna' is used to convey the digital aspect, and 'humanitné vedy' translates 'Humanities' accordingly.","{'Google Translate': 'Digitálne humanitné vedy', 'EasyNMT': 'Digitálne humanitné vedy', 'Lingvanex': 'Digitálne humanitné vedy', 'OpenAI': 'digitálne humanitné vedy', 'Claude': 'Digitálne humanitné vedy', 'Gemini': 'digitálne humanitné vedy', 'First Ollama': 'Digitálne humanitné vedy', 'Second Ollama': 'Digitálne humanitné vedy'}"
sl,Slovene,Slavic,Digital Humanities,True,8,0.4233,PRODUCTIVE_DISAGREEMENT,Wikipedia translation present; 3 distinct outputs; debate signals: 0,False,,Claude:formation; First Ollama:prefix; Second Ollama:prefix,,3,3,10,False,['Latin'],"[('Wikipedia', 'Latin'), ('Google Translate', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Wikipedia:Latin; Google Translate:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,The term 'digitalna humanistika' is the established and widely accepted translation in Slovene academic discourse. It follows standard Slovene word formation patterns where the adjective 'digitalna' (digital) modifies the noun 'humanistika' (humanities). This translation is consistent across major t,"The term ""Digitalna humanistika"" is widely accepted and used in Slovene academic and professional contexts to refer to Digital Humanities. It aligns with the structure of the English term and is supported by translations from multiple sources, indicating common understanding and usage in the field.","The term 'Digitalna humanistika' is the most accurate and widely accepted translation for 'Digital Humanities' in Slovene. It directly translates 'digital' as 'digitalna' (feminine adjective, agreeing with 'humanistika') and 'humanities' as 'humanistika'. This term is already well-established in aca","This term is more precise and reflects the scope of Digital Humanities in Slovene. The prefix 'družboslovna' (social sciences) emphasizes the interdisciplinary nature of DH, while 'humanistika' retains the original meaning.","{'Wikipedia': 'Digitalna humanistika', 'Google Translate': 'Digitalna humanistika', 'Lingvanex': 'Digitalna humanistika', 'OpenAI': 'digitalne humanistike', 'Claude': 'digitalna humanistika', 'Gemini': 'digitalna humanistika', 'First Ollama': 'Družboslovna humanistika', 'Second Ollama': 'Digitalne humanistike'}"
sm,Samoan,Austronesian,Digital Humanities,False,8,0.3344,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 8,True,Gemini:transliterat,Gemini:combining; First Ollama:create.*term; Second Ollama:create.*term,,8,8,33,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This translation combines 'Fa'atekonolosi Numera' (digital technology, literally 'number technology') with 'Aganuu' (humanities, culture, traditions). The existing suggestions have issues: Google's repetition of 'Fa'atekonolosi' is redundant, 'Digital Man's' is incorrect English, and while OpenAI's ","The term ""Digital Humanities"" combines ideas related to technology and human cultural studies. ""Sāienisi Faakomepiuta"" refers to the digital or computational aspect, while ""Faʻale-aganuʻu"" encompasses the humanities or cultural aspect, making it a comprehensive translation of ""Digital Humanities"" in","My translation, 'Aganu'u Fa'atekinolosi Faa-Numera', aims to capture the essence of 'Digital Humanities' by breaking it down into its core components and translating them in a way that is both accurate and culturally resonant in Samoan.

Let's analyze the components:

*   **Aganu'u**: This directly ","I modified the existing suggestion from Google Translate to create a more precise and idiomatic Samoan term. 
     'Tauvaga' means digital, derived from the word 'tau","{'Google Translate': 'Mataupu Fa&#39;atekinolosi Fa&#39;atekinolosi', 'EasyNMT': ""Digital Man's"", 'Lingvanex': 'Digital Humanities', 'OpenAI': ""Humanities Fa'akomepiuta"", 'Claude': 'Tomai Faatekonolosi', 'Gemini': ""Aganu'u Fa'atekinolosi Numera"", 'First Ollama': 'Tauvaga Fa', 'Second Ollama': 'Tiketi Faʻalelei'}"
sn,Shona,African (Niger-Congo),Digital Humanities,False,8,0.3642,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 8,True,Gemini:transliterat,Claude:compound; Claude:construct; First Ollama:prefix; Second Ollama:prefix,,7,7,25,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"The term 'Digital Humanities' refers to the intersection of humanities disciplines with digital/computational methods. In Shona, 'Dzidziso' means 'studies/disciplines', 'dzeVanhu' means 'of humanity/people' (representing the humanities), and 'neTekinoroji' means 'with technology/digital tools'. This","The term ""Digital Humanities"" encompasses both digital technology and humanities, so the translation ""Zvinyorwa"" (texts/documents) for ""Humanities"" and ""Tekinoroji"" (technology) for ""Digital"" reflects the essence of studies that integrate technology with humanitarian studies.","The term 'Digital Humanities' combines 'digital' (referring to technology) and 'humanities' (referring to humanistic study). 

Let's break down the Shona translation:
*   **Dzidzo**: This means 'education,' 'study,' or 'discipline.' It captures the academic and scholarly aspect of 'humanities.'
*   ","This option is close, but I've adjusted it slightly to follow Shona's grammatical rules. The word 'hunhu' means 'humane' or 'human', and adding the prefix 'we-' suggests a connection or relation, making it suitable for this context.","{'Google Translate': 'Hunhu hweDigital', 'EasyNMT': 'Vanhu Vanogutsikana', 'Lingvanex': 'Digital Humanities', 'OpenAI': 'Dzidzo YeDigital', 'Claude': 'Dzidziso dzeVanhu neTekinoroji', 'Gemini': 'Unyanzvi hweRudhivhiti', 'First Ollama': 'Hunhu hweDigital', 'Second Ollama': 'Mataffi wechitinomano'}"
so,Somali,Afro-Asiatic,Digital Humanities,False,7,0.4401,TRANSMOGRIFICATION,No Wikipedia; 6 distinct outputs; absence signals: 2; construction signals: 3,False,First Ollama:loanword; Second Ollama:loanword,Claude:compound; Claude:construct; Gemini:construct,,6,6,29,False,['Latin'],"[('Google Translate', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This translation is more linguistically accurate and natural in Somali. 'Cilmiga' means 'sciences/studies', 'Dijitaalka' is the proper Somali form for 'digital', and 'Bini'aadantinimada' (or 'Bini'aadamnimada') means 'humanities' in the sense of human culture and knowledge. The genitive construction","The term considers both components of ""Digital Humanities"": ""Dijitaalka"" for ""Digital"" and ""Cilmiga...ee Aadanaha"" to indicate the study related to humanistic inquiry. This translation preserves the meaning and essence of the original term by linking digital processes with the study of human culture","My translation, 'Cilmiga Aadanaha ee Dijitaalka ah', aims for clarity and accuracy in conveying the meaning of 'Digital Humanities' in Somali. Let's break down the components and compare with the provided suggestions:

1.  **'Digital'**: The most common and widely accepted translation for 'digital' ","I agree with Google Translate and Lingvanex's suggestions. The term 'Digital Humanities' can be directly translated into Somali using the same word order and vocabulary. 'Dijital' is used to indicate digital or computer-related concepts, which is a common loanword in many languages. 'Bani'aadamnimad","{'Google Translate': 'Bani&#39;aadamnimada Dijital ah', 'Lingvanex': ""Bani'aadamnimada Dijital ah"", 'OpenAI': 'Cilmiga Aadanaha ee Dijital ah', 'Claude': ""Cilmiga-Dijitaalka Bani'aadamnimo"", 'Gemini': ""Cilmiga Bani'aadamnimada Dijitaalka ah"", 'First Ollama': ""Bani'aadamnimada Dijital ah"", 'Second Ollama': 'Dhakhliga Adduunka'}"
sq,Albanian,Indo-European (Other),Digital Humanities,False,8,0.3969,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 2; services with data: 8,True,Claude:borrowed; Gemini:borrowing,Claude:neologism; Gemini:construct,Gemini:variant,6,6,16,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"The term 'Humaniori Dixhitale' is the most accurate translation because: (1) 'Humaniori' is the established Albanian term for 'Humanities' as an academic field, borrowed from Italian 'umanità' and commonly used in Albanian academic contexts; (2) 'Dixhitale' (digital) follows standard Albanian orthog","I chose ""Shkencat Humane Digjitale"" as it closely aligns with the commonly accepted English term ""Digital Humanities"". ""Shkencat"" refers to sciences, and ""Humane"" captures the essence of humanities. I opted for ""Digjitale"" over ""Dixhitale"" as it is a more phonetically accurate representation of ""dig","The most accurate and widely accepted translation for 'Digital Humanities' in Albanian is 'Shkencat Humane Dixhitale'. This directly translates to 'Digital Human Sciences' or 'Digital Humanities'.

Let's break down why this is the best choice and why some other suggestions are less ideal:

*   **'Sh","I chose to modify the original suggestions by using ""e Mësimit"" instead of ""Humane"", as it is a more accurate translation for 'Humanities'. The term 'Mësim' refers to knowledge, understanding, or education, and 'e' is an article indicating that it's the subject of discussion. This way, we're emphasi","{'Google Translate': 'Shkencat Humane Dixhitale', 'EasyNMT': 'Humanitetet Dixhitale', 'Lingvanex': 'Shkenca Humane Dixhitale', 'OpenAI': 'Humanitetet Dixhitale', 'Claude': 'Shkencat Humane Dixhitale', 'Gemini': 'Shkencat Humane Digjitale', 'First Ollama': 'Shkencat e Mësimit Digitale', 'Second Ollama': 'Umanistika Digjitale'}"
sr,Serbian,Slavic,Digital Humanities,True,8,0.3625,PRODUCTIVE_DISAGREEMENT,Wikipedia translation present; 8 distinct outputs; debate signals: 0; script disagreement: Cyrillic+Latin,False,Gemini:transliterat,Claude:construct,,8,8,27,True,"['Cyrillic', 'Latin']","[('Wikipedia', 'Cyrillic'), ('Google Translate', 'Cyrillic'), ('Lingvanex', 'Cyrillic'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Wikipedia:Cyrillic; Google Translate:Cyrillic; Lingvanex:Cyrillic; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This is the most appropriate translation for several reasons: (1) It follows the standard Serbian academic terminology pattern where singular forms are preferred for field names (like 'matematika', 'fizika', 'informatika'); (2) 'Дигитална' (digital) is the established adjective form in Serbian; (3) ","The term ""Дигитална хуманистика"" is the most commonly used and recognized term within academic and professional circles in Serbia. It accurately conveys the interdisciplinary nature of Digital Humanities as a field that combines digital technology with the humanities. The singular form ""хуманистика""","The term 'Дигитална хуманистика' (Digitalna humanistika) is the most accurate and widely accepted translation for 'Digital Humanities' in Serbian. It is concise, grammatically correct, and captures the essence of the field. 

Let's break down why:

*   **'Дигитална' (Digitalna)**: This is the direct","I modified Google Translate's suggestion to use the correct adjective form for 'digital' in Serbian, which is 'dijitalne'. I also added '-e' to the end of 'humanističke' to make it agree with the plural noun 'nauke', following Serbian grammatical rules.","{'Wikipedia': 'Дигитална хуманистика', 'Google Translate': 'Дигиталне хуманистичке науке', 'Lingvanex': 'Дигиталне Хуманистичке', 'OpenAI': 'Digitalne humanistike', 'Claude': 'Digitalne humanističke nauke', 'Gemini': 'Digitalna humanistika', 'First Ollama': 'Dijitalne humanističke nauke', 'Second Ollama': 'Digitalne Umetnosti'}"
ss,Swati,African (Niger-Congo),Digital Humanities,False,7,0.449,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 7,True,Gemini:borrowing,Claude:construct; Gemini:combining; Gemini:prefix; First Ollama:prefix; Second Ollama:prefix,,7,7,29,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This translation accurately captures both components of 'Digital Humanities': 'Tifundvo' (studies/disciplines), 'Tebantfu' (of people/humanities), and 'Tedijithali' (digital). The construction follows Swati grammatical patterns where 'Tifundvo Tebantfu' represents humanities/human sciences, and the ","The translation 'Tifundvo Tebantfu Bedijithali' is chosen to clearly convey the concept of 'Digital Humanities'. 'Tifundvo' refers to 'studies' or 'education', and 'Tebantfu' translates to 'of people/humanities'. The term 'Bedijithali' is used to describe something related to 'digital', adhering clo","The term 'Digital Humanities' combines two core concepts: 'Digital' and 'Humanities'.

1.  **Humanities**: The most direct and widely accepted translation for 'Humanities' in Swati is 'Tifundvo Tebantfu'.
    *   'Tifundvo' means 'studies' or 'disciplines'.
    *   'Tebantfu' means 'of people' or 'h","I have modified the Google Translate suggestion to 'Tifundvo' instead of 'Tebantfu', as 'Tefundvo' is a more common prefix for 'digital' in Swati, and added 'Telenyoni' which means 'humanities' or 'arts'. I kept 'Tebantfu' (or 'Tabantfu') to refer specifically to the field of study.","{'Google Translate': 'Tifundvo Tebantfu Tedijithali', 'EasyNMT': 'Imibono Lemayelana Nendzawo Tabantfu', 'OpenAI': 'Ubuntfu Bedijithali', 'Claude': 'Buhlakaniphi be-Digit', 'Gemini': 'Buntfu Betfu Bedijithali', 'First Ollama': 'Tifundvo Telenyoni Tebantfu', 'Second Ollama': 'Tikiluni ya Digital'}"
st,Southern Sotho,African (Niger-Congo),Digital Humanities,False,8,0.3991,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 2; services with data: 8,True,Gemini:borrowing; Gemini:transliterat,Claude:compound; Claude:create.*term; Claude:construct; OpenAI:combining; First Ollama:prefix; Second Ollama:prefix,,6,6,29,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This translation combines 'Dithuto' (studies/learning/humanities), 'tsa Botho' (of humanity/human), and 'tsa Didijithale' (digital). The term 'Dithuto tsa Botho' better captures the academic and scholarly nature of 'Humanities' compared to just 'Botho' (which means humanity/personhood but lacks the ","The term ""Botho ba Dijithale"" effectively conveys the concept of Digital Humanities in Southern Sotho by using ""Botho"" to refer to humanities, which emphasizes human culture and intellectual achievement, and combining it with ""Dijithale"" to address the technological aspect. This translation maintain","My translation, 'Dithuto tsa Botho tsa Dijithale', is a refinement of Claude's suggestion and, in my expert opinion, the most accurate and nuanced. Let's break it down:

*   **Dithuto:** This directly translates to 'studies' or 'disciplines'. It accurately captures the academic and interdisciplinary","I agree with Google Translate's suggestion, using the prefix 'ba' to indicate possession and 'botho' (meaning 'human') to match the first part of 'Digital Humanities'. However, I would replace 'Dijithale' with 'Tlhokomelang', which is a more accurate translation for 'digital'. 'Tlhokomelang' conveys","{'Google Translate': 'Botho ba Dijithale', 'EasyNMT': ""Lik'hemik'hale Tseo Batho ba li Hlokang"", 'Lingvanex': 'Digital Humanities', 'OpenAI': 'Botho ba Marang-rang', 'Claude': 'Botheknoloji ba Dijithale ba Botho', 'Gemini': 'Botho ba Dijithale', 'First Ollama': 'Botho ba Dijithale', 'Second Ollama': 'Sehlahatsi sa Digital'}"
su,Sundanese,Austronesian,Digital Humanities,False,7,0.3772,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 3; services with data: 7,True,Claude:borrowed; OpenAI:loanword; Gemini:borrowing,Claude:compound; Claude:combining; Gemini:compound; Gemini:suffix; Gemini:prefix,,5,5,12,False,['Latin'],"[('Google Translate', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,This translation best captures the full meaning of 'Digital Humanities'. 'Élmu' (from Arabic 'ilm') means 'science' or 'knowledge/scholarship' and is the appropriate term for an academic discipline in Sundanese. 'Kamanusaan' derives from 'manusa' (human) and represents 'humanities' or 'human studies,"The term ""Kamanusaan Digital"" is preferred because ""Kamanusaan"" captures the essence of ""Humanities"" as it pertains to human culture and intellectual achievement, and ""Digital"" is a direct loanword commonly understood in Sundanese to reference technology. This combination effectively conveys the con","The term 'Digital Humanities' in English is a compound noun, where 'Digital' modifies 'Humanities'. In Sundanese, a direct translation that maintains this structure and meaning is preferred. Let's break down the existing suggestions and my refinement:

*   **'Élmu Kamanusaan Digital' (Google Transla","I modified Élmu Kamanusaan to Élmu Kadatwanan, as 'Kadatwanan' is a more accurate Sundanese equivalent for the concept of Humanities. It refers to knowledge or wisdom related to human culture and society.","{'Google Translate': 'Élmu Kamanusaan Digital', 'Lingvanex': 'Kamanusaan Digital', 'OpenAI': 'Humaniora Digital', 'Claude': 'Kamanusaan Digital', 'Gemini': 'Humaniora Digital', 'First Ollama': 'Élmu Kadatwanan Digital', 'Second Ollama': 'Manusa Digitál'}"
sv,Swedish,Germanic,Digital Humanities,True,9,0.4916,PRODUCTIVE_DISAGREEMENT,Wikipedia translation present; 2 distinct outputs; debate signals: 0,True,Claude:borrowed,Claude:compound; Claude:formation; Claude:prefix,,2,2,9,False,['Latin'],"[('Wikipedia', 'Latin'), ('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Wikipedia:Latin; Google Translate:Latin; EasyNMT:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This is the established and widely accepted term in Swedish academia and research institutions. The term 'humaniora' is the standard Swedish word for 'humanities' (borrowed from Latin), and prefixing it with 'digital' follows natural Swedish compound formation patterns. This translation is used by S","The term ""Digital humaniora"" is widely accepted and used in Swedish academic and professional contexts to refer to the interdisciplinary field known as Digital Humanities in English. It directly translates the components ""digital"" (relating to technology) and ""humaniora"" (referring to the humanities",The term 'Digital humaniora' is the universally accepted and most accurate translation for 'Digital Humanities' in Swedish. It directly translates 'digital' and uses the established Swedish term 'humaniora' for 'humanities'. The suggestion 'Datoriserade humaniora' from Ollama is less precise as 'dat,"The term 'Digital Humanities' is commonly translated to Swedish as 'Datoriserade humaniora', which more accurately reflects the field's focus on using digital methods and tools in humanities research. This translation is a more nuanced interpretation of Google Translate, Lingvanex, and EasyNMT's sug","{'Wikipedia': 'Digital humaniora', 'Google Translate': 'Digital humaniora', 'EasyNMT': 'Digital humaniora', 'Lingvanex': 'Digital humaniora', 'OpenAI': 'Digital humaniora', 'Claude': 'Digital humaniora', 'Gemini': 'Digital humaniora', 'First Ollama': 'Datoriserade humaniora', 'Second Ollama': 'Datoriserade humaniora'}"
