agreement_score,best_candidate,variant_distribution,unique_translations,total_variants,variants_with_data,above_threshold,term_source,language_code,language_name,variants_loaded,minimal_term,comparative_term,expert_persona_term,contextual_term,native_rationale_term
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,lv,Latvian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,mg,Malagasy,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,mh,Marshallese,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,mi,Māori,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,mk,Macedonian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ml,Malayalam,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,mn,Mongolian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,mr,Marathi (Marāṭhī),"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,kn,Kannada,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,km,Khmer,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,kl,Kalaallisut,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,kk,Kazakh,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,hi,Hindi,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ho,Hiri Motu,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,hr,Croatian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ht,Haitian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,hu,Hungarian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,hy,Armenian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,hz,Herero,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ia,Interlingua,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,id,Indonesian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ie,Interlingue,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ig,Igbo,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ii,Nuosu,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ik,Inupiaq,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,io,Ido,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,is,Icelandic,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Informatica umanistica,"{'Informatica umanistica': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,it,Italian,"minimal, comparative, expert_persona, contextual, native_rationale",Informatica umanistica,Informatica umanistica,Informatica umanistica,Informatica umanistica,Informatica umanistica
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,iu,Inuktitut,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,デジタル・ヒューマニティーズ,"{'デジタル・ヒューマニティーズ': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ja,Japanese,"minimal, comparative, expert_persona, contextual, native_rationale",デジタル・ヒューマニティーズ,デジタル・ヒューマニティーズ,デジタル・ヒューマニティーズ,デジタル・ヒューマニティーズ,デジタル・ヒューマニティーズ
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,jv,Javanese,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ka,Georgian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,kg,Kongo,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ki,"Kikuyu, Gikuyu","minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,kj,"Kwanyama, Kuanyama","minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,zu,Zulu,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,lmo,Lombard,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,yue,nan,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
